mechanism_id,agent,metric,n_seeds,mean,bootstrap_ci_low,bootstrap_ci_high,available,reason_if_unavailable,inferential_status,source_file,source_column
observation_shift,same_input_crisp,risk_zone_rate,30,0.0,0.0,0.0,True,,locked_primary_agents_descriptive_summary,results/diagnostic_extensions/final_shifts/seed_metrics.csv,risk_zone_rate
observation_shift,same_input_crisp,branch_correctness,0,,,,False,final evaluation rows did not log eligible branch diagnostics for this agent path,locked_primary_agents_descriptive_summary,results/diagnostic_extensions/final_shifts/seed_metrics.csv,branch_correctness
observation_shift,tabular,normalized_return_auc,30,-1.1323785416666674,-1.1406768420138895,-1.1239064184027785,True,,descriptive_comparator_only,results/diagnostic_extensions/final_shifts/seed_metrics.csv,normalized_return_auc
observation_shift,tabular,success_auc,30,0.38576388888888885,0.3825623263888888,0.3889444444444444,True,,descriptive_comparator_only,results/diagnostic_extensions/final_shifts/seed_metrics.csv,success_auc
observation_shift,tabular,failure_probability,30,0.6138333333333332,0.6109871794871796,0.6167435897435898,True,,descriptive_comparator_only,results/diagnostic_extensions/final_shifts/seed_metrics.csv,failure_probability
observation_shift,tabular,collision_rate,30,0.0,0.0,0.0,True,,descriptive_comparator_only,results/diagnostic_extensions/final_shifts/seed_metrics.csv,collision_rate
observation_shift,tabular,risk_zone_rate,30,0.0,0.0,0.0,True,,descriptive_comparator_only,results/diagnostic_extensions/final_shifts/seed_metrics.csv,risk_zone_rate
observation_shift,tabular,branch_correctness,0,,,,False,not applicable to a single-branch descriptive comparator,descriptive_comparator_only,results/diagnostic_extensions/final_shifts/seed_metrics.csv,branch_correctness
transition_dynamics_shift,count_gated_tau_20,normalized_return_auc,30,-1.066674375,-1.1270892482638886,-1.009990173611111,True,,locked_primary_agents_descriptive_summary,results/diagnostic_extensions/final_shifts/seed_metrics.csv,normalized_return_auc
transition_dynamics_shift,count_gated_tau_20,success_auc,30,0.48497916666666663,0.46515277777777775,0.5040076388888888,True,,locked_primary_agents_descriptive_summary,results/diagnostic_extensions/final_shifts/seed_metrics.csv,success_auc
transition_dynamics_shift,count_gated_tau_20,failure_probability,30,0.5149102564102563,0.49603782051282047,0.5341538461538461,True,,locked_primary_agents_descriptive_summary,results/diagnostic_extensions/final_shifts/seed_metrics.csv,failure_probability
transition_dynamics_shift,count_gated_tau_20,collision_rate,30,0.0,0.0,0.0,True,,locked_primary_agents_descriptive_summary,results/diagnostic_extensions/final_shifts/seed_metrics.csv,collision_rate
transition_dynamics_shift,count_gated_tau_20,risk_zone_rate,30,0.0,0.0,0.0,True,,locked_primary_agents_descriptive_summary,results/diagnostic_extensions/final_shifts/seed_metrics.csv,risk_zone_rate
transition_dynamics_shift,count_gated_tau_20,branch_correctness,30,0.3145653470046288,0.2992148911678768,0.3295791754868612,True,,locked_primary_agents_descriptive_summary,results/diagnostic_extensions/final_shifts/seed_metrics.csv,branch_correctness
transition_dynamics_shift,dqn,normalized_return_auc,30,-1.2936507638888888,-1.3611522604166666,-1.2228356041666668,True,,descriptive_comparator_only,results/diagnostic_extensions/final_shifts/seed_metrics.csv,normalized_return_auc
transition_dynamics_shift,dqn,success_auc,30,0.4120208333333334,0.3897704861111112,0.43556979166666676,True,,descriptive_comparator_only,results/diagnostic_extensions/final_shifts/seed_metrics.csv,success_auc
transition_dynamics_shift,dqn,failure_probability,30,0.589448717948718,0.5664615384615385,0.611153846153846,True,,descriptive_comparator_only,results/diagnostic_extensions/final_shifts/seed_metrics.csv,failure_probability
transition_dynamics_shift,dqn,collision_rate,30,0.0,0.0,0.0,True,,descriptive_comparator_only,results/diagnostic_extensions/final_shifts/seed_metrics.csv,collision_rate
transition_dynamics_shift,dqn,risk_zone_rate,30,0.0,0.0,0.0,True,,descriptive_comparator_only,results/diagnostic_extensions/final_shifts/seed_metrics.csv,risk_zone_rate
transition_dynamics_shift,dqn,branch_correctness,0,,,,False,not applicable to a single-branch descriptive comparator,descriptive_comparator_only,results/diagnostic_extensions/final_shifts/seed_metrics.csv,branch_correctness
transition_dynamics_shift,relative_reliability_fuzzy,normalized_return_auc,30,-1.0819038194444444,-1.1538128628472217,-1.0108414531249996,True,,locked_primary_agents_descriptive_summary,results/diagnostic_extensions/final_shifts/seed_metrics.csv,normalized_return_auc
transition_dynamics_shift,relative_reliability_fuzzy,success_auc,30,0.47736805555555556,0.4535208333333334,0.5014170138888889,True,,locked_primary_agents_descriptive_summary,results/diagnostic_extensions/final_shifts/seed_metrics.csv,success_auc
transition_dynamics_shift,relative_reliability_fuzzy,failure_probability,30,0.5228205128205128,0.49932019230769226,0.5460519230769231,True,,locked_primary_agents_descriptive_summary,results/diagnostic_extensions/final_shifts/seed_metrics.csv,failure_probability
transition_dynamics_shift,relative_reliability_fuzzy,collision_rate,30,0.0,0.0,0.0,True,,locked_primary_agents_descriptive_summary,results/diagnostic_extensions/final_shifts/seed_metrics.csv,collision_rate
transition_dynamics_shift,relative_reliability_fuzzy,risk_zone_rate,30,0.0,0.0,0.0,True,,locked_primary_agents_descriptive_summary,results/diagnostic_extensions/final_shifts/seed_metrics.csv,risk_zone_rate
transition_dynamics_shift,relative_reliability_fuzzy,branch_correctness,0,,,,False,final evaluation rows did not log eligible branch diagnostics for this agent path,locked_primary_agents_descriptive_summary,results/diagnostic_extensions/final_shifts/seed_metrics.csv,branch_correctness
transition_dynamics_shift,same_input_crisp,normalized_return_auc,30,-1.1509825,-1.2177394496527776,-1.0806213541666667,True,,locked_primary_agents_descriptive_summary,results/diagnostic_extensions/final_shifts/seed_metrics.csv,normalized_return_auc
transition_dynamics_shift,same_input_crisp,success_auc,30,0.45356944444444436,0.43096527777777793,0.47779861111111116,True,,locked_primary_agents_descriptive_summary,results/diagnostic_extensions/final_shifts/seed_metrics.csv,success_auc
transition_dynamics_shift,same_input_crisp,failure_probability,30,0.5487051282051283,0.524423076923077,0.5712310897435897,True,,locked_primary_agents_descriptive_summary,results/diagnostic_extensions/final_shifts/seed_metrics.csv,failure_probability
transition_dynamics_shift,same_input_crisp,collision_rate,30,0.0,0.0,0.0,True,,locked_primary_agents_descriptive_summary,results/diagnostic_extensions/final_shifts/seed_metrics.csv,collision_rate
transition_dynamics_shift,same_input_crisp,risk_zone_rate,30,0.0,0.0,0.0,True,,locked_primary_agents_descriptive_summary,results/diagnostic_extensions/final_shifts/seed_metrics.csv,risk_zone_rate
transition_dynamics_shift,same_input_crisp,branch_correctness,0,,,,False,final evaluation rows did not log eligible branch diagnostics for this agent path,locked_primary_agents_descriptive_summary,results/diagnostic_extensions/final_shifts/seed_metrics.csv,branch_correctness
transition_dynamics_shift,tabular,normalized_return_auc,30,-1.089446180555556,-1.099700887152778,-1.078969088541667,True,,descriptive_comparator_only,results/diagnostic_extensions/final_shifts/seed_metrics.csv,normalized_return_auc
transition_dynamics_shift,tabular,success_auc,30,0.39109027777777783,0.386513888888889,0.39581961805555554,True,,descriptive_comparator_only,results/diagnostic_extensions/final_shifts/seed_metrics.csv,success_auc
transition_dynamics_shift,tabular,failure_probability,30,0.6090512820512821,0.604371794871795,0.6135128205128205,True,,descriptive_comparator_only,results/diagnostic_extensions/final_shifts/seed_metrics.csv,failure_probability
transition_dynamics_shift,tabular,collision_rate,30,0.0,0.0,0.0,True,,descriptive_comparator_only,results/diagnostic_extensions/final_shifts/seed_metrics.csv,collision_rate
transition_dynamics_shift,tabular,risk_zone_rate,30,0.0,0.0,0.0,True,,descriptive_comparator_only,results/diagnostic_extensions/final_shifts/seed_metrics.csv,risk_zone_rate
transition_dynamics_shift,tabular,branch_correctness,0,,,,False,not applicable to a single-branch descriptive comparator,descriptive_comparator_only,results/diagnostic_extensions/final_shifts/seed_metrics.csv,branch_correctness
