environment,agent,seed,checkpoint,mean_return,success_rate,mean_length,elapsed_seconds,environment_steps,gradient_updates,training_loss_mean,training_loss_max,nonfinite_loss_count,completed_checkpoint_count,expected_checkpoint_count,training_elapsed_seconds,evaluation_elapsed_seconds,mean_gate,support_abstention_rate,global_tabular_error,global_neural_error,visited_states,failure_rate,collision_rate,risk_zone_rate,idle_rate,risk_adjusted_score,localization_error_mean,sensor_dropout_rate,camera_visible_rate,motor_saturation_rate,unsupported_state_ratio,memory_branch_usage_ratio,neural_branch_usage_ratio,abstention_ratio,adaptive_alpha_mean,adaptive_alpha_iqr,support_score_mean,uncertainty_score_mean,exact_support_coverage,approximate_support_coverage,fuzzy_gate_active_rate,neural_only_fallback_rate,out_of_fuzzy_support_count,out_of_fuzzy_support_ratio,inference_time_us_per_decision_mean,inference_time_us_per_decision_median,memory_cost_states,memory_cost_entries,memory_cost_bytes_estimated,eval_checkpoint,eval_return,train_steps,seconds_per_1000_steps,return_auc,success_rate_auc,experiment_name,config_file,environment_id,resolved_environment_id,observation_representation,git_commit_hash,package_version,python_version,torch_version,numpy_version,gymnasium_version,minigrid_version,gym_pybullet_drones_version,pybullet_version
architecture_filtered_belief,temporal_filtered_alpha035,15004,240,-1.387195419705628,0.0,30.0,3.543795300007332,240,53,0.0105894601086752,0.0267661809921264,0,2,2,2.007478700019419,1.536316599987913,,,,,,1.0,0.0,0.9111111111111111,0.23333333333333336,-0.011666666666666667,0.0275672901247162,0.24444444444444438,0.17777777777777778,0.0,1.0,0.0,1.0,0.0,,,0.0,,0.0,0.0,,1.0,,,1024.8622222222223,1014.95,0.0,0.0,0.0,240,-1.387195419705628,240,8.364494583414247,-1.302824977374403,0.0,reviewer1_temporal_interface_development,configs/reviewer1_remaining/temporal_and_interface_development/matched_design.yaml,SensorizedPyBulletUAVWaypoint-v0,SensorizedPyBulletUAVWaypoint-v0,native_gymnasium_observation,7544f61e62b857de55fcd6c17c5151159b824ebf,1.8.0,3.12.13,2.12.0+cpu,2.4.6,1.2.3,3.1.0,2.1.0,3.2.7
architecture_filtered_belief,temporal_filtered_alpha035,15005,240,-1.4964185120351614,0.0,30.0,3.490621300006751,240,53,0.0069216871853777,0.0308139249682426,0,2,2,1.929814899980556,1.5608064000261948,,,,,,1.0,0.0,1.0,0.0,0.0,0.03180600477175576,0.19999999999999996,0.32222222222222224,0.0,1.0,0.0,1.0,0.0,,,0.0,,0.0,0.0,,1.0,,,1011.0166666666668,993.7,0.0,0.0,0.0,240,-1.4964185120351614,240,8.04089541658565,-1.1906531905150042,0.0,reviewer1_temporal_interface_development,configs/reviewer1_remaining/temporal_and_interface_development/matched_design.yaml,SensorizedPyBulletUAVWaypoint-v0,SensorizedPyBulletUAVWaypoint-v0,native_gymnasium_observation,7544f61e62b857de55fcd6c17c5151159b824ebf,1.8.0,3.12.13,2.12.0+cpu,2.4.6,1.2.3,3.1.0,2.1.0,3.2.7
architecture_frame_stack,temporal_frame_stack_4,15004,240,-1.6328625791116307,0.0,30.0,3.7510109999857377,240,53,0.0024674789791153,0.0081555591896176,0,2,2,2.0202229999704286,1.730788000015309,,,,,,1.0,0.0,0.8777777777777778,0.0111111111111111,-0.0005555555555555333,0.027783260089684767,0.24444444444444438,0.13333333333333333,0.0,1.0,0.0,1.0,0.0,,,0.0,,0.0,0.0,,1.0,,,1168.8522222222223,1129.35,0.0,0.0,0.0,240,-1.6328625791116307,240,8.41759583321012,-1.3668081184088563,0.0,reviewer1_temporal_interface_development,configs/reviewer1_remaining/temporal_and_interface_development/matched_design.yaml,SensorizedPyBulletUAVWaypoint-v0,SensorizedPyBulletUAVWaypoint-v0,native_gymnasium_observation,7544f61e62b857de55fcd6c17c5151159b824ebf,1.8.0,3.12.13,2.12.0+cpu,2.4.6,1.2.3,3.1.0,2.1.0,3.2.7
architecture_frame_stack,temporal_frame_stack_4,15005,240,-1.4356209131485471,0.0,30.0,3.685820199985756,240,53,0.0124493695340857,0.0489151626825332,0,2,2,1.9655733999970837,1.720246799988672,,,,,,1.0,0.0,0.9555555555555556,0.0,0.0,0.03060556106372837,0.19999999999999996,0.32222222222222224,0.0,1.0,0.0,1.0,0.0,,,0.0,,0.0,0.0,,1.0,,,1108.4388888888889,1073.5500000000002,0.0,0.0,0.0,240,-1.4356209131485471,240,8.189889166654515,-1.0358020041401808,0.0,reviewer1_temporal_interface_development,configs/reviewer1_remaining/temporal_and_interface_development/matched_design.yaml,SensorizedPyBulletUAVWaypoint-v0,SensorizedPyBulletUAVWaypoint-v0,native_gymnasium_observation,7544f61e62b857de55fcd6c17c5151159b824ebf,1.8.0,3.12.13,2.12.0+cpu,2.4.6,1.2.3,3.1.0,2.1.0,3.2.7
architecture_sensorized_low_level,feedforward_capacity_h064,15004,240,-1.371810980157461,0.0,30.0,4.397811400005594,240,53,0.0103079579278545,0.0254519041627645,0,2,2,2.569456400029594,1.828354999976,,,,,,1.0,0.0,0.6666666666666666,0.6777777777777779,-0.033888888888888864,0.027203740284635833,0.24444444444444438,0.14444444444444443,0.0,1.0,0.0,1.0,0.0,,,0.0,,0.0,0.0,,1.0,,,1115.1455555555556,1004.9,0.0,0.0,0.0,240,-1.371810980157461,240,10.706068333456642,-1.3799037703278008,0.0,reviewer1_temporal_interface_development,configs/reviewer1_remaining/temporal_and_interface_development/matched_design.yaml,SensorizedPyBulletUAVWaypoint-v0,SensorizedPyBulletUAVWaypoint-v0,native_gymnasium_observation,7544f61e62b857de55fcd6c17c5151159b824ebf,1.8.0,3.12.13,2.12.0+cpu,2.4.6,1.2.3,3.1.0,2.1.0,3.2.7
architecture_sensorized_low_level,feedforward_capacity_h064,15005,240,-1.4131923361557226,0.0,30.0,4.340708200004883,240,53,0.0070607121440775,0.0318950451910495,0,2,2,2.5669262000301387,1.7737819999747444,,,,,,1.0,0.0,0.9444444444444445,0.0,0.0,0.03200842298877733,0.19999999999999996,0.32222222222222224,0.0,1.0,0.0,1.0,0.0,,,0.0,,0.0,0.0,,1.0,,,1073.1511111111113,1019.7,0.0,0.0,0.0,240,-1.4131923361557226,240,10.69552583345891,-1.1555098382399107,0.0,reviewer1_temporal_interface_development,configs/reviewer1_remaining/temporal_and_interface_development/matched_design.yaml,SensorizedPyBulletUAVWaypoint-v0,SensorizedPyBulletUAVWaypoint-v0,native_gymnasium_observation,7544f61e62b857de55fcd6c17c5151159b824ebf,1.8.0,3.12.13,2.12.0+cpu,2.4.6,1.2.3,3.1.0,2.1.0,3.2.7
architecture_sensorized_low_level,feedforward_capacity_h096,15004,240,-1.2660627036898708,0.0,30.0,4.102574599994114,240,53,0.0053044541858088,0.0221484117209911,0,2,2,2.263355800008867,1.8392187999852467,,,,,,1.0,0.0,0.8777777777777778,0.0,0.0,0.0273891361662309,0.24444444444444438,0.09999999999999999,0.0,1.0,0.0,1.0,0.0,,,0.0,,0.0,0.0,,1.0,,,1165.1000000000001,1141.35,0.0,0.0,0.0,240,-1.2660627036898708,240,9.430649166703612,-1.3570890585891902,0.0,reviewer1_temporal_interface_development,configs/reviewer1_remaining/temporal_and_interface_development/matched_design.yaml,SensorizedPyBulletUAVWaypoint-v0,SensorizedPyBulletUAVWaypoint-v0,native_gymnasium_observation,7544f61e62b857de55fcd6c17c5151159b824ebf,1.8.0,3.12.13,2.12.0+cpu,2.4.6,1.2.3,3.1.0,2.1.0,3.2.7
architecture_sensorized_low_level,feedforward_capacity_h096,15005,240,-1.7017382976110094,0.0,30.0,3.935133599996334,240,53,0.0045242025181958,0.0203390531241893,0,2,2,2.1747568999999203,1.7603766999964137,,,,,,1.0,0.0,1.0,0.0,0.0,0.03063208275060683,0.19999999999999996,0.32222222222222224,0.0,1.0,0.0,1.0,0.0,,,0.0,,0.0,0.0,,1.0,,,1168.4177777777777,1179.05,0.0,0.0,0.0,240,-1.7017382976110094,240,9.061487083333,-1.1718828384054356,0.0,reviewer1_temporal_interface_development,configs/reviewer1_remaining/temporal_and_interface_development/matched_design.yaml,SensorizedPyBulletUAVWaypoint-v0,SensorizedPyBulletUAVWaypoint-v0,native_gymnasium_observation,7544f61e62b857de55fcd6c17c5151159b824ebf,1.8.0,3.12.13,2.12.0+cpu,2.4.6,1.2.3,3.1.0,2.1.0,3.2.7
architecture_sensorized_low_level,feedforward_capacity_h128,15004,240,-1.0715142715551582,0.0,30.0,3.89707870001439,240,53,0.0020881127675924,0.0073987217620015,0,2,2,2.0576607000257354,1.8394179999886544,,,,,,1.0,0.0,0.6555555555555556,0.1111111111111111,-0.005555555555555533,0.02694818005806553,0.24444444444444438,0.14444444444444443,0.0,1.0,0.0,1.0,0.0,,,0.0,,0.0,0.0,,1.0,,,1176.341111111111,1162.85,0.0,0.0,0.0,240,-1.0715142715551582,240,8.573586250107232,-1.0862130955148799,0.0,reviewer1_temporal_interface_development,configs/reviewer1_remaining/temporal_and_interface_development/matched_design.yaml,SensorizedPyBulletUAVWaypoint-v0,SensorizedPyBulletUAVWaypoint-v0,native_gymnasium_observation,7544f61e62b857de55fcd6c17c5151159b824ebf,1.8.0,3.12.13,2.12.0+cpu,2.4.6,1.2.3,3.1.0,2.1.0,3.2.7
architecture_sensorized_low_level,feedforward_capacity_h128,15005,240,-1.793674799313691,0.0,30.0,3.92397569998866,240,53,0.0024658490660411,0.0148491254076361,0,2,2,2.097654299985152,1.826321400003508,,,,,,1.0,0.0,1.0,0.0,0.0,0.03040667373376583,0.19999999999999996,0.32222222222222224,0.0,1.0,0.0,1.0,0.0,,,0.0,,0.0,0.0,,1.0,,,1172.7733333333333,1150.0,0.0,0.0,0.0,240,-1.793674799313691,240,8.740226249938134,-1.4458336580752316,0.0,reviewer1_temporal_interface_development,configs/reviewer1_remaining/temporal_and_interface_development/matched_design.yaml,SensorizedPyBulletUAVWaypoint-v0,SensorizedPyBulletUAVWaypoint-v0,native_gymnasium_observation,7544f61e62b857de55fcd6c17c5151159b824ebf,1.8.0,3.12.13,2.12.0+cpu,2.4.6,1.2.3,3.1.0,2.1.0,3.2.7
