environment,metric,left,right,n_pairs,mean_difference,median_difference,bootstrap_ci_low,bootstrap_ci_high,cohen_dz,rank_biserial,paired_t_p,wilcoxon_p,sign_test_p,wins,losses,ties,difference_skew,difference_excess_kurtosis,catastrophic_low_outliers,catastrophic_high_outliers,win_rate_non_ties,paired_t_holm_p,wilcoxon_holm_p,sign_test_holm_p
ReliabilityShift-boundary-020-confirmatory,mean_return,count_gate,fuzzy_shift_crisp,30,-0.4146666666666667,-0.41000000000000003,-0.4396666666666667,-0.3906583333333334,-5.869401773609816,-1.0,3.1306754345248174e-24,1.7137666960733877e-06,1.862645149230957e-09,0,30,0,-0.3332302829677145,-0.14395646153808972,0,0,0.0,4.0698780648822624e-23,2.5657919898601166e-05,2.7939677238464355e-08
ReliabilityShift-boundary-020-confirmatory,mean_return,count_gate,fuzzy_shift_full,30,-0.41733333333333333,-0.41000000000000003,-0.44200000000000006,-0.3933333333333333,-5.960087512846618,-1.0,2.0302918685693557e-24,1.7159286750586906e-06,1.862645149230957e-09,0,30,0,-0.30111423064895926,-0.08465467695827478,0,0,0.0,3.045437802854033e-23,2.5657919898601166e-05,2.7939677238464355e-08
ReliabilityShift-boundary-020-confirmatory,mean_return,count_gate,fuzzy_shift_no_reliability,30,-0.4153333333333334,-0.41000000000000003,-0.44066666666666665,-0.3906666666666668,-5.8346648814478685,-1.0,3.701787988080662e-24,1.7105279932400777e-06,1.862645149230957e-09,0,30,0,-0.3429629964425911,-0.2174413970252984,0,0,0.0,4.442145585696795e-23,2.5657919898601166e-05,2.7939677238464355e-08
ReliabilityShift-boundary-020-confirmatory,mean_return,count_gate,fuzzy_shift_no_support,30,-0.41733333333333333,-0.41000000000000003,-0.44200000000000006,-0.3933333333333333,-5.960087512846618,-1.0,2.0302918685693557e-24,1.7159286750586906e-06,1.862645149230957e-09,0,30,0,-0.30111423064895926,-0.08465467695827478,0,0,0.0,3.045437802854033e-23,2.5657919898601166e-05,2.7939677238464355e-08
ReliabilityShift-boundary-020-confirmatory,mean_return,count_gate,original_fuzzy,30,-0.3476666666666667,-0.35,-0.3783333333333332,-0.3179916666666667,-4.019717858453558,-1.0,1.1959806839978238e-19,1.7213435893906393e-06,1.862645149230957e-09,0,30,0,-0.22030177540521725,0.48404076533042417,0,0,0.0,1.3155787523976061e-18,2.5657919898601166e-05,2.7939677238464355e-08
ReliabilityShift-boundary-020-confirmatory,mean_return,fuzzy_shift_crisp,fuzzy_shift_full,30,-0.002666666666666669,0.0,-0.00733333333333334,0.0,-0.23336686546447344,-1.0,0.21131415386530322,0.17971249487899976,0.5,0,2,28,-4.782377313391676,23.773556833961518,0,0,0.0,1.0,1.0,1.0
ReliabilityShift-boundary-020-confirmatory,mean_return,fuzzy_shift_crisp,fuzzy_shift_no_reliability,30,-0.0006666666666666673,0.0,-0.006333333333333339,0.0043333333333333375,-0.044235903005475675,-0.2,0.8102607786995016,0.7150006546880893,1.0,2,2,26,-0.9154836317486593,12.398344916323826,0,0,0.5,1.0,1.0,1.0
ReliabilityShift-boundary-020-confirmatory,mean_return,fuzzy_shift_crisp,fuzzy_shift_no_support,30,-0.002666666666666669,0.0,-0.00733333333333334,0.0,-0.23336686546447344,-1.0,0.21131415386530322,0.17971249487899976,0.5,0,2,28,-4.782377313391676,23.773556833961518,0,0,0.0,1.0,1.0,1.0
ReliabilityShift-boundary-020-confirmatory,mean_return,fuzzy_shift_crisp,original_fuzzy,30,0.067,0.065,0.04900000000000001,0.08466666666666667,1.3260806164905103,0.9656084656084656,5.346307669271657e-08,1.142901088533783e-05,4.172325134277344e-07,26,1,3,0.0028874277789960063,-0.5255429010326154,0,0,0.9629629629629629,3.74241536849016e-07,8.000307619736481e-05,2.9206275939941406e-06
ReliabilityShift-boundary-020-confirmatory,mean_return,fuzzy_shift_full,fuzzy_shift_no_reliability,30,0.0020000000000000018,0.0,0.0,0.005666666666666671,0.2162734231207965,1.0,0.24580198700338757,0.17971249487899976,0.5,2,0,28,5.180097311844881,27.479838709677374,0,0,1.0,1.0,1.0,1.0
ReliabilityShift-boundary-020-confirmatory,mean_return,fuzzy_shift_full,fuzzy_shift_no_support,30,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,30,0.0,0.0,0,0,0.5,1.0,1.0,1.0
ReliabilityShift-boundary-020-confirmatory,mean_return,fuzzy_shift_full,original_fuzzy,30,0.06966666666666668,0.06999999999999995,0.053325,0.08633333333333333,1.4749696283440605,1.0,6.567803704803765e-09,5.506657476930557e-06,1.4901161193847656e-08,27,0,3,0.21587728648172683,-0.8106604057133051,0,0,1.0,6.567803704803765e-08,5.5066574769305566e-05,1.4901161193847656e-07
ReliabilityShift-boundary-020-confirmatory,mean_return,fuzzy_shift_no_reliability,fuzzy_shift_no_support,30,-0.0020000000000000018,0.0,-0.005666666666666671,0.0,-0.2162734231207965,-1.0,0.24580198700338757,0.17971249487899976,0.5,0,2,28,-5.180097311844881,27.479838709677374,0,0,0.0,1.0,1.0,1.0
ReliabilityShift-boundary-020-confirmatory,mean_return,fuzzy_shift_no_reliability,original_fuzzy,30,0.06766666666666668,0.06999999999999995,0.05100000000000002,0.08433333333333333,1.44792537934294,1.0,9.553217605551076e-09,8.12572295680363e-06,2.9802322387695312e-08,26,0,4,0.2688530275445792,-0.6219783298023036,0,0,1.0,7.642574084440861e-08,6.500578365442905e-05,2.384185791015625e-07
ReliabilityShift-boundary-020-confirmatory,mean_return,fuzzy_shift_no_support,original_fuzzy,30,0.06966666666666668,0.06999999999999995,0.053325,0.08633333333333333,1.4749696283440605,1.0,6.567803704803765e-09,5.506657476930557e-06,1.4901161193847656e-08,27,0,3,0.21587728648172683,-0.8106604057133051,0,0,1.0,6.567803704803765e-08,5.5066574769305566e-05,1.4901161193847656e-07
ReliabilityShift-boundary-020-confirmatory,success_rate,count_gate,fuzzy_shift_crisp,30,-0.2073333333333333,-0.20499999999999996,-0.21983333333333335,-0.19532916666666664,-5.869401773609814,-1.0,3.1306754345248174e-24,1.7170105183845441e-06,1.862645149230957e-09,0,30,0,-0.3332302829677202,-0.14395646153808705,0,0,0.0,4.0698780648822624e-23,2.573893012588036e-05,2.7939677238464355e-08
