agent,metric,n_environments,mean_environment_rank,median_environment_rank,best_environment_rank,worst_environment_rank
fixed_hybrid,return_auc,1,3.0,3.0,3.0,3.0
random,return_auc,1,1.0,1.0,1.0,1.0
support_abstain_tau_20,return_auc,1,2.0,2.0,2.0,2.0
fixed_hybrid,success_rate_auc,1,3.0,3.0,3.0,3.0
random,success_rate_auc,1,1.0,1.0,1.0,1.0
support_abstain_tau_20,success_rate_auc,1,2.0,2.0,2.0,2.0
fixed_hybrid,mean_return,1,3.0,3.0,3.0,3.0
random,mean_return,1,2.0,2.0,2.0,2.0
support_abstain_tau_20,mean_return,1,1.0,1.0,1.0,1.0
