environment,agent,metric,n_seeds,minimum,maximum,median,mad,skew,excess_kurtosis,catastrophic_low_outliers,catastrophic_high_outliers,heavy_tail_flag
ApplicationNavigation-cost-support,count_gated_tau_20,return_auc,10,-5.2052,-1.2340000000000009,-3.9664666666666673,1.1636333333333333,0.4066485065455892,-1.4467778818009858,0,0,False
ApplicationNavigation-cost-support,count_gated_tau_20,mean_return,10,-10.321666666666665,0.2833333333333333,-4.931333333333333,2.4673333333333325,-0.04573704973440598,-0.6394061203715107,0,0,False
ApplicationNavigation-cost-support,fuzzy_support_adaptive,return_auc,10,-5.483933333333333,-1.5135666666666663,-2.9910666666666668,1.407966666666667,-0.17034720178566948,-2.206245200206577,0,0,False
ApplicationNavigation-cost-support,fuzzy_support_adaptive,mean_return,10,-10.448333333333332,2.4103333333333334,-3.298166666666667,1.7889999999999997,-0.3299852031060646,-0.06596220105153394,0,0,False
ApplicationNavigation-cost-support,support_abstain_tau_20,return_auc,10,-2.1135,0.06620000000000009,-1.4325,0.489933333333334,0.7209670445909695,-0.36336564393271775,0,0,False
ApplicationNavigation-cost-support,support_abstain_tau_20,mean_return,10,-1.969333333333332,2.4173333333333336,0.5963333333333328,1.1591666666666667,-0.4247904200399653,-0.6270487049468101,0,0,False
ApplicationNavigation-cost-support,tabular,return_auc,10,-2.4884333333333255,-0.47119999999999473,-1.4567499999999938,0.19186666666666607,-0.14625493651690663,0.2833464160447283,0,0,False
ApplicationNavigation-cost-support,tabular,mean_return,10,-1.1093333333333237,2.397000000000003,0.8646666666666722,0.8641666666666651,-0.14601554472806663,-0.7811799187813815,0,0,False
ApplicationNavigation-cost-support,validated_dqn,return_auc,10,-7.246266666666664,-2.762833333333334,-4.1892,0.7650166666666665,-0.7444124786968184,-0.8069672371142791,0,0,False
ApplicationNavigation-cost-support,validated_dqn,mean_return,10,-17.61433333333333,-1.848,-2.9128333333333334,0.8063333333333332,-2.7489153879885246,8.011616296379138,1,0,True
FourRooms-9-cost-support,count_gated_tau_20,return_auc,10,-2.4559000000000006,-1.9601000000000006,-2.217316666666667,0.17169999999999996,0.16951563417186236,-1.3620321078378084,0,0,False
FourRooms-9-cost-support,count_gated_tau_20,mean_return,10,-2.4270000000000005,-1.325333333333334,-2.056166666666667,0.1205000000000005,1.1674841170365349,2.0432831005465832,0,0,False
FourRooms-9-cost-support,fuzzy_support_adaptive,return_auc,10,-2.4393000000000007,-2.0663000000000005,-2.317633333333334,0.08289999999999997,0.5155132891923305,-1.1398096112544893,0,0,False
FourRooms-9-cost-support,fuzzy_support_adaptive,mean_return,10,-2.426666666666667,-1.713666666666667,-2.176000000000001,0.1990000000000004,0.34455292556336886,-0.3586297991651235,0,0,False
FourRooms-9-cost-support,support_abstain_tau_20,return_auc,10,-1.1803666666666675,-0.9302666666666675,-1.1007166666666675,0.046700000000000186,1.1049115799992906,1.6530574168130583,0,0,False
FourRooms-9-cost-support,support_abstain_tau_20,mean_return,10,-1.5246666666666677,-0.7086666666666674,-1.0501666666666676,0.10150000000000009,-0.5760406693414328,1.0683279160750443,0,0,False
FourRooms-9-cost-support,tabular,return_auc,10,-1.2115000000000007,-0.8902666666666675,-1.094733333333334,0.05894999999999995,0.5022106226493767,-0.2492607066195318,0,0,False
FourRooms-9-cost-support,tabular,mean_return,10,-1.3726666666666676,-0.5586666666666673,-1.1121666666666674,0.16333333333333355,0.7284069544189714,-0.35044194653699323,0,0,False
FourRooms-9-cost-support,validated_dqn,return_auc,10,-2.3706333333333336,-1.9418666666666675,-2.1855333333333338,0.0982666666666665,0.1326840540853595,-1.0820347295101762,0,0,False
FourRooms-9-cost-support,validated_dqn,mean_return,10,-2.7206666666666677,-1.2360000000000004,-2.027333333333333,0.1458333333333337,0.3241638066042195,0.3711909477443629,0,0,False
