environment,agent,seed,checkpoint,mean_return,success_rate,mean_length,elapsed_seconds,environment_steps,gradient_updates,training_elapsed_seconds,evaluation_elapsed_seconds,mean_gate,support_abstention_rate,global_tabular_error,global_neural_error,visited_states,failure_rate,collision_rate,risk_zone_rate,unsupported_state_ratio,memory_branch_usage_ratio,neural_branch_usage_ratio,abstention_ratio,adaptive_alpha_mean,adaptive_alpha_iqr,support_score_mean,uncertainty_score_mean,inference_time_us_per_decision_mean,inference_time_us_per_decision_median,memory_cost_states,memory_cost_entries,memory_cost_bytes_estimated,eval_checkpoint,eval_return,train_steps,seconds_per_1000_steps,return_auc,success_rate_auc,experiment_name,config_file,environment_id,resolved_environment_id,observation_representation,git_commit_hash,package_version,python_version,torch_version,numpy_version,gymnasium_version,minigrid_version
ApplicationNavigation-cost-support,count_gated_tau_20,800,12000,-6.199333333333333,0.6666666666666666,49.6,24.01033129999996,12000,719,15.20533250002336,8.804998799976602,0.6579399277855474,0.0,1.0,1.0,201.0,0.3333333333333333,0.30944444444444447,0.0211734693877551,0.4,0.48482331020324154,0.5151766897967585,0.0,,,0.5850316440359038,,422.3052581378346,328.6,201.0,1005.0,5628.0,12000,-6.199333333333333,12000,1.2671110416686133,-5.0995333333333335,0.25333333333333335,asoc_cost_support_metrics,configs/cost_support_metrics.json,ApplicationNavigationSupportShift-v0,ApplicationNavigationSupportShift-v0,native_gymnasium_observation,b292c8d64b1f8ecb5c1db0717979cb6deec5480c,1.3.0,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0
ApplicationNavigation-cost-support,count_gated_tau_20,801,12000,-7.047333333333333,0.43333333333333335,77.76666666666667,24.109220600003027,12000,719,15.018311700012418,9.090908899990607,0.650374662481922,0.0,1.0,1.0,200.0,0.5666666666666667,0.27732758620689657,0.00210674668121476,0.5,0.37764080552351853,0.6223591944764816,0.0,,,0.46315589558925735,,501.6841738740662,340.35,200.0,1000.0,5600.0,12000,-7.047333333333333,12000,1.2515259750010348,-4.3278333333333325,0.24333333333333335,asoc_cost_support_metrics,configs/cost_support_metrics.json,ApplicationNavigationSupportShift-v0,ApplicationNavigationSupportShift-v0,native_gymnasium_observation,b292c8d64b1f8ecb5c1db0717979cb6deec5480c,1.3.0,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0
ApplicationNavigation-cost-support,count_gated_tau_20,802,12000,-4.894666666666666,0.7,40.166666666666664,21.794764999998733,12000,719,14.151744499991764,7.643020500006969,0.6582390679515603,0.0,1.0,1.0,198.0,0.3,0.2755555555555555,0.0,0.3,0.5649007223001113,0.43509927769988865,0.0,,,0.6832347442770856,,403.99608333333333,350.29999999999995,198.0,990.0,5544.0,12000,-4.894666666666666,12000,1.1793120416659804,-2.772266666666667,0.32,asoc_cost_support_metrics,configs/cost_support_metrics.json,ApplicationNavigationSupportShift-v0,ApplicationNavigationSupportShift-v0,native_gymnasium_observation,b292c8d64b1f8ecb5c1db0717979cb6deec5480c,1.3.0,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0
ApplicationNavigation-cost-support,count_gated_tau_20,803,12000,-10.321666666666665,0.5333333333333333,58.2,24.60243960000662,12000,719,15.14176190001308,9.46067769999354,0.6594379455229239,0.0,1.0,1.0,198.0,0.4666666666666667,0.42861111111111116,0.0005555555555555534,0.5666666666666667,0.3210299215576361,0.6789700784423639,0.0,,,0.4044249786216676,,509.08891666666665,347.82500000000005,198.0,990.0,5544.0,12000,-10.321666666666665,12000,1.2618134916677566,-3.8517,0.22333333333333336,asoc_cost_support_metrics,configs/cost_support_metrics.json,ApplicationNavigationSupportShift-v0,ApplicationNavigationSupportShift-v0,native_gymnasium_observation,b292c8d64b1f8ecb5c1db0717979cb6deec5480c,1.3.0,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0
ApplicationNavigation-cost-support,count_gated_tau_20,804,12000,-2.112666666666667,0.4666666666666667,68.36666666666666,24.766050899997936,12000,719,15.291977999993833,9.474072900004105,0.6554226004035342,0.0,1.0,1.0,192.0,0.5333333333333333,0.11795454545454544,0.0022222222222222135,0.43333333333333335,0.3836512074936448,0.6163487925063552,0.0,,,0.48030463506418586,,445.19899386724387,332.475,192.0,960.0,5376.0,12000,-2.112666666666667,12000,1.2743314999994861,-1.8743000000000003,0.2066666666666667,asoc_cost_support_metrics,configs/cost_support_metrics.json,ApplicationNavigationSupportShift-v0,ApplicationNavigationSupportShift-v0,native_gymnasium_observation,b292c8d64b1f8ecb5c1db0717979cb6deec5480c,1.3.0,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0
ApplicationNavigation-cost-support,count_gated_tau_20,805,12000,-9.672333333333333,0.5333333333333333,58.43333333333333,23.63426630000322,12000,719,14.683093800005736,8.951172499997483,0.6490687797749795,0.0,1.0,1.0,201.0,0.4666666666666667,0.41111111111111115,0.0011111111111111068,0.4666666666666667,0.4086382267861076,0.5913617732138924,0.0,,,0.5030104509008272,,497.38291666666663,342.45,201.0,1005.0,5628.0,12000,-9.672333333333333,12000,1.223591150000478,-4.081233333333334,0.21333333333333335,asoc_cost_support_metrics,configs/cost_support_metrics.json,ApplicationNavigationSupportShift-v0,ApplicationNavigationSupportShift-v0,native_gymnasium_observation,b292c8d64b1f8ecb5c1db0717979cb6deec5480c,1.3.0,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0
ApplicationNavigation-cost-support,count_gated_tau_20,806,12000,0.2833333333333333,0.5,72.5,23.66738400000031,12000,719,14.875856199992995,8.791527800007316,0.6573277052453391,0.0,1.0,1.0,200.0,0.5,0.023916921508664608,0.01251163409121127,0.43333333333333335,0.4197721260660047,0.5802278739339953,0.0,,,0.5168115759413461,,503.8578229680409,351.1,200.0,1000.0,5600.0,12000,0.2833333333333333,12000,1.2396546833327495,-1.2340000000000009,0.2233333333333333,asoc_cost_support_metrics,configs/cost_support_metrics.json,ApplicationNavigationSupportShift-v0,ApplicationNavigationSupportShift-v0,native_gymnasium_observation,b292c8d64b1f8ecb5c1db0717979cb6deec5480c,1.3.0,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0
ApplicationNavigation-cost-support,count_gated_tau_20,807,12000,-4.683999999999999,0.7,40.1,22.06551270000637,12000,719,14.75069710000389,7.3148156000024755,0.6826709237941331,0.0,1.0,1.0,200.0,0.3,0.2712037037037037,0.002658730158730157,0.3333333333333333,0.5605833952931676,0.43941660470683247,0.0,,,0.6567360910591548,,390.9321150793651,330.45,200.0,1000.0,5600.0,12000,-4.683999999999999,12000,1.2292247583336575,-5.2052,0.3733333333333333,asoc_cost_support_metrics,configs/cost_support_metrics.json,ApplicationNavigationSupportShift-v0,ApplicationNavigationSupportShift-v0,native_gymnasium_observation,b292c8d64b1f8ecb5c1db0717979cb6deec5480c,1.3.0,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0
ApplicationNavigation-cost-support,count_gated_tau_20,808,12000,-4.968,0.5333333333333333,58.5,27.376640000002222,12000,719,16.573128500000166,10.80351150000206,0.6439917705541949,0.0,1.0,1.0,195.0,0.4666666666666667,0.23277777777777778,0.048928571428571425,0.4666666666666667,0.37467340304637325,0.6253265969536268,0.0,,,0.4708530788479785,,972.0389920634921,434.25,195.0,975.0,5460.0,12000,-4.968,12000,1.3810940416666806,-4.413333333333333,0.2866666666666666,asoc_cost_support_metrics,configs/cost_support_metrics.json,ApplicationNavigationSupportShift-v0,ApplicationNavigationSupportShift-v0,native_gymnasium_observation,b292c8d64b1f8ecb5c1db0717979cb6deec5480c,1.3.0,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0
ApplicationNavigation-cost-support,count_gated_tau_20,809,12000,-1.4353333333333311,0.5666666666666667,57.53333333333333,28.172166000003926,12000,719,17.62524310000299,10.546922900000936,0.6649826324741357,0.0,1.0,1.0,200.0,0.43333333333333335,0.10954099821746881,0.03785714285714285,0.4,0.4703681426859941,0.529631857314006,0.0,,,0.57458561542208,,1086.2046544060515,449.1,200.0,1000.0,5600.0,12000,-1.4353333333333311,12000,1.4687702583335824,-1.7689,0.22333333333333336,asoc_cost_support_metrics,configs/cost_support_metrics.json,ApplicationNavigationSupportShift-v0,ApplicationNavigationSupportShift-v0,native_gymnasium_observation,b292c8d64b1f8ecb5c1db0717979cb6deec5480c,1.3.0,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0
