environment,agent,metric,n_seeds,mean,std,median,q25,q75,t_ci_low,t_ci_high,bootstrap_ci_low,bootstrap_ci_high
MiniGrid-DoorKey-5x5,count_gated_tau_20,mean_return,10,0.11300666666666666,0.18297598566040044,0.0,0.0,0.20131333333333334,-0.017886468302290112,0.24389980163562341,0.009568000000000002,0.22957466666666665
MiniGrid-DoorKey-5x5,count_gated_tau_20,success_rate,10,0.11666666666666665,0.18872541946070032,0.0,0.0,0.20833333333333331,-0.018339365476755784,0.2516726988100891,0.01,0.23666666666666666
MiniGrid-DoorKey-5x5,count_gated_tau_20,return_auc,10,0.041045733333333334,0.06960252216247467,0.0,0.0,0.058673333333333334,-0.008744911568569165,0.09083637823523583,0.0009568000000000001,0.08311786666666668
MiniGrid-DoorKey-5x5,count_gated_tau_20,success_rate_auc,10,0.042333333333333334,0.07171703656268386,0.0,0.0,0.060833333333333336,-0.008969944047533214,0.09363661071419987,0.0009999999999999998,0.08566666666666667
MiniGrid-DoorKey-5x5,count_gated_tau_20,seconds_per_1000_steps,10,2.7280438669999905,0.4365852681063802,2.63448439499989,2.4511646733332477,3.081901021666666,2.415729580415037,3.0403581535849438,2.469627582216619,2.983327353666741
MiniGrid-DoorKey-5x5,count_gated_tau_20,gradient_updates,10,1844.0,0.0,1844.0,1844.0,1844.0,1844.0,1844.0,1844.0,1844.0
MiniGrid-DoorKey-5x5,count_gated_tau_20,mean_gate,10,0.8811344669621016,0.006287604579364035,0.8807211665215269,0.8784401181511214,0.8853618875589997,0.8766365856042407,0.8856323483199625,0.8774444021103066,0.8847523972595884
MiniGrid-DoorKey-5x5,count_gated_tau_20,support_abstention_rate,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MiniGrid-DoorKey-5x5,count_gated_tau_20,global_tabular_error,10,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
MiniGrid-DoorKey-5x5,count_gated_tau_20,global_neural_error,10,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
MiniGrid-DoorKey-5x5,count_gated_tau_20,visited_states,10,230.5,19.5519251680692,223.0,220.5,230.25,216.51339530600006,244.48660469399994,220.5,242.70249999999996
MiniGrid-DoorKey-5x5,fixed_hybrid,mean_return,10,0.05179733333333333,0.11838569246219362,0.0,0.0,0.0,-0.03289068933761612,0.13648535600428277,0.0,0.12299466666666667
MiniGrid-DoorKey-5x5,fixed_hybrid,success_rate,10,0.05333333333333333,0.12191881532751289,0.0,0.0,0.0,-0.03388213317896513,0.1405487998456318,0.0,0.12666666666666665
MiniGrid-DoorKey-5x5,fixed_hybrid,return_auc,10,0.009721599999999999,0.021725296017134004,0.0,0.0,0.00482,-0.005819740540113786,0.025262940540113785,0.0,0.023982666666666663
MiniGrid-DoorKey-5x5,fixed_hybrid,success_rate_auc,10,0.01,0.022333056935824203,0.0,0.0,0.004999999999999999,-0.005976106510477896,0.025976106510477895,0.0,0.02466666666666667
MiniGrid-DoorKey-5x5,fixed_hybrid,seconds_per_1000_steps,10,2.929377295666709,0.4280168537397688,2.998624568333253,2.5888614491667186,3.075421398333462,2.6231924834721294,3.2355621078612886,2.686457671875044,3.185158634583331
MiniGrid-DoorKey-5x5,fixed_hybrid,gradient_updates,10,1844.0,0.0,1844.0,1844.0,1844.0,1844.0,1844.0,1844.0,1844.0
MiniGrid-DoorKey-5x5,fixed_hybrid,mean_gate,10,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5
MiniGrid-DoorKey-5x5,fixed_hybrid,support_abstention_rate,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MiniGrid-DoorKey-5x5,fixed_hybrid,global_tabular_error,10,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
MiniGrid-DoorKey-5x5,fixed_hybrid,global_neural_error,10,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
