mapping_family,candidate_id,local_lipschitz_style_mean,local_lipschitz_style_max,boundary_output_change_mean,boundary_output_change_max,boundary_probe_epsilon,perturbation_delta,perturbation_stability_rate,perturbation_absolute_change_mean,stable_absolute_change_limit,source_file
crisp,crisp_s030_r030,0.6365853658536582,35.99999999999999,0.6365853658536585,0.8999999999999999,0.0001,0.01,0.9829931972789115,0.015306122448979591,0.05,project_admin/reviewer1_remaining/FUZZY_CRISP_CANDIDATE_REGISTRY.yaml
crisp,crisp_s030_r070,0.4609756097560974,35.99999999999999,0.4609756097560975,0.8999999999999999,0.0001,0.01,0.9875283446712018,0.011224489795918365,0.05,project_admin/reviewer1_remaining/FUZZY_CRISP_CANDIDATE_REGISTRY.yaml
crisp,crisp_s070_r030,0.4609756097560974,35.99999999999999,0.4609756097560975,0.8999999999999999,0.0001,0.01,0.9875283446712018,0.011224489795918368,0.05,project_admin/reviewer1_remaining/FUZZY_CRISP_CANDIDATE_REGISTRY.yaml
crisp,crisp_s070_r070,0.2853658536585365,35.99999999999999,0.2853658536585365,0.8999999999999999,0.0001,0.01,0.9920634920634921,0.007142857142857143,0.05,project_admin/reviewer1_remaining/FUZZY_CRISP_CANDIDATE_REGISTRY.yaml
fuzzy,fuzzy_shoulder_balanced,0.469581111762931,2.1074335998158045,0.00013247719290247892,0.0004238912489205049,0.0001,0.01,1.0,0.00447857734752766,0.05,project_admin/reviewer1_remaining/FUZZY_CRISP_CANDIDATE_REGISTRY.yaml
fuzzy,fuzzy_shoulder_wide,0.4320248148131615,1.9110499478175358,0.00010711777895998528,0.00038499727089635893,0.0001,0.01,1.0,0.0041126912711584585,0.05,project_admin/reviewer1_remaining/FUZZY_CRISP_CANDIDATE_REGISTRY.yaml
fuzzy,fuzzy_triangular_balanced,0.48243902439024394,1.4000000000000012,5.161178861787955e-05,0.00019000000000002348,0.0001,0.01,1.0,0.004615929705215423,0.05,project_admin/reviewer1_remaining/FUZZY_CRISP_CANDIDATE_REGISTRY.yaml
fuzzy,fuzzy_triangular_conservative,0.4461128048780488,1.5000000000000036,5.437203590784947e-05,0.00019999999999997797,0.0001,0.01,1.0,0.004265489181783829,0.05,project_admin/reviewer1_remaining/FUZZY_CRISP_CANDIDATE_REGISTRY.yaml
