environment,agent,seed,checkpoint,mean_return,success_rate,mean_length,elapsed_seconds,environment_steps,gradient_updates,training_elapsed_seconds,evaluation_elapsed_seconds,mean_gate,support_abstention_rate,global_tabular_error,global_neural_error,visited_states,failure_rate,collision_rate,risk_zone_rate,unsupported_state_ratio,memory_branch_usage_ratio,neural_branch_usage_ratio,abstention_ratio,adaptive_alpha_mean,adaptive_alpha_iqr,support_score_mean,uncertainty_score_mean,inference_time_us_per_decision_mean,inference_time_us_per_decision_median,memory_cost_states,memory_cost_entries,memory_cost_bytes_estimated,eval_checkpoint,eval_return,train_steps,seconds_per_1000_steps,return_auc,success_rate_auc,experiment_name,config_file,environment_id,resolved_environment_id,observation_representation,git_commit_hash,package_version,python_version,torch_version,numpy_version,gymnasium_version,minigrid_version
ApplicationNavigation-deployment-goal-shift,count_gated_tau_20,600,12000,1.2073333333333336,0.5666666666666667,59.2,18.849190799999636,12000,719,11.585361599987664,7.263829200011969,0.6473145791854131,0.0,1.0,1.0,199.0,0.43333333333333335,0.004671717171717163,0.039722222222222214,0.26666666666666666,0.5377541981551428,0.46224580184485725,0.0,,,0.6709021857166468,,372.6753512906846,330.45,199.0,995.0,5572.0,12000,1.2073333333333336,12000,0.965446799998972,-2.0511333333333335,0.26,asoc_application_navigation_case_study,configs/application_navigation_case_study.json,ApplicationNavigationSupportShift-v0,ApplicationNavigationSupportShift-v0,native_gymnasium_observation,b292c8d64b1f8ecb5c1db0717979cb6deec5480c,1.3.0,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0
ApplicationNavigation-deployment-goal-shift,count_gated_tau_20,601,12000,-2.799,0.7666666666666667,33.733333333333334,18.248286500005637,12000,719,11.722475300011864,6.525811199993768,0.6579294602674619,0.0,1.0,1.0,198.0,0.23333333333333334,0.2342989417989418,0.03201058201058201,0.3,0.5652973011609237,0.4347026988390763,0.0,,,0.6852193924556076,,353.8346434583935,336.85,198.0,990.0,5544.0,12000,-2.799,12000,0.9768729416676553,-2.9751333333333334,0.39,asoc_application_navigation_case_study,configs/application_navigation_case_study.json,ApplicationNavigationSupportShift-v0,ApplicationNavigationSupportShift-v0,native_gymnasium_observation,b292c8d64b1f8ecb5c1db0717979cb6deec5480c,1.3.0,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0
ApplicationNavigation-deployment-goal-shift,count_gated_tau_20,602,12000,-7.698333333333333,0.5,65.2,19.06915830000071,12000,719,12.174234100006288,6.894924199994421,0.6479360172449647,0.0,1.0,1.0,197.0,0.5,0.3220781893004115,0.019880952380952378,0.4666666666666667,0.40268882068249107,0.597311179317509,0.0,,,0.49517434296171586,,395.582917989418,332.375,197.0,985.0,5516.0,12000,-7.698333333333333,12000,1.0145195083338574,-1.8605666666666671,0.27,asoc_application_navigation_case_study,configs/application_navigation_case_study.json,ApplicationNavigationSupportShift-v0,ApplicationNavigationSupportShift-v0,native_gymnasium_observation,b292c8d64b1f8ecb5c1db0717979cb6deec5480c,1.3.0,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0
ApplicationNavigation-deployment-goal-shift,count_gated_tau_20,603,12000,-11.1,0.4666666666666667,67.36666666666666,18.76743849999912,12000,719,11.651163699978497,7.116274800020619,0.6554050598284697,0.0,1.0,1.0,199.0,0.5333333333333333,0.43664141414141416,0.025833333333333326,0.5666666666666667,0.3500463898442081,0.6499536101557919,0.0,,,0.42437914505703783,,375.9249898989899,334.15,199.0,995.0,5572.0,12000,-11.1,12000,0.9709303083315414,-2.1717000000000004,0.3266666666666667,asoc_application_navigation_case_study,configs/application_navigation_case_study.json,ApplicationNavigationSupportShift-v0,ApplicationNavigationSupportShift-v0,native_gymnasium_observation,b292c8d64b1f8ecb5c1db0717979cb6deec5480c,1.3.0,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0
ApplicationNavigation-deployment-goal-shift,count_gated_tau_20,604,12000,-5.624,0.4,79.43333333333334,20.63958979999734,12000,719,12.80163189999439,7.837957900002948,0.6564857764331022,0.0,1.0,1.0,199.0,0.6,0.21722222222222223,0.010277777777777771,0.5,0.3854348909587117,0.6145651090412884,0.0,,,0.4755506716857996,,445.55438845598843,334.125,199.0,995.0,5572.0,12000,-5.624,12000,1.0668026583328658,-5.167,0.33666666666666667,asoc_application_navigation_case_study,configs/application_navigation_case_study.json,ApplicationNavigationSupportShift-v0,ApplicationNavigationSupportShift-v0,native_gymnasium_observation,b292c8d64b1f8ecb5c1db0717979cb6deec5480c,1.3.0,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0
ApplicationNavigation-deployment-goal-shift,count_gated_tau_20,605,12000,-6.266666666666667,0.6666666666666666,45.2,18.2212026000052,12000,719,11.312767200011876,6.908435399993323,0.6617847792912608,0.0,1.0,1.0,198.0,0.3333333333333333,0.31555555555555553,0.0,0.3333333333333333,0.5457514146492176,0.45424858535078233,0.0,,,0.6553868769362139,,332.3058134920635,326.45,198.0,990.0,5544.0,12000,-6.266666666666667,12000,0.9427306000009897,-6.9767,0.2666666666666667,asoc_application_navigation_case_study,configs/application_navigation_case_study.json,ApplicationNavigationSupportShift-v0,ApplicationNavigationSupportShift-v0,native_gymnasium_observation,b292c8d64b1f8ecb5c1db0717979cb6deec5480c,1.3.0,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0
ApplicationNavigation-deployment-goal-shift,count_gated_tau_20,606,12000,-8.177,0.6,52.4,19.754957099998137,12000,719,12.871598199999426,6.883358899998711,0.6821204424810206,0.0,1.0,1.0,197.0,0.4,0.3669444444444444,0.01957264957264957,0.43333333333333335,0.47152360452827313,0.5284763954717269,0.0,,,0.5549219878450506,,328.8495648148148,323.25,197.0,985.0,5516.0,12000,-8.177,12000,1.0726331833332854,-4.245966666666667,0.38666666666666666,asoc_application_navigation_case_study,configs/application_navigation_case_study.json,ApplicationNavigationSupportShift-v0,ApplicationNavigationSupportShift-v0,native_gymnasium_observation,b292c8d64b1f8ecb5c1db0717979cb6deec5480c,1.3.0,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0
ApplicationNavigation-deployment-goal-shift,count_gated_tau_20,607,12000,-5.055666666666666,0.6666666666666666,46.9,17.54775399999926,12000,719,11.105464799999028,6.442289200000232,0.6496426890860455,0.0,1.0,1.0,200.0,0.3333333333333333,0.26861111111111113,0.020780423280423278,0.3333333333333333,0.5319090618245013,0.4680909381754988,0.0,,,0.645528146398236,,339.42239947089945,328.27500000000003,200.0,1000.0,5600.0,12000,-5.055666666666666,12000,0.925455399999919,-5.651933333333333,0.3433333333333333,asoc_application_navigation_case_study,configs/application_navigation_case_study.json,ApplicationNavigationSupportShift-v0,ApplicationNavigationSupportShift-v0,native_gymnasium_observation,b292c8d64b1f8ecb5c1db0717979cb6deec5480c,1.3.0,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0
ApplicationNavigation-deployment-goal-shift,count_gated_tau_20,608,12000,-2.797333333333333,0.6,52.666666666666664,21.96717269999499,12000,719,13.570639199999276,8.396533499995712,0.6605982376253279,0.0,1.0,1.0,199.0,0.4,0.1722222222222222,0.008333333333333333,0.3,0.48675359655288614,0.5132464034471138,0.0,,,0.6069017855165808,,412.62602976190476,335.5,199.0,995.0,5572.0,12000,-2.797333333333333,12000,1.1308865999999396,-3.158466666666667,0.26,asoc_application_navigation_case_study,configs/application_navigation_case_study.json,ApplicationNavigationSupportShift-v0,ApplicationNavigationSupportShift-v0,native_gymnasium_observation,b292c8d64b1f8ecb5c1db0717979cb6deec5480c,1.3.0,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0
ApplicationNavigation-deployment-goal-shift,count_gated_tau_20,609,12000,1.2199999999999998,0.5666666666666667,58.03333333333333,18.010443300001498,12000,719,11.036297000006016,6.974146299995482,0.6512027659779607,0.0,1.0,1.0,199.0,0.43333333333333335,0.01124999999999999,0.06001633986928103,0.3,0.5091420656794613,0.49085793432053865,0.0,,,0.634307425487322,,328.3655187908497,325.07500000000005,199.0,995.0,5572.0,12000,1.2199999999999998,12000,0.919691416667168,-1.8900666666666672,0.24,asoc_application_navigation_case_study,configs/application_navigation_case_study.json,ApplicationNavigationSupportShift-v0,ApplicationNavigationSupportShift-v0,native_gymnasium_observation,b292c8d64b1f8ecb5c1db0717979cb6deec5480c,1.3.0,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0
