environment,agent,seed,checkpoint,mean_return,success_rate,mean_length,elapsed_seconds,environment_steps,gradient_updates,training_elapsed_seconds,evaluation_elapsed_seconds,mean_gate,support_abstention_rate,global_tabular_error,global_neural_error,visited_states,failure_rate,collision_rate,risk_zone_rate,unsupported_state_ratio,memory_branch_usage_ratio,neural_branch_usage_ratio,abstention_ratio,adaptive_alpha_mean,adaptive_alpha_iqr,support_score_mean,uncertainty_score_mean,inference_time_us_per_decision_mean,inference_time_us_per_decision_median,memory_cost_states,memory_cost_entries,memory_cost_bytes_estimated,eval_checkpoint,eval_return,train_steps,seconds_per_1000_steps,return_auc,success_rate_auc,experiment_name,config_file,environment_id,resolved_environment_id,observation_representation,git_commit_hash,package_version,python_version,torch_version,numpy_version,gymnasium_version,minigrid_version
CliffWalking-v1,count_gated_tau_20,510,10000,-13.0,1.0,13.0,38.30105289999847,10000,594,13.262969799998244,25.03808310000022,0.8659772095570996,0.0,1.0,1.0,37.0,,,,,,,,,,,,,,,,,10000,-13.0,10000,1.3262969799998243,-418.8333333333333,0.16666666666666666,asoc_confirmatory_extended_compact,configs/confirmatory_extended_compact.json,CliffWalking-v1,CliffWalking-v1,native_gymnasium_observation,a867c4bd9a5206204e82b235e92cf9a3500d38ba,1.3.0.dev0,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0
CliffWalking-v1,count_gated_tau_20,511,10000,-13.0,1.0,13.0,34.635490599997866,10000,594,13.810386400000423,20.82510419999744,0.8693344487047573,0.0,1.0,1.0,37.0,,,,,,,,,,,,,,,,,10000,-13.0,10000,1.3810386400000423,-256.5,0.5,asoc_confirmatory_extended_compact,configs/confirmatory_extended_compact.json,CliffWalking-v1,CliffWalking-v1,native_gymnasium_observation,a867c4bd9a5206204e82b235e92cf9a3500d38ba,1.3.0.dev0,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0
CliffWalking-v1,count_gated_tau_20,512,10000,-13.0,1.0,13.0,29.38804340000206,10000,594,12.83738059999814,16.55066280000392,0.8630208223888367,0.0,1.0,1.0,37.0,,,,,,,,,,,,,,,,,10000,-13.0,10000,1.283738059999814,-257.1666666666667,0.5,asoc_confirmatory_extended_compact,configs/confirmatory_extended_compact.json,CliffWalking-v1,CliffWalking-v1,native_gymnasium_observation,a867c4bd9a5206204e82b235e92cf9a3500d38ba,1.3.0.dev0,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0
CliffWalking-v1,count_gated_tau_20,513,10000,-13.0,1.0,13.0,31.061300699999265,10000,594,13.25143030000254,17.809870399996726,0.8662591570063856,0.0,1.0,1.0,37.0,,,,,,,,,,,,,,,,,10000,-13.0,10000,1.325143030000254,-256.5,0.5,asoc_confirmatory_extended_compact,configs/confirmatory_extended_compact.json,CliffWalking-v1,CliffWalking-v1,native_gymnasium_observation,a867c4bd9a5206204e82b235e92cf9a3500d38ba,1.3.0.dev0,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0
CliffWalking-v1,count_gated_tau_20,514,10000,-13.0,1.0,13.0,30.896096500000567,10000,594,11.036730499996338,19.85936600000423,0.8685435340372113,0.0,1.0,1.0,37.0,,,,,,,,,,,,,,,,,10000,-13.0,10000,1.103673049999634,-418.8333333333333,0.16666666666666666,asoc_confirmatory_extended_compact,configs/confirmatory_extended_compact.json,CliffWalking-v1,CliffWalking-v1,native_gymnasium_observation,a867c4bd9a5206204e82b235e92cf9a3500d38ba,1.3.0.dev0,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0
CliffWalking-v1,count_gated_tau_20,515,10000,-13.0,1.0,13.0,34.349734600000374,10000,594,11.468689699999231,22.881044900001143,0.8725148617257926,0.0,1.0,1.0,37.0,,,,,,,,,,,,,,,,,10000,-13.0,10000,1.146868969999923,-418.8333333333333,0.16666666666666666,asoc_confirmatory_extended_compact,configs/confirmatory_extended_compact.json,CliffWalking-v1,CliffWalking-v1,native_gymnasium_observation,a867c4bd9a5206204e82b235e92cf9a3500d38ba,1.3.0.dev0,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0
CliffWalking-v1,count_gated_tau_20,516,10000,-13.0,1.0,13.0,34.11183699999674,10000,594,11.933874699996522,22.177962300000218,0.8660147475700216,0.0,1.0,1.0,37.0,,,,,,,,,,,,,,,,,10000,-13.0,10000,1.1933874699996523,-418.8333333333333,0.16666666666666666,asoc_confirmatory_extended_compact,configs/confirmatory_extended_compact.json,CliffWalking-v1,CliffWalking-v1,native_gymnasium_observation,a867c4bd9a5206204e82b235e92cf9a3500d38ba,1.3.0.dev0,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0
CliffWalking-v1,count_gated_tau_20,517,10000,-13.0,1.0,13.0,26.4425502999984,10000,594,11.44938270000057,14.993167599997832,0.8672525583667696,0.0,1.0,1.0,37.0,,,,,,,,,,,,,,,,,10000,-13.0,10000,1.144938270000057,-256.5,0.5,asoc_confirmatory_extended_compact,configs/confirmatory_extended_compact.json,CliffWalking-v1,CliffWalking-v1,native_gymnasium_observation,a867c4bd9a5206204e82b235e92cf9a3500d38ba,1.3.0.dev0,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0
CliffWalking-v1,count_gated_tau_20,518,10000,-13.0,1.0,13.0,31.509811399999307,10000,594,10.783177699995576,20.72663370000373,0.8708387835961271,0.0,1.0,1.0,37.0,,,,,,,,,,,,,,,,,10000,-13.0,10000,1.0783177699995576,-418.8333333333333,0.16666666666666666,asoc_confirmatory_extended_compact,configs/confirmatory_extended_compact.json,CliffWalking-v1,CliffWalking-v1,native_gymnasium_observation,a867c4bd9a5206204e82b235e92cf9a3500d38ba,1.3.0.dev0,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0
CliffWalking-v1,count_gated_tau_20,519,10000,-13.0,1.0,13.0,29.410400300002948,10000,594,10.00682830000369,19.403571999999254,0.8684215633664328,0.0,1.0,1.0,37.0,,,,,,,,,,,,,,,,,10000,-13.0,10000,1.000682830000369,-418.8333333333333,0.16666666666666666,asoc_confirmatory_extended_compact,configs/confirmatory_extended_compact.json,CliffWalking-v1,CliffWalking-v1,native_gymnasium_observation,a867c4bd9a5206204e82b235e92cf9a3500d38ba,1.3.0.dev0,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0
CliffWalking-v1,count_gated_tau_20,520,10000,-13.0,1.0,13.0,25.02903520000109,10000,594,10.324884599998768,14.704150600002322,0.8701732552411131,0.0,1.0,1.0,37.0,,,,,,,,,,,,,,,,,10000,-13.0,10000,1.0324884599998767,-257.1666666666667,0.5,asoc_confirmatory_extended_compact,configs/confirmatory_extended_compact.json,CliffWalking-v1,CliffWalking-v1,native_gymnasium_observation,a867c4bd9a5206204e82b235e92cf9a3500d38ba,1.3.0.dev0,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0
CliffWalking-v1,count_gated_tau_20,521,10000,-13.0,1.0,13.0,33.29810989999896,10000,594,11.46985610000047,21.82825379999849,0.8682161173217953,0.0,1.0,1.0,37.0,,,,,,,,,,,,,,,,,10000,-13.0,10000,1.146985610000047,-418.8333333333333,0.16666666666666666,asoc_confirmatory_extended_compact,configs/confirmatory_extended_compact.json,CliffWalking-v1,CliffWalking-v1,native_gymnasium_observation,a867c4bd9a5206204e82b235e92cf9a3500d38ba,1.3.0.dev0,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0
CliffWalking-v1,count_gated_tau_20,522,10000,-13.0,1.0,13.0,25.839395300001343,10000,594,10.990051300006598,14.849343999994744,0.8656207412199851,0.0,1.0,1.0,37.0,,,,,,,,,,,,,,,,,10000,-13.0,10000,1.0990051300006598,-256.5,0.5,asoc_confirmatory_extended_compact,configs/confirmatory_extended_compact.json,CliffWalking-v1,CliffWalking-v1,native_gymnasium_observation,a867c4bd9a5206204e82b235e92cf9a3500d38ba,1.3.0.dev0,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0
CliffWalking-v1,count_gated_tau_20,523,10000,-13.0,1.0,13.0,32.7370977999999,10000,594,11.226668299997982,21.51042950000192,0.868544483337627,0.0,1.0,1.0,37.0,,,,,,,,,,,,,,,,,10000,-13.0,10000,1.1226668299997982,-418.8333333333333,0.16666666666666666,asoc_confirmatory_extended_compact,configs/confirmatory_extended_compact.json,CliffWalking-v1,CliffWalking-v1,native_gymnasium_observation,a867c4bd9a5206204e82b235e92cf9a3500d38ba,1.3.0.dev0,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0
CliffWalking-v1,count_gated_tau_20,524,10000,-13.0,1.0,13.0,25.65099729999929,10000,594,11.065965400001003,14.585031899998285,0.8650606017379108,0.0,1.0,1.0,37.0,,,,,,,,,,,,,,,,,10000,-13.0,10000,1.1065965400001003,-257.1666666666667,0.5,asoc_confirmatory_extended_compact,configs/confirmatory_extended_compact.json,CliffWalking-v1,CliffWalking-v1,native_gymnasium_observation,a867c4bd9a5206204e82b235e92cf9a3500d38ba,1.3.0.dev0,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0
CliffWalking-v1,count_gated_tau_20,525,10000,-13.0,1.0,13.0,30.44830739999816,10000,594,10.708147599998483,19.740159799999677,0.8677147946300962,0.0,1.0,1.0,37.0,,,,,,,,,,,,,,,,,10000,-13.0,10000,1.0708147599998483,-418.8333333333333,0.16666666666666666,asoc_confirmatory_extended_compact,configs/confirmatory_extended_compact.json,CliffWalking-v1,CliffWalking-v1,native_gymnasium_observation,a867c4bd9a5206204e82b235e92cf9a3500d38ba,1.3.0.dev0,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0
CliffWalking-v1,count_gated_tau_20,526,10000,-500.0,0.0,500.0,39.30200590000095,10000,594,11.352475000003324,27.949530899997622,0.8671330299137505,0.0,1.0,1.0,37.0,,,,,,,,,,,,,,,,,10000,-500.0,10000,1.1352475000003324,-500.0,0.0,asoc_confirmatory_extended_compact,configs/confirmatory_extended_compact.json,CliffWalking-v1,CliffWalking-v1,native_gymnasium_observation,a867c4bd9a5206204e82b235e92cf9a3500d38ba,1.3.0.dev0,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0
CliffWalking-v1,count_gated_tau_20,527,10000,-13.0,1.0,13.0,25.608870500000197,10000,594,11.294141900001703,14.314728599998489,0.8636721337229797,0.0,1.0,1.0,37.0,,,,,,,,,,,,,,,,,10000,-13.0,10000,1.1294141900001704,-256.5,0.5,asoc_confirmatory_extended_compact,configs/confirmatory_extended_compact.json,CliffWalking-v1,CliffWalking-v1,native_gymnasium_observation,a867c4bd9a5206204e82b235e92cf9a3500d38ba,1.3.0.dev0,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0
CliffWalking-v1,count_gated_tau_20,528,10000,-13.0,1.0,13.0,30.13832700000057,10000,594,10.313520300001985,19.82480669999859,0.8676034485794919,0.0,1.0,1.0,37.0,,,,,,,,,,,,,,,,,10000,-13.0,10000,1.0313520300001984,-418.8333333333333,0.16666666666666666,asoc_confirmatory_extended_compact,configs/confirmatory_extended_compact.json,CliffWalking-v1,CliffWalking-v1,native_gymnasium_observation,a867c4bd9a5206204e82b235e92cf9a3500d38ba,1.3.0.dev0,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0
CliffWalking-v1,count_gated_tau_20,529,10000,-13.0,1.0,13.0,25.35912229999667,10000,594,10.781968699997378,14.577153599999292,0.8671113020994449,0.0,1.0,1.0,37.0,,,,,,,,,,,,,,,,,10000,-13.0,10000,1.0781968699997377,-256.5,0.5,asoc_confirmatory_extended_compact,configs/confirmatory_extended_compact.json,CliffWalking-v1,CliffWalking-v1,native_gymnasium_observation,a867c4bd9a5206204e82b235e92cf9a3500d38ba,1.3.0.dev0,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0
CliffWalking-v1,fixed_hybrid,500,10000,-500.0,0.0,500.0,36.98625760000141,10000,594,12.989190800002689,23.99706679999872,0.5,0.0,1.0,1.0,37.0,,,,,,,,,,,,,,,,,10000,-500.0,10000,1.2989190800002688,-338.3333333333333,0.3333333333333333,asoc_confirmatory_extended_compact,configs/confirmatory_extended_compact.json,CliffWalking-v1,CliffWalking-v1,native_gymnasium_observation,a867c4bd9a5206204e82b235e92cf9a3500d38ba,1.3.0.dev0,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0
CliffWalking-v1,fixed_hybrid,501,10000,-17.0,1.0,17.0,22.84097060000204,10000,594,10.64501890000247,12.195951699999569,0.5,0.0,1.0,1.0,37.0,,,,,,,,,,,,,,,,,10000,-17.0,10000,1.064501890000247,-257.8333333333333,0.5,asoc_confirmatory_extended_compact,configs/confirmatory_extended_compact.json,CliffWalking-v1,CliffWalking-v1,native_gymnasium_observation,a867c4bd9a5206204e82b235e92cf9a3500d38ba,1.3.0.dev0,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0
CliffWalking-v1,fixed_hybrid,502,10000,-15.0,1.0,15.0,31.979843500001152,10000,594,10.846691399998235,21.13315210000292,0.5,0.0,1.0,1.0,37.0,,,,,,,,,,,,,,,,,10000,-15.0,10000,1.0846691399998236,-419.1666666666667,0.16666666666666666,asoc_confirmatory_extended_compact,configs/confirmatory_extended_compact.json,CliffWalking-v1,CliffWalking-v1,native_gymnasium_observation,a867c4bd9a5206204e82b235e92cf9a3500d38ba,1.3.0.dev0,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0
CliffWalking-v1,fixed_hybrid,503,10000,-500.0,0.0,500.0,62.3899992000006,10000,594,17.899649200000567,44.49035000000004,0.5,0.0,1.0,1.0,37.0,,,,,,,,,,,,,,,,,10000,-500.0,10000,1.7899649200000567,-500.0,0.0,asoc_confirmatory_extended_compact,configs/confirmatory_extended_compact.json,CliffWalking-v1,CliffWalking-v1,native_gymnasium_observation,a867c4bd9a5206204e82b235e92cf9a3500d38ba,1.3.0.dev0,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0
CliffWalking-v1,fixed_hybrid,504,10000,-500.0,0.0,500.0,28.406369899999845,10000,594,10.756029600001057,17.65034029999879,0.5,0.0,1.0,1.0,37.0,,,,,,,,,,,,,,,,,10000,-500.0,10000,1.0756029600001056,-338.3333333333333,0.3333333333333333,asoc_confirmatory_extended_compact,configs/confirmatory_extended_compact.json,CliffWalking-v1,CliffWalking-v1,native_gymnasium_observation,a867c4bd9a5206204e82b235e92cf9a3500d38ba,1.3.0.dev0,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0
CliffWalking-v1,fixed_hybrid,505,10000,-13.0,1.0,13.0,33.99726490000103,10000,594,11.013559300005,22.98370559999603,0.5,0.0,1.0,1.0,37.0,,,,,,,,,,,,,,,,,10000,-13.0,10000,1.1013559300005,-418.8333333333333,0.16666666666666666,asoc_confirmatory_extended_compact,configs/confirmatory_extended_compact.json,CliffWalking-v1,CliffWalking-v1,native_gymnasium_observation,a867c4bd9a5206204e82b235e92cf9a3500d38ba,1.3.0.dev0,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0
CliffWalking-v1,fixed_hybrid,506,10000,-15.0,1.0,15.0,48.30124559999968,10000,594,20.6721421000002,27.629103499999477,0.5,0.0,1.0,1.0,37.0,,,,,,,,,,,,,,,,,10000,-15.0,10000,2.06721421000002,-256.8333333333333,0.5,asoc_confirmatory_extended_compact,configs/confirmatory_extended_compact.json,CliffWalking-v1,CliffWalking-v1,native_gymnasium_observation,a867c4bd9a5206204e82b235e92cf9a3500d38ba,1.3.0.dev0,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0
CliffWalking-v1,fixed_hybrid,507,10000,-17.0,1.0,17.0,35.92716360000122,10000,594,13.138799699998344,22.78836390000288,0.5,0.0,1.0,1.0,37.0,,,,,,,,,,,,,,,,,10000,-17.0,10000,1.3138799699998345,-419.5,0.16666666666666666,asoc_confirmatory_extended_compact,configs/confirmatory_extended_compact.json,CliffWalking-v1,CliffWalking-v1,native_gymnasium_observation,a867c4bd9a5206204e82b235e92cf9a3500d38ba,1.3.0.dev0,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0
CliffWalking-v1,fixed_hybrid,508,10000,-15.0,1.0,15.0,56.42630260000078,10000,594,17.294533799999044,39.13176880000174,0.5,0.0,1.0,1.0,37.0,,,,,,,,,,,,,,,,,10000,-15.0,10000,1.7294533799999043,-419.1666666666667,0.16666666666666666,asoc_confirmatory_extended_compact,configs/confirmatory_extended_compact.json,CliffWalking-v1,CliffWalking-v1,native_gymnasium_observation,a867c4bd9a5206204e82b235e92cf9a3500d38ba,1.3.0.dev0,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0
CliffWalking-v1,fixed_hybrid,509,10000,-500.0,0.0,500.0,47.95758729999943,10000,594,18.52344330000051,29.434143999998923,0.5,0.0,1.0,1.0,37.0,,,,,,,,,,,,,,,,,10000,-500.0,10000,1.8523443300000508,-338.3333333333333,0.3333333333333333,asoc_confirmatory_extended_compact,configs/confirmatory_extended_compact.json,CliffWalking-v1,CliffWalking-v1,native_gymnasium_observation,a867c4bd9a5206204e82b235e92cf9a3500d38ba,1.3.0.dev0,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0
CliffWalking-v1,fixed_hybrid,510,10000,-500.0,0.0,500.0,62.87999219999983,10000,594,15.8286517000015,47.05134049999833,0.5,0.0,1.0,1.0,37.0,,,,,,,,,,,,,,,,,10000,-500.0,10000,1.58286517000015,-500.0,0.0,asoc_confirmatory_extended_compact,configs/confirmatory_extended_compact.json,CliffWalking-v1,CliffWalking-v1,native_gymnasium_observation,a867c4bd9a5206204e82b235e92cf9a3500d38ba,1.3.0.dev0,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0
CliffWalking-v1,fixed_hybrid,511,10000,-500.0,0.0,500.0,46.167015200000606,10000,594,13.411213799998222,32.75580140000238,0.5,0.0,1.0,1.0,37.0,,,,,,,,,,,,,,,,,10000,-500.0,10000,1.3411213799998223,-500.0,0.0,asoc_confirmatory_extended_compact,configs/confirmatory_extended_compact.json,CliffWalking-v1,CliffWalking-v1,native_gymnasium_observation,a867c4bd9a5206204e82b235e92cf9a3500d38ba,1.3.0.dev0,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0
CliffWalking-v1,fixed_hybrid,512,10000,-13.0,1.0,13.0,55.644992000001366,10000,594,18.96890869999333,36.67608330000803,0.5,0.0,1.0,1.0,37.0,,,,,,,,,,,,,,,,,10000,-13.0,10000,1.8968908699993332,-418.8333333333333,0.16666666666666666,asoc_confirmatory_extended_compact,configs/confirmatory_extended_compact.json,CliffWalking-v1,CliffWalking-v1,native_gymnasium_observation,a867c4bd9a5206204e82b235e92cf9a3500d38ba,1.3.0.dev0,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0
CliffWalking-v1,fixed_hybrid,513,10000,-15.0,1.0,15.0,43.97525669999959,10000,594,19.627648099998623,24.347608600000967,0.5,0.0,1.0,1.0,37.0,,,,,,,,,,,,,,,,,10000,-15.0,10000,1.9627648099998622,-1046.1666666666667,0.16666666666666666,asoc_confirmatory_extended_compact,configs/confirmatory_extended_compact.json,CliffWalking-v1,CliffWalking-v1,native_gymnasium_observation,a867c4bd9a5206204e82b235e92cf9a3500d38ba,1.3.0.dev0,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0
CliffWalking-v1,fixed_hybrid,514,10000,-13.0,1.0,13.0,48.152161900001374,10000,594,18.72278219999862,29.429379700002755,0.5,0.0,1.0,1.0,37.0,,,,,,,,,,,,,,,,,10000,-13.0,10000,1.872278219999862,-418.8333333333333,0.16666666666666666,asoc_confirmatory_extended_compact,configs/confirmatory_extended_compact.json,CliffWalking-v1,CliffWalking-v1,native_gymnasium_observation,a867c4bd9a5206204e82b235e92cf9a3500d38ba,1.3.0.dev0,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0
CliffWalking-v1,fixed_hybrid,515,10000,-500.0,0.0,500.0,41.16325199999847,10000,594,11.151709999998277,30.01154200000019,0.5,0.0,1.0,1.0,37.0,,,,,,,,,,,,,,,,,10000,-500.0,10000,1.1151709999998276,-500.0,0.0,asoc_confirmatory_extended_compact,configs/confirmatory_extended_compact.json,CliffWalking-v1,CliffWalking-v1,native_gymnasium_observation,a867c4bd9a5206204e82b235e92cf9a3500d38ba,1.3.0.dev0,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0
CliffWalking-v1,fixed_hybrid,516,10000,-13.0,1.0,13.0,59.84848510000302,10000,594,23.16300460000275,36.68548050000027,0.5,0.0,1.0,1.0,37.0,,,,,,,,,,,,,,,,,10000,-13.0,10000,2.3163004600002752,-418.8333333333333,0.16666666666666666,asoc_confirmatory_extended_compact,configs/confirmatory_extended_compact.json,CliffWalking-v1,CliffWalking-v1,native_gymnasium_observation,a867c4bd9a5206204e82b235e92cf9a3500d38ba,1.3.0.dev0,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0
