environment,metric,left,right,n_pairs,mean_difference,median_difference,bootstrap_ci_low,bootstrap_ci_high,cohen_dz,rank_biserial,paired_t_p,wilcoxon_p,sign_test_p,wins,losses,ties,difference_skew,difference_excess_kurtosis,catastrophic_low_outliers,catastrophic_high_outliers,win_rate_non_ties,paired_t_holm_p,wilcoxon_holm_p,sign_test_holm_p
CliffWalking-v1,mean_return,count_gated_tau_20,fixed_hybrid,30,163.2,2.0,82.3,244.23333333333332,0.7007947712259125,1.0,0.000619291585420879,6.358561764995831e-05,1.9073486328125e-06,20,0,10,0.7447906623042047,-1.5535717958682647,0,10,1.0,0.004954332683367032,0.0006358561764995831,2.09808349609375e-05
CliffWalking-v1,mean_return,count_gated_tau_20,random,30,4975.823333333334,4958.0,4888.516888888889,5060.693138888889,20.250585121342684,1.0,1.128424644556158e-39,1.862645149230957e-09,1.862645149230957e-09,30,0,0,-0.2966190826594481,-0.11295723358498133,0,0,1.0,2.1440068246567003e-38,3.91155481338501e-08,3.91155481338501e-08
CliffWalking-v1,mean_return,count_gated_tau_20,reliability_gated,30,146.36666666666667,0.0,49.166666666666664,243.56666666666666,0.5621196599409283,0.8285714285714286,0.00451257641275388,0.0038185221439431143,0.0018310546875,13,1,16,0.17179652684540894,-0.5303261660436265,0,0,0.9285714285714286,0.0225628820637694,0.01909261071971557,0.010986328125
CliffWalking-v1,mean_return,count_gated_tau_20,support_abstain_tau_20,30,-16.033333333333335,0.0,-48.7,0.4666666666666667,-0.18024086806065545,0.0,0.3317005532267301,1.0,1.0,2,1,27,-5.4765028598624745,29.99457280216984,0,0,0.6666666666666666,0.9767459640485805,1.0,1.0
CliffWalking-v1,mean_return,count_gated_tau_20,tabular,30,-16.233333333333334,0.0,-48.7,0.0,-0.1825741858350554,-1.0,0.3255819880161935,0.31731050786291415,1.0,0,1,29,-5.477225575051662,30.0,0,0,0.0,0.9767459640485805,0.9519315235887424,1.0
CliffWalking-v1,mean_return,count_gated_tau_20,validated_dqn,30,470.76666666666665,487.0,438.3,487.0,5.294651389216606,1.0,5.696649169054266e-23,7.237829871739995e-08,3.725290298461914e-09,29,0,1,-5.477225575051661,30.0,0,0,1.0,7.405643919770545e-22,1.0132961820435993e-06,4.842877388000488e-08
CliffWalking-v1,mean_return,fixed_hybrid,random,30,4812.623333333334,4862.316666666667,4702.833722222222,4919.221555555555,15.548233162687387,1.0,2.3466076805982904e-36,1.862645149230957e-09,1.862645149230957e-09,30,0,0,-0.35158878700717644,0.1302840674665724,0,0,1.0,3.5199115208974357e-35,3.91155481338501e-08,3.91155481338501e-08
CliffWalking-v1,mean_return,fixed_hybrid,reliability_gated,30,-16.833333333333332,-1.0,-146.3,112.43333333333334,-0.04815775723846278,-0.18333333333333332,0.7938218060779918,0.42232999591907516,0.30745625495910645,9,15,6,0.051331416989919734,-0.9533906351357415,0,0,0.375,0.9767459640485805,0.9519315235887424,1.0
CliffWalking-v1,mean_return,fixed_hybrid,support_abstain_tau_20,30,-179.23333333333332,-2.0,-260.4,-98.2,-0.75250302466563,-0.9209486166007905,0.0002872655146267156,0.00011273591605152984,1.0967254638671875e-05,1,21,8,-0.5828150241827081,-1.7839680110939238,11,0,0.045454545454545456,0.0028159117907219653,0.0009018873284122387,8.7738037109375e-05
CliffWalking-v1,mean_return,fixed_hybrid,tabular,30,-179.43333333333334,-2.0,-260.53333333333336,-98.4,-0.753836820769973,-1.0,0.0002815911790721965,4.092899470253585e-05,9.5367431640625e-07,0,21,9,-0.5828521527120075,-1.7839805861170412,11,0,0.0,0.0028159117907219653,0.0004502189417278944,1.1444091796875e-05
CliffWalking-v1,mean_return,fixed_hybrid,validated_dqn,30,307.56666666666666,485.0,226.46666666666667,388.6,1.292151652469727,1.0,8.718308154674037e-08,9.835267406382038e-05,3.814697265625e-06,19,0,11,-0.5828521527120075,-1.7839805861170412,11,0,1.0,9.590138970141441e-07,0.0008851740665743834,3.4332275390625e-05
CliffWalking-v1,mean_return,random,reliability_gated,30,-4829.456666666667,-4908.066666666667,-4964.304583333333,-4690.209527777778,-12.399094120110435,-1.0,1.6106572488494495e-33,1.862645149230957e-09,1.862645149230957e-09,0,30,0,0.6211497378624578,-0.3203837044988904,0,0,0.0,2.2549201483892293e-32,3.91155481338501e-08,3.91155481338501e-08
CliffWalking-v1,mean_return,random,support_abstain_tau_20,30,-4991.8566666666675,-4980.266666666666,-5081.654222222222,-4901.2145,-19.49824453208863,-1.0,3.374156382932274e-39,1.862645149230957e-09,1.862645149230957e-09,0,30,0,0.3248556650462591,-0.26643099650610313,0,0,0.0,5.899843584158514e-38,3.91155481338501e-08,3.91155481338501e-08
CliffWalking-v1,mean_return,random,tabular,30,-4992.056666666667,-4981.133333333333,-5081.787555555556,-4901.373861111111,-19.517804657761,-1.0,3.2776908800880634e-39,1.862645149230957e-09,1.862645149230957e-09,0,30,0,0.322700604855781,-0.26886928069270644,0,0,0.0,5.899843584158514e-38,3.91155481338501e-08,3.91155481338501e-08
CliffWalking-v1,mean_return,random,validated_dqn,30,-4505.056666666667,-4494.133333333333,-4594.787555555556,-4414.37386111111,-17.613745568889225,-1.0,6.380460482410957e-38,1.862645149230957e-09,1.862645149230957e-09,0,30,0,0.322700604855781,-0.26886928069270644,0,0,0.0,1.0208736771857531e-36,3.91155481338501e-08,3.91155481338501e-08
CliffWalking-v1,mean_return,reliability_gated,support_abstain_tau_20,30,-162.4,0.0,-243.63333333333333,-81.3,-0.6960695908440254,-0.9333333333333333,0.0006639412210942899,0.0015094157529167652,0.0018310546875,1,13,16,-0.7448048544690103,-1.5535470511080802,0,0,0.07142857142857142,0.004954332683367032,0.009056494517500591,0.010986328125
CliffWalking-v1,mean_return,reliability_gated,tabular,30,-162.6,0.0,-243.76666666666668,-81.5,-0.6969316758626212,-1.0,0.0006555668883018226,0.0007956475328688032,0.000244140625,0,13,17,-0.7448364752803661,-1.553571925640474,0,0,0.0,0.004954332683367032,0.005569532730081623,0.001708984375
CliffWalking-v1,mean_return,reliability_gated,validated_dqn,30,324.4,487.0,243.23333333333332,405.5,1.3904344135906168,1.0,2.1383658658239992e-08,2.3088353712676434e-05,1.9073486328125e-06,20,0,10,-0.7448364752803661,-1.553571925640474,0,0,1.0,2.566039038988799e-07,0.0002770602445521172,2.09808349609375e-05
CliffWalking-v1,mean_return,support_abstain_tau_20,tabular,30,-0.2,0.0,-0.5333333333333333,0.0,-0.24839912974802164,-1.0,0.1841413422919716,0.17971249487899976,0.5,0,2,28,-4.280921172253138,18.77320054323223,0,0,0.0,0.7365653691678864,0.718849979515999,1.0
CliffWalking-v1,mean_return,support_abstain_tau_20,validated_dqn,30,486.8,487.0,486.46666666666664,487.0,604.6034818066845,1.0,1.953646004897828e-82,1.0144446281440423e-07,1.862645149230957e-09,30,0,0,-4.2809211722531835,18.7732005432325,0,0,1.0,3.907292009795656e-81,1.318778016587255e-06,3.91155481338501e-08
