result_family,environment,agent,aggregation_level,source_file,source_column,n_seed_rows,n_finite_returns,nonfinite_returns_dropped,mean_return,minimum_return,return_quantile_0_05,worst_decile_mean_return,cvar_0_10_return,cvar_0_10_tail_count,cvar_0_05_return,cvar_0_05_tail_count,cvar_0_05_available,cvar_0_05_reason,failure_probability,failure_probability_n,failure_probability_reason,collision_rate,collision_rate_n,collision_rate_reason,risk_zone_rate,risk_zone_rate_n,risk_zone_rate_reason,motor_saturation_rate,motor_saturation_rate_n,motor_saturation_rate_reason
confirmatory_extended_compact,FrozenLake-8x8-slippery,validated_dqn,seed,results/confirmatory_extended_compact/seed_metrics.csv,mean_return,30,30,0,0.0788888888889,0,0,0,0,3,0,2,True,,,0,source column failure_rate has no finite observations,,0,source column collision_rate has no finite observations,,0,source column risk_zone_rate has no finite observations,,0,source column motor_saturation_rate is absent
confirmatory_extended_compact,Taxi-v3-compatible,count_gated_tau_20,seed,results/confirmatory_extended_compact/seed_metrics.csv,mean_return,30,30,0,-200,-200,-200,-200,-200,3,-200,2,True,,,0,source column failure_rate has no finite observations,,0,source column collision_rate has no finite observations,,0,source column risk_zone_rate has no finite observations,,0,source column motor_saturation_rate is absent
confirmatory_extended_compact,Taxi-v3-compatible,fixed_hybrid,seed,results/confirmatory_extended_compact/seed_metrics.csv,mean_return,30,30,0,-200,-200,-200,-200,-200,3,-200,2,True,,,0,source column failure_rate has no finite observations,,0,source column collision_rate has no finite observations,,0,source column risk_zone_rate has no finite observations,,0,source column motor_saturation_rate is absent
confirmatory_extended_compact,Taxi-v3-compatible,random,seed,results/confirmatory_extended_compact/seed_metrics.csv,mean_return,30,30,0,-772.276666667,-797.6,-796.428333333,-796.766666667,-796.766666667,3,-797.366666667,2,True,,,0,source column failure_rate has no finite observations,,0,source column collision_rate has no finite observations,,0,source column risk_zone_rate has no finite observations,,0,source column motor_saturation_rate is absent
confirmatory_extended_compact,Taxi-v3-compatible,reliability_gated,seed,results/confirmatory_extended_compact/seed_metrics.csv,mean_return,30,30,0,-291.4,-675.8,-471.77,-537.8,-537.8,3,-587.15,2,True,,,0,source column failure_rate has no finite observations,,0,source column collision_rate has no finite observations,,0,source column risk_zone_rate has no finite observations,,0,source column motor_saturation_rate is absent
confirmatory_extended_compact,Taxi-v3-compatible,support_abstain_tau_20,seed,results/confirmatory_extended_compact/seed_metrics.csv,mean_return,30,30,0,-200,-200,-200,-200,-200,3,-200,2,True,,,0,source column failure_rate has no finite observations,,0,source column collision_rate has no finite observations,,0,source column risk_zone_rate has no finite observations,,0,source column motor_saturation_rate is absent
confirmatory_extended_compact,Taxi-v3-compatible,tabular,seed,results/confirmatory_extended_compact/seed_metrics.csv,mean_return,30,30,0,-218.64,-379.4,-292.835,-319.7,-319.7,3,-349.55,2,True,,,0,source column failure_rate has no finite observations,,0,source column collision_rate has no finite observations,,0,source column risk_zone_rate has no finite observations,,0,source column motor_saturation_rate is absent
confirmatory_extended_compact,Taxi-v3-compatible,validated_dqn,seed,results/confirmatory_extended_compact/seed_metrics.csv,mean_return,30,30,0,-200,-200,-200,-200,-200,3,-200,2,True,,,0,source column failure_rate has no finite observations,,0,source column collision_rate has no finite observations,,0,source column risk_zone_rate has no finite observations,,0,source column motor_saturation_rate is absent
cost_support_metrics,ApplicationNavigation-cost-support,count_gated_tau_20,seed,results/cost_support_metrics/seed_metrics.csv,mean_return,10,10,0,-5.1052,-10.3216666667,-10.0294666667,-10.3216666667,-10.3216666667,1,,1,False,fewer than two observations fall in the alpha=0.05 empirical tail,0.436666666667,10,,0.245744375509,10,,0.0129125183494,10,,,0,source column motor_saturation_rate is absent
cost_support_metrics,ApplicationNavigation-cost-support,fuzzy_support_adaptive,seed,results/cost_support_metrics/seed_metrics.csv,mean_return,10,10,0,-4.0387,-10.4483333333,-10.1045333333,-10.4483333333,-10.4483333333,1,,1,False,fewer than two observations fall in the alpha=0.05 empirical tail,0.463333333333,10,,0.200295524164,10,,0.0105259462759,10,,,0,source column motor_saturation_rate is absent
cost_support_metrics,ApplicationNavigation-cost-support,support_abstain_tau_20,seed,results/cost_support_metrics/seed_metrics.csv,mean_return,10,10,0,0.5426,-1.96933333333,-1.44103333333,-1.96933333333,-1.96933333333,1,,1,False,fewer than two observations fall in the alpha=0.05 empirical tail,0.54,10,,0.0104854166409,10,,0.0240393552271,10,,,0,source column motor_saturation_rate is absent
cost_support_metrics,ApplicationNavigation-cost-support,tabular,seed,results/cost_support_metrics/seed_metrics.csv,mean_return,10,10,0,0.863866666667,-1.10933333333,-0.624233333333,-1.10933333333,-1.10933333333,1,,1,False,fewer than two observations fall in the alpha=0.05 empirical tail,0.286666666667,10,,0.077618399014,10,,0.0340366352317,10,,,0,source column motor_saturation_rate is absent
cost_support_metrics,ApplicationNavigation-cost-support,validated_dqn,seed,results/cost_support_metrics/seed_metrics.csv,mean_return,10,10,0,-4.8303,-17.6143333333,-12.3310333333,-17.6143333333,-17.6143333333,1,,1,False,fewer than two observations fall in the alpha=0.05 empirical tail,0.93,10,,0.0905921058747,10,,0.0451764905533,10,,,0,source column motor_saturation_rate is absent
cost_support_metrics,FourRooms-9-cost-support,count_gated_tau_20,seed,results/cost_support_metrics/seed_metrics.csv,mean_return,10,10,0,-1.9976,-2.427,-2.3178,-2.427,-2.427,1,,1,False,fewer than two observations fall in the alpha=0.05 empirical tail,0.773333333333,10,,0,10,,0,10,,,0,source column motor_saturation_rate is absent
cost_support_metrics,FourRooms-9-cost-support,fuzzy_support_adaptive,seed,results/cost_support_metrics/seed_metrics.csv,mean_return,10,10,0,-2.12243333333,-2.42666666667,-2.41901666667,-2.42666666667,-2.42666666667,1,,1,False,fewer than two observations fall in the alpha=0.05 empirical tail,0.79,10,,0,10,,0,10,,,0,source column motor_saturation_rate is absent
cost_support_metrics,FourRooms-9-cost-support,support_abstain_tau_20,seed,results/cost_support_metrics/seed_metrics.csv,mean_return,10,10,0,-1.0653,-1.52466666667,-1.41051666667,-1.52466666667,-1.52466666667,1,,1,False,fewer than two observations fall in the alpha=0.05 empirical tail,0.603333333333,10,,0,10,,0,10,,,0,source column motor_saturation_rate is absent
cost_support_metrics,FourRooms-9-cost-support,tabular,seed,results/cost_support_metrics/seed_metrics.csv,mean_return,10,10,0,-1.05956666667,-1.37266666667,-1.33006666667,-1.37266666667,-1.37266666667,1,,1,False,fewer than two observations fall in the alpha=0.05 empirical tail,0.586666666667,10,,0,10,,0,10,,,0,source column motor_saturation_rate is absent
cost_support_metrics,FourRooms-9-cost-support,validated_dqn,seed,results/cost_support_metrics/seed_metrics.csv,mean_return,10,10,0,-2.0198,-2.72066666667,-2.61596666667,-2.72066666667,-2.72066666667,1,,1,False,fewer than two observations fall in the alpha=0.05 empirical tail,0.806666666667,10,,0,10,,0,10,,,0,source column motor_saturation_rate is absent
dqn_strong_validation,CliffWalking-v1,original_selected_dqn,seed,results/dqn_strong_validation/seed_metrics.csv,mean_return,30,30,0,-500,-500,-500,-500,-500,3,-500,2,True,,,0,source column failure_rate has no finite observations,,0,source column collision_rate has no finite observations,,0,source column risk_zone_rate has no finite observations,,0,source column motor_saturation_rate is absent
dqn_strong_validation,CliffWalking-v1,validated_dqn,seed,results/dqn_strong_validation/seed_metrics.csv,mean_return,30,30,0,-500,-500,-500,-500,-500,3,-500,2,True,,,0,source column failure_rate has no finite observations,,0,source column collision_rate has no finite observations,,0,source column risk_zone_rate has no finite observations,,0,source column motor_saturation_rate is absent
dqn_strong_validation,FourRooms-11-slip-unseen-goals,original_selected_dqn,seed,results/dqn_strong_validation/seed_metrics.csv,mean_return,30,30,0,-3.28382222222,-3.66566666667,-3.63538333333,-3.64533333333,-3.64533333333,3,-3.6515,2,True,,,0,source column failure_rate has no finite observations,,0,source column collision_rate has no finite observations,,0,source column risk_zone_rate has no finite observations,,0,source column motor_saturation_rate is absent
dqn_strong_validation,FourRooms-11-slip-unseen-goals,validated_dqn,seed,results/dqn_strong_validation/seed_metrics.csv,mean_return,30,30,0,-3.02742222222,-3.80266666667,-3.64323333333,-3.68666666667,-3.68666666667,3,-3.7885,2,True,,,0,source column failure_rate has no finite observations,,0,source column collision_rate has no finite observations,,0,source column risk_zone_rate has no finite observations,,0,source column motor_saturation_rate is absent
dqn_strong_validation,FourRooms-7-unseen-goals,original_selected_dqn,seed,results/dqn_strong_validation/seed_metrics.csv,mean_return,30,30,0,-1.63075555556,-1.98333333333,-1.83866666667,-1.886,-1.886,3,-1.917,2,True,,,0,source column failure_rate has no finite observations,,0,source column collision_rate has no finite observations,,0,source column risk_zone_rate has no finite observations,,0,source column motor_saturation_rate is absent
dqn_strong_validation,FourRooms-7-unseen-goals,validated_dqn,seed,results/dqn_strong_validation/seed_metrics.csv,mean_return,30,30,0,-1.64515555556,-1.956,-1.93373333333,-1.94,-1.94,3,-1.95266666667,2,True,,,0,source column failure_rate has no finite observations,,0,source column collision_rate has no finite observations,,0,source column risk_zone_rate has no finite observations,,0,source column motor_saturation_rate is absent
dqn_strong_validation,FourRooms-9-slip-unseen-goals,original_selected_dqn,seed,results/dqn_strong_validation/seed_metrics.csv,mean_return,30,30,0,-2.21803333333,-2.89833333333,-2.64931666667,-2.72955555556,-2.72955555556,3,-2.7925,2,True,,,0,source column failure_rate has no finite observations,,0,source column collision_rate has no finite observations,,0,source column risk_zone_rate has no finite observations,,0,source column motor_saturation_rate is absent
dqn_strong_validation,FourRooms-9-slip-unseen-goals,validated_dqn,seed,results/dqn_strong_validation/seed_metrics.csv,mean_return,30,30,0,-2.14613333333,-2.77733333333,-2.5154,-2.60244444444,-2.60244444444,3,-2.64816666667,2,True,,,0,source column failure_rate has no finite observations,,0,source column collision_rate has no finite observations,,0,source column risk_zone_rate has no finite observations,,0,source column motor_saturation_rate is absent
dqn_strong_validation,FrozenLake-4x4-slippery,original_selected_dqn,seed,results/dqn_strong_validation/seed_metrics.csv,mean_return,30,30,0,0.193333333333,0,0,0,0,3,0,2,True,,,0,source column failure_rate has no finite observations,,0,source column collision_rate has no finite observations,,0,source column risk_zone_rate has no finite observations,,0,source column motor_saturation_rate is absent
dqn_strong_validation,FrozenLake-4x4-slippery,validated_dqn,seed,results/dqn_strong_validation/seed_metrics.csv,mean_return,30,30,0,0.358888888889,0,0,0,0,3,0,2,True,,,0,source column failure_rate has no finite observations,,0,source column collision_rate has no finite observations,,0,source column risk_zone_rate has no finite observations,,0,source column motor_saturation_rate is absent
dqn_strong_validation,FrozenLake-8x8-slippery,original_selected_dqn,seed,results/dqn_strong_validation/seed_metrics.csv,mean_return,30,30,0,0.00888888888889,0,0,0,0,3,0,2,True,,,0,source column failure_rate has no finite observations,,0,source column collision_rate has no finite observations,,0,source column risk_zone_rate has no finite observations,,0,source column motor_saturation_rate is absent
dqn_strong_validation,FrozenLake-8x8-slippery,validated_dqn,seed,results/dqn_strong_validation/seed_metrics.csv,mean_return,30,30,0,0.0355555555556,0,0,0,0,3,0,2,True,,,0,source column failure_rate has no finite observations,,0,source column collision_rate has no finite observations,,0,source column risk_zone_rate has no finite observations,,0,source column motor_saturation_rate is absent
dqn_strong_validation,MiniGrid-Empty-5x5-validation,original_selected_dqn,seed,results/dqn_strong_validation/seed_metrics.csv,mean_return,10,10,0,0,0,0,0,0,1,,1,False,fewer than two observations fall in the alpha=0.05 empirical tail,,0,source column failure_rate has no finite observations,,0,source column collision_rate has no finite observations,,0,source column risk_zone_rate has no finite observations,,0,source column motor_saturation_rate is absent
dqn_strong_validation,MiniGrid-Empty-5x5-validation,validated_dqn,seed,results/dqn_strong_validation/seed_metrics.csv,mean_return,10,10,0,0,0,0,0,0,1,,1,False,fewer than two observations fall in the alpha=0.05 empirical tail,,0,source column failure_rate has no finite observations,,0,source column collision_rate has no finite observations,,0,source column risk_zone_rate has no finite observations,,0,source column motor_saturation_rate is absent
dqn_strong_validation,Taxi-v3-compatible,original_selected_dqn,seed,results/dqn_strong_validation/seed_metrics.csv,mean_return,30,30,0,-200,-200,-200,-200,-200,3,-200,2,True,,,0,source column failure_rate has no finite observations,,0,source column collision_rate has no finite observations,,0,source column risk_zone_rate has no finite observations,,0,source column motor_saturation_rate is absent
dqn_strong_validation,Taxi-v3-compatible,validated_dqn,seed,results/dqn_strong_validation/seed_metrics.csv,mean_return,30,30,0,-200,-200,-200,-200,-200,3,-200,2,True,,,0,source column failure_rate has no finite observations,,0,source column collision_rate has no finite observations,,0,source column risk_zone_rate has no finite observations,,0,source column motor_saturation_rate is absent
dqn_tuning_development,CliffWalking-v1,double_dqn_lr3e4_h128,seed,results/dqn_tuning_development/seed_metrics.csv,mean_return,5,5,0,-500,-500,-500,-500,-500,1,,1,False,fewer than two observations fall in the alpha=0.05 empirical tail,,0,source column failure_rate has no finite observations,,0,source column collision_rate has no finite observations,,0,source column risk_zone_rate has no finite observations,,0,source column motor_saturation_rate is absent
dqn_tuning_development,CliffWalking-v1,vanilla_dqn_buffer100k,seed,results/dqn_tuning_development/seed_metrics.csv,mean_return,5,5,0,-500,-500,-500,-500,-500,1,,1,False,fewer than two observations fall in the alpha=0.05 empirical tail,,0,source column failure_rate has no finite observations,,0,source column collision_rate has no finite observations,,0,source column risk_zone_rate has no finite observations,,0,source column motor_saturation_rate is absent
dqn_tuning_development,CliffWalking-v1,vanilla_dqn_h128,seed,results/dqn_tuning_development/seed_metrics.csv,mean_return,5,5,0,-500,-500,-500,-500,-500,1,,1,False,fewer than two observations fall in the alpha=0.05 empirical tail,,0,source column failure_rate has no finite observations,,0,source column collision_rate has no finite observations,,0,source column risk_zone_rate has no finite observations,,0,source column motor_saturation_rate is absent
dqn_tuning_development,CliffWalking-v1,vanilla_dqn_h64,seed,results/dqn_tuning_development/seed_metrics.csv,mean_return,5,5,0,-500,-500,-500,-500,-500,1,,1,False,fewer than two observations fall in the alpha=0.05 empirical tail,,0,source column failure_rate has no finite observations,,0,source column collision_rate has no finite observations,,0,source column risk_zone_rate has no finite observations,,0,source column motor_saturation_rate is absent
dqn_tuning_development,CliffWalking-v1,vanilla_dqn_lr3e4_h128,seed,results/dqn_tuning_development/seed_metrics.csv,mean_return,5,5,0,-500,-500,-500,-500,-500,1,,1,False,fewer than two observations fall in the alpha=0.05 empirical tail,,0,source column failure_rate has no finite observations,,0,source column collision_rate has no finite observations,,0,source column risk_zone_rate has no finite observations,,0,source column motor_saturation_rate is absent
dqn_tuning_development,CliffWalking-v1,vanilla_dqn_target1000,seed,results/dqn_tuning_development/seed_metrics.csv,mean_return,5,5,0,-500,-500,-500,-500,-500,1,,1,False,fewer than two observations fall in the alpha=0.05 empirical tail,,0,source column failure_rate has no finite observations,,0,source column collision_rate has no finite observations,,0,source column risk_zone_rate has no finite observations,,0,source column motor_saturation_rate is absent
dqn_tuning_development,CliffWalking-v1,vanilla_dqn_target250,seed,results/dqn_tuning_development/seed_metrics.csv,mean_return,5,5,0,-500,-500,-500,-500,-500,1,,1,False,fewer than two observations fall in the alpha=0.05 empirical tail,,0,source column failure_rate has no finite observations,,0,source column collision_rate has no finite observations,,0,source column risk_zone_rate has no finite observations,,0,source column motor_saturation_rate is absent
dqn_tuning_development,FourRooms-11-slip-unseen-goals,double_dqn_lr3e4_h128,seed,results/dqn_tuning_development/seed_metrics.csv,mean_return,5,5,0,-2.9056,-3.617,-3.515,-3.617,-3.617,1,,1,False,fewer than two observations fall in the alpha=0.05 empirical tail,,0,source column failure_rate has no finite observations,,0,source column collision_rate has no finite observations,,0,source column risk_zone_rate has no finite observations,,0,source column motor_saturation_rate is absent
dqn_tuning_development,FourRooms-11-slip-unseen-goals,vanilla_dqn_buffer100k,seed,results/dqn_tuning_development/seed_metrics.csv,mean_return,5,5,0,-3.4595,-3.918,-3.8622,-3.918,-3.918,1,,1,False,fewer than two observations fall in the alpha=0.05 empirical tail,,0,source column failure_rate has no finite observations,,0,source column collision_rate has no finite observations,,0,source column risk_zone_rate has no finite observations,,0,source column motor_saturation_rate is absent
dqn_tuning_development,FourRooms-11-slip-unseen-goals,vanilla_dqn_h128,seed,results/dqn_tuning_development/seed_metrics.csv,mean_return,5,5,0,-3.3241,-3.85,-3.8256,-3.85,-3.85,1,,1,False,fewer than two observations fall in the alpha=0.05 empirical tail,,0,source column failure_rate has no finite observations,,0,source column collision_rate has no finite observations,,0,source column risk_zone_rate has no finite observations,,0,source column motor_saturation_rate is absent
dqn_tuning_development,FourRooms-11-slip-unseen-goals,vanilla_dqn_h64,seed,results/dqn_tuning_development/seed_metrics.csv,mean_return,5,5,0,-3.1309,-3.5425,-3.5281,-3.5425,-3.5425,1,,1,False,fewer than two observations fall in the alpha=0.05 empirical tail,,0,source column failure_rate has no finite observations,,0,source column collision_rate has no finite observations,,0,source column risk_zone_rate has no finite observations,,0,source column motor_saturation_rate is absent
dqn_tuning_development,FourRooms-11-slip-unseen-goals,vanilla_dqn_lr3e4_h128,seed,results/dqn_tuning_development/seed_metrics.csv,mean_return,5,5,0,-2.992,-3.4915,-3.4343,-3.4915,-3.4915,1,,1,False,fewer than two observations fall in the alpha=0.05 empirical tail,,0,source column failure_rate has no finite observations,,0,source column collision_rate has no finite observations,,0,source column risk_zone_rate has no finite observations,,0,source column motor_saturation_rate is absent
dqn_tuning_development,FourRooms-11-slip-unseen-goals,vanilla_dqn_target1000,seed,results/dqn_tuning_development/seed_metrics.csv,mean_return,5,5,0,-2.975,-3.491,-3.3814,-3.491,-3.491,1,,1,False,fewer than two observations fall in the alpha=0.05 empirical tail,,0,source column failure_rate has no finite observations,,0,source column collision_rate has no finite observations,,0,source column risk_zone_rate has no finite observations,,0,source column motor_saturation_rate is absent
dqn_tuning_development,FourRooms-11-slip-unseen-goals,vanilla_dqn_target250,seed,results/dqn_tuning_development/seed_metrics.csv,mean_return,5,5,0,-2.7632,-3.7625,-3.5303,-3.7625,-3.7625,1,,1,False,fewer than two observations fall in the alpha=0.05 empirical tail,,0,source column failure_rate has no finite observations,,0,source column collision_rate has no finite observations,,0,source column risk_zone_rate has no finite observations,,0,source column motor_saturation_rate is absent
dqn_tuning_development,FourRooms-7-unseen-goals,double_dqn_lr3e4_h128,seed,results/dqn_tuning_development/seed_metrics.csv,mean_return,5,5,0,-1.688,-1.9345,-1.9054,-1.9345,-1.9345,1,,1,False,fewer than two observations fall in the alpha=0.05 empirical tail,,0,source column failure_rate has no finite observations,,0,source column collision_rate has no finite observations,,0,source column risk_zone_rate has no finite observations,,0,source column motor_saturation_rate is absent
dqn_tuning_development,FourRooms-7-unseen-goals,vanilla_dqn_buffer100k,seed,results/dqn_tuning_development/seed_metrics.csv,mean_return,5,5,0,-1.6363,-1.836,-1.8053,-1.836,-1.836,1,,1,False,fewer than two observations fall in the alpha=0.05 empirical tail,,0,source column failure_rate has no finite observations,,0,source column collision_rate has no finite observations,,0,source column risk_zone_rate has no finite observations,,0,source column motor_saturation_rate is absent
dqn_tuning_development,FourRooms-7-unseen-goals,vanilla_dqn_h128,seed,results/dqn_tuning_development/seed_metrics.csv,mean_return,5,5,0,-1.5121,-1.695,-1.6739,-1.695,-1.695,1,,1,False,fewer than two observations fall in the alpha=0.05 empirical tail,,0,source column failure_rate has no finite observations,,0,source column collision_rate has no finite observations,,0,source column risk_zone_rate has no finite observations,,0,source column motor_saturation_rate is absent
dqn_tuning_development,FourRooms-7-unseen-goals,vanilla_dqn_h64,seed,results/dqn_tuning_development/seed_metrics.csv,mean_return,5,5,0,-1.4914,-1.6425,-1.632,-1.6425,-1.6425,1,,1,False,fewer than two observations fall in the alpha=0.05 empirical tail,,0,source column failure_rate has no finite observations,,0,source column collision_rate has no finite observations,,0,source column risk_zone_rate has no finite observations,,0,source column motor_saturation_rate is absent
dqn_tuning_development,FourRooms-7-unseen-goals,vanilla_dqn_lr3e4_h128,seed,results/dqn_tuning_development/seed_metrics.csv,mean_return,5,5,0,-1.5407,-1.742,-1.7124,-1.742,-1.742,1,,1,False,fewer than two observations fall in the alpha=0.05 empirical tail,,0,source column failure_rate has no finite observations,,0,source column collision_rate has no finite observations,,0,source column risk_zone_rate has no finite observations,,0,source column motor_saturation_rate is absent
dqn_tuning_development,FourRooms-7-unseen-goals,vanilla_dqn_target1000,seed,results/dqn_tuning_development/seed_metrics.csv,mean_return,5,5,0,-1.6762,-1.9285,-1.8894,-1.9285,-1.9285,1,,1,False,fewer than two observations fall in the alpha=0.05 empirical tail,,0,source column failure_rate has no finite observations,,0,source column collision_rate has no finite observations,,0,source column risk_zone_rate has no finite observations,,0,source column motor_saturation_rate is absent
dqn_tuning_development,FourRooms-7-unseen-goals,vanilla_dqn_target250,seed,results/dqn_tuning_development/seed_metrics.csv,mean_return,5,5,0,-1.3834,-1.7435,-1.7323,-1.7435,-1.7435,1,,1,False,fewer than two observations fall in the alpha=0.05 empirical tail,,0,source column failure_rate has no finite observations,,0,source column collision_rate has no finite observations,,0,source column risk_zone_rate has no finite observations,,0,source column motor_saturation_rate is absent
dqn_tuning_development,FourRooms-9-slip-unseen-goals,double_dqn_lr3e4_h128,seed,results/dqn_tuning_development/seed_metrics.csv,mean_return,5,5,0,-2.0145,-2.177,-2.1765,-2.177,-2.177,1,,1,False,fewer than two observations fall in the alpha=0.05 empirical tail,,0,source column failure_rate has no finite observations,,0,source column collision_rate has no finite observations,,0,source column risk_zone_rate has no finite observations,,0,source column motor_saturation_rate is absent
dqn_tuning_development,FourRooms-9-slip-unseen-goals,vanilla_dqn_buffer100k,seed,results/dqn_tuning_development/seed_metrics.csv,mean_return,5,5,0,-1.5214,-2.1555,-2.0668,-2.1555,-2.1555,1,,1,False,fewer than two observations fall in the alpha=0.05 empirical tail,,0,source column failure_rate has no finite observations,,0,source column collision_rate has no finite observations,,0,source column risk_zone_rate has no finite observations,,0,source column motor_saturation_rate is absent
dqn_tuning_development,FourRooms-9-slip-unseen-goals,vanilla_dqn_h128,seed,results/dqn_tuning_development/seed_metrics.csv,mean_return,5,5,0,-2.0009,-2.5655,-2.5188,-2.5655,-2.5655,1,,1,False,fewer than two observations fall in the alpha=0.05 empirical tail,,0,source column failure_rate has no finite observations,,0,source column collision_rate has no finite observations,,0,source column risk_zone_rate has no finite observations,,0,source column motor_saturation_rate is absent
dqn_tuning_development,FourRooms-9-slip-unseen-goals,vanilla_dqn_h64,seed,results/dqn_tuning_development/seed_metrics.csv,mean_return,5,5,0,-2.1155,-2.53,-2.4584,-2.53,-2.53,1,,1,False,fewer than two observations fall in the alpha=0.05 empirical tail,,0,source column failure_rate has no finite observations,,0,source column collision_rate has no finite observations,,0,source column risk_zone_rate has no finite observations,,0,source column motor_saturation_rate is absent
dqn_tuning_development,FourRooms-9-slip-unseen-goals,vanilla_dqn_lr3e4_h128,seed,results/dqn_tuning_development/seed_metrics.csv,mean_return,5,5,0,-1.8221,-2.45,-2.3302,-2.45,-2.45,1,,1,False,fewer than two observations fall in the alpha=0.05 empirical tail,,0,source column failure_rate has no finite observations,,0,source column collision_rate has no finite observations,,0,source column risk_zone_rate has no finite observations,,0,source column motor_saturation_rate is absent
dqn_tuning_development,FourRooms-9-slip-unseen-goals,vanilla_dqn_target1000,seed,results/dqn_tuning_development/seed_metrics.csv,mean_return,5,5,0,-1.7737,-1.9705,-1.9604,-1.9705,-1.9705,1,,1,False,fewer than two observations fall in the alpha=0.05 empirical tail,,0,source column failure_rate has no finite observations,,0,source column collision_rate has no finite observations,,0,source column risk_zone_rate has no finite observations,,0,source column motor_saturation_rate is absent
dqn_tuning_development,FourRooms-9-slip-unseen-goals,vanilla_dqn_target250,seed,results/dqn_tuning_development/seed_metrics.csv,mean_return,5,5,0,-2.1191,-2.7365,-2.6256,-2.7365,-2.7365,1,,1,False,fewer than two observations fall in the alpha=0.05 empirical tail,,0,source column failure_rate has no finite observations,,0,source column collision_rate has no finite observations,,0,source column risk_zone_rate has no finite observations,,0,source column motor_saturation_rate is absent
dqn_tuning_development,FrozenLake-4x4-slippery,double_dqn_lr3e4_h128,seed,results/dqn_tuning_development/seed_metrics.csv,mean_return,5,5,0,0.15,0,0.02,0,0,1,,1,False,fewer than two observations fall in the alpha=0.05 empirical tail,,0,source column failure_rate has no finite observations,,0,source column collision_rate has no finite observations,,0,source column risk_zone_rate has no finite observations,,0,source column motor_saturation_rate is absent
dqn_tuning_development,FrozenLake-4x4-slippery,vanilla_dqn_buffer100k,seed,results/dqn_tuning_development/seed_metrics.csv,mean_return,5,5,0,0.23,0,0.01,0,0,1,,1,False,fewer than two observations fall in the alpha=0.05 empirical tail,,0,source column failure_rate has no finite observations,,0,source column collision_rate has no finite observations,,0,source column risk_zone_rate has no finite observations,,0,source column motor_saturation_rate is absent
dqn_tuning_development,FrozenLake-4x4-slippery,vanilla_dqn_h128,seed,results/dqn_tuning_development/seed_metrics.csv,mean_return,5,5,0,0.34,0,0.05,0,0,1,,1,False,fewer than two observations fall in the alpha=0.05 empirical tail,,0,source column failure_rate has no finite observations,,0,source column collision_rate has no finite observations,,0,source column risk_zone_rate has no finite observations,,0,source column motor_saturation_rate is absent
dqn_tuning_development,FrozenLake-4x4-slippery,vanilla_dqn_h64,seed,results/dqn_tuning_development/seed_metrics.csv,mean_return,5,5,0,0.43,0,0.09,0,0,1,,1,False,fewer than two observations fall in the alpha=0.05 empirical tail,,0,source column failure_rate has no finite observations,,0,source column collision_rate has no finite observations,,0,source column risk_zone_rate has no finite observations,,0,source column motor_saturation_rate is absent
dqn_tuning_development,FrozenLake-4x4-slippery,vanilla_dqn_lr3e4_h128,seed,results/dqn_tuning_development/seed_metrics.csv,mean_return,5,5,0,0.38,0.15,0.18,0.15,0.15,1,,1,False,fewer than two observations fall in the alpha=0.05 empirical tail,,0,source column failure_rate has no finite observations,,0,source column collision_rate has no finite observations,,0,source column risk_zone_rate has no finite observations,,0,source column motor_saturation_rate is absent
dqn_tuning_development,FrozenLake-4x4-slippery,vanilla_dqn_target1000,seed,results/dqn_tuning_development/seed_metrics.csv,mean_return,5,5,0,0.22,0,0.02,0,0,1,,1,False,fewer than two observations fall in the alpha=0.05 empirical tail,,0,source column failure_rate has no finite observations,,0,source column collision_rate has no finite observations,,0,source column risk_zone_rate has no finite observations,,0,source column motor_saturation_rate is absent
dqn_tuning_development,FrozenLake-4x4-slippery,vanilla_dqn_target250,seed,results/dqn_tuning_development/seed_metrics.csv,mean_return,5,5,0,0.19,0,0,0,0,1,,1,False,fewer than two observations fall in the alpha=0.05 empirical tail,,0,source column failure_rate has no finite observations,,0,source column collision_rate has no finite observations,,0,source column risk_zone_rate has no finite observations,,0,source column motor_saturation_rate is absent
dqn_tuning_development,FrozenLake-8x8-slippery,double_dqn_lr3e4_h128,seed,results/dqn_tuning_development/seed_metrics.csv,mean_return,5,5,0,0.02,0,0,0,0,1,,1,False,fewer than two observations fall in the alpha=0.05 empirical tail,,0,source column failure_rate has no finite observations,,0,source column collision_rate has no finite observations,,0,source column risk_zone_rate has no finite observations,,0,source column motor_saturation_rate is absent
dqn_tuning_development,FrozenLake-8x8-slippery,vanilla_dqn_buffer100k,seed,results/dqn_tuning_development/seed_metrics.csv,mean_return,5,5,0,0.01,0,0,0,0,1,,1,False,fewer than two observations fall in the alpha=0.05 empirical tail,,0,source column failure_rate has no finite observations,,0,source column collision_rate has no finite observations,,0,source column risk_zone_rate has no finite observations,,0,source column motor_saturation_rate is absent
dqn_tuning_development,FrozenLake-8x8-slippery,vanilla_dqn_h128,seed,results/dqn_tuning_development/seed_metrics.csv,mean_return,5,5,0,0,0,0,0,0,1,,1,False,fewer than two observations fall in the alpha=0.05 empirical tail,,0,source column failure_rate has no finite observations,,0,source column collision_rate has no finite observations,,0,source column risk_zone_rate has no finite observations,,0,source column motor_saturation_rate is absent
