environment,candidate_id,estimator_family,estimator_type,representation,slot_id,k,h,tau_approx,regularization,requested_index,effective_index,seed,return_auc,failure_probability,median_query_latency_seconds,checkpoint_first,checkpoint_last,checkpoint_count,evaluation_episodes_per_checkpoint,source_row_count,execution_source_commit,source_snapshot_sha256,source_file
ApplicationNavigation-support-estimator-development,gaussian_density_s3,gaussian_density,regularized_gaussian_density,raw_state,s3,7,1.0,8.0,0.01,brute_force,brute_force_density_preserving,13000,-5.8232,0.8875,0.0010743,1000,16000,16,10,160,e273c8ef07f45e6b8d788fcd9200e3cdb8a2c2d8,742ca77d888656ad8bef598c19c64970034574038d720df6054167dd41c2715c,results/reviewer1_remaining/support_development/execution/raw.csv.gz
ApplicationNavigation-support-estimator-development,gaussian_density_s3,gaussian_density,regularized_gaussian_density,raw_state,s3,7,1.0,8.0,0.01,brute_force,brute_force_density_preserving,13001,-3.6242666666666667,0.95,0.0009812,1000,16000,16,10,160,e273c8ef07f45e6b8d788fcd9200e3cdb8a2c2d8,742ca77d888656ad8bef598c19c64970034574038d720df6054167dd41c2715c,results/reviewer1_remaining/support_development/execution/raw.csv.gz
ApplicationNavigation-support-estimator-development,gaussian_density_s3,gaussian_density,regularized_gaussian_density,raw_state,s3,7,1.0,8.0,0.01,brute_force,brute_force_density_preserving,13002,-3.1864666666666666,0.95625,0.00095735,1000,16000,16,10,160,e273c8ef07f45e6b8d788fcd9200e3cdb8a2c2d8,742ca77d888656ad8bef598c19c64970034574038d720df6054167dd41c2715c,results/reviewer1_remaining/support_development/execution/raw.csv.gz
ApplicationNavigation-support-estimator-development,gaussian_density_s3,gaussian_density,regularized_gaussian_density,raw_state,s3,7,1.0,8.0,0.01,brute_force,brute_force_density_preserving,13003,-5.856166666666666,0.95,0.00101185,1000,16000,16,10,160,e273c8ef07f45e6b8d788fcd9200e3cdb8a2c2d8,742ca77d888656ad8bef598c19c64970034574038d720df6054167dd41c2715c,results/reviewer1_remaining/support_development/execution/raw.csv.gz
ApplicationNavigation-support-estimator-development,gaussian_density_s3,gaussian_density,regularized_gaussian_density,raw_state,s3,7,1.0,8.0,0.01,brute_force,brute_force_density_preserving,13004,-6.881899999999998,0.88125,0.0010314500000000002,1000,16000,16,10,160,e273c8ef07f45e6b8d788fcd9200e3cdb8a2c2d8,742ca77d888656ad8bef598c19c64970034574038d720df6054167dd41c2715c,results/reviewer1_remaining/support_development/execution/raw.csv.gz
Reviewer1-transition-dynamics-support-estimator-development,gaussian_density_s3,gaussian_density,regularized_gaussian_density,raw_state,s3,7,1.0,8.0,0.01,brute_force,brute_force_density_preserving,13000,-2.066966666666667,0.80625,0.0016394,1000,16000,16,10,160,e273c8ef07f45e6b8d788fcd9200e3cdb8a2c2d8,742ca77d888656ad8bef598c19c64970034574038d720df6054167dd41c2715c,results/reviewer1_remaining/support_development/execution/raw.csv.gz
Reviewer1-transition-dynamics-support-estimator-development,gaussian_density_s3,gaussian_density,regularized_gaussian_density,raw_state,s3,7,1.0,8.0,0.01,brute_force,brute_force_density_preserving,13001,-2.1251,0.81875,0.0017946,1000,16000,16,10,160,e273c8ef07f45e6b8d788fcd9200e3cdb8a2c2d8,742ca77d888656ad8bef598c19c64970034574038d720df6054167dd41c2715c,results/reviewer1_remaining/support_development/execution/raw.csv.gz
Reviewer1-transition-dynamics-support-estimator-development,gaussian_density_s3,gaussian_density,regularized_gaussian_density,raw_state,s3,7,1.0,8.0,0.01,brute_force,brute_force_density_preserving,13002,-2.266733333333334,0.8375,0.0018487500000000001,1000,16000,16,10,160,e273c8ef07f45e6b8d788fcd9200e3cdb8a2c2d8,742ca77d888656ad8bef598c19c64970034574038d720df6054167dd41c2715c,results/reviewer1_remaining/support_development/execution/raw.csv.gz
Reviewer1-transition-dynamics-support-estimator-development,gaussian_density_s3,gaussian_density,regularized_gaussian_density,raw_state,s3,7,1.0,8.0,0.01,brute_force,brute_force_density_preserving,13003,-2.0232333333333337,0.775,0.00208865,1000,16000,16,10,160,e273c8ef07f45e6b8d788fcd9200e3cdb8a2c2d8,742ca77d888656ad8bef598c19c64970034574038d720df6054167dd41c2715c,results/reviewer1_remaining/support_development/execution/raw.csv.gz
Reviewer1-transition-dynamics-support-estimator-development,gaussian_density_s3,gaussian_density,regularized_gaussian_density,raw_state,s3,7,1.0,8.0,0.01,brute_force,brute_force_density_preserving,13004,-2.1084,0.83125,0.00189315,1000,16000,16,10,160,e273c8ef07f45e6b8d788fcd9200e3cdb8a2c2d8,742ca77d888656ad8bef598c19c64970034574038d720df6054167dd41c2715c,results/reviewer1_remaining/support_development/execution/raw.csv.gz
ApplicationNavigation-support-estimator-development,gaussian_density_s4,gaussian_density,regularized_gaussian_density,raw_state,s4,9,2.0,2.0,0.1,auto,brute_force_density_preserving,13000,-3.423966666666667,0.95625,0.000959,1000,16000,16,10,160,e273c8ef07f45e6b8d788fcd9200e3cdb8a2c2d8,742ca77d888656ad8bef598c19c64970034574038d720df6054167dd41c2715c,results/reviewer1_remaining/support_development/execution/raw.csv.gz
ApplicationNavigation-support-estimator-development,gaussian_density_s4,gaussian_density,regularized_gaussian_density,raw_state,s4,9,2.0,2.0,0.1,auto,brute_force_density_preserving,13001,-2.7627333333333337,0.95,0.00103065,1000,16000,16,10,160,e273c8ef07f45e6b8d788fcd9200e3cdb8a2c2d8,742ca77d888656ad8bef598c19c64970034574038d720df6054167dd41c2715c,results/reviewer1_remaining/support_development/execution/raw.csv.gz
ApplicationNavigation-support-estimator-development,gaussian_density_s4,gaussian_density,regularized_gaussian_density,raw_state,s4,9,2.0,2.0,0.1,auto,brute_force_density_preserving,13002,-3.349,0.95625,0.0009256500000000001,1000,16000,16,10,160,e273c8ef07f45e6b8d788fcd9200e3cdb8a2c2d8,742ca77d888656ad8bef598c19c64970034574038d720df6054167dd41c2715c,results/reviewer1_remaining/support_development/execution/raw.csv.gz
ApplicationNavigation-support-estimator-development,gaussian_density_s4,gaussian_density,regularized_gaussian_density,raw_state,s4,9,2.0,2.0,0.1,auto,brute_force_density_preserving,13003,-3.7533666666666656,0.95625,0.00108515,1000,16000,16,10,160,e273c8ef07f45e6b8d788fcd9200e3cdb8a2c2d8,742ca77d888656ad8bef598c19c64970034574038d720df6054167dd41c2715c,results/reviewer1_remaining/support_development/execution/raw.csv.gz
ApplicationNavigation-support-estimator-development,gaussian_density_s4,gaussian_density,regularized_gaussian_density,raw_state,s4,9,2.0,2.0,0.1,auto,brute_force_density_preserving,13004,-21.584666666666667,0.88125,0.00101225,1000,16000,16,10,160,e273c8ef07f45e6b8d788fcd9200e3cdb8a2c2d8,742ca77d888656ad8bef598c19c64970034574038d720df6054167dd41c2715c,results/reviewer1_remaining/support_development/execution/raw.csv.gz
Reviewer1-transition-dynamics-support-estimator-development,gaussian_density_s4,gaussian_density,regularized_gaussian_density,raw_state,s4,9,2.0,2.0,0.1,auto,brute_force_density_preserving,13000,-2.3395666666666672,0.85,0.00165,1000,16000,16,10,160,e273c8ef07f45e6b8d788fcd9200e3cdb8a2c2d8,742ca77d888656ad8bef598c19c64970034574038d720df6054167dd41c2715c,results/reviewer1_remaining/support_development/execution/raw.csv.gz
Reviewer1-transition-dynamics-support-estimator-development,gaussian_density_s4,gaussian_density,regularized_gaussian_density,raw_state,s4,9,2.0,2.0,0.1,auto,brute_force_density_preserving,13001,-2.3549666666666673,0.8625,0.0015907500000000001,1000,16000,16,10,160,e273c8ef07f45e6b8d788fcd9200e3cdb8a2c2d8,742ca77d888656ad8bef598c19c64970034574038d720df6054167dd41c2715c,results/reviewer1_remaining/support_development/execution/raw.csv.gz
Reviewer1-transition-dynamics-support-estimator-development,gaussian_density_s4,gaussian_density,regularized_gaussian_density,raw_state,s4,9,2.0,2.0,0.1,auto,brute_force_density_preserving,13002,-2.337566666666667,0.88125,0.0016596,1000,16000,16,10,160,e273c8ef07f45e6b8d788fcd9200e3cdb8a2c2d8,742ca77d888656ad8bef598c19c64970034574038d720df6054167dd41c2715c,results/reviewer1_remaining/support_development/execution/raw.csv.gz
Reviewer1-transition-dynamics-support-estimator-development,gaussian_density_s4,gaussian_density,regularized_gaussian_density,raw_state,s4,9,2.0,2.0,0.1,auto,brute_force_density_preserving,13003,-2.3800000000000003,0.875,0.0015562,1000,16000,16,10,160,e273c8ef07f45e6b8d788fcd9200e3cdb8a2c2d8,742ca77d888656ad8bef598c19c64970034574038d720df6054167dd41c2715c,results/reviewer1_remaining/support_development/execution/raw.csv.gz
Reviewer1-transition-dynamics-support-estimator-development,gaussian_density_s4,gaussian_density,regularized_gaussian_density,raw_state,s4,9,2.0,2.0,0.1,auto,brute_force_density_preserving,13004,-2.279266666666667,0.8625,0.00150695,1000,16000,16,10,160,e273c8ef07f45e6b8d788fcd9200e3cdb8a2c2d8,742ca77d888656ad8bef598c19c64970034574038d720df6054167dd41c2715c,results/reviewer1_remaining/support_development/execution/raw.csv.gz
ApplicationNavigation-support-estimator-development,mahalanobis_s1,mahalanobis,regularized_mahalanobis,raw_state,s1,3,0.25,1.0,0.0001,brute_force,brute_force_metric_preserving,13000,-5.777466666666666,0.68125,0.0009261,1000,16000,16,10,160,e273c8ef07f45e6b8d788fcd9200e3cdb8a2c2d8,742ca77d888656ad8bef598c19c64970034574038d720df6054167dd41c2715c,results/reviewer1_remaining/support_development/execution/raw.csv.gz
ApplicationNavigation-support-estimator-development,mahalanobis_s1,mahalanobis,regularized_mahalanobis,raw_state,s1,3,0.25,1.0,0.0001,brute_force,brute_force_metric_preserving,13001,-3.012366666666667,0.6875,0.0008858,1000,16000,16,10,160,e273c8ef07f45e6b8d788fcd9200e3cdb8a2c2d8,742ca77d888656ad8bef598c19c64970034574038d720df6054167dd41c2715c,results/reviewer1_remaining/support_development/execution/raw.csv.gz
ApplicationNavigation-support-estimator-development,mahalanobis_s1,mahalanobis,regularized_mahalanobis,raw_state,s1,3,0.25,1.0,0.0001,brute_force,brute_force_metric_preserving,13002,-2.1809333333333343,0.69375,0.0009316999999999999,1000,16000,16,10,160,e273c8ef07f45e6b8d788fcd9200e3cdb8a2c2d8,742ca77d888656ad8bef598c19c64970034574038d720df6054167dd41c2715c,results/reviewer1_remaining/support_development/execution/raw.csv.gz
ApplicationNavigation-support-estimator-development,mahalanobis_s1,mahalanobis,regularized_mahalanobis,raw_state,s1,3,0.25,1.0,0.0001,brute_force,brute_force_metric_preserving,13003,-3.8834333333333335,0.69375,0.00086995,1000,16000,16,10,160,e273c8ef07f45e6b8d788fcd9200e3cdb8a2c2d8,742ca77d888656ad8bef598c19c64970034574038d720df6054167dd41c2715c,results/reviewer1_remaining/support_development/execution/raw.csv.gz
ApplicationNavigation-support-estimator-development,mahalanobis_s1,mahalanobis,regularized_mahalanobis,raw_state,s1,3,0.25,1.0,0.0001,brute_force,brute_force_metric_preserving,13004,-1.5532333333333335,0.79375,0.0008881,1000,16000,16,10,160,e273c8ef07f45e6b8d788fcd9200e3cdb8a2c2d8,742ca77d888656ad8bef598c19c64970034574038d720df6054167dd41c2715c,results/reviewer1_remaining/support_development/execution/raw.csv.gz
Reviewer1-transition-dynamics-support-estimator-development,mahalanobis_s1,mahalanobis,regularized_mahalanobis,raw_state,s1,3,0.25,1.0,0.0001,brute_force,brute_force_metric_preserving,13000,-1.8465333333333338,0.70625,0.00455195,1000,16000,16,10,160,e273c8ef07f45e6b8d788fcd9200e3cdb8a2c2d8,742ca77d888656ad8bef598c19c64970034574038d720df6054167dd41c2715c,results/reviewer1_remaining/support_development/execution/raw.csv.gz
Reviewer1-transition-dynamics-support-estimator-development,mahalanobis_s1,mahalanobis,regularized_mahalanobis,raw_state,s1,3,0.25,1.0,0.0001,brute_force,brute_force_metric_preserving,13001,-1.9668333333333339,0.75,0.00375145,1000,16000,16,10,160,e273c8ef07f45e6b8d788fcd9200e3cdb8a2c2d8,742ca77d888656ad8bef598c19c64970034574038d720df6054167dd41c2715c,results/reviewer1_remaining/support_development/execution/raw.csv.gz
Reviewer1-transition-dynamics-support-estimator-development,mahalanobis_s1,mahalanobis,regularized_mahalanobis,raw_state,s1,3,0.25,1.0,0.0001,brute_force,brute_force_metric_preserving,13002,-1.9902666666666673,0.76875,0.0038454,1000,16000,16,10,160,e273c8ef07f45e6b8d788fcd9200e3cdb8a2c2d8,742ca77d888656ad8bef598c19c64970034574038d720df6054167dd41c2715c,results/reviewer1_remaining/support_development/execution/raw.csv.gz
Reviewer1-transition-dynamics-support-estimator-development,mahalanobis_s1,mahalanobis,regularized_mahalanobis,raw_state,s1,3,0.25,1.0,0.0001,brute_force,brute_force_metric_preserving,13003,-1.9808000000000006,0.74375,0.0041204,1000,16000,16,10,160,e273c8ef07f45e6b8d788fcd9200e3cdb8a2c2d8,742ca77d888656ad8bef598c19c64970034574038d720df6054167dd41c2715c,results/reviewer1_remaining/support_development/execution/raw.csv.gz
Reviewer1-transition-dynamics-support-estimator-development,mahalanobis_s1,mahalanobis,regularized_mahalanobis,raw_state,s1,3,0.25,1.0,0.0001,brute_force,brute_force_metric_preserving,13004,-1.8975333333333337,0.7375,0.00475145,1000,16000,16,10,160,e273c8ef07f45e6b8d788fcd9200e3cdb8a2c2d8,742ca77d888656ad8bef598c19c64970034574038d720df6054167dd41c2715c,results/reviewer1_remaining/support_development/execution/raw.csv.gz
ApplicationNavigation-support-estimator-development,mahalanobis_s2,mahalanobis,regularized_mahalanobis,raw_state,s2,5,0.5,4.0,0.001,auto,brute_force_metric_preserving,13000,-5.4597,0.84375,0.00093665,1000,16000,16,10,160,e273c8ef07f45e6b8d788fcd9200e3cdb8a2c2d8,742ca77d888656ad8bef598c19c64970034574038d720df6054167dd41c2715c,results/reviewer1_remaining/support_development/execution/raw.csv.gz
ApplicationNavigation-support-estimator-development,mahalanobis_s2,mahalanobis,regularized_mahalanobis,raw_state,s2,5,0.5,4.0,0.001,auto,brute_force_metric_preserving,13001,-3.1207666666666674,0.7625,0.0008560499999999999,1000,16000,16,10,160,e273c8ef07f45e6b8d788fcd9200e3cdb8a2c2d8,742ca77d888656ad8bef598c19c64970034574038d720df6054167dd41c2715c,results/reviewer1_remaining/support_development/execution/raw.csv.gz
ApplicationNavigation-support-estimator-development,mahalanobis_s2,mahalanobis,regularized_mahalanobis,raw_state,s2,5,0.5,4.0,0.001,auto,brute_force_metric_preserving,13002,-1.8347666666666669,0.78125,0.0008933,1000,16000,16,10,160,e273c8ef07f45e6b8d788fcd9200e3cdb8a2c2d8,742ca77d888656ad8bef598c19c64970034574038d720df6054167dd41c2715c,results/reviewer1_remaining/support_development/execution/raw.csv.gz
ApplicationNavigation-support-estimator-development,mahalanobis_s2,mahalanobis,regularized_mahalanobis,raw_state,s2,5,0.5,4.0,0.001,auto,brute_force_metric_preserving,13003,-4.074333333333333,0.80625,0.0009503999999999999,1000,16000,16,10,160,e273c8ef07f45e6b8d788fcd9200e3cdb8a2c2d8,742ca77d888656ad8bef598c19c64970034574038d720df6054167dd41c2715c,results/reviewer1_remaining/support_development/execution/raw.csv.gz
ApplicationNavigation-support-estimator-development,mahalanobis_s2,mahalanobis,regularized_mahalanobis,raw_state,s2,5,0.5,4.0,0.001,auto,brute_force_metric_preserving,13004,-1.5369333333333335,0.76875,0.0009307499999999999,1000,16000,16,10,160,e273c8ef07f45e6b8d788fcd9200e3cdb8a2c2d8,742ca77d888656ad8bef598c19c64970034574038d720df6054167dd41c2715c,results/reviewer1_remaining/support_development/execution/raw.csv.gz
Reviewer1-transition-dynamics-support-estimator-development,mahalanobis_s2,mahalanobis,regularized_mahalanobis,raw_state,s2,5,0.5,4.0,0.001,auto,brute_force_metric_preserving,13000,-2.041833333333334,0.75,0.00395885,1000,16000,16,10,160,e273c8ef07f45e6b8d788fcd9200e3cdb8a2c2d8,742ca77d888656ad8bef598c19c64970034574038d720df6054167dd41c2715c,results/reviewer1_remaining/support_development/execution/raw.csv.gz
Reviewer1-transition-dynamics-support-estimator-development,mahalanobis_s2,mahalanobis,regularized_mahalanobis,raw_state,s2,5,0.5,4.0,0.001,auto,brute_force_metric_preserving,13001,-2.2543000000000006,0.83125,0.0037136499999999998,1000,16000,16,10,160,e273c8ef07f45e6b8d788fcd9200e3cdb8a2c2d8,742ca77d888656ad8bef598c19c64970034574038d720df6054167dd41c2715c,results/reviewer1_remaining/support_development/execution/raw.csv.gz
Reviewer1-transition-dynamics-support-estimator-development,mahalanobis_s2,mahalanobis,regularized_mahalanobis,raw_state,s2,5,0.5,4.0,0.001,auto,brute_force_metric_preserving,13002,-1.9673000000000007,0.74375,0.00467595,1000,16000,16,10,160,e273c8ef07f45e6b8d788fcd9200e3cdb8a2c2d8,742ca77d888656ad8bef598c19c64970034574038d720df6054167dd41c2715c,results/reviewer1_remaining/support_development/execution/raw.csv.gz
Reviewer1-transition-dynamics-support-estimator-development,mahalanobis_s2,mahalanobis,regularized_mahalanobis,raw_state,s2,5,0.5,4.0,0.001,auto,brute_force_metric_preserving,13003,-1.6371000000000004,0.66875,0.0038181,1000,16000,16,10,160,e273c8ef07f45e6b8d788fcd9200e3cdb8a2c2d8,742ca77d888656ad8bef598c19c64970034574038d720df6054167dd41c2715c,results/reviewer1_remaining/support_development/execution/raw.csv.gz
Reviewer1-transition-dynamics-support-estimator-development,mahalanobis_s2,mahalanobis,regularized_mahalanobis,raw_state,s2,5,0.5,4.0,0.001,auto,brute_force_metric_preserving,13004,-1.8993000000000004,0.70625,0.00476655,1000,16000,16,10,160,e273c8ef07f45e6b8d788fcd9200e3cdb8a2c2d8,742ca77d888656ad8bef598c19c64970034574038d720df6054167dd41c2715c,results/reviewer1_remaining/support_development/execution/raw.csv.gz
ApplicationNavigation-support-estimator-development,mahalanobis_s3,mahalanobis,regularized_mahalanobis,raw_state,s3,7,1.0,8.0,0.01,brute_force,brute_force_metric_preserving,13000,-6.221733333333331,0.8125,0.0008813499999999999,1000,16000,16,10,160,e273c8ef07f45e6b8d788fcd9200e3cdb8a2c2d8,742ca77d888656ad8bef598c19c64970034574038d720df6054167dd41c2715c,results/reviewer1_remaining/support_development/execution/raw.csv.gz
ApplicationNavigation-support-estimator-development,mahalanobis_s3,mahalanobis,regularized_mahalanobis,raw_state,s3,7,1.0,8.0,0.01,brute_force,brute_force_metric_preserving,13001,-2.9788,0.8125,0.0009471,1000,16000,16,10,160,e273c8ef07f45e6b8d788fcd9200e3cdb8a2c2d8,742ca77d888656ad8bef598c19c64970034574038d720df6054167dd41c2715c,results/reviewer1_remaining/support_development/execution/raw.csv.gz
ApplicationNavigation-support-estimator-development,mahalanobis_s3,mahalanobis,regularized_mahalanobis,raw_state,s3,7,1.0,8.0,0.01,brute_force,brute_force_metric_preserving,13002,-2.7968,0.88125,0.00088605,1000,16000,16,10,160,e273c8ef07f45e6b8d788fcd9200e3cdb8a2c2d8,742ca77d888656ad8bef598c19c64970034574038d720df6054167dd41c2715c,results/reviewer1_remaining/support_development/execution/raw.csv.gz
ApplicationNavigation-support-estimator-development,mahalanobis_s3,mahalanobis,regularized_mahalanobis,raw_state,s3,7,1.0,8.0,0.01,brute_force,brute_force_metric_preserving,13003,-2.9947999999999992,0.75,0.0010057,1000,16000,16,10,160,e273c8ef07f45e6b8d788fcd9200e3cdb8a2c2d8,742ca77d888656ad8bef598c19c64970034574038d720df6054167dd41c2715c,results/reviewer1_remaining/support_development/execution/raw.csv.gz
ApplicationNavigation-support-estimator-development,mahalanobis_s3,mahalanobis,regularized_mahalanobis,raw_state,s3,7,1.0,8.0,0.01,brute_force,brute_force_metric_preserving,13004,-2.143766666666666,0.81875,0.0009198,1000,16000,16,10,160,e273c8ef07f45e6b8d788fcd9200e3cdb8a2c2d8,742ca77d888656ad8bef598c19c64970034574038d720df6054167dd41c2715c,results/reviewer1_remaining/support_development/execution/raw.csv.gz
Reviewer1-transition-dynamics-support-estimator-development,mahalanobis_s3,mahalanobis,regularized_mahalanobis,raw_state,s3,7,1.0,8.0,0.01,brute_force,brute_force_metric_preserving,13000,-2.023366666666667,0.74375,0.0043146,1000,16000,16,10,160,e273c8ef07f45e6b8d788fcd9200e3cdb8a2c2d8,742ca77d888656ad8bef598c19c64970034574038d720df6054167dd41c2715c,results/reviewer1_remaining/support_development/execution/raw.csv.gz
Reviewer1-transition-dynamics-support-estimator-development,mahalanobis_s3,mahalanobis,regularized_mahalanobis,raw_state,s3,7,1.0,8.0,0.01,brute_force,brute_force_metric_preserving,13001,-2.150966666666667,0.7625,0.00437765,1000,16000,16,10,160,e273c8ef07f45e6b8d788fcd9200e3cdb8a2c2d8,742ca77d888656ad8bef598c19c64970034574038d720df6054167dd41c2715c,results/reviewer1_remaining/support_development/execution/raw.csv.gz
Reviewer1-transition-dynamics-support-estimator-development,mahalanobis_s3,mahalanobis,regularized_mahalanobis,raw_state,s3,7,1.0,8.0,0.01,brute_force,brute_force_metric_preserving,13002,-2.1998666666666677,0.80625,0.00381715,1000,16000,16,10,160,e273c8ef07f45e6b8d788fcd9200e3cdb8a2c2d8,742ca77d888656ad8bef598c19c64970034574038d720df6054167dd41c2715c,results/reviewer1_remaining/support_development/execution/raw.csv.gz
Reviewer1-transition-dynamics-support-estimator-development,mahalanobis_s3,mahalanobis,regularized_mahalanobis,raw_state,s3,7,1.0,8.0,0.01,brute_force,brute_force_metric_preserving,13003,-1.8267000000000004,0.7125,0.0039944,1000,16000,16,10,160,e273c8ef07f45e6b8d788fcd9200e3cdb8a2c2d8,742ca77d888656ad8bef598c19c64970034574038d720df6054167dd41c2715c,results/reviewer1_remaining/support_development/execution/raw.csv.gz
Reviewer1-transition-dynamics-support-estimator-development,mahalanobis_s3,mahalanobis,regularized_mahalanobis,raw_state,s3,7,1.0,8.0,0.01,brute_force,brute_force_metric_preserving,13004,-1.9432333333333338,0.71875,0.0043004,1000,16000,16,10,160,e273c8ef07f45e6b8d788fcd9200e3cdb8a2c2d8,742ca77d888656ad8bef598c19c64970034574038d720df6054167dd41c2715c,results/reviewer1_remaining/support_development/execution/raw.csv.gz
ApplicationNavigation-support-estimator-development,mahalanobis_s4,mahalanobis,regularized_mahalanobis,raw_state,s4,9,2.0,2.0,0.1,auto,brute_force_metric_preserving,13000,-6.898066666666666,0.73125,0.0009061500000000001,1000,16000,16,10,160,e273c8ef07f45e6b8d788fcd9200e3cdb8a2c2d8,742ca77d888656ad8bef598c19c64970034574038d720df6054167dd41c2715c,results/reviewer1_remaining/support_development/execution/raw.csv.gz
ApplicationNavigation-support-estimator-development,mahalanobis_s4,mahalanobis,regularized_mahalanobis,raw_state,s4,9,2.0,2.0,0.1,auto,brute_force_metric_preserving,13001,-4.6479,0.8375,0.0009839,1000,16000,16,10,160,e273c8ef07f45e6b8d788fcd9200e3cdb8a2c2d8,742ca77d888656ad8bef598c19c64970034574038d720df6054167dd41c2715c,results/reviewer1_remaining/support_development/execution/raw.csv.gz
ApplicationNavigation-support-estimator-development,mahalanobis_s4,mahalanobis,regularized_mahalanobis,raw_state,s4,9,2.0,2.0,0.1,auto,brute_force_metric_preserving,13002,-3.4038666666666666,0.80625,0.0009040000000000001,1000,16000,16,10,160,e273c8ef07f45e6b8d788fcd9200e3cdb8a2c2d8,742ca77d888656ad8bef598c19c64970034574038d720df6054167dd41c2715c,results/reviewer1_remaining/support_development/execution/raw.csv.gz
ApplicationNavigation-support-estimator-development,mahalanobis_s4,mahalanobis,regularized_mahalanobis,raw_state,s4,9,2.0,2.0,0.1,auto,brute_force_metric_preserving,13003,-3.7911999999999995,0.76875,0.0009374,1000,16000,16,10,160,e273c8ef07f45e6b8d788fcd9200e3cdb8a2c2d8,742ca77d888656ad8bef598c19c64970034574038d720df6054167dd41c2715c,results/reviewer1_remaining/support_development/execution/raw.csv.gz
ApplicationNavigation-support-estimator-development,mahalanobis_s4,mahalanobis,regularized_mahalanobis,raw_state,s4,9,2.0,2.0,0.1,auto,brute_force_metric_preserving,13004,-5.262866666666666,0.75,0.00105605,1000,16000,16,10,160,e273c8ef07f45e6b8d788fcd9200e3cdb8a2c2d8,742ca77d888656ad8bef598c19c64970034574038d720df6054167dd41c2715c,results/reviewer1_remaining/support_development/execution/raw.csv.gz
Reviewer1-transition-dynamics-support-estimator-development,mahalanobis_s4,mahalanobis,regularized_mahalanobis,raw_state,s4,9,2.0,2.0,0.1,auto,brute_force_metric_preserving,13000,-1.7598000000000005,0.65625,0.0047355999999999995,1000,16000,16,10,160,e273c8ef07f45e6b8d788fcd9200e3cdb8a2c2d8,742ca77d888656ad8bef598c19c64970034574038d720df6054167dd41c2715c,results/reviewer1_remaining/support_development/execution/raw.csv.gz
Reviewer1-transition-dynamics-support-estimator-development,mahalanobis_s4,mahalanobis,regularized_mahalanobis,raw_state,s4,9,2.0,2.0,0.1,auto,brute_force_metric_preserving,13001,-2.2233000000000005,0.8375,0.00410625,1000,16000,16,10,160,e273c8ef07f45e6b8d788fcd9200e3cdb8a2c2d8,742ca77d888656ad8bef598c19c64970034574038d720df6054167dd41c2715c,results/reviewer1_remaining/support_development/execution/raw.csv.gz
Reviewer1-transition-dynamics-support-estimator-development,mahalanobis_s4,mahalanobis,regularized_mahalanobis,raw_state,s4,9,2.0,2.0,0.1,auto,brute_force_metric_preserving,13002,-1.798466666666667,0.725,0.00382025,1000,16000,16,10,160,e273c8ef07f45e6b8d788fcd9200e3cdb8a2c2d8,742ca77d888656ad8bef598c19c64970034574038d720df6054167dd41c2715c,results/reviewer1_remaining/support_development/execution/raw.csv.gz
Reviewer1-transition-dynamics-support-estimator-development,mahalanobis_s4,mahalanobis,regularized_mahalanobis,raw_state,s4,9,2.0,2.0,0.1,auto,brute_force_metric_preserving,13003,-1.5685000000000004,0.675,0.003993099999999999,1000,16000,16,10,160,e273c8ef07f45e6b8d788fcd9200e3cdb8a2c2d8,742ca77d888656ad8bef598c19c64970034574038d720df6054167dd41c2715c,results/reviewer1_remaining/support_development/execution/raw.csv.gz
Reviewer1-transition-dynamics-support-estimator-development,mahalanobis_s4,mahalanobis,regularized_mahalanobis,raw_state,s4,9,2.0,2.0,0.1,auto,brute_force_metric_preserving,13004,-1.5429333333333337,0.65,0.0045800500000000004,1000,16000,16,10,160,e273c8ef07f45e6b8d788fcd9200e3cdb8a2c2d8,742ca77d888656ad8bef598c19c64970034574038d720df6054167dd41c2715c,results/reviewer1_remaining/support_development/execution/raw.csv.gz
ApplicationNavigation-support-estimator-development,raw_normalized_s1,raw_normalized,gaussian_affinity,raw_state,s1,3,0.25,1.0,0.0001,brute_force,brute_force,13000,-3.9737666666666667,0.64375,0.00044605000000000003,1000,16000,16,10,160,e273c8ef07f45e6b8d788fcd9200e3cdb8a2c2d8,742ca77d888656ad8bef598c19c64970034574038d720df6054167dd41c2715c,results/reviewer1_remaining/support_development/execution/raw.csv.gz
ApplicationNavigation-support-estimator-development,raw_normalized_s1,raw_normalized,gaussian_affinity,raw_state,s1,3,0.25,1.0,0.0001,brute_force,brute_force,13001,-1.4801666666666673,0.70625,0.00044380000000000005,1000,16000,16,10,160,e273c8ef07f45e6b8d788fcd9200e3cdb8a2c2d8,742ca77d888656ad8bef598c19c64970034574038d720df6054167dd41c2715c,results/reviewer1_remaining/support_development/execution/raw.csv.gz
ApplicationNavigation-support-estimator-development,raw_normalized_s1,raw_normalized,gaussian_affinity,raw_state,s1,3,0.25,1.0,0.0001,brute_force,brute_force,13002,-1.6493000000000004,0.8125,0.00045905,1000,16000,16,10,160,e273c8ef07f45e6b8d788fcd9200e3cdb8a2c2d8,742ca77d888656ad8bef598c19c64970034574038d720df6054167dd41c2715c,results/reviewer1_remaining/support_development/execution/raw.csv.gz
