family,agent,seed,checkpoint,episode_count,trajectory_deviation_rmse_m,maximum_trajectory_deviation_m,recovery_probability,recovery_time_seconds_recovered_only,recovered_episode_count,censor_time_seconds_nonrecovered_only,censored_episode_count,saturation_duration_seconds,constraint_violation_duration_seconds,near_miss_duration_seconds,source_files
combined_executed_condition_safety_trace,fuzzy_relative_reliability,16030,240,4,0.5433430801350326,0.8418182037864006,0.0,,0,0.4,4,0.0,0.499999999999998,0.0,results/reviewer1_remaining/safety_traces/trace_shards/combined_executed_condition_safety_trace__fuzzy_relative_reliability__seed_16030.trace.csv.gz
combined_executed_condition_safety_trace,fuzzy_relative_reliability,16031,240,4,0.5341757989935356,0.8244190211345815,0.0,,0,0.4,4,0.0,0.4458333333333315,0.0249999999999999,results/reviewer1_remaining/safety_traces/trace_shards/combined_executed_condition_safety_trace__fuzzy_relative_reliability__seed_16031.trace.csv.gz
combined_executed_condition_safety_trace,fuzzy_relative_reliability,16032,240,4,0.553211631858202,0.8564417543834705,0.0,,0,0.4,4,0.0,0.3916666666666651,0.03749999999999985,results/reviewer1_remaining/safety_traces/trace_shards/combined_executed_condition_safety_trace__fuzzy_relative_reliability__seed_16032.trace.csv.gz
combined_executed_condition_safety_trace,fuzzy_relative_reliability,16033,240,4,0.5392457244129247,0.8321323873568537,0.0,,0,0.4,4,0.0,0.4249999999999983,0.0,results/reviewer1_remaining/safety_traces/trace_shards/combined_executed_condition_safety_trace__fuzzy_relative_reliability__seed_16033.trace.csv.gz
combined_executed_condition_safety_trace,fuzzy_relative_reliability,16034,240,4,0.5610941616556793,0.8668061185912439,0.0,,0,0.4,4,0.0,0.3374999999999987,0.0,results/reviewer1_remaining/safety_traces/trace_shards/combined_executed_condition_safety_trace__fuzzy_relative_reliability__seed_16034.trace.csv.gz
combined_executed_condition_safety_trace,fuzzy_relative_reliability,16035,240,4,0.5431471351365554,0.8414567656170924,0.0,,0,0.4,4,0.0,0.4249999999999983,0.0333333333333332,results/reviewer1_remaining/safety_traces/trace_shards/combined_executed_condition_safety_trace__fuzzy_relative_reliability__seed_16035.trace.csv.gz
combined_executed_condition_safety_trace,fuzzy_relative_reliability,16036,240,4,0.5303788976391192,0.8244084931135983,0.0,,0,0.4,4,0.0,0.4416666666666649,0.0,results/reviewer1_remaining/safety_traces/trace_shards/combined_executed_condition_safety_trace__fuzzy_relative_reliability__seed_16036.trace.csv.gz
combined_executed_condition_safety_trace,fuzzy_relative_reliability,16037,240,4,0.5459459335549983,0.8520839949744519,0.0,,0,0.4,4,0.0,0.3749999999999985,0.00416666666666665,results/reviewer1_remaining/safety_traces/trace_shards/combined_executed_condition_safety_trace__fuzzy_relative_reliability__seed_16037.trace.csv.gz
combined_executed_condition_safety_trace,fuzzy_relative_reliability,16038,240,4,0.5404680843923066,0.8356237630111929,0.0,,0,0.4,4,0.0,0.24583333333333235,0.0,results/reviewer1_remaining/safety_traces/trace_shards/combined_executed_condition_safety_trace__fuzzy_relative_reliability__seed_16038.trace.csv.gz
combined_executed_condition_safety_trace,fuzzy_relative_reliability,16039,240,4,0.5461811889896839,0.8391069955991317,0.0,,0,0.4,4,0.0,0.2166666666666658,0.0,results/reviewer1_remaining/safety_traces/trace_shards/combined_executed_condition_safety_trace__fuzzy_relative_reliability__seed_16039.trace.csv.gz
combined_executed_condition_safety_trace,selected_approximate_support,16030,240,4,0.5393630184449826,0.8329649793328583,0.0,,0,0.4,4,0.0,0.499999999999998,0.0,results/reviewer1_remaining/safety_traces/trace_shards/combined_executed_condition_safety_trace__selected_approximate_support__seed_16030.trace.csv.gz
combined_executed_condition_safety_trace,selected_approximate_support,16031,240,4,0.5281124879384802,0.8135285199091824,0.0,,0,0.4,4,0.0,0.46249999999999813,0.0249999999999999,results/reviewer1_remaining/safety_traces/trace_shards/combined_executed_condition_safety_trace__selected_approximate_support__seed_16031.trace.csv.gz
combined_executed_condition_safety_trace,selected_approximate_support,16032,240,4,0.557275343696114,0.8673390663283131,0.0,,0,0.4,4,0.0,0.3916666666666651,0.0,results/reviewer1_remaining/safety_traces/trace_shards/combined_executed_condition_safety_trace__selected_approximate_support__seed_16032.trace.csv.gz
combined_executed_condition_safety_trace,selected_approximate_support,16033,240,4,0.535546373668524,0.8268001414816473,0.0,,0,0.4,4,0.0,0.4249999999999983,0.0,results/reviewer1_remaining/safety_traces/trace_shards/combined_executed_condition_safety_trace__selected_approximate_support__seed_16033.trace.csv.gz
combined_executed_condition_safety_trace,selected_approximate_support,16034,240,4,0.5728600815474812,0.8968939379478071,0.0,,0,0.4,4,0.0,0.3749999999999985,0.0,results/reviewer1_remaining/safety_traces/trace_shards/combined_executed_condition_safety_trace__selected_approximate_support__seed_16034.trace.csv.gz
combined_executed_condition_safety_trace,selected_approximate_support,16035,240,4,0.5461837809503518,0.849854923882122,0.0,,0,0.4,4,0.0,0.4249999999999983,0.01249999999999995,results/reviewer1_remaining/safety_traces/trace_shards/combined_executed_condition_safety_trace__selected_approximate_support__seed_16035.trace.csv.gz
combined_executed_condition_safety_trace,selected_approximate_support,16036,240,4,0.5396163817485264,0.8438982490308531,0.0,,0,0.4,4,0.0,0.4416666666666649,0.0,results/reviewer1_remaining/safety_traces/trace_shards/combined_executed_condition_safety_trace__selected_approximate_support__seed_16036.trace.csv.gz
combined_executed_condition_safety_trace,selected_approximate_support,16037,240,4,0.5484758680707078,0.8563493312939987,0.0,,0,0.4,4,0.0,0.3749999999999985,0.00416666666666665,results/reviewer1_remaining/safety_traces/trace_shards/combined_executed_condition_safety_trace__selected_approximate_support__seed_16037.trace.csv.gz
combined_executed_condition_safety_trace,selected_approximate_support,16038,240,4,0.5533954936204836,0.8605860273083563,0.0,,0,0.4,4,0.0,0.2583333333333323,0.0,results/reviewer1_remaining/safety_traces/trace_shards/combined_executed_condition_safety_trace__selected_approximate_support__seed_16038.trace.csv.gz
combined_executed_condition_safety_trace,selected_approximate_support,16039,240,4,0.5479592193503926,0.8431899055819064,0.0,,0,0.4,4,0.0,0.2166666666666658,0.0,results/reviewer1_remaining/safety_traces/trace_shards/combined_executed_condition_safety_trace__selected_approximate_support__seed_16039.trace.csv.gz
combined_executed_condition_safety_trace,selected_temporal_drqn,16030,240,4,0.5291769982449384,0.8093688865187577,0.0,,0,0.4,4,0.0,0.40416666666666506,0.0,results/reviewer1_remaining/safety_traces/trace_shards/combined_executed_condition_safety_trace__selected_temporal_drqn__seed_16030.trace.csv.gz
combined_executed_condition_safety_trace,selected_temporal_drqn,16031,240,4,0.5466567592681169,0.8541618879328963,0.0,,0,0.4,4,0.0,0.45416666666666483,0.0,results/reviewer1_remaining/safety_traces/trace_shards/combined_executed_condition_safety_trace__selected_temporal_drqn__seed_16031.trace.csv.gz
combined_executed_condition_safety_trace,selected_temporal_drqn,16032,240,4,0.5465763727565457,0.8424215270520431,0.0,,0,0.4,4,0.0,0.37916666666666515,0.0,results/reviewer1_remaining/safety_traces/trace_shards/combined_executed_condition_safety_trace__selected_temporal_drqn__seed_16032.trace.csv.gz
combined_executed_condition_safety_trace,selected_temporal_drqn,16033,240,4,0.5462203544114386,0.842859620853817,0.0,,0,0.4,4,0.0,0.499999999999998,0.0,results/reviewer1_remaining/safety_traces/trace_shards/combined_executed_condition_safety_trace__selected_temporal_drqn__seed_16033.trace.csv.gz
combined_executed_condition_safety_trace,selected_temporal_drqn,16034,240,4,0.5573444268739337,0.8603234173821706,0.0,,0,0.4,4,0.0,0.4333333333333316,0.0,results/reviewer1_remaining/safety_traces/trace_shards/combined_executed_condition_safety_trace__selected_temporal_drqn__seed_16034.trace.csv.gz
combined_executed_condition_safety_trace,selected_temporal_drqn,16035,240,4,0.5395800239333248,0.8338783300675521,0.0,,0,0.4,4,0.0,0.4458333333333316,0.0,results/reviewer1_remaining/safety_traces/trace_shards/combined_executed_condition_safety_trace__selected_temporal_drqn__seed_16035.trace.csv.gz
combined_executed_condition_safety_trace,selected_temporal_drqn,16036,240,4,0.5224220612502438,0.7972109992965628,0.0,,0,0.4,4,0.0,0.499999999999998,0.0,results/reviewer1_remaining/safety_traces/trace_shards/combined_executed_condition_safety_trace__selected_temporal_drqn__seed_16036.trace.csv.gz
combined_executed_condition_safety_trace,selected_temporal_drqn,16037,240,4,0.5497467253802528,0.8562536500807021,0.0,,0,0.4,4,0.0,0.3749999999999985,0.0,results/reviewer1_remaining/safety_traces/trace_shards/combined_executed_condition_safety_trace__selected_temporal_drqn__seed_16037.trace.csv.gz
combined_executed_condition_safety_trace,selected_temporal_drqn,16038,240,4,0.535826192450119,0.8178292185337579,0.0,,0,0.4,4,0.0,0.33333333333333204,0.0,results/reviewer1_remaining/safety_traces/trace_shards/combined_executed_condition_safety_trace__selected_temporal_drqn__seed_16038.trace.csv.gz
combined_executed_condition_safety_trace,selected_temporal_drqn,16039,240,4,0.5555001857193803,0.8643897324730722,0.0,,0,0.4,4,0.0,0.0666666666666664,0.0,results/reviewer1_remaining/safety_traces/trace_shards/combined_executed_condition_safety_trace__selected_temporal_drqn__seed_16039.trace.csv.gz
combined_executed_condition_safety_trace,sensorized_controller,16030,240,4,0.49486429775440577,0.737318416032339,0.0,,0,0.4,4,0.0,0.3624999999999986,0.0,results/reviewer1_remaining/safety_traces/trace_shards/combined_executed_condition_safety_trace__sensorized_controller__seed_16030.trace.csv.gz
combined_executed_condition_safety_trace,sensorized_controller,16031,240,4,0.4830543794189767,0.7153075322864438,0.0,,0,0.4,4,0.0,0.3749999999999985,0.03749999999999985,results/reviewer1_remaining/safety_traces/trace_shards/combined_executed_condition_safety_trace__sensorized_controller__seed_16031.trace.csv.gz
combined_executed_condition_safety_trace,sensorized_controller,16032,240,4,0.500025508872505,0.746185027827319,0.0,,0,0.4,4,0.0,0.345833333333332,0.0,results/reviewer1_remaining/safety_traces/trace_shards/combined_executed_condition_safety_trace__sensorized_controller__seed_16032.trace.csv.gz
combined_executed_condition_safety_trace,sensorized_controller,16033,240,4,0.49962312860510316,0.7438226318868789,0.0,,0,0.4,4,0.0,0.499999999999998,0.020833333333333252,results/reviewer1_remaining/safety_traces/trace_shards/combined_executed_condition_safety_trace__sensorized_controller__seed_16033.trace.csv.gz
combined_executed_condition_safety_trace,sensorized_controller,16034,240,4,0.5120675345625343,0.7620961914350359,0.0,,0,0.4,4,0.0,0.41249999999999837,0.00416666666666665,results/reviewer1_remaining/safety_traces/trace_shards/combined_executed_condition_safety_trace__sensorized_controller__seed_16034.trace.csv.gz
combined_executed_condition_safety_trace,sensorized_controller,16035,240,4,0.4952246521569659,0.7391436429427558,0.0,,0,0.4,4,0.0,0.429166666666665,0.0333333333333332,results/reviewer1_remaining/safety_traces/trace_shards/combined_executed_condition_safety_trace__sensorized_controller__seed_16035.trace.csv.gz
combined_executed_condition_safety_trace,sensorized_controller,16036,240,4,0.48985886483936064,0.7337979256504011,0.0,,0,0.4,4,0.0,0.499999999999998,0.0166666666666666,results/reviewer1_remaining/safety_traces/trace_shards/combined_executed_condition_safety_trace__sensorized_controller__seed_16036.trace.csv.gz
combined_executed_condition_safety_trace,sensorized_controller,16037,240,4,0.49348009756818917,0.7351570744337738,0.0,,0,0.4,4,0.0,0.2833333333333322,0.0,results/reviewer1_remaining/safety_traces/trace_shards/combined_executed_condition_safety_trace__sensorized_controller__seed_16037.trace.csv.gz
combined_executed_condition_safety_trace,sensorized_controller,16038,240,4,0.4971530824598903,0.7447887785244552,0.0,,0,0.4,4,0.0,0.249999999999999,0.0,results/reviewer1_remaining/safety_traces/trace_shards/combined_executed_condition_safety_trace__sensorized_controller__seed_16038.trace.csv.gz
combined_executed_condition_safety_trace,sensorized_controller,16039,240,4,0.5093288397990997,0.7592437085893998,0.0,,0,0.4,4,0.0,0.15416666666666606,0.0166666666666666,results/reviewer1_remaining/safety_traces/trace_shards/combined_executed_condition_safety_trace__sensorized_controller__seed_16039.trace.csv.gz
latency_only_safety_trace,feed_forward_dqn,16030,240,4,0.5444210846951396,0.8460628621965892,0.0,,0,0.4,4,0.0,0.4499999999999982,0.0,results/reviewer1_remaining/safety_traces/trace_shards/latency_only_safety_trace__feed_forward_dqn__seed_16030.trace.csv.gz
latency_only_safety_trace,feed_forward_dqn,16031,240,4,0.5451578416537379,0.8534345874831163,0.0,,0,0.4,4,0.0,0.47916666666666474,0.0166666666666666,results/reviewer1_remaining/safety_traces/trace_shards/latency_only_safety_trace__feed_forward_dqn__seed_16031.trace.csv.gz
latency_only_safety_trace,feed_forward_dqn,16032,240,4,0.5222025339697638,0.7895146463092029,0.0,,0,0.4,4,0.0,0.3916666666666651,0.0,results/reviewer1_remaining/safety_traces/trace_shards/latency_only_safety_trace__feed_forward_dqn__seed_16032.trace.csv.gz
latency_only_safety_trace,feed_forward_dqn,16033,240,4,0.5641185937267758,0.888169501544944,0.0,,0,0.4,4,0.0,0.3999999999999984,0.0,results/reviewer1_remaining/safety_traces/trace_shards/latency_only_safety_trace__feed_forward_dqn__seed_16033.trace.csv.gz
latency_only_safety_trace,feed_forward_dqn,16034,240,4,0.5615743297551037,0.8724677623133029,0.0,,0,0.4,4,0.0,0.3833333333333318,0.0083333333333333,results/reviewer1_remaining/safety_traces/trace_shards/latency_only_safety_trace__feed_forward_dqn__seed_16034.trace.csv.gz
latency_only_safety_trace,feed_forward_dqn,16035,240,4,0.5425558823536212,0.8406408151777541,0.0,,0,0.4,4,0.0,0.44999999999999823,0.0,results/reviewer1_remaining/safety_traces/trace_shards/latency_only_safety_trace__feed_forward_dqn__seed_16035.trace.csv.gz
latency_only_safety_trace,feed_forward_dqn,16036,240,4,0.5293301756932679,0.8176647396880351,0.0,,0,0.4,4,0.0,0.44999999999999823,0.0,results/reviewer1_remaining/safety_traces/trace_shards/latency_only_safety_trace__feed_forward_dqn__seed_16036.trace.csv.gz
latency_only_safety_trace,feed_forward_dqn,16037,240,4,0.5391553466289716,0.8350156693494509,0.0,,0,0.4,4,0.0,0.4458333333333315,0.020833333333333252,results/reviewer1_remaining/safety_traces/trace_shards/latency_only_safety_trace__feed_forward_dqn__seed_16037.trace.csv.gz
latency_only_safety_trace,feed_forward_dqn,16038,240,4,0.5450144261690306,0.8456876340552372,0.0,,0,0.4,4,0.0,0.28749999999999887,0.0,results/reviewer1_remaining/safety_traces/trace_shards/latency_only_safety_trace__feed_forward_dqn__seed_16038.trace.csv.gz
latency_only_safety_trace,feed_forward_dqn,16039,240,4,0.5443492138988174,0.8346833793585646,0.0,,0,0.4,4,0.0,0.2249999999999991,0.0,results/reviewer1_remaining/safety_traces/trace_shards/latency_only_safety_trace__feed_forward_dqn__seed_16039.trace.csv.gz
latency_only_safety_trace,fuzzy_relative_reliability,16030,240,4,0.5444210846951396,0.8460628621965892,0.0,,0,0.4,4,0.0,0.4499999999999982,0.0,results/reviewer1_remaining/safety_traces/trace_shards/latency_only_safety_trace__fuzzy_relative_reliability__seed_16030.trace.csv.gz
latency_only_safety_trace,fuzzy_relative_reliability,16031,240,4,0.5356040309986122,0.8341044471737481,0.0,,0,0.4,4,0.0,0.4458333333333315,0.0,results/reviewer1_remaining/safety_traces/trace_shards/latency_only_safety_trace__fuzzy_relative_reliability__seed_16031.trace.csv.gz
latency_only_safety_trace,fuzzy_relative_reliability,16032,240,4,0.5222025339697638,0.7895146463092029,0.0,,0,0.4,4,0.0,0.3916666666666651,0.0,results/reviewer1_remaining/safety_traces/trace_shards/latency_only_safety_trace__fuzzy_relative_reliability__seed_16032.trace.csv.gz
latency_only_safety_trace,fuzzy_relative_reliability,16033,240,4,0.5675312945729132,0.8947840466121925,0.0,,0,0.4,4,0.0,0.3999999999999984,0.0,results/reviewer1_remaining/safety_traces/trace_shards/latency_only_safety_trace__fuzzy_relative_reliability__seed_16033.trace.csv.gz
latency_only_safety_trace,fuzzy_relative_reliability,16034,240,4,0.5635713821577509,0.8762376111007613,0.0,,0,0.4,4,0.0,0.3624999999999986,0.0083333333333333,results/reviewer1_remaining/safety_traces/trace_shards/latency_only_safety_trace__fuzzy_relative_reliability__seed_16034.trace.csv.gz
latency_only_safety_trace,fuzzy_relative_reliability,16035,240,4,0.5417124383534746,0.8381033019598817,0.0,,0,0.4,4,0.0,0.44999999999999823,0.0083333333333333,results/reviewer1_remaining/safety_traces/trace_shards/latency_only_safety_trace__fuzzy_relative_reliability__seed_16035.trace.csv.gz
latency_only_safety_trace,fuzzy_relative_reliability,16036,240,4,0.5220529568958608,0.8022159996350385,0.0,,0,0.4,4,0.0,0.499999999999998,0.0,results/reviewer1_remaining/safety_traces/trace_shards/latency_only_safety_trace__fuzzy_relative_reliability__seed_16036.trace.csv.gz
latency_only_safety_trace,fuzzy_relative_reliability,16037,240,4,0.5391553466289716,0.8350156693494509,0.0,,0,0.4,4,0.0,0.4458333333333315,0.020833333333333252,results/reviewer1_remaining/safety_traces/trace_shards/latency_only_safety_trace__fuzzy_relative_reliability__seed_16037.trace.csv.gz
latency_only_safety_trace,fuzzy_relative_reliability,16038,240,4,0.5449582905422975,0.8453278044959813,0.0,,0,0.4,4,0.0,0.28749999999999887,0.0,results/reviewer1_remaining/safety_traces/trace_shards/latency_only_safety_trace__fuzzy_relative_reliability__seed_16038.trace.csv.gz
latency_only_safety_trace,fuzzy_relative_reliability,16039,240,4,0.5439079565936464,0.8335402341615161,0.0,,0,0.4,4,0.0,0.2249999999999991,0.0,results/reviewer1_remaining/safety_traces/trace_shards/latency_only_safety_trace__fuzzy_relative_reliability__seed_16039.trace.csv.gz
latency_only_safety_trace,selected_approximate_support,16030,240,4,0.5405310322088774,0.836882412186667,0.0,,0,0.4,4,0.0,0.499999999999998,0.0,results/reviewer1_remaining/safety_traces/trace_shards/latency_only_safety_trace__selected_approximate_support__seed_16030.trace.csv.gz
latency_only_safety_trace,selected_approximate_support,16031,240,4,0.5506315376388531,0.862048461338791,0.0,,0,0.4,4,0.0,0.47916666666666474,0.0166666666666666,results/reviewer1_remaining/safety_traces/trace_shards/latency_only_safety_trace__selected_approximate_support__seed_16031.trace.csv.gz
latency_only_safety_trace,selected_approximate_support,16032,240,4,0.5222025339697638,0.7895146463092029,0.0,,0,0.4,4,0.0,0.3916666666666651,0.0,results/reviewer1_remaining/safety_traces/trace_shards/latency_only_safety_trace__selected_approximate_support__seed_16032.trace.csv.gz
latency_only_safety_trace,selected_approximate_support,16033,240,4,0.5696659953728921,0.8985553687791956,0.0,,0,0.4,4,0.0,0.37916666666666515,0.0,results/reviewer1_remaining/safety_traces/trace_shards/latency_only_safety_trace__selected_approximate_support__seed_16033.trace.csv.gz
latency_only_safety_trace,selected_approximate_support,16034,240,4,0.5816192730709581,0.9167684319268845,0.0,,0,0.4,4,0.0,0.4374999999999983,0.0083333333333333,results/reviewer1_remaining/safety_traces/trace_shards/latency_only_safety_trace__selected_approximate_support__seed_16034.trace.csv.gz
latency_only_safety_trace,selected_approximate_support,16035,240,4,0.536485135952207,0.8279201526908456,0.0,,0,0.4,4,0.0,0.3583333333333319,0.0,results/reviewer1_remaining/safety_traces/trace_shards/latency_only_safety_trace__selected_approximate_support__seed_16035.trace.csv.gz
latency_only_safety_trace,selected_approximate_support,16036,240,4,0.5289472237645654,0.8176949586854297,0.0,,0,0.4,4,0.0,0.44999999999999823,0.0,results/reviewer1_remaining/safety_traces/trace_shards/latency_only_safety_trace__selected_approximate_support__seed_16036.trace.csv.gz
latency_only_safety_trace,selected_approximate_support,16037,240,4,0.5398634570390675,0.8355071432189126,0.0,,0,0.4,4,0.0,0.36666666666666525,0.00416666666666665,results/reviewer1_remaining/safety_traces/trace_shards/latency_only_safety_trace__selected_approximate_support__seed_16037.trace.csv.gz
latency_only_safety_trace,selected_approximate_support,16038,240,4,0.5337954074153607,0.8197441792709527,0.0,,0,0.4,4,0.0,0.23749999999999905,0.0,results/reviewer1_remaining/safety_traces/trace_shards/latency_only_safety_trace__selected_approximate_support__seed_16038.trace.csv.gz
latency_only_safety_trace,selected_approximate_support,16039,240,4,0.5439938184205042,0.8333806631623417,0.0,,0,0.4,4,0.0,0.2249999999999991,0.0,results/reviewer1_remaining/safety_traces/trace_shards/latency_only_safety_trace__selected_approximate_support__seed_16039.trace.csv.gz
latency_only_safety_trace,selected_temporal_drqn,16030,240,4,0.5363574006855389,0.8250931236320105,0.0,,0,0.4,4,0.0,0.499999999999998,0.00416666666666665,results/reviewer1_remaining/safety_traces/trace_shards/latency_only_safety_trace__selected_temporal_drqn__seed_16030.trace.csv.gz
latency_only_safety_trace,selected_temporal_drqn,16031,240,4,0.550564713621926,0.8614166200706357,0.0,,0,0.4,4,0.0,0.4416666666666649,0.0,results/reviewer1_remaining/safety_traces/trace_shards/latency_only_safety_trace__selected_temporal_drqn__seed_16031.trace.csv.gz
latency_only_safety_trace,selected_temporal_drqn,16032,240,4,0.5029343221277554,0.7493553296144605,0.0,,0,0.4,4,0.0,0.34166666666666534,0.0,results/reviewer1_remaining/safety_traces/trace_shards/latency_only_safety_trace__selected_temporal_drqn__seed_16032.trace.csv.gz
latency_only_safety_trace,selected_temporal_drqn,16033,240,4,0.5361063088754723,0.8177402723400884,0.0,,0,0.4,4,0.0,0.42083333333333167,0.0083333333333333,results/reviewer1_remaining/safety_traces/trace_shards/latency_only_safety_trace__selected_temporal_drqn__seed_16033.trace.csv.gz
latency_only_safety_trace,selected_temporal_drqn,16034,240,4,0.5578709210941213,0.863773787650695,0.0,,0,0.4,4,0.0,0.429166666666665,0.0083333333333333,results/reviewer1_remaining/safety_traces/trace_shards/latency_only_safety_trace__selected_temporal_drqn__seed_16034.trace.csv.gz
latency_only_safety_trace,selected_temporal_drqn,16035,240,4,0.5223791517471063,0.7945471852434017,0.0,,0,0.4,4,0.0,0.4249999999999983,0.0,results/reviewer1_remaining/safety_traces/trace_shards/latency_only_safety_trace__selected_temporal_drqn__seed_16035.trace.csv.gz
latency_only_safety_trace,selected_temporal_drqn,16036,240,4,0.5233263140183837,0.802029878339373,0.0,,0,0.4,4,0.0,0.499999999999998,0.00416666666666665,results/reviewer1_remaining/safety_traces/trace_shards/latency_only_safety_trace__selected_temporal_drqn__seed_16036.trace.csv.gz
latency_only_safety_trace,selected_temporal_drqn,16037,240,4,0.5456591505242233,0.845510989168013,0.0,,0,0.4,4,0.0,0.333333333333332,0.0,results/reviewer1_remaining/safety_traces/trace_shards/latency_only_safety_trace__selected_temporal_drqn__seed_16037.trace.csv.gz
latency_only_safety_trace,selected_temporal_drqn,16038,240,4,0.5368660783979404,0.8321360791281199,0.0,,0,0.4,4,0.0,0.4083333333333317,0.0,results/reviewer1_remaining/safety_traces/trace_shards/latency_only_safety_trace__selected_temporal_drqn__seed_16038.trace.csv.gz
latency_only_safety_trace,selected_temporal_drqn,16039,240,4,0.5559042112787413,0.8641050621080706,0.0,,0,0.4,4,0.0,0.17916666666666597,0.0,results/reviewer1_remaining/safety_traces/trace_shards/latency_only_safety_trace__selected_temporal_drqn__seed_16039.trace.csv.gz
latency_only_safety_trace,sensorized_controller,16030,240,4,0.4948729524851099,0.7381185693587404,0.0,,0,0.4,4,0.0,0.3708333333333319,0.0,results/reviewer1_remaining/safety_traces/trace_shards/latency_only_safety_trace__sensorized_controller__seed_16030.trace.csv.gz
latency_only_safety_trace,sensorized_controller,16031,240,4,0.4897452283720106,0.7310499487474077,0.0,,0,0.4,4,0.0,0.3749999999999985,0.0333333333333332,results/reviewer1_remaining/safety_traces/trace_shards/latency_only_safety_trace__sensorized_controller__seed_16031.trace.csv.gz
latency_only_safety_trace,sensorized_controller,16032,240,4,0.5003714075535611,0.7469792475676214,0.0,,0,0.4,4,0.0,0.345833333333332,0.0,results/reviewer1_remaining/safety_traces/trace_shards/latency_only_safety_trace__sensorized_controller__seed_16032.trace.csv.gz
latency_only_safety_trace,sensorized_controller,16033,240,4,0.5008004286864468,0.7476017733596777,0.0,,0,0.4,4,0.0,0.49583333333333135,0.020833333333333252,results/reviewer1_remaining/safety_traces/trace_shards/latency_only_safety_trace__sensorized_controller__seed_16033.trace.csv.gz
latency_only_safety_trace,sensorized_controller,16034,240,4,0.5129643489960465,0.7661002747763054,0.0,,0,0.4,4,0.0,0.41249999999999837,0.0,results/reviewer1_remaining/safety_traces/trace_shards/latency_only_safety_trace__sensorized_controller__seed_16034.trace.csv.gz
latency_only_safety_trace,sensorized_controller,16035,240,4,0.49578406521413676,0.739806828299411,0.0,,0,0.4,4,0.0,0.416666666666665,0.0333333333333332,results/reviewer1_remaining/safety_traces/trace_shards/latency_only_safety_trace__sensorized_controller__seed_16035.trace.csv.gz
