family,agent,seed,checkpoint,episode,sample_count,post_onset_sample_count,perturbation_onset_timestamp,trajectory_deviation_rmse_m,maximum_trajectory_deviation_m,recovered,recovery_time_seconds,censor_time_seconds,saturation_duration_seconds,constraint_violation_duration_seconds,near_miss_duration_seconds,saturation_sample_count,constraint_violation_sample_count,near_miss_sample_count,recovery_band_m,required_dwell_steps,non_recovery_rule,source_file
combined_executed_condition_safety_trace,feed_forward_dqn,16036,120,4,30,25,0.1,0.5213695607033045,0.7859215684327574,False,,0.4,0.0,0.0,0.0,0,0,0,0.15,6,right_censored_at_last_observed_post_onset_timestamp,results/reviewer1_remaining/safety_traces/trace_shards/combined_executed_condition_safety_trace__feed_forward_dqn__seed_16036.trace.csv.gz
combined_executed_condition_safety_trace,feed_forward_dqn,16036,240,1,30,25,0.1,0.5210099575123698,0.8028347655807229,False,,0.4,0.0,0.499999999999998,0.0,0,30,0,0.15,6,right_censored_at_last_observed_post_onset_timestamp,results/reviewer1_remaining/safety_traces/trace_shards/combined_executed_condition_safety_trace__feed_forward_dqn__seed_16036.trace.csv.gz
combined_executed_condition_safety_trace,feed_forward_dqn,16036,240,2,30,25,0.1,0.5480423709061822,0.8669849518751811,False,,0.4,0.0,0.416666666666665,0.0,0,25,0,0.15,6,right_censored_at_last_observed_post_onset_timestamp,results/reviewer1_remaining/safety_traces/trace_shards/combined_executed_condition_safety_trace__feed_forward_dqn__seed_16036.trace.csv.gz
combined_executed_condition_safety_trace,feed_forward_dqn,16036,240,3,30,25,0.1,0.5408245029995338,0.8419125855127548,False,,0.4,0.0,0.3999999999999984,0.0,0,24,0,0.15,6,right_censored_at_last_observed_post_onset_timestamp,results/reviewer1_remaining/safety_traces/trace_shards/combined_executed_condition_safety_trace__feed_forward_dqn__seed_16036.trace.csv.gz
combined_executed_condition_safety_trace,feed_forward_dqn,16036,240,4,30,25,0.1,0.5116387591383907,0.7859016694857344,False,,0.4,0.0,0.44999999999999823,0.0,0,27,0,0.15,6,right_censored_at_last_observed_post_onset_timestamp,results/reviewer1_remaining/safety_traces/trace_shards/combined_executed_condition_safety_trace__feed_forward_dqn__seed_16036.trace.csv.gz
combined_executed_condition_safety_trace,feed_forward_dqn,16037,120,1,30,25,0.1,0.5214827448349016,0.8033840488193957,False,,0.4,0.0,0.499999999999998,0.0,0,30,0,0.15,6,right_censored_at_last_observed_post_onset_timestamp,results/reviewer1_remaining/safety_traces/trace_shards/combined_executed_condition_safety_trace__feed_forward_dqn__seed_16037.trace.csv.gz
combined_executed_condition_safety_trace,feed_forward_dqn,16037,120,2,30,25,0.1,0.5574715688368795,0.8899190083444654,False,,0.4,0.0,0.499999999999998,0.0,0,30,0,0.15,6,right_censored_at_last_observed_post_onset_timestamp,results/reviewer1_remaining/safety_traces/trace_shards/combined_executed_condition_safety_trace__feed_forward_dqn__seed_16037.trace.csv.gz
combined_executed_condition_safety_trace,feed_forward_dqn,16037,120,3,30,25,0.1,0.5917734340248173,0.9466685266334115,False,,0.4,0.0,0.499999999999998,0.0999999999999996,0,30,6,0.15,6,right_censored_at_last_observed_post_onset_timestamp,results/reviewer1_remaining/safety_traces/trace_shards/combined_executed_condition_safety_trace__feed_forward_dqn__seed_16037.trace.csv.gz
combined_executed_condition_safety_trace,feed_forward_dqn,16037,120,4,30,25,0.1,0.5366108131235188,0.8363771422619698,False,,0.4,0.0,0.499999999999998,0.0,0,30,0,0.15,6,right_censored_at_last_observed_post_onset_timestamp,results/reviewer1_remaining/safety_traces/trace_shards/combined_executed_condition_safety_trace__feed_forward_dqn__seed_16037.trace.csv.gz
combined_executed_condition_safety_trace,feed_forward_dqn,16037,240,1,30,25,0.1,0.5499993856735002,0.8495514331195273,False,,0.4,0.0,0.499999999999998,0.0,0,30,0,0.15,6,right_censored_at_last_observed_post_onset_timestamp,results/reviewer1_remaining/safety_traces/trace_shards/combined_executed_condition_safety_trace__feed_forward_dqn__seed_16037.trace.csv.gz
