environment,agent,seed,checkpoint,mean_return,success_rate,mean_length,elapsed_seconds,environment_steps,gradient_updates,training_elapsed_seconds,evaluation_elapsed_seconds,mean_gate,support_abstention_rate,global_tabular_error,global_neural_error,visited_states,eval_checkpoint,eval_return,train_steps,seconds_per_1000_steps,return_auc,success_rate_auc,experiment_name,config_file,environment_id,resolved_environment_id,observation_representation,git_commit_hash,package_version,python_version,torch_version,numpy_version,gymnasium_version,minigrid_version
CliffWalking-v1,double_dqn_lr3e4_h128,0,10000,-500.0,0.0,500.0,18.84018859999924,10000,594,4.114316600000166,14.725871999999072,,,,,,10000,-500.0,10000,0.4114316600000166,-500.0,0.0,asoc_dqn_tuning_development,configs/dqn_tuning_development.json,CliffWalking-v1,CliffWalking-v1,native_gymnasium_observation,050aa5196aa8789a1a06cd3bd9bef41fcc20b784,1.3.0.dev0,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0
CliffWalking-v1,double_dqn_lr3e4_h128,1,10000,-500.0,0.0,500.0,18.518884699999035,10000,594,4.10441560000254,14.414469099996497,,,,,,10000,-500.0,10000,0.41044156000025395,-500.0,0.0,asoc_dqn_tuning_development,configs/dqn_tuning_development.json,CliffWalking-v1,CliffWalking-v1,native_gymnasium_observation,050aa5196aa8789a1a06cd3bd9bef41fcc20b784,1.3.0.dev0,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0
CliffWalking-v1,double_dqn_lr3e4_h128,2,10000,-500.0,0.0,500.0,18.60518370000136,10000,594,4.144866299997375,14.460317400003987,,,,,,10000,-500.0,10000,0.4144866299997375,-500.0,0.0,asoc_dqn_tuning_development,configs/dqn_tuning_development.json,CliffWalking-v1,CliffWalking-v1,native_gymnasium_observation,050aa5196aa8789a1a06cd3bd9bef41fcc20b784,1.3.0.dev0,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0
CliffWalking-v1,double_dqn_lr3e4_h128,3,10000,-500.0,0.0,500.0,19.09368009999889,10000,594,4.271222499999567,14.822457599999325,,,,,,10000,-500.0,10000,0.4271222499999567,-500.0,0.0,asoc_dqn_tuning_development,configs/dqn_tuning_development.json,CliffWalking-v1,CliffWalking-v1,native_gymnasium_observation,050aa5196aa8789a1a06cd3bd9bef41fcc20b784,1.3.0.dev0,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0
CliffWalking-v1,double_dqn_lr3e4_h128,4,10000,-500.0,0.0,500.0,18.549623599999904,10000,594,4.16095100000166,14.388672599998245,,,,,,10000,-500.0,10000,0.416095100000166,-500.0,0.0,asoc_dqn_tuning_development,configs/dqn_tuning_development.json,CliffWalking-v1,CliffWalking-v1,native_gymnasium_observation,050aa5196aa8789a1a06cd3bd9bef41fcc20b784,1.3.0.dev0,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0
CliffWalking-v1,vanilla_dqn_buffer100k,0,10000,-500.0,0.0,500.0,18.103326399999787,10000,594,3.984695300001477,14.11863109999831,,,,,,10000,-500.0,10000,0.3984695300001477,-500.0,0.0,asoc_dqn_tuning_development,configs/dqn_tuning_development.json,CliffWalking-v1,CliffWalking-v1,native_gymnasium_observation,050aa5196aa8789a1a06cd3bd9bef41fcc20b784,1.3.0.dev0,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0
CliffWalking-v1,vanilla_dqn_buffer100k,1,10000,-500.0,0.0,500.0,18.8007394999986,10000,594,4.175000999995973,14.625738500002626,,,,,,10000,-500.0,10000,0.4175000999995973,-500.0,0.0,asoc_dqn_tuning_development,configs/dqn_tuning_development.json,CliffWalking-v1,CliffWalking-v1,native_gymnasium_observation,050aa5196aa8789a1a06cd3bd9bef41fcc20b784,1.3.0.dev0,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0
CliffWalking-v1,vanilla_dqn_buffer100k,2,10000,-500.0,0.0,500.0,18.5136765999996,10000,594,3.964822899997671,14.548853700001928,,,,,,10000,-500.0,10000,0.3964822899997671,-500.0,0.0,asoc_dqn_tuning_development,configs/dqn_tuning_development.json,CliffWalking-v1,CliffWalking-v1,native_gymnasium_observation,050aa5196aa8789a1a06cd3bd9bef41fcc20b784,1.3.0.dev0,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0
CliffWalking-v1,vanilla_dqn_buffer100k,3,10000,-500.0,0.0,500.0,18.29437379999945,10000,594,3.9898221000003113,14.304551699999138,,,,,,10000,-500.0,10000,0.39898221000003115,-500.0,0.0,asoc_dqn_tuning_development,configs/dqn_tuning_development.json,CliffWalking-v1,CliffWalking-v1,native_gymnasium_observation,050aa5196aa8789a1a06cd3bd9bef41fcc20b784,1.3.0.dev0,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0
CliffWalking-v1,vanilla_dqn_buffer100k,4,10000,-500.0,0.0,500.0,18.422976999998355,10000,594,4.062388799997279,14.360588200001075,,,,,,10000,-500.0,10000,0.40623887999972796,-500.0,0.0,asoc_dqn_tuning_development,configs/dqn_tuning_development.json,CliffWalking-v1,CliffWalking-v1,native_gymnasium_observation,050aa5196aa8789a1a06cd3bd9bef41fcc20b784,1.3.0.dev0,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0
