environment,metric,left,right,n_pairs,mean_difference,median_difference,bootstrap_ci_low,bootstrap_ci_high,cohen_dz,rank_biserial,paired_t_p,wilcoxon_p,sign_test_p,wins,losses,ties,win_rate_non_ties,paired_t_holm_p,wilcoxon_holm_p,sign_test_holm_p
FourRooms-9-slip-unseen-goals,success_rate,count_gated_tau_10,count_gated_tau_100,5,-0.04,-0.04999999999999999,-0.09,0.009999999999999998,-0.6135719910778964,-0.7,0.24198153056802085,0.375,0.625,1,3,1,0.25,1.0,1.0,1.0
FourRooms-9-slip-unseen-goals,success_rate,count_gated_tau_10,count_gated_tau_20,5,-0.059999999999999984,-0.04999999999999999,-0.10999999999999999,-0.019999999999999997,-1.0954451150103321,-1.0,0.07048399691021992,0.125,0.125,0,4,1,0.0,0.9867759567430789,1.0,1.0
FourRooms-9-slip-unseen-goals,success_rate,count_gated_tau_10,count_gated_tau_5,5,-0.05,-0.04999999999999999,-0.09,-0.009999999999999998,-1.0,-1.0,0.08900934250008571,0.25,0.25,0,3,2,0.0,1.0,1.0,1.0
FourRooms-9-slip-unseen-goals,success_rate,count_gated_tau_10,count_gated_tau_50,5,-0.06999999999999999,-0.09999999999999999,-0.1,-0.03,-1.5652475842498523,-1.0,0.024896163460222765,0.125,0.125,0,4,1,0.0,0.37344245190334147,1.0,1.0
FourRooms-9-slip-unseen-goals,success_rate,count_gated_tau_100,count_gated_tau_20,5,-0.019999999999999997,-0.04999999999999999,-0.06999999999999999,0.03000000000000001,-0.2981423969999719,-0.2,0.5414697392755851,0.8125,1.0,2,3,0,0.4,1.0,1.0,1.0
FourRooms-9-slip-unseen-goals,success_rate,count_gated_tau_100,count_gated_tau_5,5,-0.009999999999999998,0.0,-0.09,0.06000000000000001,-0.10397504898200725,-0.1,0.8275647196020319,1.0,1.0,2,2,1,0.5,1.0,1.0,1.0
FourRooms-9-slip-unseen-goals,success_rate,count_gated_tau_100,count_gated_tau_50,5,-0.03,0.0,-0.09000000000000001,0.020000000000000007,-0.39562828403747213,-0.5,0.42631720794036854,0.75,1.0,1,2,2,0.3333333333333333,1.0,1.0,1.0
FourRooms-9-slip-unseen-goals,success_rate,count_gated_tau_20,count_gated_tau_5,5,0.009999999999999995,0.04999999999999999,-0.05,0.04999999999999999,0.15339299776947402,0.2,0.7488684500235268,0.75,0.625,3,1,1,0.75,1.0,1.0,1.0
FourRooms-9-slip-unseen-goals,success_rate,count_gated_tau_20,count_gated_tau_50,5,-0.010000000000000004,0.0,-0.06000000000000001,0.039999999999999994,-0.15339299776947415,-0.2,0.7488684500235265,1.0,1.0,2,2,1,0.5,1.0,1.0,1.0
FourRooms-9-slip-unseen-goals,success_rate,count_gated_tau_5,count_gated_tau_50,5,-0.019999999999999997,0.0,-0.06,0.0,-0.4472135954999579,-1.0,0.37390096630005887,1.0,1.0,0,1,4,0.0,1.0,1.0,1.0
FourRooms-9-slip-unseen-goals,return_auc,count_gated_tau_1,count_gated_tau_10,5,0.009300000000000174,-0.029449999999999754,-0.0366699999999998,0.08273000000000001,0.11279765597873352,-0.3333333333333333,0.8132985351434835,0.625,0.375,1,4,0,0.2,1.0,1.0,1.0
FourRooms-9-slip-unseen-goals,return_auc,count_gated_tau_1,count_gated_tau_100,5,-0.09836000000000009,-0.09024999999999972,-0.20394000000000023,-0.01153000000000004,-0.819727422674582,-0.8666666666666667,0.1407422064805064,0.125,0.375,1,4,0,0.2,1.0,1.0,1.0
FourRooms-9-slip-unseen-goals,return_auc,count_gated_tau_1,count_gated_tau_20,5,-0.09329999999999998,-0.09224999999999994,-0.16785999999999968,-0.021750000000000113,-0.9795949097436027,-0.8666666666666667,0.09364598656438919,0.125,0.375,1,4,0,0.2,1.0,1.0,1.0
FourRooms-9-slip-unseen-goals,return_auc,count_gated_tau_1,count_gated_tau_5,5,-0.039380000000000234,-0.0728500000000003,-0.08547000000000038,0.014509999999999934,-0.6240961346551775,-0.6,0.23534337213413845,0.3125,1.0,2,3,0,0.4,1.0,1.0,1.0
FourRooms-9-slip-unseen-goals,return_auc,count_gated_tau_1,count_gated_tau_50,5,-0.08006000000000002,-0.14165000000000028,-0.15831000000000017,0.008860000000000045,-0.7477315196521831,-0.7333333333333333,0.16984624955363323,0.1875,0.375,1,4,0,0.2,1.0,1.0,1.0
FourRooms-9-slip-unseen-goals,return_auc,count_gated_tau_10,count_gated_tau_100,5,-0.10766000000000027,-0.06015000000000015,-0.28667000000000026,0.020279999999999722,-0.5462060240822844,-0.6,0.28901350851315655,0.3125,0.375,1,4,0,0.2,1.0,1.0,1.0
FourRooms-9-slip-unseen-goals,return_auc,count_gated_tau_10,count_gated_tau_20,5,-0.10260000000000016,-0.09135000000000026,-0.2148900000000001,0.008949999999999746,-0.7014845954930347,-0.6,0.19182620078085957,0.3125,1.0,2,3,0,0.4,1.0,1.0,1.0
FourRooms-9-slip-unseen-goals,return_auc,count_gated_tau_10,count_gated_tau_5,5,-0.04868000000000041,-0.04315000000000069,-0.15387000000000048,0.0330099999999998,-0.38643893493277354,-0.06666666666666667,0.43626966598210903,1.0,1.0,2,3,0,0.4,1.0,1.0,1.0
FourRooms-9-slip-unseen-goals,return_auc,count_gated_tau_10,count_gated_tau_50,5,-0.08936000000000019,-0.11685000000000034,-0.20569000000000023,0.026969999999999848,-0.5725277130410374,-0.6,0.2696712298845748,0.3125,1.0,2,3,0,0.4,1.0,1.0,1.0
FourRooms-9-slip-unseen-goals,return_auc,count_gated_tau_100,count_gated_tau_20,5,0.005060000000000109,0.008500000000000174,-0.08027999999999968,0.0903999999999999,0.04551921391893307,0.2,0.9238262735628859,0.8125,1.0,3,2,0,0.6,1.0,1.0,1.0
FourRooms-9-slip-unseen-goals,return_auc,count_gated_tau_100,count_gated_tau_5,5,0.05897999999999985,0.06530000000000014,-0.03041000000000027,0.14501999999999998,0.49857436240301667,0.6,0.3273777472615933,0.3125,0.375,4,1,0,0.8,1.0,1.0,1.0
FourRooms-9-slip-unseen-goals,return_auc,count_gated_tau_100,count_gated_tau_50,5,0.018300000000000073,0.0264000000000002,-0.06103999999999994,0.09764000000000009,0.1781694322377473,0.2,0.7106863081353998,0.8125,1.0,3,2,0,0.6,1.0,1.0,1.0
FourRooms-9-slip-unseen-goals,return_auc,count_gated_tau_20,count_gated_tau_5,5,0.053919999999999746,0.03944999999999954,-0.015190000000000125,0.12302999999999961,0.6157764508619809,0.4666666666666667,0.24057589572865914,0.4375,1.0,3,2,0,0.6,1.0,1.0,1.0
FourRooms-9-slip-unseen-goals,return_auc,count_gated_tau_20,count_gated_tau_50,5,0.013239999999999964,0.0017999999999998018,-0.10417999999999986,0.13151999999999991,0.08593509251066433,0.2,0.8569804584809961,0.8125,1.0,3,2,0,0.6,1.0,1.0,1.0
FourRooms-9-slip-unseen-goals,return_auc,count_gated_tau_5,count_gated_tau_50,5,-0.040679999999999786,-0.03764999999999974,-0.15879000000000004,0.07743000000000047,-0.2701604519444729,-0.3333333333333333,0.5783673716283403,0.625,1.0,2,3,0,0.4,1.0,1.0,1.0
FrozenLake-v1,mean_return,count_gated_tau_1,count_gated_tau_10,5,0.12,0.09999999999999998,0.019999999999999997,0.24,0.8330521614007481,1.0,0.13596515796478775,0.25,0.25,3,0,2,1.0,1.0,1.0,1.0
FrozenLake-v1,mean_return,count_gated_tau_1,count_gated_tau_100,5,0.16999999999999998,0.04999999999999999,-0.009999999999999976,0.41000000000000003,0.5982430416161187,0.8,0.25198183206272456,0.25,0.625,3,1,1,0.75,1.0,1.0,1.0
FrozenLake-v1,mean_return,count_gated_tau_1,count_gated_tau_20,5,-0.009999999999999998,0.0,-0.1,0.08,-0.08377078165833908,-0.1,0.860529715637101,1.0,1.0,2,2,1,0.5,1.0,1.0,1.0
FrozenLake-v1,mean_return,count_gated_tau_1,count_gated_tau_5,5,0.0,0.0,-0.06000000000000001,0.08,0.0,0.0,1.0,1.0,1.0,1,2,2,0.3333333333333333,1.0,1.0,1.0
FrozenLake-v1,mean_return,count_gated_tau_1,count_gated_tau_50,5,0.05,0.0,-0.05,0.18000000000000002,0.3333333333333333,0.3333333333333333,0.4974708847511573,0.75,1.0,2,1,2,0.6666666666666666,1.0,1.0,1.0
FrozenLake-v1,mean_return,count_gated_tau_10,count_gated_tau_100,5,0.05000000000000001,-0.04999999999999993,-0.10999999999999999,0.28,0.19069251784911848,-0.06666666666666667,0.6917613009591068,1.0,1.0,2,3,0,0.4,1.0,1.0,1.0
FrozenLake-v1,mean_return,count_gated_tau_10,count_gated_tau_20,5,-0.12999999999999998,-0.15000000000000002,-0.25,-0.009999999999999998,-0.8101300387046825,-0.8,0.14429445285927509,0.25,0.625,1,3,1,0.25,1.0,1.0,1.0
FrozenLake-v1,mean_return,count_gated_tau_10,count_gated_tau_5,5,-0.12,-0.09999999999999998,-0.24,-0.019999999999999997,-0.8330521614007481,-1.0,0.13596515796478775,0.25,0.25,0,3,2,0.0,1.0,1.0,1.0
FrozenLake-v1,mean_return,count_gated_tau_10,count_gated_tau_50,5,-0.06999999999999999,-0.050000000000000044,-0.22000000000000003,0.06000000000000001,-0.3838859479749572,-0.4,0.43906799093574017,0.625,0.625,1,3,1,0.25,1.0,1.0,1.0
FrozenLake-v1,mean_return,count_gated_tau_100,count_gated_tau_20,5,-0.18,-0.10000000000000009,-0.34,-0.059999999999999984,-0.9357754408380653,-1.0,0.10453999977837544,0.125,0.125,0,4,1,0.0,1.0,1.0,1.0
FrozenLake-v1,mean_return,count_gated_tau_100,count_gated_tau_5,5,-0.17,-0.050000000000000044,-0.32,-0.050000000000000024,-0.8692269873603533,-1.0,0.12385684836470087,0.0625,0.0625,0,5,0,0.0,1.0,0.9375,0.9375
FrozenLake-v1,mean_return,count_gated_tau_100,count_gated_tau_50,5,-0.12000000000000002,-0.050000000000000044,-0.24,-0.010000000000000031,-0.7666518779999282,-0.8666666666666667,0.1616275836067227,0.125,0.375,1,4,0,0.2,1.0,1.0,1.0
FrozenLake-v1,mean_return,count_gated_tau_20,count_gated_tau_5,5,0.009999999999999998,0.0,-0.020000000000000007,0.040000000000000015,0.23904572186687872,0.3333333333333333,0.6213082950374971,0.75,1.0,2,1,2,0.6666666666666666,1.0,1.0,1.0
FrozenLake-v1,mean_return,count_gated_tau_20,count_gated_tau_50,5,0.06,0.050000000000000044,-0.009999999999999986,0.12999999999999998,0.6708203932499371,0.8,0.2079999999999997,0.25,0.625,3,1,1,0.75,1.0,1.0,1.0
FrozenLake-v1,mean_return,count_gated_tau_5,count_gated_tau_50,5,0.05,0.0,0.0,0.11000000000000001,0.7071067811865475,1.0,0.1890036584551754,0.5,0.5,2,0,3,1.0,1.0,1.0,1.0
FrozenLake-v1,success_rate,count_gated_tau_1,count_gated_tau_10,5,0.12,0.09999999999999998,0.019999999999999997,0.24,0.8330521614007481,1.0,0.13596515796478775,0.25,0.25,3,0,2,1.0,1.0,1.0,1.0
FrozenLake-v1,success_rate,count_gated_tau_1,count_gated_tau_100,5,0.16999999999999998,0.04999999999999999,-0.009999999999999976,0.41000000000000003,0.5982430416161187,0.8,0.25198183206272456,0.25,0.625,3,1,1,0.75,1.0,1.0,1.0
FrozenLake-v1,success_rate,count_gated_tau_1,count_gated_tau_20,5,-0.009999999999999998,0.0,-0.1,0.08,-0.08377078165833908,-0.1,0.860529715637101,1.0,1.0,2,2,1,0.5,1.0,1.0,1.0
FrozenLake-v1,success_rate,count_gated_tau_1,count_gated_tau_5,5,0.0,0.0,-0.06000000000000001,0.08,0.0,0.0,1.0,1.0,1.0,1,2,2,0.3333333333333333,1.0,1.0,1.0
FrozenLake-v1,success_rate,count_gated_tau_1,count_gated_tau_50,5,0.05,0.0,-0.05,0.18000000000000002,0.3333333333333333,0.3333333333333333,0.4974708847511573,0.75,1.0,2,1,2,0.6666666666666666,1.0,1.0,1.0
FrozenLake-v1,success_rate,count_gated_tau_10,count_gated_tau_100,5,0.05000000000000001,-0.04999999999999993,-0.10999999999999999,0.28,0.19069251784911848,-0.06666666666666667,0.6917613009591068,1.0,1.0,2,3,0,0.4,1.0,1.0,1.0
FrozenLake-v1,success_rate,count_gated_tau_10,count_gated_tau_20,5,-0.12999999999999998,-0.15000000000000002,-0.25,-0.009999999999999998,-0.8101300387046825,-0.8,0.14429445285927509,0.25,0.625,1,3,1,0.25,1.0,1.0,1.0
FrozenLake-v1,success_rate,count_gated_tau_10,count_gated_tau_5,5,-0.12,-0.09999999999999998,-0.24,-0.019999999999999997,-0.8330521614007481,-1.0,0.13596515796478775,0.25,0.25,0,3,2,0.0,1.0,1.0,1.0
FrozenLake-v1,success_rate,count_gated_tau_10,count_gated_tau_50,5,-0.06999999999999999,-0.050000000000000044,-0.22000000000000003,0.06000000000000001,-0.3838859479749572,-0.4,0.43906799093574017,0.625,0.625,1,3,1,0.25,1.0,1.0,1.0
FrozenLake-v1,success_rate,count_gated_tau_100,count_gated_tau_20,5,-0.18,-0.10000000000000009,-0.34,-0.059999999999999984,-0.9357754408380653,-1.0,0.10453999977837544,0.125,0.125,0,4,1,0.0,1.0,1.0,1.0
FrozenLake-v1,success_rate,count_gated_tau_100,count_gated_tau_5,5,-0.17,-0.050000000000000044,-0.32,-0.050000000000000024,-0.8692269873603533,-1.0,0.12385684836470087,0.0625,0.0625,0,5,0,0.0,1.0,0.9375,0.9375
FrozenLake-v1,success_rate,count_gated_tau_100,count_gated_tau_50,5,-0.12000000000000002,-0.050000000000000044,-0.24,-0.010000000000000031,-0.7666518779999282,-0.8666666666666667,0.1616275836067227,0.125,0.375,1,4,0,0.2,1.0,1.0,1.0
FrozenLake-v1,success_rate,count_gated_tau_20,count_gated_tau_5,5,0.009999999999999998,0.0,-0.020000000000000007,0.040000000000000015,0.23904572186687872,0.3333333333333333,0.6213082950374971,0.75,1.0,2,1,2,0.6666666666666666,1.0,1.0,1.0
FrozenLake-v1,success_rate,count_gated_tau_20,count_gated_tau_50,5,0.06,0.050000000000000044,-0.009999999999999986,0.12999999999999998,0.6708203932499371,0.8,0.2079999999999997,0.25,0.625,3,1,1,0.75,1.0,1.0,1.0
FrozenLake-v1,success_rate,count_gated_tau_5,count_gated_tau_50,5,0.05,0.0,0.0,0.11000000000000001,0.7071067811865475,1.0,0.1890036584551754,0.5,0.5,2,0,3,1.0,1.0,1.0,1.0
FrozenLake-v1,return_auc,count_gated_tau_1,count_gated_tau_10,5,-0.01875,0.018749999999999933,-0.09,0.05125,-0.19225240083360046,-0.06666666666666667,0.689422526479756,1.0,1.0,3,2,0,0.6,1.0,1.0,1.0
FrozenLake-v1,return_auc,count_gated_tau_1,count_gated_tau_100,5,0.028749999999999998,-0.012500000000000011,-0.07375,0.15749999999999997,0.19287593208020726,0.06666666666666667,0.6884888191481044,1.0,1.0,2,3,0,0.4,1.0,1.0,1.0
FrozenLake-v1,return_auc,count_gated_tau_1,count_gated_tau_20,5,-0.0875,-0.04999999999999999,-0.175,-0.025000000000000012,-0.8810434857385737,-1.0,0.12015945127639206,0.0625,0.0625,0,5,0,0.0,1.0,0.9375,0.9375
FrozenLake-v1,return_auc,count_gated_tau_1,count_gated_tau_5,5,-0.042499999999999996,-0.04999999999999999,-0.11999999999999997,0.030000000000000006,-0.4273434600639159,-0.4666666666666667,0.3934024540525125,0.4375,1.0,2,3,0,0.4,1.0,1.0,1.0
FrozenLake-v1,return_auc,count_gated_tau_1,count_gated_tau_50,5,-0.0050000000000000044,-0.050000000000000044,-0.12499999999999997,0.11999999999999997,-0.03128965282929421,0.06666666666666667,0.9475791034983162,1.0,1.0,2,3,0,0.4,1.0,1.0,1.0
FrozenLake-v1,return_auc,count_gated_tau_10,count_gated_tau_100,5,0.0475,0.04999999999999999,-0.09250000000000001,0.1875,0.26781490445326517,0.3333333333333333,0.581535354834661,0.625,1.0,3,2,0,0.6,1.0,1.0,1.0
FrozenLake-v1,return_auc,count_gated_tau_10,count_gated_tau_20,5,-0.06875,-0.09999999999999998,-0.11499999999999999,-0.015000000000000013,-1.0812410118025793,-0.8666666666666667,0.07294205225896165,0.125,0.375,1,4,0,0.2,1.0,1.0,1.0
FrozenLake-v1,return_auc,count_gated_tau_10,count_gated_tau_5,5,-0.023749999999999993,-0.03125,-0.06249999999999998,0.012499999999999989,-0.4724234602678378,-0.6,0.35037620675198805,0.25,1.0,2,3,0,0.4,1.0,1.0,1.0
FrozenLake-v1,return_auc,count_gated_tau_10,count_gated_tau_50,5,0.013749999999999995,-0.018749999999999933,-0.053750000000000034,0.095,0.14406497485902686,-0.06666666666666667,0.7634806167732119,1.0,1.0,2,3,0,0.4,1.0,1.0,1.0
FrozenLake-v1,return_auc,count_gated_tau_100,count_gated_tau_20,5,-0.11624999999999999,-0.025000000000000022,-0.23500000000000001,0.0025000000000000135,-0.7370745515023306,-0.6,0.17466739506681161,0.3125,0.375,1,4,0,0.2,1.0,1.0,1.0
FrozenLake-v1,return_auc,count_gated_tau_100,count_gated_tau_5,5,-0.07125,-0.025000000000000022,-0.1875,0.04500000000000002,-0.4813941949158881,-0.3333333333333333,0.3423278018087475,0.625,1.0,2,3,0,0.4,1.0,1.0,1.0
FrozenLake-v1,return_auc,count_gated_tau_100,count_gated_tau_50,5,-0.03375,-0.09375,-0.14125,0.08874999999999998,-0.23061345210031112,-0.3333333333333333,0.6332787946997998,0.625,1.0,2,3,0,0.4,1.0,1.0,1.0
FrozenLake-v1,return_auc,count_gated_tau_20,count_gated_tau_5,5,0.045000000000000005,0.050000000000000044,0.017500000000000005,0.07249999999999998,1.259095350208805,1.0,0.0480511482779404,0.125,0.125,4,0,1,1.0,0.720767224169106,1.0,1.0
FrozenLake-v1,return_auc,count_gated_tau_20,count_gated_tau_50,5,0.08249999999999999,0.08125000000000004,-0.0025000000000000243,0.16125,0.7682733253465359,0.7333333333333333,0.16094301069703298,0.1875,0.375,4,1,0,0.8,1.0,1.0,1.0
FrozenLake-v1,return_auc,count_gated_tau_5,count_gated_tau_50,5,0.03749999999999999,0.02499999999999991,-0.026249999999999996,0.09999999999999999,0.4595037486404901,0.6,0.3622639299759261,0.3125,0.375,4,1,0,0.8,1.0,1.0,1.0
