environment,agent,metric,n_seeds,minimum,maximum,median,mad,skew,excess_kurtosis,catastrophic_low_outliers,catastrophic_high_outliers,heavy_tail_flag
CliffWalking-v1,count_gated_tau_1,return_auc,5,-439.125,-317.375,-439.125,0.0,2.236067977499788,4.99999999999999,0,0,True
CliffWalking-v1,count_gated_tau_1,mean_return,5,-13.0,-13.0,-13.0,0.0,0.0,0.0,0,0,False
CliffWalking-v1,count_gated_tau_10,return_auc,5,-439.125,-317.375,-439.125,0.0,0.6086128264923912,-3.333145168080972,0,0,True
CliffWalking-v1,count_gated_tau_10,mean_return,5,-13.0,-13.0,-13.0,0.0,0.0,0.0,0,0,False
CliffWalking-v1,count_gated_tau_100,return_auc,5,-439.125,-318.575,-439.125,0.0,2.2360679774997885,4.999999999999995,0,0,True
CliffWalking-v1,count_gated_tau_100,mean_return,5,-13.0,-13.0,-13.0,0.0,0.0,0.0,0,0,False
CliffWalking-v1,count_gated_tau_20,return_auc,5,-439.125,-317.375,-439.125,0.0,0.6085806194501854,-3.3333333333333326,0,0,True
CliffWalking-v1,count_gated_tau_20,mean_return,5,-13.0,-13.0,-13.0,0.0,0.0,0.0,0,0,False
CliffWalking-v1,count_gated_tau_5,return_auc,5,-439.125,-317.375,-317.375,0.0,-0.6085806194501854,-3.3333333333333326,0,0,True
CliffWalking-v1,count_gated_tau_5,mean_return,5,-13.0,-13.0,-13.0,0.0,0.0,0.0,0,0,False
CliffWalking-v1,count_gated_tau_50,return_auc,5,-439.125,-317.375,-439.125,0.0,2.236067977499788,4.99999999999999,0,0,True
CliffWalking-v1,count_gated_tau_50,mean_return,5,-13.0,-13.0,-13.0,0.0,0.0,0.0,0,0,False
FourRooms-7-unseen-goals,count_gated_tau_1,return_auc,5,-1.7317500000000012,-1.560666666666668,-1.6926666666666679,0.03908333333333336,1.08139906392913,0.34790610365523733,0,0,False
FourRooms-7-unseen-goals,count_gated_tau_1,mean_return,5,-1.9365000000000012,-1.2930000000000008,-1.791500000000001,0.14500000000000024,0.5116886176230383,-2.851043317426268,0,0,False
