experiment_name,experiment,config_file,environment,environment_id,resolved_environment_id,observation_representation,agent,seed,phase,train_steps,eval_checkpoint,eval_return,checkpoint,episode,return,length,success,environment_steps,gradient_updates,training_loss_mean,training_loss_max,nonfinite_loss_count,completed_checkpoint_count,expected_checkpoint_count,elapsed_seconds,training_elapsed_seconds,evaluation_elapsed_seconds,wall_clock_training_time,wall_clock_evaluation_time,git_commit_hash,package_version,source_snapshot_sha256,execution_inputs_clean,python_version,torch_version,numpy_version,gymnasium_version,minigrid_version,gym_pybullet_drones_version,pybullet_version,mean_gate,support_abstention_rate,global_tabular_error,global_neural_error,visited_states,failure_rate,collision_rate,risk_zone_rate,idle_rate,risk_adjusted_score,unsupported_state_ratio,memory_branch_usage_ratio,neural_branch_usage_ratio,abstention_ratio,adaptive_alpha_mean,adaptive_alpha_iqr,support_score_mean,uncertainty_score_mean,exact_support_coverage,approximate_support_coverage,fuzzy_gate_active_rate,neural_only_fallback_rate,out_of_fuzzy_support_count,out_of_fuzzy_support_ratio,support_status,inference_time_us_per_decision_mean,inference_time_us_per_decision_median,selected_branch,memory_cost_states,memory_cost_entries,memory_cost_bytes_estimated,localization_error_mean,sensor_dropout_rate,camera_visible_rate,motor_saturation_rate,tabular_greedy_action,neural_greedy_action,mixed_selected_action,optimal_action,tabular_action_correct,neural_action_correct,relative_reliability_score,predicted_better_branch,actually_better_branch,actually_better_branch_value,tabular_q_error,neural_q_error,post_shift,shift_region,steps_since_shift
reviewer1_localized_reward_shift_smoke,reviewer1_localized_reward_shift_smoke,configs/reviewer1_remaining/smoke/localized_reward_shift.yaml,Reviewer1-localized-reward-shift-smoke,Reviewer1LocalizedRewardShift-v0,Reviewer1LocalizedRewardShift-v0,native_gymnasium_observation,count_gated_tau_20,11020,train,11308,,,11308,135,-4.699999999999992,120,0.0,11308,675,0.019367008090139953,0.2912619113922119,0,1,3,12.36763670000073,12.137026599993987,0.23061010000674287,12.137026599993987,0.23061010000674287,d1991e82fa1ea0337d3d6296e2c904f22359ea22,1.8.0,d1c23f2e71aa761353c5b3f635ffd119fc8d1e2b9bf91b28fb2bd07506e49edd,True,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0,not-installed,not-installed,0.5440886253046555,0.0,1.0,1.0,325.0,1.0,0.08333333333333333,0.0,0.4583333333333333,-0.12916666666666665,0.0,0.638439008988426,0.361560991011574,0.0,nan,nan,0.8081119098295755,nan,1.0,1.0,nan,0.0,nan,nan,exact,287.61333333333334,429.79999999999995,memory,325.0,1625.0,14300.0,nan,0.0,0.0,nan,,,,,,,,,,,,,,,
reviewer1_localized_reward_shift_smoke,reviewer1_localized_reward_shift_smoke,configs/reviewer1_remaining/smoke/localized_reward_shift.yaml,Reviewer1-localized-reward-shift-smoke,Reviewer1LocalizedRewardShift-v0,Reviewer1LocalizedRewardShift-v0,native_gymnasium_observation,count_gated_tau_20,11020,train,11310,,,11310,136,4.98,2,1.0,11310,675,0.019367008090139953,0.2912619113922119,0,1,3,12.37034770000173,12.139737599994987,0.23061010000674287,12.139737599994987,0.23061010000674287,d1991e82fa1ea0337d3d6296e2c904f22359ea22,1.8.0,d1c23f2e71aa761353c5b3f635ffd119fc8d1e2b9bf91b28fb2bd07506e49edd,True,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0,not-installed,not-installed,0.5440611036247058,0.0,1.0,1.0,325.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4594594594594595,0.5405405405405406,0.0,nan,nan,0.5725850680512733,nan,1.0,1.0,nan,0.0,nan,nan,exact,294.90000000000003,294.90000000000003,neural,325.0,1625.0,14300.0,nan,0.0,0.0,nan,,,,,,,,,,,,,,,
reviewer1_localized_reward_shift_smoke,reviewer1_localized_reward_shift_smoke,configs/reviewer1_remaining/smoke/localized_reward_shift.yaml,Reviewer1-localized-reward-shift-smoke,Reviewer1LocalizedRewardShift-v0,Reviewer1LocalizedRewardShift-v0,native_gymnasium_observation,count_gated_tau_20,11020,train,11315,,,11315,137,4.92,5,1.0,11315,676,0.019342766023435928,0.2912619113922119,0,1,3,12.379202500000247,12.148592399993504,0.23061010000674287,12.148592399993504,0.23061010000674287,d1991e82fa1ea0337d3d6296e2c904f22359ea22,1.8.0,d1c23f2e71aa761353c5b3f635ffd119fc8d1e2b9bf91b28fb2bd07506e49edd,True,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0,not-installed,not-installed,0.5439542258385537,0.0,1.0,1.0,325.0,0.0,0.0,0.0,0.2,0.98,0.0,0.43563563563563557,0.5643643643643644,0.0,nan,nan,0.5409446328081897,nan,1.0,1.0,nan,0.0,nan,nan,exact,247.4,27.4,neural,325.0,1625.0,14300.0,nan,0.0,0.0,nan,,,,,,,,,,,,,,,
reviewer1_localized_reward_shift_smoke,reviewer1_localized_reward_shift_smoke,configs/reviewer1_remaining/smoke/localized_reward_shift.yaml,Reviewer1-localized-reward-shift-smoke,Reviewer1LocalizedRewardShift-v0,Reviewer1LocalizedRewardShift-v0,native_gymnasium_observation,count_gated_tau_20,11020,train,11435,,,11435,138,-5.639999999999988,120,0.0,11435,683,0.01981795723555135,0.2912619113922119,0,1,3,12.50892400000157,12.278313899994828,0.23061010000674287,12.278313899994828,0.23061010000674287,d1991e82fa1ea0337d3d6296e2c904f22359ea22,1.8.0,d1c23f2e71aa761353c5b3f635ffd119fc8d1e2b9bf91b28fb2bd07506e49edd,True,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0,not-installed,not-installed,0.5473412942152247,0.0,1.0,1.0,325.0,1.0,0.1,0.05,0.5,-0.15000000000000002,0.0,0.7034983417865062,0.29650165821349383,0.0,nan,nan,0.9024800770191942,nan,1.0,1.0,nan,0.0,nan,nan,exact,287.8125,405.5,memory,325.0,1625.0,14300.0,nan,0.0,0.0,nan,,,,,,,,,,,,,,,
reviewer1_localized_reward_shift_smoke,reviewer1_localized_reward_shift_smoke,configs/reviewer1_remaining/smoke/localized_reward_shift.yaml,Reviewer1-localized-reward-shift-smoke,Reviewer1LocalizedRewardShift-v0,Reviewer1LocalizedRewardShift-v0,native_gymnasium_observation,count_gated_tau_20,11020,train,11461,,,11461,139,3.8099999999999996,26,1.0,11461,685,0.019772334874991707,0.2912619113922119,0,1,3,12.537597099995764,12.306986999989022,0.23061010000674287,12.306986999989022,0.23061010000674287,d1991e82fa1ea0337d3d6296e2c904f22359ea22,1.8.0,d1c23f2e71aa761353c5b3f635ffd119fc8d1e2b9bf91b28fb2bd07506e49edd,True,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0,not-installed,not-installed,0.5468212689884973,0.0,1.0,1.0,325.0,0.0,0.11538461538461539,0.0,0.2692307692307692,0.8576923076923076,0.0,0.39157639168519104,0.6084236083148089,0.0,nan,nan,0.47300349854018847,nan,1.0,1.0,nan,0.0,nan,nan,exact,231.85769230769228,35.85,neural,325.0,1625.0,14300.0,nan,0.0,0.0,nan,,,,,,,,,,,,,,,
reviewer1_localized_reward_shift_smoke,reviewer1_localized_reward_shift_smoke,configs/reviewer1_remaining/smoke/localized_reward_shift.yaml,Reviewer1-localized-reward-shift-smoke,Reviewer1LocalizedRewardShift-v0,Reviewer1LocalizedRewardShift-v0,native_gymnasium_observation,count_gated_tau_20,11020,train,11581,,,11581,140,-5.469999999999982,120,0.0,11581,692,0.019606461970797052,0.2912619113922119,0,1,3,12.667049099996802,12.43643899999006,0.23061010000674287,12.43643899999006,0.23061010000674287,d1991e82fa1ea0337d3d6296e2c904f22359ea22,1.8.0,d1c23f2e71aa761353c5b3f635ffd119fc8d1e2b9bf91b28fb2bd07506e49edd,True,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0,not-installed,not-installed,0.5511046013010922,0.0,1.0,1.0,325.0,1.0,0.10833333333333334,0.008333333333333333,0.225,-0.13083333333333336,0.0,0.7428177466878888,0.25718225331211125,0.0,nan,nan,0.9400613901413062,nan,1.0,1.0,nan,0.0,nan,nan,exact,276.65,416.05,memory,325.0,1625.0,14300.0,nan,0.0,0.0,nan,,,,,,,,,,,,,,,
reviewer1_localized_reward_shift_smoke,reviewer1_localized_reward_shift_smoke,configs/reviewer1_remaining/smoke/localized_reward_shift.yaml,Reviewer1-localized-reward-shift-smoke,Reviewer1LocalizedRewardShift-v0,Reviewer1LocalizedRewardShift-v0,native_gymnasium_observation,count_gated_tau_20,11020,train,11657,,,11657,141,0.7400000000000002,76,1.0,11657,697,0.019690620351747786,0.2912619113922119,0,1,3,12.751127099996665,12.520516999989923,0.23061010000674287,12.520516999989923,0.23061010000674287,d1991e82fa1ea0337d3d6296e2c904f22359ea22,1.8.0,d1c23f2e71aa761353c5b3f635ffd119fc8d1e2b9bf91b28fb2bd07506e49edd,True,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0,not-installed,not-installed,0.5518430893192903,0.0,1.0,1.0,325.0,0.0,0.15789473684210525,0.0,0.3684210526315789,0.8052631578947368,0.0,0.6256711538924555,0.3743288461075446,0.0,nan,nan,0.8014427476700614,nan,1.0,1.0,nan,0.0,nan,nan,exact,250.01052631578952,31.35,memory,325.0,1625.0,14300.0,nan,0.0,0.0,nan,,,,,,,,,,,,,,,
reviewer1_localized_reward_shift_smoke,reviewer1_localized_reward_shift_smoke,configs/reviewer1_remaining/smoke/localized_reward_shift.yaml,Reviewer1-localized-reward-shift-smoke,Reviewer1LocalizedRewardShift-v0,Reviewer1LocalizedRewardShift-v0,native_gymnasium_observation,count_gated_tau_20,11020,train,11747,,,11747,142,0.600000000000005,90,1.0,11747,703,0.02018023090767257,0.29879030585289,0,1,3,12.855208299995866,12.624598199989123,0.23061010000674287,12.624598199989123,0.23061010000674287,d1991e82fa1ea0337d3d6296e2c904f22359ea22,1.8.0,d1c23f2e71aa761353c5b3f635ffd119fc8d1e2b9bf91b28fb2bd07506e49edd,True,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0,not-installed,not-installed,0.5528706855263031,0.0,1.0,1.0,325.0,0.0,0.1111111111111111,0.044444444444444446,0.26666666666666666,0.8622222222222222,0.0,0.6141286546044529,0.38587134539554707,0.0,nan,nan,0.7827931995861329,nan,1.0,1.0,nan,0.0,nan,nan,exact,294.7188888888889,427.25,memory,325.0,1625.0,14300.0,nan,0.0,0.0,nan,,,,,,,,,,,,,,,
reviewer1_localized_reward_shift_smoke,reviewer1_localized_reward_shift_smoke,configs/reviewer1_remaining/smoke/localized_reward_shift.yaml,Reviewer1-localized-reward-shift-smoke,Reviewer1LocalizedRewardShift-v0,Reviewer1LocalizedRewardShift-v0,native_gymnasium_observation,count_gated_tau_20,11020,train,11865,,,11865,143,0.5600000000000023,118,1.0,11865,710,0.020216950337799317,0.29879030585289,0,1,3,12.982739400002174,12.752129299995431,0.23061010000674287,12.752129299995431,0.23061010000674287,d1991e82fa1ea0337d3d6296e2c904f22359ea22,1.8.0,d1c23f2e71aa761353c5b3f635ffd119fc8d1e2b9bf91b28fb2bd07506e49edd,True,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0,not-installed,not-installed,0.5554074035990499,0.0,1.0,1.0,325.0,0.0,0.05084745762711865,0.07627118644067797,0.2033898305084746,0.9288135593220339,0.0,0.6937973673091488,0.3062026326908511,0.0,nan,nan,0.8638336182788204,nan,1.0,1.0,nan,0.0,nan,nan,exact,266.96440677966103,401.05,memory,325.0,1625.0,14300.0,nan,0.0,0.0,nan,,,,,,,,,,,,,,,
reviewer1_localized_reward_shift_smoke,reviewer1_localized_reward_shift_smoke,configs/reviewer1_remaining/smoke/localized_reward_shift.yaml,Reviewer1-localized-reward-shift-smoke,Reviewer1LocalizedRewardShift-v0,Reviewer1LocalizedRewardShift-v0,native_gymnasium_observation,count_gated_tau_20,11020,train,11985,,,11985,144,-6.039999999999998,120,0.0,11985,718,0.020035814401556797,0.29879030585289,0,1,3,13.120293899999524,12.889683799992781,0.23061010000674287,12.889683799992781,0.23061010000674287,d1991e82fa1ea0337d3d6296e2c904f22359ea22,1.8.0,d1c23f2e71aa761353c5b3f635ffd119fc8d1e2b9bf91b28fb2bd07506e49edd,True,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0,not-installed,not-installed,0.5579242299321561,0.0,1.0,1.0,326.0,1.0,0.1,0.09166666666666666,0.24166666666666667,-0.12416666666666668,0.016666666666666666,0.6419166865975247,0.35808331340247535,0.0,nan,nan,0.814014926634679,nan,0.9833333333333333,0.9833333333333333,nan,0.016666666666666666,nan,nan,exact,306.4158333333334,427.45000000000005,memory,326.0,1630.0,14344.0,nan,0.0,0.0,nan,,,,,,,,,,,,,,,
reviewer1_localized_reward_shift_smoke,reviewer1_localized_reward_shift_smoke,configs/reviewer1_remaining/smoke/localized_reward_shift.yaml,Reviewer1-localized-reward-shift-smoke,Reviewer1LocalizedRewardShift-v0,Reviewer1LocalizedRewardShift-v0,native_gymnasium_observation,count_gated_tau_20,11020,train,11987,,,11987,145,4.98,2,1.0,11987,718,0.020035814401556797,0.29879030585289,0,1,3,13.124438799997733,12.89382869999099,0.23061010000674287,12.89382869999099,0.23061010000674287,d1991e82fa1ea0337d3d6296e2c904f22359ea22,1.8.0,d1c23f2e71aa761353c5b3f635ffd119fc8d1e2b9bf91b28fb2bd07506e49edd,True,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0,not-installed,not-installed,0.5578483550047761,0.0,1.0,1.0,326.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4274193548387097,0.5725806451612903,0.0,nan,nan,0.5275853742240355,nan,1.0,1.0,nan,0.0,nan,nan,exact,800.9,800.9,mixed,326.0,1630.0,14344.0,nan,0.0,0.0,nan,,,,,,,,,,,,,,,
reviewer1_localized_reward_shift_smoke,reviewer1_localized_reward_shift_smoke,configs/reviewer1_remaining/smoke/localized_reward_shift.yaml,Reviewer1-localized-reward-shift-smoke,Reviewer1LocalizedRewardShift-v0,Reviewer1LocalizedRewardShift-v0,native_gymnasium_observation,count_gated_tau_20,11020,eval,12000,12000,-2.4000000000000017,12000,1,-2.4000000000000017,120,0.0,12000,719,0.020014261230143104,0.29879030585289,0,2,3,13.273113399998692,12.910461099992972,0.36265230000572046,12.910461099992972,0.36265230000572046,d1991e82fa1ea0337d3d6296e2c904f22359ea22,1.8.0,d1c23f2e71aa761353c5b3f635ffd119fc8d1e2b9bf91b28fb2bd07506e49edd,True,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0,not-installed,not-installed,0.5583054306498723,0.0,1.0,1.0,326.0,1.0,0.0,0.0,0.9583333333333334,-0.09583333333333335,0.0,0.7879866772718234,0.21201332272817666,0.0,nan,nan,0.9756252904400873,nan,1.0,1.0,nan,0.0,nan,nan,exact,409.67333333333335,391.0,memory,326.0,1630.0,14344.0,nan,0.0,0.0,nan,2,4,4,nan,nan,nan,0.49999999749999985,neural,unavailable,unavailable,nan,nan,1.0,unaffected,59.5
reviewer1_localized_reward_shift_smoke,reviewer1_localized_reward_shift_smoke,configs/reviewer1_remaining/smoke/localized_reward_shift.yaml,Reviewer1-localized-reward-shift-smoke,Reviewer1LocalizedRewardShift-v0,Reviewer1LocalizedRewardShift-v0,native_gymnasium_observation,count_gated_tau_20,11020,eval,12000,12000,4.94,12000,2,4.94,4,1.0,12000,719,0.020014261230143104,0.29879030585289,0,2,3,13.27338669999881,12.910734399993089,0.36265230000572046,12.910734399993089,0.36265230000572046,d1991e82fa1ea0337d3d6296e2c904f22359ea22,1.8.0,d1c23f2e71aa761353c5b3f635ffd119fc8d1e2b9bf91b28fb2bd07506e49edd,True,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0,not-installed,not-installed,0.5583054306498723,0.0,1.0,1.0,326.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5757746126936532,0.42422538730634685,0.0,nan,nan,0.7202187745650304,nan,1.0,1.0,nan,0.0,nan,nan,exact,562.275,564.25,memory,326.0,1630.0,14344.0,nan,0.0,0.0,nan,0,4,0,nan,nan,nan,0.4999999975,neural,unavailable,unavailable,nan,nan,1.0,unaffected,1.5
reviewer1_localized_reward_shift_smoke,reviewer1_localized_reward_shift_smoke,configs/reviewer1_remaining/smoke/localized_reward_shift.yaml,Reviewer1-localized-reward-shift-smoke,Reviewer1LocalizedRewardShift-v0,Reviewer1LocalizedRewardShift-v0,native_gymnasium_observation,count_gated_tau_20,11020,eval,12000,12000,-2.4000000000000017,12000,3,-2.4000000000000017,120,0.0,12000,719,0.020014261230143104,0.29879030585289,0,2,3,13.273556300002383,12.910903999996663,0.36265230000572046,12.910903999996663,0.36265230000572046,d1991e82fa1ea0337d3d6296e2c904f22359ea22,1.8.0,d1c23f2e71aa761353c5b3f635ffd119fc8d1e2b9bf91b28fb2bd07506e49edd,True,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0,not-installed,not-installed,0.5583054306498723,0.0,1.0,1.0,326.0,1.0,0.0,0.0,0.975,-0.09750000000000002,0.0,0.7539164528581005,0.24608354714189967,0.0,nan,nan,0.9515682899738749,nan,1.0,1.0,nan,0.0,nan,nan,exact,413.34083333333336,399.54999999999995,memory,326.0,1630.0,14344.0,nan,0.0,0.0,nan,0,4,4,nan,nan,nan,0.49999999749999985,neural,unavailable,unavailable,nan,nan,1.0,unaffected,59.5
reviewer1_localized_reward_shift_smoke,reviewer1_localized_reward_shift_smoke,configs/reviewer1_remaining/smoke/localized_reward_shift.yaml,Reviewer1-localized-reward-shift-smoke,Reviewer1LocalizedRewardShift-v0,Reviewer1LocalizedRewardShift-v0,native_gymnasium_observation,count_gated_tau_20,11020,eval,12000,12000,4.98,12000,4,4.98,2,1.0,12000,719,0.020014261230143104,0.29879030585289,0,2,3,13.273718500000541,12.91106619999482,0.36265230000572046,12.91106619999482,0.36265230000572046,d1991e82fa1ea0337d3d6296e2c904f22359ea22,1.8.0,d1c23f2e71aa761353c5b3f635ffd119fc8d1e2b9bf91b28fb2bd07506e49edd,True,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0,not-installed,not-installed,0.5583054306498723,0.0,1.0,1.0,326.0,0.0,0.0,0.0,0.0,1.0,0.0,0.44359756097560976,0.5564024390243902,0.0,nan,nan,0.5506253073974091,nan,1.0,1.0,nan,0.0,nan,nan,exact,528.4000000000001,528.4000000000001,memory,326.0,1630.0,14344.0,nan,0.0,0.0,nan,3,2,3,nan,nan,nan,0.4999999975,neural,unavailable,unavailable,nan,nan,1.0,unaffected,0.5
reviewer1_localized_reward_shift_smoke,reviewer1_localized_reward_shift_smoke,configs/reviewer1_remaining/smoke/localized_reward_shift.yaml,Reviewer1-localized-reward-shift-smoke,Reviewer1LocalizedRewardShift-v0,Reviewer1LocalizedRewardShift-v0,native_gymnasium_observation,count_gated_tau_20,11020,eval,12020,12020,4.98,12020,1,4.98,2,1.0,12020,720,0.019988468942028704,0.29879030585289,0,3,3,13.485348299996986,12.932381399987207,0.5529669000097783,12.932381399987207,0.5529669000097783,d1991e82fa1ea0337d3d6296e2c904f22359ea22,1.8.0,d1c23f2e71aa761353c5b3f635ffd119fc8d1e2b9bf91b28fb2bd07506e49edd,True,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0,not-installed,not-installed,0.558792998576641,0.0,1.0,1.0,326.0,0.0,0.0,0.0,0.0,1.0,0.0,0.37438905180840665,0.6256109481915934,0.0,nan,nan,0.45050220642924865,nan,1.0,1.0,nan,0.0,nan,nan,exact,474.55,474.55,neural,326.0,1630.0,14344.0,nan,0.0,0.0,nan,3,4,3,nan,nan,nan,0.4999999975,neural,unavailable,unavailable,nan,nan,1.0,unaffected,20.5
reviewer1_localized_reward_shift_smoke,reviewer1_localized_reward_shift_smoke,configs/reviewer1_remaining/smoke/localized_reward_shift.yaml,Reviewer1-localized-reward-shift-smoke,Reviewer1LocalizedRewardShift-v0,Reviewer1LocalizedRewardShift-v0,native_gymnasium_observation,count_gated_tau_20,11020,eval,12020,12020,-2.560000000000002,12020,2,-2.560000000000002,120,0.0,12020,720,0.019988468942028704,0.29879030585289,0,3,3,13.485595699996338,12.93262879998656,0.5529669000097783,12.93262879998656,0.5529669000097783,d1991e82fa1ea0337d3d6296e2c904f22359ea22,1.8.0,d1c23f2e71aa761353c5b3f635ffd119fc8d1e2b9bf91b28fb2bd07506e49edd,True,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0,not-installed,not-installed,0.558792998576641,0.0,1.0,1.0,326.0,1.0,0.0,0.008333333333333333,0.9333333333333333,-0.09333333333333335,0.0,0.7305179176821569,0.269482082317843,0.0,nan,nan,0.9308442788824371,nan,1.0,1.0,nan,0.0,nan,nan,exact,416.7575,407.54999999999995,memory,326.0,1630.0,14344.0,nan,0.0,0.0,nan,1,4,4,nan,nan,nan,0.49999999749999985,neural,unavailable,unavailable,nan,nan,1.0,unaffected,79.5
reviewer1_localized_reward_shift_smoke,reviewer1_localized_reward_shift_smoke,configs/reviewer1_remaining/smoke/localized_reward_shift.yaml,Reviewer1-localized-reward-shift-smoke,Reviewer1LocalizedRewardShift-v0,Reviewer1LocalizedRewardShift-v0,native_gymnasium_observation,count_gated_tau_20,11020,eval,12020,12020,-3.5500000000000016,12020,3,-3.5500000000000016,120,0.0,12020,720,0.019988468942028704,0.29879030585289,0,3,3,13.485763500000758,12.93279659999098,0.5529669000097783,12.93279659999098,0.5529669000097783,d1991e82fa1ea0337d3d6296e2c904f22359ea22,1.8.0,d1c23f2e71aa761353c5b3f635ffd119fc8d1e2b9bf91b28fb2bd07506e49edd,True,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0,not-installed,not-installed,0.558792998576641,0.0,1.0,1.0,326.0,1.0,0.041666666666666664,0.0,0.925,-0.13416666666666668,0.0,0.6984378521523552,0.30156214784764473,0.0,nan,nan,0.9001222998628277,nan,1.0,1.0,nan,0.0,nan,nan,exact,401.4933333333333,382.85,memory,326.0,1630.0,14344.0,nan,0.0,0.0,nan,0,4,4,nan,nan,nan,0.49999999749999985,neural,unavailable,unavailable,nan,nan,1.0,unaffected,79.5
reviewer1_localized_reward_shift_smoke,reviewer1_localized_reward_shift_smoke,configs/reviewer1_remaining/smoke/localized_reward_shift.yaml,Reviewer1-localized-reward-shift-smoke,Reviewer1LocalizedRewardShift-v0,Reviewer1LocalizedRewardShift-v0,native_gymnasium_observation,count_gated_tau_20,11020,eval,12020,12020,-3.020000000000002,12020,4,-3.020000000000002,120,0.0,12020,720,0.019988468942028704,0.29879030585289,0,3,3,13.485946399996465,12.932979499986686,0.5529669000097783,12.932979499986686,0.5529669000097783,d1991e82fa1ea0337d3d6296e2c904f22359ea22,1.8.0,d1c23f2e71aa761353c5b3f635ffd119fc8d1e2b9bf91b28fb2bd07506e49edd,True,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0,not-installed,not-installed,0.558792998576641,0.0,1.0,1.0,326.0,1.0,0.016666666666666666,0.008333333333333333,0.9416666666666667,-0.11083333333333335,0.0,0.769697721640032,0.23030227835996822,0.0,nan,nan,0.9637770881464642,nan,1.0,1.0,nan,0.0,nan,nan,exact,416.65749999999997,387.25,memory,326.0,1630.0,14344.0,nan,0.0,0.0,nan,0,4,4,nan,nan,nan,0.49999999749999985,neural,unavailable,unavailable,nan,nan,1.0,unaffected,79.5
reviewer1_localized_reward_shift_smoke,reviewer1_localized_reward_shift_smoke,configs/reviewer1_remaining/smoke/localized_reward_shift.yaml,Reviewer1-localized-reward-shift-smoke,Reviewer1LocalizedRewardShift-v0,Reviewer1LocalizedRewardShift-v0,native_gymnasium_observation,count_gated_tau_20,11020,train,12020,,,12020,146,-1.1200000000000006,33,0.0,12020,720,0.019988468942028704,0.29879030585289,0,3,3,13.487309500000265,12.934342599990487,0.5529669000097783,12.934342599990487,0.5529669000097783,d1991e82fa1ea0337d3d6296e2c904f22359ea22,1.8.0,d1c23f2e71aa761353c5b3f635ffd119fc8d1e2b9bf91b28fb2bd07506e49edd,True,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0,not-installed,not-installed,0.558792998576641,0.0,1.0,1.0,326.0,1.0,0.06060606060606061,0.0,0.5151515151515151,-0.11212121212121212,0.0,0.7274653005549073,0.27253469944509273,0.0,nan,nan,0.9223855568696633,nan,1.0,1.0,nan,0.0,nan,nan,exact,281.0969696969697,403.3,memory,326.0,1630.0,14344.0,nan,0.0,0.0,nan,,,,,,,,,,,,,,,
reviewer1_localized_reward_shift_smoke,reviewer1_localized_reward_shift_smoke,configs/reviewer1_remaining/smoke/localized_reward_shift.yaml,Reviewer1-localized-reward-shift-smoke,Reviewer1LocalizedRewardShift-v0,Reviewer1LocalizedRewardShift-v0,native_gymnasium_observation,count_gated_tau_20,11021,train,120,,,120,1,-9.879999999999976,120,0.0,120,0,nan,nan,0,0,3,0.09387620000052266,0.09387620000052266,0.0,0.09387620000052266,0.0,d1991e82fa1ea0337d3d6296e2c904f22359ea22,1.8.0,d1c23f2e71aa761353c5b3f635ffd119fc8d1e2b9bf91b28fb2bd07506e49edd,True,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0,not-installed,not-installed,0.13043478260869565,0.0,1.0,1.0,25.0,1.0,0.23333333333333334,0.10833333333333334,0.175,-0.25083333333333335,0.975,0.003260869565217391,0.021739130434782608,0.0,nan,nan,0.003482300589373555,nan,0.025,0.025,nan,0.0,nan,nan,unsupported,30.626666666666665,20.75,none,25.0,125.0,1100.0,nan,0.0,0.0,nan,,,,,,,,,,,,,,,
reviewer1_localized_reward_shift_smoke,reviewer1_localized_reward_shift_smoke,configs/reviewer1_remaining/smoke/localized_reward_shift.yaml,Reviewer1-localized-reward-shift-smoke,Reviewer1LocalizedRewardShift-v0,Reviewer1LocalizedRewardShift-v0,native_gymnasium_observation,count_gated_tau_20,11021,train,240,,,240,2,-6.859999999999978,120,0.0,240,0,nan,nan,0,0,3,0.16843019999942044,0.16843019999942044,0.0,0.16843019999942044,0.0,d1991e82fa1ea0337d3d6296e2c904f22359ea22,1.8.0,d1c23f2e71aa761353c5b3f635ffd119fc8d1e2b9bf91b28fb2bd07506e49edd,True,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0,not-installed,not-installed,0.13043478260869565,0.0,1.0,1.0,42.0,1.0,0.15,0.03333333333333333,0.23333333333333334,-0.17333333333333334,0.0,0.13043478260869562,0.8695652173913045,0.0,nan,nan,0.1392920235749422,nan,1.0,1.0,nan,0.0,nan,nan,exact,26.492499999999996,18.4,neural,42.0,210.0,1848.0,nan,0.0,0.0,nan,,,,,,,,,,,,,,,
reviewer1_localized_reward_shift_smoke,reviewer1_localized_reward_shift_smoke,configs/reviewer1_remaining/smoke/localized_reward_shift.yaml,Reviewer1-localized-reward-shift-smoke,Reviewer1LocalizedRewardShift-v0,Reviewer1LocalizedRewardShift-v0,native_gymnasium_observation,count_gated_tau_20,11021,train,360,,,360,3,-7.349999999999984,120,0.0,360,0,nan,nan,0,0,3,0.23837859999912325,0.23837859999912325,0.0,0.23837859999912325,0.0,d1991e82fa1ea0337d3d6296e2c904f22359ea22,1.8.0,d1c23f2e71aa761353c5b3f635ffd119fc8d1e2b9bf91b28fb2bd07506e49edd,True,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0,not-installed,not-installed,0.20624303232998886,0.0,1.0,1.0,58.0,1.0,0.14166666666666666,0.10833333333333334,0.25833333333333336,-0.1675,0.0,0.2233742103307321,0.7766257896692679,0.0,nan,nan,0.2554300152708265,nan,1.0,1.0,nan,0.0,nan,nan,exact,29.002499999999998,17.799999999999997,neural,58.0,290.0,2552.0,nan,0.0,0.0,nan,,,,,,,,,,,,,,,
