environment,agent,metric,n_seeds,minimum,maximum,median,mad,skew,excess_kurtosis,catastrophic_low_outliers,catastrophic_high_outliers,heavy_tail_flag
FourRooms-11-slip-unseen-goals,count_gated_tau_20,return_auc,30,-3.536023809523806,-3.029499999999997,-3.303904761904758,0.09739285714285684,0.05515289687432838,-0.7554907367695871,0,0,False
FourRooms-11-slip-unseen-goals,count_gated_tau_20,mean_return,30,-3.714999999999997,-2.4519999999999964,-3.0388333333333293,0.20183333333333486,-0.09351893829939448,-0.1677153894179817,0,0,False
FourRooms-11-slip-unseen-goals,fixed_hybrid,return_auc,30,-3.577166666666664,-3.0664285714285677,-3.3613571428571394,0.07217857142857098,0.3485624063952719,0.05511827279410486,0,0,False
FourRooms-11-slip-unseen-goals,fixed_hybrid,mean_return,30,-3.955999999999997,-2.1046666666666622,-3.0724999999999962,0.3663333333333334,0.25886128749983,-0.5385090673579782,0,0,False
FourRooms-11-slip-unseen-goals,random,return_auc,30,-1.8663095238095182,-1.42678571428571,-1.688214285714281,0.054833333333332956,0.35676269859026866,0.3906396853950831,0,0,False
FourRooms-11-slip-unseen-goals,random,mean_return,30,-2.1129999999999938,-1.2093333333333298,-1.7761666666666618,0.0933333333333336,0.5834824478839251,0.932083123591215,0,0,False
FourRooms-11-slip-unseen-goals,reliability_gated,return_auc,30,-3.589142857142854,-2.8309523809523776,-3.383416666666663,0.09244047619047624,1.2576958675173608,2.0872299282102738,0,0,False
FourRooms-11-slip-unseen-goals,reliability_gated,mean_return,30,-4.054666666666664,-2.529999999999997,-3.1713333333333296,0.20650000000000035,-0.3372194595384872,0.00991371724745127,0,0,False
FourRooms-11-slip-unseen-goals,support_abstain_tau_20,return_auc,30,-1.8578809523809467,-1.5146666666666622,-1.6644523809523766,0.07192857142857079,-0.22702280232268798,-0.6722989251436697,0,0,False
FourRooms-11-slip-unseen-goals,support_abstain_tau_20,mean_return,30,-2.0949999999999944,-1.0256666666666636,-1.705999999999995,0.14883333333333304,0.47690557133959105,0.12986109453265593,0,0,False
FourRooms-11-slip-unseen-goals,tabular,return_auc,30,-1.869785714285709,-1.520738095238091,-1.6721785714285666,0.033357142857142974,-0.4076520504487697,0.7439989844476793,0,0,False
FourRooms-11-slip-unseen-goals,tabular,mean_return,30,-2.2006666666666606,-1.189666666666663,-1.7514999999999947,0.11800000000000033,0.5303311644285615,0.652137689093752,0,0,False
FourRooms-11-slip-unseen-goals,validated_dqn,return_auc,30,-3.5794999999999964,-2.9485952380952343,-3.329749999999996,0.1368690476190484,0.2642178047563947,-0.8996342393211005,0,0,False
FourRooms-11-slip-unseen-goals,validated_dqn,mean_return,30,-3.985333333333331,-2.649333333333331,-3.0634999999999963,0.19016666666666615,-0.7575714603217009,-0.2442118684433905,0,0,False
