environment,agent,seed,checkpoint,mean_return,success_rate,mean_length,elapsed_seconds,environment_steps,gradient_updates,training_elapsed_seconds,evaluation_elapsed_seconds,mean_gate,support_abstention_rate,global_tabular_error,global_neural_error,visited_states,eval_checkpoint,eval_return,train_steps,seconds_per_1000_steps,return_auc,success_rate_auc,experiment_name,config_file,environment_id,resolved_environment_id,observation_representation,git_commit_hash,package_version,python_version,torch_version,numpy_version,gymnasium_version,minigrid_version
FourRooms-11-slip-unseen-goals,count_gated_tau_20,300,16000,-2.901666666666663,0.13333333333333333,201.1,48.34252779999952,16000,969,20.23978360000183,28.102744199997687,0.2552639191395058,0.0,1.0,1.0,2036.0,16000,-2.901666666666663,16000,1.2649864750001143,-3.178214285714282,0.1523809523809524,mlwa_support_abstention_replication,configs/support_abstention_replication.json,StructuredFourRooms-v0,StructuredFourRooms-v0,native_gymnasium_observation,a867c4bd9a5206204e82b235e92cf9a3500d38ba,1.3.0.dev0,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0
FourRooms-11-slip-unseen-goals,count_gated_tau_20,301,16000,-3.4249999999999963,0.06666666666666667,210.6,49.6076490000014,16000,969,20.64795949999825,28.95968950000315,0.2739557691661284,0.0,1.0,1.0,2023.0,16000,-3.4249999999999963,16000,1.2904974687498907,-3.284380952380949,0.11190476190476191,mlwa_support_abstention_replication,configs/support_abstention_replication.json,StructuredFourRooms-v0,StructuredFourRooms-v0,native_gymnasium_observation,a867c4bd9a5206204e82b235e92cf9a3500d38ba,1.3.0.dev0,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0
FourRooms-11-slip-unseen-goals,count_gated_tau_20,302,16000,-2.7859999999999987,0.3333333333333333,174.93333333333334,62.67768180000349,16000,969,27.600768200001767,35.07691360000172,0.2745336324508573,0.0,1.0,1.0,1990.0,16000,-2.7859999999999987,16000,1.7250480125001104,-3.249095238095235,0.1357142857142857,mlwa_support_abstention_replication,configs/support_abstention_replication.json,StructuredFourRooms-v0,StructuredFourRooms-v0,native_gymnasium_observation,a867c4bd9a5206204e82b235e92cf9a3500d38ba,1.3.0.dev0,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0
FourRooms-11-slip-unseen-goals,count_gated_tau_20,303,16000,-2.492999999999995,0.2,186.23333333333332,33.14280130000043,16000,969,14.766657899996062,18.376143400004366,0.2698821319197892,0.0,1.0,1.0,1910.0,16000,-2.492999999999995,16000,0.9229161187497539,-3.3049523809523773,0.10238095238095239,mlwa_support_abstention_replication,configs/support_abstention_replication.json,StructuredFourRooms-v0,StructuredFourRooms-v0,native_gymnasium_observation,a867c4bd9a5206204e82b235e92cf9a3500d38ba,1.3.0.dev0,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0
FourRooms-11-slip-unseen-goals,count_gated_tau_20,304,16000,-2.7483333333333295,0.2,200.3,46.07394419999764,16000,969,22.157981099993776,23.915963100003864,0.2562474343674716,0.0,1.0,1.0,2001.0,16000,-2.7483333333333295,16000,1.384873818749611,-3.3383095238095204,0.1238095238095238,mlwa_support_abstention_replication,configs/support_abstention_replication.json,StructuredFourRooms-v0,StructuredFourRooms-v0,native_gymnasium_observation,a867c4bd9a5206204e82b235e92cf9a3500d38ba,1.3.0.dev0,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0
FourRooms-11-slip-unseen-goals,count_gated_tau_20,305,16000,-2.660333333333328,0.13333333333333333,199.23333333333332,46.85732360000111,16000,969,21.211096700008056,25.646226899993053,0.2622373968132968,0.0,1.0,1.0,2073.0,16000,-2.660333333333328,16000,1.3256935437505035,-3.0904285714285677,0.1238095238095238,mlwa_support_abstention_replication,configs/support_abstention_replication.json,StructuredFourRooms-v0,StructuredFourRooms-v0,native_gymnasium_observation,a867c4bd9a5206204e82b235e92cf9a3500d38ba,1.3.0.dev0,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0
FourRooms-11-slip-unseen-goals,count_gated_tau_20,306,16000,-2.580333333333329,0.26666666666666666,188.23333333333332,36.843969300000026,16000,969,16.659384700000373,20.184584599999653,0.2470157611895208,0.0,1.0,1.0,2075.0,16000,-2.580333333333329,16000,1.0412115437500233,-3.168119047619045,0.14523809523809525,mlwa_support_abstention_replication,configs/support_abstention_replication.json,StructuredFourRooms-v0,StructuredFourRooms-v0,native_gymnasium_observation,a867c4bd9a5206204e82b235e92cf9a3500d38ba,1.3.0.dev0,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0
FourRooms-11-slip-unseen-goals,count_gated_tau_20,307,16000,-2.8673333333333297,0.1,199.56666666666666,60.05571950000012,16000,969,27.33260759999393,32.72311190000619,0.2507449082973009,0.0,1.0,1.0,2186.0,16000,-2.8673333333333297,16000,1.7082879749996207,-3.435976190476187,0.09285714285714286,mlwa_support_abstention_replication,configs/support_abstention_replication.json,StructuredFourRooms-v0,StructuredFourRooms-v0,native_gymnasium_observation,a867c4bd9a5206204e82b235e92cf9a3500d38ba,1.3.0.dev0,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0
FourRooms-11-slip-unseen-goals,count_gated_tau_20,308,16000,-3.0863333333333296,0.1,209.36666666666667,42.81464009999763,16000,969,18.44830159999765,24.366338499999983,0.278272022279343,0.0,1.0,1.0,1952.0,16000,-3.0863333333333296,16000,1.153018849999853,-3.303142857142854,0.09285714285714286,mlwa_support_abstention_replication,configs/support_abstention_replication.json,StructuredFourRooms-v0,StructuredFourRooms-v0,native_gymnasium_observation,a867c4bd9a5206204e82b235e92cf9a3500d38ba,1.3.0.dev0,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0
FourRooms-11-slip-unseen-goals,count_gated_tau_20,309,16000,-2.895666666666664,0.16666666666666666,196.83333333333334,51.88049270000192,16000,969,23.543786200003524,28.3367064999984,0.289596518991573,0.0,1.0,1.0,1891.0,16000,-2.895666666666664,16000,1.4714866375002202,-3.2739047619047588,0.13333333333333333,mlwa_support_abstention_replication,configs/support_abstention_replication.json,StructuredFourRooms-v0,StructuredFourRooms-v0,native_gymnasium_observation,a867c4bd9a5206204e82b235e92cf9a3500d38ba,1.3.0.dev0,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0
