environment,agent,seed,checkpoint,mean_return,success_rate,mean_length,elapsed_seconds,environment_steps,gradient_updates,training_elapsed_seconds,evaluation_elapsed_seconds,mean_gate,support_abstention_rate,global_tabular_error,global_neural_error,visited_states,failure_rate,collision_rate,risk_zone_rate,idle_rate,risk_adjusted_score,unsupported_state_ratio,memory_branch_usage_ratio,neural_branch_usage_ratio,abstention_ratio,adaptive_alpha_mean,adaptive_alpha_iqr,support_score_mean,uncertainty_score_mean,inference_time_us_per_decision_mean,inference_time_us_per_decision_median,memory_cost_states,memory_cost_entries,memory_cost_bytes_estimated,eval_checkpoint,eval_return,train_steps,seconds_per_1000_steps,return_auc,success_rate_auc,experiment_name,config_file,environment_id,resolved_environment_id,observation_representation,git_commit_hash,package_version,python_version,torch_version,numpy_version,gymnasium_version,minigrid_version
ApplicationNavigation-deployment-goal-shift,feature_distance_support_gate,600,12000,-2.185666666666667,0.16666666666666666,104.03333333333333,34.52302550000013,12000,719,16.549230600000556,17.973794899999575,0.6888671403685338,0.0,1.0,1.0,198.0,0.8333333333333334,0.02242424242424241,0.03505050505050504,0.7678282828282829,0.06745959595959598,0.26666666666666666,0.5295636098410544,0.4704363901589455,0.0,,,0.5295636098410544,,971.5902929292929,829.7249999999999,198.0,990.0,8712.0,12000,-2.185666666666667,12000,1.3791025500000462,-2.318733333333333,0.20333333333333334,asoc_feature_distance_support_30seed,C:/Users/Ercan/Desktop/reinforcement/configs/approx_support/feature_distance_support_30seed.yaml,ApplicationNavigationSupportShift-v0,ApplicationNavigationSupportShift-v0,native_gymnasium_observation,0f8459261c4fed1e7039ea2905cfcde4d922ebed,1.4.0,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0
ApplicationNavigation-deployment-goal-shift,feature_distance_support_gate,601,12000,-2.8899999999999997,0.3,92.8,34.005885000000035,12000,719,16.59585960000004,17.410025399999995,0.6878599751637976,0.0,1.0,1.0,201.0,0.7,0.13013319413817956,0.013279054916985937,0.5137652318676414,0.11849028267505626,0.3,0.5124418910723125,0.4875581089276873,0.0,,,0.5124418910723125,,1013.4451686519138,848.125,201.0,1005.0,8844.0,12000,-2.8899999999999997,12000,1.3829883000000034,-2.417233333333333,0.26999999999999996,asoc_feature_distance_support_30seed,C:/Users/Ercan/Desktop/reinforcement/configs/approx_support/feature_distance_support_30seed.yaml,ApplicationNavigationSupportShift-v0,ApplicationNavigationSupportShift-v0,native_gymnasium_observation,0f8459261c4fed1e7039ea2905cfcde4d922ebed,1.4.0,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0
ApplicationNavigation-deployment-goal-shift,feature_distance_support_gate,602,12000,-1.315,0.23333333333333334,99.63333333333334,34.52646410000034,12000,719,16.41644790000055,18.11001619999979,0.6888025424877333,0.0,1.0,1.0,190.0,0.7666666666666667,0.00433933933933933,0.04749999999999999,0.8216441986451061,0.14682957412948341,0.4666666666666667,0.41592930261736866,0.5840706973826312,0.0,,,0.41592930261736866,,969.0289792719216,819.175,190.0,950.0,8360.0,12000,-1.315,12000,1.3680373250000457,-2.3914999999999993,0.15000000000000002,asoc_feature_distance_support_30seed,C:/Users/Ercan/Desktop/reinforcement/configs/approx_support/feature_distance_support_30seed.yaml,ApplicationNavigationSupportShift-v0,ApplicationNavigationSupportShift-v0,native_gymnasium_observation,0f8459261c4fed1e7039ea2905cfcde4d922ebed,1.4.0,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0
ApplicationNavigation-deployment-goal-shift,feature_distance_support_gate,603,12000,-1.8736666666666675,0.16666666666666666,101.6,34.92041709999967,12000,719,16.539324399999714,18.381092699999957,0.6883144984021137,0.0,1.0,1.0,199.0,0.8333333333333334,0.016944444444444436,0.025833333333333323,0.6661111111111111,0.08311111111111112,0.5666666666666667,0.34486555696443755,0.6551344430355622,0.0,,,0.34486555696443755,,1001.7887009803922,844.5,199.0,995.0,8756.0,12000,-1.8736666666666675,12000,1.3782770333333094,-2.3107,0.15,asoc_feature_distance_support_30seed,C:/Users/Ercan/Desktop/reinforcement/configs/approx_support/feature_distance_support_30seed.yaml,ApplicationNavigationSupportShift-v0,ApplicationNavigationSupportShift-v0,native_gymnasium_observation,0f8459261c4fed1e7039ea2905cfcde4d922ebed,1.4.0,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0
ApplicationNavigation-deployment-goal-shift,feature_distance_support_gate,604,12000,-2.006666666666667,0.4666666666666667,72.0,31.598913599999836,12000,719,16.431535199999416,15.167378400000416,0.6890560493231334,0.0,1.0,1.0,195.0,0.5333333333333333,0.10748366013071894,0.009542483660130717,0.24757350094509348,0.33442565644143835,0.5,0.39777778317183776,0.6022222168281621,0.0,,,0.39777778317183776,,884.2214164878959,818.4499999999999,195.0,975.0,8580.0,12000,-2.006666666666667,12000,1.3692945999999513,-3.406799999999999,0.2966666666666667,asoc_feature_distance_support_30seed,C:/Users/Ercan/Desktop/reinforcement/configs/approx_support/feature_distance_support_30seed.yaml,ApplicationNavigationSupportShift-v0,ApplicationNavigationSupportShift-v0,native_gymnasium_observation,0f8459261c4fed1e7039ea2905cfcde4d922ebed,1.4.0,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0
ApplicationNavigation-deployment-goal-shift,feature_distance_support_gate,605,12000,-5.615333333333334,0.23333333333333334,93.06666666666666,33.518991599999936,12000,719,16.36898690000089,17.150004699999045,0.687356482422694,0.0,1.0,1.0,198.0,0.7666666666666667,0.17777777777777776,0.00194444444444444,0.4647222222222222,0.009083333333333344,0.3333333333333333,0.48568528106107905,0.5143147189389208,0.0,,,0.48568528106107905,,925.9780555555556,823.2,198.0,990.0,8712.0,12000,-5.615333333333334,12000,1.3640822416667409,-5.542033333333333,0.23333333333333334,asoc_feature_distance_support_30seed,C:/Users/Ercan/Desktop/reinforcement/configs/approx_support/feature_distance_support_30seed.yaml,ApplicationNavigationSupportShift-v0,ApplicationNavigationSupportShift-v0,native_gymnasium_observation,0f8459261c4fed1e7039ea2905cfcde4d922ebed,1.4.0,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0
ApplicationNavigation-deployment-goal-shift,feature_distance_support_gate,606,12000,-2.624333333333333,0.36666666666666664,84.83333333333333,33.92446329999984,12000,719,16.635604599999624,17.28885870000022,0.6895030667231156,0.0,1.0,1.0,196.0,0.6333333333333333,0.10293706293706292,0.042008547008547,0.4148562959674071,0.22224397413286304,0.43333333333333335,0.4287175193589331,0.5712824806410668,0.0,,,0.4287175193589331,,945.7247324568436,827.4,196.0,980.0,8624.0,12000,-2.624333333333333,12000,1.386300383333302,-2.1711666666666667,0.2,asoc_feature_distance_support_30seed,C:/Users/Ercan/Desktop/reinforcement/configs/approx_support/feature_distance_support_30seed.yaml,ApplicationNavigationSupportShift-v0,ApplicationNavigationSupportShift-v0,native_gymnasium_observation,0f8459261c4fed1e7039ea2905cfcde4d922ebed,1.4.0,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0
ApplicationNavigation-deployment-goal-shift,feature_distance_support_gate,607,12000,-6.248666666666667,0.36666666666666664,85.23333333333333,31.504785999999967,12000,719,16.07163089999949,15.433155100000477,0.6876578511814038,0.0,1.0,1.0,189.0,0.6333333333333333,0.28204455036296466,0.00287878787878787,0.23838235294117646,0.060783881009584345,0.3333333333333333,0.4918249666331032,0.5081750333668966,0.0,,,0.4918249666331032,,902.2362447654292,833.225,189.0,945.0,8316.0,12000,-6.248666666666667,12000,1.3393025749999576,-4.035333333333333,0.33,asoc_feature_distance_support_30seed,C:/Users/Ercan/Desktop/reinforcement/configs/approx_support/feature_distance_support_30seed.yaml,ApplicationNavigationSupportShift-v0,ApplicationNavigationSupportShift-v0,native_gymnasium_observation,0f8459261c4fed1e7039ea2905cfcde4d922ebed,1.4.0,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0
ApplicationNavigation-deployment-goal-shift,feature_distance_support_gate,608,12000,-3.946,0.3333333333333333,81.66666666666667,32.85383879999972,12000,719,16.182627100000445,16.671211699999276,0.6890824032327545,0.0,1.0,1.0,195.0,0.6666666666666666,0.1584920634920635,0.01408730158730158,0.3499206349206349,0.1398492063492064,0.3,0.5082695475159181,0.4917304524840817,0.0,,,0.5082695475159181,,995.9468293650793,833.4000000000001,195.0,975.0,8580.0,12000,-3.946,12000,1.3485522583333704,-4.2213,0.23,asoc_feature_distance_support_30seed,C:/Users/Ercan/Desktop/reinforcement/configs/approx_support/feature_distance_support_30seed.yaml,ApplicationNavigationSupportShift-v0,ApplicationNavigationSupportShift-v0,native_gymnasium_observation,0f8459261c4fed1e7039ea2905cfcde4d922ebed,1.4.0,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0
ApplicationNavigation-deployment-goal-shift,feature_distance_support_gate,609,12000,0.05899999999999916,0.4,75.33333333333333,33.78320480000002,12000,719,16.391855900000337,17.391348899999684,0.6888719490203897,0.0,1.0,1.0,197.0,0.6,0.015833333333333324,0.0005555555555555534,0.4187085137085137,0.34229581529581526,0.3,0.5132763049546321,0.48672369504536783,0.0,,,0.5132763049546321,,948.0633196248197,851.2,197.0,985.0,8668.0,12000,0.05899999999999916,12000,1.3659879916666948,-2.5172000000000003,0.19666666666666666,asoc_feature_distance_support_30seed,C:/Users/Ercan/Desktop/reinforcement/configs/approx_support/feature_distance_support_30seed.yaml,ApplicationNavigationSupportShift-v0,ApplicationNavigationSupportShift-v0,native_gymnasium_observation,0f8459261c4fed1e7039ea2905cfcde4d922ebed,1.4.0,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0
