agent,metric,n_environments,mean_environment_rank,median_environment_rank,best_environment_rank,worst_environment_rank
feature_distance_support_gate,return_auc,1,1.0,1.0,1.0,1.0
feature_distance_support_gate,success_rate_auc,1,1.0,1.0,1.0,1.0
feature_distance_support_gate,mean_return,1,1.0,1.0,1.0,1.0
