report_family,evidence_class,environment,environment_key,contrast,contrast_status,left,right,metric,n_pairs,mean_difference,median_difference,bootstrap_ci_low,bootstrap_ci_high,cohen_dz,rank_biserial,paired_t_p,wilcoxon_p,wins,losses,ties,source_file,source_column,paired_t_holm_p,wilcoxon_holm_p
reviewer1_comment8_support_final.application_goal_shift,replication,support-final-application-goal-shift,application_goal_shift,frozen_embedding_s1_vs_exact_count_gate,secondary_replication,frozen_embedding_s1,exact_count_gate,normalized_return_auc,30,1.4981816666666667,1.6411000000000002,1.181606722222222,1.791260819444444,1.737938726856372,0.9526881720430107,1.9947988063089663e-10,1.0244548320770264e-07,29,1,0,results/reviewer1_remaining/support_final/seed_metrics.csv,normalized_return_auc,1.595839045047173e-09,7.171183824539185e-07
reviewer1_comment8_support_final.application_goal_shift,replication,support-final-application-goal-shift,application_goal_shift,frozen_embedding_s1_vs_raw_normalized_s1,secondary_replication,frozen_embedding_s1,raw_normalized_s1,normalized_return_auc,30,-0.7062299999999998,-0.48165833333333297,-1.0928010277777778,-0.34312358333333337,-0.6736966752542368,-0.6989247311827957,0.0009217632274982328,0.00046010687947273254,6,24,0,results/reviewer1_remaining/support_final/seed_metrics.csv,normalized_return_auc,0.0009217632274982328,0.0009202137589454651
reviewer1_comment8_support_final.application_goal_shift,replication,support-final-application-goal-shift,application_goal_shift,gaussian_affinity_executed_vs_exact_count_gate,secondary_replication,gaussian_affinity_executed,exact_count_gate,normalized_return_auc,30,1.6282927777777778,1.3689,1.3641782361111114,1.9082002361111106,2.1143491922986315,1.0,2.1387789191613934e-12,1.862645149230957e-09,30,0,0,results/reviewer1_remaining/support_final/seed_metrics.csv,normalized_return_auc,2.1387789191613933e-11,2.2351741790771484e-08
reviewer1_comment8_support_final.application_goal_shift,replication,support-final-application-goal-shift,application_goal_shift,gaussian_density_s3_vs_exact_count_gate,secondary_replication,gaussian_density_s3,exact_count_gate,normalized_return_auc,30,-2.413475555555555,-1.6567999999999994,-3.3656322777777765,-1.5103826666666669,-0.903747698512782,-0.8623655913978494,2.914596579416694e-05,5.144625902175903e-06,4,26,0,results/reviewer1_remaining/support_final/seed_metrics.csv,normalized_return_auc,0.00011658386317666776,3.086775541305542e-05
reviewer1_comment8_support_final.application_goal_shift,replication,support-final-application-goal-shift,application_goal_shift,gaussian_density_s3_vs_raw_normalized_s1,secondary_replication,gaussian_density_s3,raw_normalized_s1,normalized_return_auc,30,-4.617887222222222,-3.473458333333333,-5.622613527777778,-3.671375347222223,-1.6399740762348671,-1.0,7.101967719943002e-10,1.862645149230957e-09,0,30,0,results/reviewer1_remaining/support_final/seed_metrics.csv,normalized_return_auc,4.971377403960101e-09,2.2351741790771484e-08
reviewer1_comment8_support_final.application_goal_shift,replication,support-final-application-goal-shift,application_goal_shift,mahalanobis_s1_vs_exact_count_gate,secondary_replication,mahalanobis_s1,exact_count_gate,normalized_return_auc,30,1.236783888888889,1.1823749999999997,0.7255017916666666,1.766053430555555,0.8438862311315294,0.7634408602150538,7.241433143832347e-05,9.90256667137146e-05,24,6,0,results/reviewer1_remaining/support_final/seed_metrics.csv,normalized_return_auc,0.0002172429943149704,0.0002970770001411438
reviewer1_comment8_support_final.application_goal_shift,replication,support-final-application-goal-shift,application_goal_shift,mahalanobis_s1_vs_raw_normalized_s1,secondary_replication,mahalanobis_s1,raw_normalized_s1,normalized_return_auc,30,-0.9676277777777779,-0.7716749999999996,-1.4005606944444442,-0.5275948055555556,-0.7795652431011866,-0.6860215053763441,0.00019142670295287467,0.0006084088236093521,8,22,0,results/reviewer1_remaining/support_final/seed_metrics.csv,normalized_return_auc,0.00038285340590574934,0.0009202137589454651
reviewer1_comment8_support_final.application_goal_shift,replication,support-final-application-goal-shift,application_goal_shift,raw_normalized_s1_vs_dqn,reference_replication,raw_normalized_s1,dqn,normalized_return_auc,30,2.2044116666666667,2.005675,1.9087308611111107,2.5294589999999997,2.5170603731857053,1.0,2.898021732013309e-14,1.862645149230957e-09,30,0,0,results/reviewer1_remaining/support_final/seed_metrics.csv,normalized_return_auc,3.477626078415971e-13,2.2351741790771484e-08
reviewer1_comment8_support_final.application_goal_shift,replication,support-final-application-goal-shift,application_goal_shift,raw_normalized_s1_vs_exact_count_gate,primary_replication,raw_normalized_s1,exact_count_gate,normalized_return_auc,30,2.2044116666666667,2.005675,1.9087308611111107,2.5294589999999997,2.5170603731857053,1.0,2.898021732013309e-14,1.862645149230957e-09,30,0,0,results/reviewer1_remaining/support_final/seed_metrics.csv,normalized_return_auc,3.477626078415971e-13,2.2351741790771484e-08
reviewer1_comment8_support_final.application_goal_shift,replication,support-final-application-goal-shift,application_goal_shift,raw_normalized_s1_vs_gaussian_affinity_executed,secondary_replication,raw_normalized_s1,gaussian_affinity_executed,normalized_return_auc,30,0.5761188888888886,0.5873166666666663,0.36189041666666644,0.7955275833333332,0.9407415854668458,0.8494623655913979,1.659463637495003e-05,7.994472980499268e-06,25,5,0,results/reviewer1_remaining/support_final/seed_metrics.csv,normalized_return_auc,8.297318187475016e-05,3.997236490249634e-05
reviewer1_comment8_support_final.application_goal_shift,replication,support-final-application-goal-shift,application_goal_shift,raw_normalized_s1_vs_tabular,reference_replication,raw_normalized_s1,tabular,normalized_return_auc,30,-1.3298372222222277,-1.341883333333339,-1.565879125000006,-1.0818231944444503,-1.9127922348465798,-0.9913978494623656,2.270221716225944e-11,5.587935447692871e-09,1,29,0,results/reviewer1_remaining/support_final/seed_metrics.csv,normalized_return_auc,2.0431995446033494e-10,4.470348358154297e-08
reviewer1_comment8_support_final.application_goal_shift,replication,support-final-application-goal-shift,application_goal_shift,tolerance_knn_executed_vs_exact_count_gate,secondary_replication,tolerance_knn_executed,exact_count_gate,normalized_return_auc,30,1.080901666666667,1.1968083333333341,0.6850301805555561,1.465200680555555,0.9697203915234633,0.8150537634408602,1.0677006199538834e-05,2.366676926612854e-05,26,4,0,results/reviewer1_remaining/support_final/seed_metrics.csv,normalized_return_auc,6.4062037197233e-05,9.466707706451416e-05
reviewer1_comment8_support_final.independent_observation_shift,replication,support-final-observation-shift,independent_observation_shift,frozen_embedding_s1_vs_exact_count_gate,secondary_replication,frozen_embedding_s1,exact_count_gate,normalized_return_auc,30,0.4709354166666669,0.5042187499999999,0.3852066145833335,0.5548064583333335,1.9413175248898327,1.0,1.610345450028044e-11,1.862645149230957e-09,30,0,0,results/reviewer1_remaining/support_final/seed_metrics.csv,normalized_return_auc,1.1272418150196307e-10,2.2351741790771484e-08
reviewer1_comment8_support_final.independent_observation_shift,replication,support-final-observation-shift,independent_observation_shift,frozen_embedding_s1_vs_raw_normalized_s1,secondary_replication,frozen_embedding_s1,raw_normalized_s1,normalized_return_auc,30,-0.014991666666666625,0.023562500000000375,-0.09337135416666649,0.06022734375000002,-0.0690364267281783,-0.03655913978494624,0.7080892590635474,0.871207794174552,16,14,0,results/reviewer1_remaining/support_final/seed_metrics.csv,normalized_return_auc,0.7080892590635474,0.871207794174552
reviewer1_comment8_support_final.independent_observation_shift,replication,support-final-observation-shift,independent_observation_shift,gaussian_affinity_executed_vs_exact_count_gate,secondary_replication,gaussian_affinity_executed,exact_count_gate,normalized_return_auc,30,0.38897500000000007,0.36234374999999985,0.2969871875000001,0.48400109375,1.4794757196143258,0.9655913978494624,6.171985334128379e-09,4.6566128730773926e-08,28,2,0,results/reviewer1_remaining/support_final/seed_metrics.csv,normalized_return_auc,3.085992667064189e-08,2.3283064365386963e-07
reviewer1_comment8_support_final.independent_observation_shift,replication,support-final-observation-shift,independent_observation_shift,gaussian_density_s3_vs_exact_count_gate,secondary_replication,gaussian_density_s3,exact_count_gate,normalized_return_auc,30,0.094616666666667,0.12146875000000024,0.015124531250000232,0.1696776562500004,0.42741861396134684,0.4924731182795699,0.026312202418637996,0.017453668639063835,20,10,0,results/reviewer1_remaining/support_final/seed_metrics.csv,normalized_return_auc,0.07893660725591399,0.06981467455625534
reviewer1_comment8_support_final.independent_observation_shift,replication,support-final-observation-shift,independent_observation_shift,gaussian_density_s3_vs_raw_normalized_s1,secondary_replication,gaussian_density_s3,raw_normalized_s1,normalized_return_auc,30,-0.3913104166666665,-0.3780624999999995,-0.4755783333333331,-0.30943927083333345,-1.6560433897820208,-0.9870967741935484,5.751610358025498e-10,9.313225746154785e-09,2,28,0,results/reviewer1_remaining/support_final/seed_metrics.csv,normalized_return_auc,3.450966214815299e-09,5.587935447692871e-08
reviewer1_comment8_support_final.independent_observation_shift,replication,support-final-observation-shift,independent_observation_shift,mahalanobis_s1_vs_exact_count_gate,secondary_replication,mahalanobis_s1,exact_count_gate,normalized_return_auc,30,0.42435416666666664,0.40359375000000053,0.35394192708333344,0.49815098958333337,2.052849962681112,1.0,4.328802525798879e-12,1.862645149230957e-09,30,0,0,results/reviewer1_remaining/support_final/seed_metrics.csv,normalized_return_auc,3.4630420206391034e-11,2.2351741790771484e-08
reviewer1_comment8_support_final.independent_observation_shift,replication,support-final-observation-shift,independent_observation_shift,mahalanobis_s1_vs_raw_normalized_s1,secondary_replication,mahalanobis_s1,raw_normalized_s1,normalized_return_auc,30,-0.06157291666666669,-0.056437499999999585,-0.13652999999999993,0.010358802083333233,-0.2961375860657812,-0.26881720430107525,0.11562397923783863,0.20540969260036945,13,17,0,results/reviewer1_remaining/support_final/seed_metrics.csv,normalized_return_auc,0.23124795847567725,0.4108193852007389
reviewer1_comment8_support_final.independent_observation_shift,replication,support-final-observation-shift,independent_observation_shift,raw_normalized_s1_vs_dqn,reference_replication,raw_normalized_s1,dqn,normalized_return_auc,30,0.48592708333333345,0.49099999999999966,0.4113160937500001,0.5618460416666667,2.2556745191564684,0.9956989247311828,4.4491627859482e-13,3.725290298461914e-09,29,1,0,results/reviewer1_remaining/support_final/seed_metrics.csv,normalized_return_auc,4.8940790645430205e-12,3.3527612686157227e-08
reviewer1_comment8_support_final.independent_observation_shift,replication,support-final-observation-shift,independent_observation_shift,raw_normalized_s1_vs_exact_count_gate,primary_replication,raw_normalized_s1,exact_count_gate,normalized_return_auc,30,0.48592708333333345,0.49099999999999966,0.4113160937500001,0.5618460416666667,2.2556745191564684,0.9956989247311828,4.4491627859482e-13,3.725290298461914e-09,29,1,0,results/reviewer1_remaining/support_final/seed_metrics.csv,normalized_return_auc,4.8940790645430205e-12,3.3527612686157227e-08
reviewer1_comment8_support_final.independent_observation_shift,replication,support-final-observation-shift,independent_observation_shift,raw_normalized_s1_vs_gaussian_affinity_executed,secondary_replication,raw_normalized_s1,gaussian_affinity_executed,normalized_return_auc,30,0.09695208333333344,0.07928125000000019,0.027821406250000104,0.16693109375000015,0.48758168574890975,0.4666666666666667,0.012281967780083305,0.024786051362752914,18,12,0,results/reviewer1_remaining/support_final/seed_metrics.csv,normalized_return_auc,0.04912787112033322,0.07435815408825874
reviewer1_comment8_support_final.independent_observation_shift,replication,support-final-observation-shift,independent_observation_shift,raw_normalized_s1_vs_tabular,reference_replication,raw_normalized_s1,tabular,normalized_return_auc,30,-0.6039687499999997,-0.5889062499999997,-0.6718374999999996,-0.5389190624999997,-3.2107179244022834,-1.0,5.197198483124682e-17,1.862645149230957e-09,0,30,0,results/reviewer1_remaining/support_final/seed_metrics.csv,normalized_return_auc,6.236638179749619e-16,2.2351741790771484e-08
reviewer1_comment8_support_final.independent_observation_shift,replication,support-final-observation-shift,independent_observation_shift,tolerance_knn_executed_vs_exact_count_gate,secondary_replication,tolerance_knn_executed,exact_count_gate,normalized_return_auc,30,0.44650625000000005,0.41540625000000053,0.3699150000000002,0.5241088020833334,2.0713794937158676,0.9913978494623656,3.495353638744902e-12,5.587935447692871e-09,29,1,0,results/reviewer1_remaining/support_final/seed_metrics.csv,normalized_return_auc,3.145818274870412e-11,3.91155481338501e-08
reviewer1_comment8_support_final.independent_transition_dynamics_shift,replication,support-final-transition-dynamics-shift,independent_transition_dynamics_shift,frozen_embedding_s1_vs_exact_count_gate,secondary_replication,frozen_embedding_s1,exact_count_gate,normalized_return_auc,30,0.38307499999999983,0.3524687499999998,0.2912708854166665,0.4758044270833331,1.4528945900374988,0.9870967741935484,8.915751842766519e-09,9.313225746154785e-09,28,2,0,results/reviewer1_remaining/support_final/seed_metrics.csv,normalized_return_auc,8.024176658489867e-08,1.0244548320770264e-07
reviewer1_comment8_support_final.independent_transition_dynamics_shift,replication,support-final-transition-dynamics-shift,independent_transition_dynamics_shift,frozen_embedding_s1_vs_raw_normalized_s1,secondary_replication,frozen_embedding_s1,raw_normalized_s1,normalized_return_auc,30,-0.03082291666666665,-0.009499999999999786,-0.13679187500000003,0.07286104166666671,-0.10318927535393997,-0.11827956989247312,0.5762906839412869,0.583757072687149,14,16,0,results/reviewer1_remaining/support_final/seed_metrics.csv,normalized_return_auc,1.0,1.0
reviewer1_comment8_support_final.independent_transition_dynamics_shift,replication,support-final-transition-dynamics-shift,independent_transition_dynamics_shift,gaussian_affinity_executed_vs_exact_count_gate,secondary_replication,gaussian_affinity_executed,exact_count_gate,normalized_return_auc,30,0.4245729166666664,0.3965937499999999,0.3340253124999999,0.512246145833333,1.6897880350756123,0.9870967741935484,3.705961103914653e-10,9.313225746154785e-09,28,2,0,results/reviewer1_remaining/support_final/seed_metrics.csv,normalized_return_auc,4.076557214306118e-09,1.0244548320770264e-07
reviewer1_comment8_support_final.independent_transition_dynamics_shift,replication,support-final-transition-dynamics-shift,independent_transition_dynamics_shift,gaussian_density_s3_vs_exact_count_gate,secondary_replication,gaussian_density_s3,exact_count_gate,normalized_return_auc,30,-0.03746458333333333,-0.051281249999999945,-0.11972661458333334,0.03565468749999997,-0.17180007512152992,-0.15268817204301074,0.3544839980173335,0.4771064817905426,14,16,0,results/reviewer1_remaining/support_final/seed_metrics.csv,normalized_return_auc,1.0,1.0
reviewer1_comment8_support_final.independent_transition_dynamics_shift,replication,support-final-transition-dynamics-shift,independent_transition_dynamics_shift,gaussian_density_s3_vs_raw_normalized_s1,secondary_replication,gaussian_density_s3,raw_normalized_s1,normalized_return_auc,30,-0.4513624999999998,-0.4178749999999999,-0.5642922395833333,-0.34261296874999975,-1.4263053166551023,-0.9827956989247312,1.2915525524411363e-08,1.30385160446167e-08,1,29,0,results/reviewer1_remaining/support_final/seed_metrics.csv,normalized_return_auc,1.033242041952909e-07,1.1734664440155029e-07
reviewer1_comment8_support_final.independent_transition_dynamics_shift,replication,support-final-transition-dynamics-shift,independent_transition_dynamics_shift,mahalanobis_s1_vs_exact_count_gate,secondary_replication,mahalanobis_s1,exact_count_gate,normalized_return_auc,30,0.3420479166666666,0.3666875,0.25800843749999997,0.42330718749999985,1.4608807433107753,0.9483870967741935,7.980743061582168e-09,1.30385160446167e-07,27,3,0,results/reviewer1_remaining/support_final/seed_metrics.csv,normalized_return_auc,7.980743061582169e-08,7.82310962677002e-07
reviewer1_comment8_support_final.independent_transition_dynamics_shift,replication,support-final-transition-dynamics-shift,independent_transition_dynamics_shift,mahalanobis_s1_vs_raw_normalized_s1,secondary_replication,mahalanobis_s1,raw_normalized_s1,normalized_return_auc,30,-0.0718499999999999,-0.10937500000000006,-0.18200640624999992,0.04151541666666672,-0.22427048253642828,-0.2989247311827957,0.2291804868454319,0.15794767439365387,10,20,0,results/reviewer1_remaining/support_final/seed_metrics.csv,normalized_return_auc,0.9167219473817276,0.6317906975746155
reviewer1_comment8_support_final.independent_transition_dynamics_shift,replication,support-final-transition-dynamics-shift,independent_transition_dynamics_shift,raw_normalized_s1_vs_dqn,reference_replication,raw_normalized_s1,dqn,normalized_return_auc,30,0.4138979166666665,0.39403124999999983,0.3090998437499997,0.5226917187499996,1.3658324313529668,0.9612903225806452,3.03010096881168e-08,6.146728992462158e-08,27,3,0,results/reviewer1_remaining/support_final/seed_metrics.csv,normalized_return_auc,2.121070678168176e-07,4.917383193969727e-07
reviewer1_comment8_support_final.independent_transition_dynamics_shift,replication,support-final-transition-dynamics-shift,independent_transition_dynamics_shift,raw_normalized_s1_vs_exact_count_gate,primary_replication,raw_normalized_s1,exact_count_gate,normalized_return_auc,30,0.4138979166666665,0.39403124999999983,0.3090998437499997,0.5226917187499996,1.3658324313529668,0.9612903225806452,3.03010096881168e-08,6.146728992462158e-08,27,3,0,results/reviewer1_remaining/support_final/seed_metrics.csv,normalized_return_auc,2.121070678168176e-07,4.917383193969727e-07
reviewer1_comment8_support_final.independent_transition_dynamics_shift,replication,support-final-transition-dynamics-shift,independent_transition_dynamics_shift,raw_normalized_s1_vs_gaussian_affinity_executed,secondary_replication,raw_normalized_s1,gaussian_affinity_executed,normalized_return_auc,30,-0.010675000000000054,0.04109374999999993,-0.12500192708333335,0.10154624999999987,-0.03334446010995904,-0.0064516129032258064,0.8563551087689292,0.9838335812091827,16,14,0,results/reviewer1_remaining/support_final/seed_metrics.csv,normalized_return_auc,1.0,1.0
reviewer1_comment8_support_final.independent_transition_dynamics_shift,replication,support-final-transition-dynamics-shift,independent_transition_dynamics_shift,raw_normalized_s1_vs_tabular,reference_replication,raw_normalized_s1,tabular,normalized_return_auc,30,0.14482500000000056,0.1390000000000004,0.03943734375000049,0.2463834895833339,0.49304044998563823,0.5440860215053763,0.011436534249126067,0.008142979815602303,23,7,0,results/reviewer1_remaining/support_final/seed_metrics.csv,normalized_return_auc,0.05718267124563033,0.04071489907801151
reviewer1_comment8_support_final.independent_transition_dynamics_shift,replication,support-final-transition-dynamics-shift,independent_transition_dynamics_shift,tolerance_knn_executed_vs_exact_count_gate,secondary_replication,tolerance_knn_executed,exact_count_gate,normalized_return_auc,30,0.45380624999999986,0.43756249999999985,0.37654145833333313,0.532771770833333,2.062261904810867,1.0,3.8826175078282984e-12,1.862645149230957e-09,30,0,0,results/reviewer1_remaining/support_final/seed_metrics.csv,normalized_return_auc,4.6591410093939584e-11,2.2351741790771484e-08
