environment_key,environment,agent,target_type,target_definition,aggregation_level,bin_index,bin_low,bin_high,n_rows,n_seeds,mean_support_score,observed_target_rate,observed_rate_ci_low,observed_rate_ci_high,bootstrap_available_seed_count,calibration_gap_descriptive,source_file
application_goal_shift,support-final-application-goal-shift,gaussian_density_s3,episode_success,evaluation episode success indicator,evaluation_episode_clustered_by_seed,1,0.1,0.2,88,29,0.15529815484102097,0.05459770114942528,0.008620689655172414,0.11494252873563217,29,0.10070045369159569,results/reviewer1_remaining/support_final/execution/application_goal_shift/raw.csv.gz
application_goal_shift,support-final-application-goal-shift,gaussian_density_s3,episode_success,evaluation episode success indicator,evaluation_episode_clustered_by_seed,2,0.2,0.30000000000000004,1010,30,0.2733447806611814,0.09286210967672635,0.07311121144823142,0.1146017092813846,30,0.18048267098445503,results/reviewer1_remaining/support_final/execution/application_goal_shift/raw.csv.gz
application_goal_shift,support-final-application-goal-shift,gaussian_density_s3,episode_success,evaluation episode success indicator,evaluation_episode_clustered_by_seed,3,0.30000000000000004,0.4,575,30,0.3164331301109357,0.00101010101010101,0.0,0.0030303030303030303,30,0.3154230291008347,results/reviewer1_remaining/support_final/execution/application_goal_shift/raw.csv.gz
application_goal_shift,support-final-application-goal-shift,gaussian_density_s3,episode_success,evaluation episode success indicator,evaluation_episode_clustered_by_seed,4,0.4,0.5,38,19,0.46410335926366375,0.07894736842105263,0.0,0.21052631578947367,19,0.3851559908426111,results/reviewer1_remaining/support_final/execution/application_goal_shift/raw.csv.gz
application_goal_shift,support-final-application-goal-shift,gaussian_density_s3,episode_success,evaluation episode success indicator,evaluation_episode_clustered_by_seed,5,0.5,0.6000000000000001,91,26,0.5626509145642503,0.07948717948717948,0.03012820512820513,0.13525641025641025,26,0.48316373507707083,results/reviewer1_remaining/support_final/execution/application_goal_shift/raw.csv.gz
application_goal_shift,support-final-application-goal-shift,gaussian_density_s3,episode_success,evaluation episode success indicator,evaluation_episode_clustered_by_seed,6,0.6000000000000001,0.7000000000000001,1387,30,0.6688458846361127,0.032065874647814054,0.022403761205425015,0.042997138392715996,30,0.6367800099882986,results/reviewer1_remaining/support_final/execution/application_goal_shift/raw.csv.gz
application_goal_shift,support-final-application-goal-shift,gaussian_density_s3,episode_success,evaluation episode success indicator,evaluation_episode_clustered_by_seed,7,0.7000000000000001,0.8,6209,30,0.752911702138201,0.08812989898299897,0.06805694963724025,0.11043142763816684,30,0.6647818031552021,results/reviewer1_remaining/support_final/execution/application_goal_shift/raw.csv.gz
application_goal_shift,support-final-application-goal-shift,gaussian_density_s3,episode_success,evaluation episode success indicator,evaluation_episode_clustered_by_seed,8,0.8,0.9,152,26,0.8020952622582591,0.008241758241758242,0.0,0.021978021978021976,26,0.7938535040165009,results/reviewer1_remaining/support_final/execution/application_goal_shift/raw.csv.gz
application_goal_shift,support-final-application-goal-shift,mahalanobis_s1,episode_success,evaluation episode success indicator,evaluation_episode_clustered_by_seed,0,0.0,0.1,3757,30,0.00029318180067322596,0.09357682130030488,0.08164407004032646,0.1059699506069188,30,0.09328363949963166,results/reviewer1_remaining/support_final/execution/application_goal_shift/raw.csv.gz
application_goal_shift,support-final-application-goal-shift,mahalanobis_s1,episode_success,evaluation episode success indicator,evaluation_episode_clustered_by_seed,1,0.1,0.2,9,8,0.1582432111419233,0.125,0.0,0.375,8,0.0332432111419233,results/reviewer1_remaining/support_final/execution/application_goal_shift/raw.csv.gz
application_goal_shift,support-final-application-goal-shift,mahalanobis_s1,episode_success,evaluation episode success indicator,evaluation_episode_clustered_by_seed,2,0.2,0.30000000000000004,18,11,0.2514185152125532,0.09090909090909091,0.0,0.2727272727272727,11,0.1605094243034623,results/reviewer1_remaining/support_final/execution/application_goal_shift/raw.csv.gz
application_goal_shift,support-final-application-goal-shift,mahalanobis_s1,episode_success,evaluation episode success indicator,evaluation_episode_clustered_by_seed,3,0.30000000000000004,0.4,32,22,0.3442870871295849,0.16969696969696968,0.053030303030303025,0.3060606060606061,22,0.1745901174326152,results/reviewer1_remaining/support_final/execution/application_goal_shift/raw.csv.gz
application_goal_shift,support-final-application-goal-shift,mahalanobis_s1,episode_success,evaluation episode success indicator,evaluation_episode_clustered_by_seed,4,0.4,0.5,23,13,0.4624249322075453,0.0641025641025641,0.0,0.15384615384615385,13,0.39832236810498123,results/reviewer1_remaining/support_final/execution/application_goal_shift/raw.csv.gz
application_goal_shift,support-final-application-goal-shift,mahalanobis_s1,episode_success,evaluation episode success indicator,evaluation_episode_clustered_by_seed,5,0.5,0.6000000000000001,179,26,0.579352982149297,0.13121711621711624,0.06453925241425242,0.21001789876789875,26,0.44813586593218074,results/reviewer1_remaining/support_final/execution/application_goal_shift/raw.csv.gz
application_goal_shift,support-final-application-goal-shift,mahalanobis_s1,episode_success,evaluation episode success indicator,evaluation_episode_clustered_by_seed,6,0.6000000000000001,0.7000000000000001,5582,30,0.6233108709914885,0.5232589123162757,0.4880823800548587,0.5574502783585016,30,0.10005195867521277,results/reviewer1_remaining/support_final/execution/application_goal_shift/raw.csv.gz
application_goal_shift,support-final-application-goal-shift,raw_normalized_s1,episode_success,evaluation episode success indicator,evaluation_episode_clustered_by_seed,0,0.0,0.1,1665,30,0.030936791166095143,0.06146334970090752,0.0472852249292307,0.07755858224455568,30,0.030526558534812377,results/reviewer1_remaining/support_final/execution/application_goal_shift/raw.csv.gz
application_goal_shift,support-final-application-goal-shift,raw_normalized_s1,episode_success,evaluation episode success indicator,evaluation_episode_clustered_by_seed,1,0.1,0.2,2044,30,0.1892871086617411,0.06145355759419505,0.044596898344951154,0.08017886858748147,30,0.12783355106754604,results/reviewer1_remaining/support_final/execution/application_goal_shift/raw.csv.gz
application_goal_shift,support-final-application-goal-shift,raw_normalized_s1,episode_success,evaluation episode success indicator,evaluation_episode_clustered_by_seed,2,0.2,0.30000000000000004,11,8,0.24513192125891783,0.0625,0.0,0.1875,8,0.18263192125891783,results/reviewer1_remaining/support_final/execution/application_goal_shift/raw.csv.gz
application_goal_shift,support-final-application-goal-shift,raw_normalized_s1,episode_success,evaluation episode success indicator,evaluation_episode_clustered_by_seed,3,0.30000000000000004,0.4,9,7,0.3443556896620156,0.0,0.0,0.0,7,0.3443556896620156,results/reviewer1_remaining/support_final/execution/application_goal_shift/raw.csv.gz
application_goal_shift,support-final-application-goal-shift,raw_normalized_s1,episode_success,evaluation episode success indicator,evaluation_episode_clustered_by_seed,4,0.4,0.5,8,7,0.4586568606037549,0.14285714285714285,0.0,0.42857142857142855,7,0.31579971774661203,results/reviewer1_remaining/support_final/execution/application_goal_shift/raw.csv.gz
application_goal_shift,support-final-application-goal-shift,raw_normalized_s1,episode_success,evaluation episode success indicator,evaluation_episode_clustered_by_seed,5,0.5,0.6000000000000001,11,9,0.5550466853379836,0.05555555555555555,0.0,0.16666666666666666,9,0.49949112978242804,results/reviewer1_remaining/support_final/execution/application_goal_shift/raw.csv.gz
application_goal_shift,support-final-application-goal-shift,raw_normalized_s1,episode_success,evaluation episode success indicator,evaluation_episode_clustered_by_seed,6,0.6000000000000001,0.7000000000000001,50,22,0.6645744139056413,0.08712121212121211,0.0,0.19318181818181818,22,0.5774532017844292,results/reviewer1_remaining/support_final/execution/application_goal_shift/raw.csv.gz
application_goal_shift,support-final-application-goal-shift,raw_normalized_s1,episode_success,evaluation episode success indicator,evaluation_episode_clustered_by_seed,7,0.7000000000000001,0.8,5802,30,0.7341998762093387,0.45514201397221943,0.42231619499546447,0.4882711080904734,30,0.27905786223711926,results/reviewer1_remaining/support_final/execution/application_goal_shift/raw.csv.gz
application_goal_shift,support-final-application-goal-shift,tolerance_knn_executed,episode_success,evaluation episode success indicator,evaluation_episode_clustered_by_seed,0,0.0,0.1,3746,30,5.307248366511569e-05,0.08459419164010819,0.0719465566135871,0.0976391318572295,30,0.08454111915644308,results/reviewer1_remaining/support_final/execution/application_goal_shift/raw.csv.gz
application_goal_shift,support-final-application-goal-shift,tolerance_knn_executed,episode_success,evaluation episode success indicator,evaluation_episode_clustered_by_seed,1,0.1,0.2,7,6,0.1360260770975056,0.0,0.0,0.0,6,0.1360260770975056,results/reviewer1_remaining/support_final/execution/application_goal_shift/raw.csv.gz
application_goal_shift,support-final-application-goal-shift,tolerance_knn_executed,episode_success,evaluation episode success indicator,evaluation_episode_clustered_by_seed,2,0.2,0.30000000000000004,8,6,0.23482142857142854,0.0,0.0,0.0,6,0.23482142857142854,results/reviewer1_remaining/support_final/execution/application_goal_shift/raw.csv.gz
application_goal_shift,support-final-application-goal-shift,tolerance_knn_executed,episode_success,evaluation episode success indicator,evaluation_episode_clustered_by_seed,3,0.30000000000000004,0.4,15,9,0.34882098765432096,0.05555555555555555,0.0,0.16666666666666666,9,0.29326543209876543,results/reviewer1_remaining/support_final/execution/application_goal_shift/raw.csv.gz
application_goal_shift,support-final-application-goal-shift,tolerance_knn_executed,episode_success,evaluation episode success indicator,evaluation_episode_clustered_by_seed,4,0.4,0.5,17,10,0.46187649758698646,0.2,0.05,0.4,10,0.26187649758698645,results/reviewer1_remaining/support_final/execution/application_goal_shift/raw.csv.gz
application_goal_shift,support-final-application-goal-shift,tolerance_knn_executed,episode_success,evaluation episode success indicator,evaluation_episode_clustered_by_seed,5,0.5,0.6000000000000001,25,16,0.5374637535696518,0.13020833333333331,0.020833333333333332,0.28125,16,0.4072554202363185,results/reviewer1_remaining/support_final/execution/application_goal_shift/raw.csv.gz
application_goal_shift,support-final-application-goal-shift,tolerance_knn_executed,episode_success,evaluation episode success indicator,evaluation_episode_clustered_by_seed,6,0.6000000000000001,0.7000000000000001,347,30,0.6779633640905001,0.16993134044604635,0.12715667720079485,0.21092267128296538,30,0.5080320236444538,results/reviewer1_remaining/support_final/execution/application_goal_shift/raw.csv.gz
application_goal_shift,support-final-application-goal-shift,tolerance_knn_executed,episode_success,evaluation episode success indicator,evaluation_episode_clustered_by_seed,7,0.7000000000000001,0.8,5435,30,0.7139104255342114,0.4512766177430146,0.42905203939342085,0.4721502856422511,30,0.26263380779119677,results/reviewer1_remaining/support_final/execution/application_goal_shift/raw.csv.gz
independent_observation_shift,support-final-observation-shift,exact_count_gate,episode_success,evaluation episode success indicator,evaluation_episode_clustered_by_seed,0,0.0,0.1,3000,30,0.0,0.19233333333333333,0.1726666666666667,0.21300000000000002,30,0.19233333333333333,results/reviewer1_remaining/support_final/execution/independent_observation_shift/raw.csv.gz
independent_observation_shift,support-final-observation-shift,exact_count_gate,memory_action_correctness_rate,mean correct memory-branch action rate within the episode,evaluation_episode_clustered_by_seed,0,0.0,0.1,2970,30,0.0,0.23059784661765048,0.2071983789269379,0.25407593412828716,30,0.23059784661765048,results/reviewer1_remaining/support_final/execution/independent_observation_shift/raw.csv.gz
independent_observation_shift,support-final-observation-shift,frozen_embedding_s1,episode_success,evaluation episode success indicator,evaluation_episode_clustered_by_seed,6,0.6000000000000001,0.7000000000000001,95,24,0.6882704931876081,0.20089285714285712,0.10763888888888888,0.31547619047619047,24,0.48737763604475104,results/reviewer1_remaining/support_final/execution/independent_observation_shift/raw.csv.gz
independent_observation_shift,support-final-observation-shift,frozen_embedding_s1,episode_success,evaluation episode success indicator,evaluation_episode_clustered_by_seed,7,0.7000000000000001,0.8,2905,30,0.7305191270671318,0.3174222755953256,0.29517423798457804,0.3433610334925262,30,0.41309685147180625,results/reviewer1_remaining/support_final/execution/independent_observation_shift/raw.csv.gz
independent_observation_shift,support-final-observation-shift,frozen_embedding_s1,memory_action_correctness_rate,mean correct memory-branch action rate within the episode,evaluation_episode_clustered_by_seed,6,0.6000000000000001,0.7000000000000001,94,24,0.6882240750880094,0.14608160804008166,0.08628510302712944,0.20778264012054826,24,0.5421424670479278,results/reviewer1_remaining/support_final/execution/independent_observation_shift/raw.csv.gz
independent_observation_shift,support-final-observation-shift,frozen_embedding_s1,memory_action_correctness_rate,mean correct memory-branch action rate within the episode,evaluation_episode_clustered_by_seed,7,0.7000000000000001,0.8,2869,30,0.7305044932784341,0.280157627223839,0.2667209663911927,0.2937466401659907,30,0.4503468660545951,results/reviewer1_remaining/support_final/execution/independent_observation_shift/raw.csv.gz
independent_observation_shift,support-final-observation-shift,gaussian_affinity_executed,episode_success,evaluation episode success indicator,evaluation_episode_clustered_by_seed,5,0.5,0.6000000000000001,12,7,0.5789371546062001,0.0,0.0,0.0,7,0.5789371546062001,results/reviewer1_remaining/support_final/execution/independent_observation_shift/raw.csv.gz
independent_observation_shift,support-final-observation-shift,gaussian_affinity_executed,episode_success,evaluation episode success indicator,evaluation_episode_clustered_by_seed,6,0.6000000000000001,0.7000000000000001,2951,30,0.6787059640038783,0.3151334232268462,0.29264486986617927,0.33976149830745683,30,0.3635725407770321,results/reviewer1_remaining/support_final/execution/independent_observation_shift/raw.csv.gz
independent_observation_shift,support-final-observation-shift,gaussian_affinity_executed,episode_success,evaluation episode success indicator,evaluation_episode_clustered_by_seed,7,0.7000000000000001,0.8,37,18,0.7010710749083184,0.2074074074074074,0.07222222222222223,0.37037037037037035,18,0.49366366750091106,results/reviewer1_remaining/support_final/execution/independent_observation_shift/raw.csv.gz
independent_observation_shift,support-final-observation-shift,gaussian_affinity_executed,memory_action_correctness_rate,mean correct memory-branch action rate within the episode,evaluation_episode_clustered_by_seed,5,0.5,0.6000000000000001,12,7,0.5789371546062001,0.31619260819538864,0.07936507936507937,0.5660498652468903,7,0.26274454641081146,results/reviewer1_remaining/support_final/execution/independent_observation_shift/raw.csv.gz
independent_observation_shift,support-final-observation-shift,gaussian_affinity_executed,memory_action_correctness_rate,mean correct memory-branch action rate within the episode,evaluation_episode_clustered_by_seed,6,0.6000000000000001,0.7000000000000001,2923,30,0.6786560892223094,0.2822143680861709,0.26679847223894226,0.2963038387480338,30,0.39644172113613846,results/reviewer1_remaining/support_final/execution/independent_observation_shift/raw.csv.gz
independent_observation_shift,support-final-observation-shift,gaussian_affinity_executed,memory_action_correctness_rate,mean correct memory-branch action rate within the episode,evaluation_episode_clustered_by_seed,7,0.7000000000000001,0.8,37,18,0.7010710749083184,0.4200261505579118,0.23798059727754034,0.6116355562457987,18,0.2810449243504066,results/reviewer1_remaining/support_final/execution/independent_observation_shift/raw.csv.gz
independent_observation_shift,support-final-observation-shift,gaussian_density_s3,episode_success,evaluation episode success indicator,evaluation_episode_clustered_by_seed,8,0.8,0.9,2,2,0.8865995860073336,0.5,0.0,1.0,2,0.3865995860073336,results/reviewer1_remaining/support_final/execution/independent_observation_shift/raw.csv.gz
independent_observation_shift,support-final-observation-shift,gaussian_density_s3,episode_success,evaluation episode success indicator,evaluation_episode_clustered_by_seed,9,0.9,1.0,2998,30,0.9641037132682532,0.19441077441077442,0.17818484848484845,0.20936641414141413,30,0.7696929388574787,results/reviewer1_remaining/support_final/execution/independent_observation_shift/raw.csv.gz
independent_observation_shift,support-final-observation-shift,gaussian_density_s3,memory_action_correctness_rate,mean correct memory-branch action rate within the episode,evaluation_episode_clustered_by_seed,8,0.8,0.9,2,2,0.8865995860073336,0.5,0.0,1.0,2,0.3865995860073336,results/reviewer1_remaining/support_final/execution/independent_observation_shift/raw.csv.gz
independent_observation_shift,support-final-observation-shift,gaussian_density_s3,memory_action_correctness_rate,mean correct memory-branch action rate within the episode,evaluation_episode_clustered_by_seed,9,0.9,1.0,2954,30,0.9641409184379611,0.1800399650746541,0.17102199158237824,0.18900419025053133,30,0.784100953363307,results/reviewer1_remaining/support_final/execution/independent_observation_shift/raw.csv.gz
independent_observation_shift,support-final-observation-shift,mahalanobis_s1,episode_success,evaluation episode success indicator,evaluation_episode_clustered_by_seed,0,0.0,0.1,29,16,0.07129868486092829,0.13541666666666669,0.020833333333333332,0.2916666666666667,16,0.0641179818057384,results/reviewer1_remaining/support_final/execution/independent_observation_shift/raw.csv.gz
independent_observation_shift,support-final-observation-shift,mahalanobis_s1,episode_success,evaluation episode success indicator,evaluation_episode_clustered_by_seed,1,0.1,0.2,116,29,0.1541005427075009,0.1532840722495895,0.07724343185550081,0.24041461412151052,29,0.0008164704579113891,results/reviewer1_remaining/support_final/execution/independent_observation_shift/raw.csv.gz
independent_observation_shift,support-final-observation-shift,mahalanobis_s1,episode_success,evaluation episode success indicator,evaluation_episode_clustered_by_seed,2,0.2,0.30000000000000004,189,30,0.2540768025161006,0.2831818181818182,0.1995368867243867,0.3799805194805194,30,0.029105015665717604,results/reviewer1_remaining/support_final/execution/independent_observation_shift/raw.csv.gz
independent_observation_shift,support-final-observation-shift,mahalanobis_s1,episode_success,evaluation episode success indicator,evaluation_episode_clustered_by_seed,3,0.30000000000000004,0.4,258,30,0.35339616940241075,0.2986837236837237,0.2416820864320864,0.3624514027639027,30,0.05471244571868705,results/reviewer1_remaining/support_final/execution/independent_observation_shift/raw.csv.gz
independent_observation_shift,support-final-observation-shift,mahalanobis_s1,episode_success,evaluation episode success indicator,evaluation_episode_clustered_by_seed,4,0.4,0.5,608,30,0.45608158094352713,0.3368542120904709,0.29383704830217205,0.3842996521729236,30,0.11922736885305624,results/reviewer1_remaining/support_final/execution/independent_observation_shift/raw.csv.gz
independent_observation_shift,support-final-observation-shift,mahalanobis_s1,episode_success,evaluation episode success indicator,evaluation_episode_clustered_by_seed,5,0.5,0.6000000000000001,1388,30,0.5516046480443547,0.33183691837557594,0.2983790926209632,0.3710556609982979,30,0.21976772966877878,results/reviewer1_remaining/support_final/execution/independent_observation_shift/raw.csv.gz
independent_observation_shift,support-final-observation-shift,mahalanobis_s1,episode_success,evaluation episode success indicator,evaluation_episode_clustered_by_seed,6,0.6000000000000001,0.7000000000000001,411,30,0.6317937608378698,0.3150231579565946,0.26872944974415564,0.3594386214633892,30,0.3167706028812752,results/reviewer1_remaining/support_final/execution/independent_observation_shift/raw.csv.gz
independent_observation_shift,support-final-observation-shift,mahalanobis_s1,episode_success,evaluation episode success indicator,evaluation_episode_clustered_by_seed,7,0.7000000000000001,0.8,1,1,0.7056436580033144,0.0,,,1,0.7056436580033144,results/reviewer1_remaining/support_final/execution/independent_observation_shift/raw.csv.gz
independent_observation_shift,support-final-observation-shift,mahalanobis_s1,memory_action_correctness_rate,mean correct memory-branch action rate within the episode,evaluation_episode_clustered_by_seed,0,0.0,0.1,29,16,0.07129868486092829,0.31414545961417584,0.1364750165541425,0.5010845112103377,16,0.24284677475324756,results/reviewer1_remaining/support_final/execution/independent_observation_shift/raw.csv.gz
independent_observation_shift,support-final-observation-shift,mahalanobis_s1,memory_action_correctness_rate,mean correct memory-branch action rate within the episode,evaluation_episode_clustered_by_seed,1,0.1,0.2,116,29,0.1541005427075009,0.2098882333522739,0.12139821672320274,0.30291203699858943,29,0.055787690644773014,results/reviewer1_remaining/support_final/execution/independent_observation_shift/raw.csv.gz
independent_observation_shift,support-final-observation-shift,mahalanobis_s1,memory_action_correctness_rate,mean correct memory-branch action rate within the episode,evaluation_episode_clustered_by_seed,2,0.2,0.30000000000000004,186,30,0.2534791871320693,0.2889879361444471,0.22850244513293275,0.35693030208804255,30,0.03550874901237783,results/reviewer1_remaining/support_final/execution/independent_observation_shift/raw.csv.gz
independent_observation_shift,support-final-observation-shift,mahalanobis_s1,memory_action_correctness_rate,mean correct memory-branch action rate within the episode,evaluation_episode_clustered_by_seed,3,0.30000000000000004,0.4,257,30,0.3533967995361794,0.22944781715334434,0.18439961883568032,0.27815056025730855,30,0.12394898238283508,results/reviewer1_remaining/support_final/execution/independent_observation_shift/raw.csv.gz
independent_observation_shift,support-final-observation-shift,mahalanobis_s1,memory_action_correctness_rate,mean correct memory-branch action rate within the episode,evaluation_episode_clustered_by_seed,4,0.4,0.5,601,30,0.45604520302525253,0.2849079270684696,0.24902713728176123,0.32386091233029185,30,0.1711372759567829,results/reviewer1_remaining/support_final/execution/independent_observation_shift/raw.csv.gz
independent_observation_shift,support-final-observation-shift,mahalanobis_s1,memory_action_correctness_rate,mean correct memory-branch action rate within the episode,evaluation_episode_clustered_by_seed,5,0.5,0.6000000000000001,1367,30,0.5515595849173319,0.334341673433604,0.3069409559256834,0.36173262633019065,30,0.21721791148372793,results/reviewer1_remaining/support_final/execution/independent_observation_shift/raw.csv.gz
independent_observation_shift,support-final-observation-shift,mahalanobis_s1,memory_action_correctness_rate,mean correct memory-branch action rate within the episode,evaluation_episode_clustered_by_seed,6,0.6000000000000001,0.7000000000000001,407,30,0.6317938824494933,0.37219317679674213,0.32844799726298624,0.4200463201133214,30,0.2596007056527512,results/reviewer1_remaining/support_final/execution/independent_observation_shift/raw.csv.gz
independent_observation_shift,support-final-observation-shift,mahalanobis_s1,memory_action_correctness_rate,mean correct memory-branch action rate within the episode,evaluation_episode_clustered_by_seed,7,0.7000000000000001,0.8,1,1,0.7056436580033144,0.0,,,1,0.7056436580033144,results/reviewer1_remaining/support_final/execution/independent_observation_shift/raw.csv.gz
independent_observation_shift,support-final-observation-shift,raw_normalized_s1,episode_success,evaluation episode success indicator,evaluation_episode_clustered_by_seed,5,0.5,0.6000000000000001,1,1,0.5857907455250861,1.0,,,1,0.41420925447491386,results/reviewer1_remaining/support_final/execution/independent_observation_shift/raw.csv.gz
independent_observation_shift,support-final-observation-shift,raw_normalized_s1,episode_success,evaluation episode success indicator,evaluation_episode_clustered_by_seed,6,0.6000000000000001,0.7000000000000001,211,30,0.6853104836311149,0.2314727810316045,0.16536747022041137,0.3064662556941969,30,0.4538377025995104,results/reviewer1_remaining/support_final/execution/independent_observation_shift/raw.csv.gz
independent_observation_shift,support-final-observation-shift,raw_normalized_s1,episode_success,evaluation episode success indicator,evaluation_episode_clustered_by_seed,7,0.7000000000000001,0.8,2788,30,0.7269889504051471,0.33560641674907526,0.30922030055756217,0.36452513808515996,30,0.39138253365607184,results/reviewer1_remaining/support_final/execution/independent_observation_shift/raw.csv.gz
independent_observation_shift,support-final-observation-shift,raw_normalized_s1,memory_action_correctness_rate,mean correct memory-branch action rate within the episode,evaluation_episode_clustered_by_seed,5,0.5,0.6000000000000001,1,1,0.5857907455250861,0.0625,,,1,0.5232907455250861,results/reviewer1_remaining/support_final/execution/independent_observation_shift/raw.csv.gz
