environment,agent,seed,checkpoint,mean_return,success_rate,mean_length,elapsed_seconds,environment_steps,gradient_updates,training_elapsed_seconds,evaluation_elapsed_seconds,mean_gate,support_abstention_rate,global_tabular_error,global_neural_error,visited_states,eval_checkpoint,eval_return,train_steps,seconds_per_1000_steps,return_auc,success_rate_auc,experiment_name,config_file,environment_id,resolved_environment_id,observation_representation,git_commit_hash,package_version,python_version,torch_version,numpy_version,gymnasium_version,minigrid_version
CliffWalking-v1,count_gated_tau_20,100,10000,-13.0,1.0,13.0,27.18981989996973,10000,610,13.060472700046375,14.12934719992336,0.8681548601454468,,1.0,1.0,37.0,10000,-13.0,10000,1.3060472700046375,-197.625,0.625,confirmatory_simple_gating,configs/confirmatory.json,CliffWalking-v1,CliffWalking-v1,native_gymnasium_observation,d0f2751beb1165d2082e649cf6e5966325ad6bf0,1.2.0,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0
CliffWalking-v1,count_gated_tau_20,101,10000,-13.0,1.0,13.0,33.19223659997806,10000,610,12.315122399944812,20.877114200033247,0.8698078805314305,,1.0,1.0,37.0,10000,-13.0,10000,1.2315122399944811,-317.375,0.375,confirmatory_simple_gating,configs/confirmatory.json,CliffWalking-v1,CliffWalking-v1,native_gymnasium_observation,d0f2751beb1165d2082e649cf6e5966325ad6bf0,1.2.0,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0
CliffWalking-v1,count_gated_tau_20,102,10000,-13.0,1.0,13.0,33.789314900001045,10000,610,13.367846000008283,20.42146889999276,0.8737797234136986,,1.0,1.0,37.0,10000,-13.0,10000,1.3367846000008283,-317.375,0.375,confirmatory_simple_gating,configs/confirmatory.json,CliffWalking-v1,CliffWalking-v1,native_gymnasium_observation,d0f2751beb1165d2082e649cf6e5966325ad6bf0,1.2.0,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0
CliffWalking-v1,count_gated_tau_20,103,10000,-13.0,1.0,13.0,39.4286495000124,10000,610,12.240543300053105,27.188106199959293,0.8701108304844385,,1.0,1.0,37.0,10000,-13.0,10000,1.2240543300053104,-439.125,0.125,confirmatory_simple_gating,configs/confirmatory.json,CliffWalking-v1,CliffWalking-v1,native_gymnasium_observation,d0f2751beb1165d2082e649cf6e5966325ad6bf0,1.2.0,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0
CliffWalking-v1,count_gated_tau_20,104,10000,-13.0,1.0,13.0,38.89770960004535,10000,610,12.30371880007442,26.593990799970925,0.8654260293610473,,1.0,1.0,37.0,10000,-13.0,10000,1.2303718800074421,-439.125,0.125,confirmatory_simple_gating,configs/confirmatory.json,CliffWalking-v1,CliffWalking-v1,native_gymnasium_observation,d0f2751beb1165d2082e649cf6e5966325ad6bf0,1.2.0,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0
CliffWalking-v1,count_gated_tau_20,105,10000,-13.0,1.0,13.0,33.52782479999587,10000,610,12.715190899907611,20.81263390008825,0.8706959358249945,,1.0,1.0,37.0,10000,-13.0,10000,1.2715190899907611,-317.375,0.375,confirmatory_simple_gating,configs/confirmatory.json,CliffWalking-v1,CliffWalking-v1,native_gymnasium_observation,d0f2751beb1165d2082e649cf6e5966325ad6bf0,1.2.0,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0
CliffWalking-v1,count_gated_tau_20,106,10000,-13.0,1.0,13.0,41.115267499990296,10000,610,13.35002249997342,27.76524500001688,0.8653343674224657,,1.0,1.0,37.0,10000,-13.0,10000,1.335002249997342,-439.125,0.125,confirmatory_simple_gating,configs/confirmatory.json,CliffWalking-v1,CliffWalking-v1,native_gymnasium_observation,d0f2751beb1165d2082e649cf6e5966325ad6bf0,1.2.0,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0
CliffWalking-v1,count_gated_tau_20,107,10000,-13.0,1.0,13.0,39.45783959998517,10000,610,12.562202999950388,26.895636600034777,0.8670845441519057,,1.0,1.0,37.0,10000,-13.0,10000,1.256220299995039,-439.125,0.125,confirmatory_simple_gating,configs/confirmatory.json,CliffWalking-v1,CliffWalking-v1,native_gymnasium_observation,d0f2751beb1165d2082e649cf6e5966325ad6bf0,1.2.0,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0
CliffWalking-v1,count_gated_tau_20,108,10000,-13.0,1.0,13.0,26.72877879999578,10000,610,12.887175999989267,13.841602800006513,0.8669885837895639,,1.0,1.0,37.0,10000,-13.0,10000,1.2887175999989267,-196.125,0.625,confirmatory_simple_gating,configs/confirmatory.json,CliffWalking-v1,CliffWalking-v1,native_gymnasium_observation,d0f2751beb1165d2082e649cf6e5966325ad6bf0,1.2.0,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0
CliffWalking-v1,count_gated_tau_20,109,10000,-13.0,1.0,13.0,39.96227959997486,10000,610,13.345074900018515,26.617204699956343,0.8692687018009935,,1.0,1.0,37.0,10000,-13.0,10000,1.3345074900018514,-439.125,0.125,confirmatory_simple_gating,configs/confirmatory.json,CliffWalking-v1,CliffWalking-v1,native_gymnasium_observation,d0f2751beb1165d2082e649cf6e5966325ad6bf0,1.2.0,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0
