environment,metric,left,right,n_pairs,mean_difference,median_difference,bootstrap_ci_low,bootstrap_ci_high,cohen_dz,rank_biserial,paired_t_p,wilcoxon_p,sign_test_p,wins,losses,ties,win_rate_non_ties,paired_t_holm_p,wilcoxon_holm_p,sign_test_holm_p
CliffWalking-v1,success_rate,count_gated_tau_20,tabular,30,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,30,0.5,1.0,1.0,1.0
CliffWalking-v1,success_rate,dqn,fixed_hybrid,30,-0.7333333333333333,-1.0,-0.8666666666666667,-0.5666666666666667,-1.630439613519413,-1.0,8.052512352434496e-10,2.7265046561554873e-06,4.76837158203125e-07,0,22,8,0.0,8.052512352434495e-09,2.999155121771036e-05,4.76837158203125e-06
CliffWalking-v1,success_rate,dqn,random,30,-0.06666666666666667,-0.06666666666666667,-0.08000000000000002,-0.05333333333333334,-1.747178176073456,-1.0,1.7731053602123358e-10,6.3804666950024294e-06,2.9802322387695312e-08,0,26,4,0.0,1.9504158962335695e-09,5.7424200255021866e-05,3.2782554626464844e-07
CliffWalking-v1,success_rate,dqn,reliability_gated,30,-0.7333333333333333,-1.0,-0.9,-0.5666666666666667,-1.6304396135194128,-1.0,8.052512352434496e-10,2.7265046561554873e-06,4.76837158203125e-07,0,22,8,0.0,8.052512352434495e-09,2.999155121771036e-05,4.76837158203125e-06
CliffWalking-v1,success_rate,dqn,tabular,30,-1.0,-1.0,-1.0,-1.0,-inf,-1.0,0.0,4.320463057827488e-08,1.862645149230957e-09,0,30,0,0.0,0.0,6.480694586741232e-07,2.7939677238464355e-08
CliffWalking-v1,success_rate,fixed_hybrid,random,30,0.6666666666666665,0.9,0.5000000000000001,0.8122222222222221,1.4605263375878534,0.8451612903225807,8.020035489761264e-09,5.0576554802662035e-05,0.016124801710247997,22,8,0,0.7333333333333333,6.416028391809011e-08,0.00039960257858945097,0.06449920684099199
CliffWalking-v1,success_rate,fixed_hybrid,reliability_gated,30,0.0,0.0,-0.23333333333333334,0.23333333333333334,0.0,0.0,1.0,1.0,1.0,6,6,18,0.5,1.0,1.0,1.0
CliffWalking-v1,success_rate,fixed_hybrid,tabular,30,-0.26666666666666666,0.0,-0.43333333333333335,-0.13333333333333333,-0.5928871321888775,-1.0,0.002939291095845918,0.0046777349810472576,0.0078125,0,8,22,0.0,0.01763574657507551,0.028066409886283547,0.0625
CliffWalking-v1,success_rate,random,reliability_gated,30,-0.6666666666666665,-0.9,-0.8199999999999998,-0.5000000000000001,-1.4605263375878534,-0.8451612903225807,8.020035489761264e-09,4.995032232368137e-05,0.016124801710247997,8,22,0,0.26666666666666666,6.416028391809011e-08,0.00039960257858945097,0.06449920684099199
CliffWalking-v1,success_rate,random,tabular,30,-0.9333333333333332,-0.9333333333333333,-0.9466666666666668,-0.9199999999999999,-24.460494465028386,-1.0,4.7662948158145456e-42,1.4169661684349726e-06,1.862645149230957e-09,0,30,0,0.0,6.196183260558909e-41,1.8420560189654643e-05,2.7939677238464355e-08
CliffWalking-v1,success_rate,reliability_gated,tabular,30,-0.26666666666666666,0.0,-0.43333333333333335,-0.1,-0.5928871321888776,-1.0,0.002939291095845918,0.0046777349810472576,0.0078125,0,8,22,0.0,0.01763574657507551,0.028066409886283547,0.0625
CliffWalking-v1,return_auc,count_gated_tau_20,dqn,30,542.1666666666666,121.5,117.575,1164.925,0.34539706005099874,1.0,0.06853951863913732,1.1590264878719208e-06,1.862645149230957e-09,30,0,0,1.0,0.47977663047396124,1.1590264878719208e-05,2.7939677238464355e-08
CliffWalking-v1,return_auc,count_gated_tau_20,fixed_hybrid,30,44.7,30.9375,16.291458333333335,73.01666666666667,0.5507653610009141,0.7166666666666667,0.005274960924113763,0.0020793209339760093,0.001543879508972168,20,4,6,0.8333333333333334,0.052749609241137634,0.010396604669880048,0.00771939754486084
CliffWalking-v1,return_auc,count_gated_tau_20,random,30,4598.114027777778,4649.512499999999,4519.2302569444455,4670.550357638888,21.01480190679971,1.0,3.863243144649352e-40,1.862645149230957e-09,1.862645149230957e-09,30,0,0,1.0,5.794864716974028e-39,2.7939677238464355e-08,2.7939677238464355e-08
CliffWalking-v1,return_auc,count_gated_tau_20,reliability_gated,30,73.43333333333334,1.0,32.625,124.88874999999999,0.5501082289574052,0.7777777777777778,0.005322638697413898,0.00040366173356368536,0.000310748815536499,23,4,3,0.8518518518518519,0.052749609241137634,0.0024219704013821123,0.0018644928932189941
CliffWalking-v1,return_auc,count_gated_tau_20,tabular,30,58.93236111111112,0.0,8.194444444444452,117.33159375,0.3745267446893407,0.4,0.04936028057397898,0.11292366071592867,0.5034446716308594,12,8,10,0.6,0.39488224459183185,0.4516946428637147,1.0
CliffWalking-v1,return_auc,dqn,fixed_hybrid,30,-497.46666666666664,-60.875,-1128.3672916666665,-68.73333333333333,-0.31286067870315076,-1.0,0.09727265853153971,1.6376902431728578e-05,1.1920928955078125e-07,0,24,6,0.0,0.5836359511892383,0.0001473921218855572,1.1920928955078125e-06
CliffWalking-v1,return_auc,dqn,random,30,4055.947361111111,4459.847916666667,3439.87521875,4489.369114583334,2.6322951008409055,0.9870967741935484,9.28572181757613e-15,9.313225746154785e-09,8.67992639541626e-07,28,2,0,0.9333333333333333,1.0214293999333743e-13,1.0244548320770264e-07,7.811933755874634e-06
CliffWalking-v1,return_auc,dqn,reliability_gated,30,-468.73333333333335,-60.875,-1105.7454166666666,-29.570833333333333,-0.29421473357705946,-0.8533333333333334,0.11790701046468292,0.00023121658487417488,2.9802322387695312e-06,1,23,6,0.041666666666666664,0.5836359511892383,0.001618516094119224,2.086162567138672e-05
CliffWalking-v1,return_auc,dqn,tabular,30,-483.2343055555556,-60.875,-1118.22915625,-47.21981250000011,-0.3040355672508278,-0.7634408602150538,0.10662714564515578,0.00019603484362092262,8.67992639541626e-07,2,28,0,0.06666666666666667,0.5836359511892383,0.001568278748967381,7.811933755874634e-06
CliffWalking-v1,return_auc,fixed_hybrid,random,30,4553.414027777778,4577.177083333333,4472.676802083333,4631.214263888889,19.99561215993716,1.0,1.6281260654687343e-39,1.862645149230957e-09,1.862645149230957e-09,30,0,0,1.0,2.279376491656228e-38,2.7939677238464355e-08,2.7939677238464355e-08
CliffWalking-v1,return_auc,fixed_hybrid,reliability_gated,30,28.733333333333334,0.0,-14.195833333333333,82.041875,0.21179573661924198,0.19076923076923077,0.2554889279343378,0.40280816834167477,1.0,13,12,5,0.52,0.7664667838030135,0.8056163366833495,1.0
CliffWalking-v1,return_auc,fixed_hybrid,tabular,30,14.23236111111111,-0.25,-40.7675,77.70879166666666,0.08328051748893718,-0.1737891737891738,0.6516826310044277,0.4380728692765925,0.07551869750022888,8,18,4,0.3076923076923077,1.0,0.8056163366833495,0.3020747900009155
CliffWalking-v1,return_auc,random,reliability_gated,30,-4524.680694444444,-4567.2854166666675,-4609.044552083334,-4435.030305555555,-18.18091146976623,-1.0,2.5518825034327994e-38,1.862645149230957e-09,1.862645149230957e-09,0,30,0,0.0,3.3174472544626393e-37,2.7939677238464355e-08,2.7939677238464355e-08
CliffWalking-v1,return_auc,random,tabular,30,-4539.181666666667,-4575.270833333334,-4623.154458333333,-4447.053243055557,-17.735363629183095,-1.0,5.229350731588921e-38,1.862645149230957e-09,1.862645149230957e-09,0,30,0,0.0,6.275220877906705e-37,2.7939677238464355e-08,2.7939677238464355e-08
CliffWalking-v1,return_auc,reliability_gated,tabular,30,-14.500972222222224,-0.375,-87.54969097222222,52.33352083333333,-0.07324973747834948,-0.2535612535612536,0.6912100108304482,0.25792667622587273,0.07551869750022888,8,18,4,0.3076923076923077,1.0,0.7737800286776182,0.3020747900009155
FourRooms-7-unseen-goals,mean_return,count_gated_tau_20,dqn,30,-0.0801222222222222,-0.06349999999999989,-0.16671111111111117,0.011224722222222204,-0.31684311783983327,-0.4236559139784946,0.09328288809926404,0.0426517054438591,0.016124801710247997,8,22,0,0.26666666666666666,0.46619826078047444,0.2559102326631546,0.11287361197173598
FourRooms-7-unseen-goals,mean_return,count_gated_tau_20,fixed_hybrid,30,-0.023766666666666682,-0.0018333333333332424,-0.099633888888889,0.04936916666666666,-0.11094196693196233,-0.04516129032258064,0.548146184113803,0.8393927440047264,0.8555355519056321,14,16,0,0.4666666666666667,1.0,1.0,1.0
FourRooms-7-unseen-goals,mean_return,count_gated_tau_20,random,30,-1.1079111111111115,-1.1586666666666672,-1.1862555555555558,-1.0234761111111115,-4.793716922809383,-1.0,9.181009396107761e-22,1.862645149230957e-09,1.862645149230957e-09,0,30,0,0.0,1.1017211275329313e-20,2.7939677238464355e-08,2.7939677238464355e-08
FourRooms-7-unseen-goals,mean_return,count_gated_tau_20,reliability_gated,30,0.040944444444444464,0.04683333333333317,-0.005211111111111072,0.08507805555555553,0.3127596586760435,0.36774193548387096,0.09737570377166584,0.07863875670843938,0.042773945257067694,21,9,0,0.7,0.46619826078047444,0.34353152582204677,0.2566436715424062
FourRooms-7-unseen-goals,mean_return,count_gated_tau_20,tabular,30,-1.1223555555555562,-1.101666666666667,-1.200189444444445,-1.045010277777778,-5.013389021896605,-1.0,2.6284722467156855e-22,1.862645149230957e-09,1.862645149230957e-09,0,30,0,0.0,3.417013920730391e-21,2.7939677238464355e-08,2.7939677238464355e-08
FourRooms-7-unseen-goals,mean_return,dqn,fixed_hybrid,30,0.05635555555555558,0.06283333333333319,-0.006148333333333319,0.11653388888888895,0.3180307060221176,0.38064516129032255,0.0921201886758143,0.06870630516440936,0.042773945257067694,21,9,0,0.7,0.46619826078047444,0.34353152582204677,0.2566436715424062
FourRooms-7-unseen-goals,mean_return,dqn,random,30,-1.0277888888888893,-1.017166666666667,-1.1174027777777782,-0.9371983333333338,-4.020104521401427,-1.0,1.1928309917382472e-19,1.862645149230957e-09,1.862645149230957e-09,0,30,0,0.0,9.542647933905977e-19,2.7939677238464355e-08,2.7939677238464355e-08
FourRooms-7-unseen-goals,mean_return,dqn,reliability_gated,30,0.1210666666666667,0.12616666666666676,0.035566111111111146,0.20544861111111112,0.5014509842463482,0.5096774193548387,0.010239639592444347,0.013663241639733315,0.042773945257067694,21,9,0,0.7,0.07167747714711042,0.0956426914781332,0.2566436715424062
FourRooms-7-unseen-goals,mean_return,dqn,tabular,30,-1.0422333333333338,-1.0241666666666671,-1.1267913888888892,-0.9568327777777781,-4.330091819842519,-1.0,1.544255387856143e-20,1.862645149230957e-09,1.862645149230957e-09,0,30,0,0.0,1.3898298490705287e-19,2.7939677238464355e-08,2.7939677238464355e-08
FourRooms-7-unseen-goals,mean_return,fixed_hybrid,random,30,-1.0841444444444448,-1.0730000000000006,-1.1659125000000004,-1.0000547222222227,-4.581291069894299,-1.0,3.2392224098044823e-21,1.862645149230957e-09,1.862645149230957e-09,0,30,0,0.0,3.2392224098044824e-20,2.7939677238464355e-08,2.7939677238464355e-08
FourRooms-7-unseen-goals,mean_return,fixed_hybrid,reliability_gated,30,0.06471111111111115,0.06316666666666682,-0.0024466666666666695,0.13246861111111116,0.33392944157731347,0.3548387096774194,0.07769971013007908,0.0897008692829229,0.042773945257067694,21,9,0,0.7,0.46619826078047444,0.34353152582204677,0.2566436715424062
FourRooms-7-unseen-goals,mean_return,fixed_hybrid,tabular,30,-1.0985888888888895,-1.0775000000000006,-1.1693566666666673,-1.0238111111111114,-5.257166532481989,-1.0,6.953384535468786e-23,1.862645149230957e-09,1.862645149230957e-09,0,30,0,0.0,1.043007680320318e-21,2.7939677238464355e-08,2.7939677238464355e-08
FourRooms-7-unseen-goals,mean_return,random,reliability_gated,30,1.148855555555556,1.1700000000000004,1.062588055555556,1.2315780555555558,4.7496122128990415,1.0,1.1877210707330926e-21,1.862645149230957e-09,1.862645149230957e-09,30,0,0,1.0,1.3064931778064018e-20,2.7939677238464355e-08,2.7939677238464355e-08
FourRooms-7-unseen-goals,mean_return,random,tabular,30,-0.01444444444444443,-0.06983333333333334,-0.0812113888888889,0.052656944444444465,-0.07545744044742225,-0.11397849462365592,0.6824289799566292,0.5978077705949545,0.5846647117286922,13,17,0,0.43333333333333335,1.0,1.0,1.0
FourRooms-7-unseen-goals,mean_return,reliability_gated,tabular,30,-1.1633000000000004,-1.2170000000000005,-1.2372558333333339,-1.085773055555556,-5.239775483847817,-1.0,7.630615472686e-23,1.862645149230957e-09,1.862645149230957e-09,0,30,0,0.0,1.06828616617604e-21,2.7939677238464355e-08,2.7939677238464355e-08
FourRooms-7-unseen-goals,success_rate,count_gated_tau_20,dqn,30,-0.0033333333333333335,-0.016666666666666663,-0.024444444444444446,0.01888888888888889,-0.0542051340300698,-0.06769230769230769,0.7686637844359998,0.7664981481309842,0.42435622215270996,10,15,5,0.4,1.0,1.0,1.0
FourRooms-7-unseen-goals,success_rate,count_gated_tau_20,fixed_hybrid,30,0.001111111111111112,0.0,-0.02222222222222222,0.023333333333333334,0.016888947558131747,0.05533596837944664,0.9269332496873658,0.8187012080317337,1.0,11,11,8,0.5,1.0,1.0,1.0
FourRooms-7-unseen-goals,success_rate,count_gated_tau_20,random,30,-0.3611111111111112,-0.35,-0.3955555555555556,-0.32777777777777783,-3.7644777969204215,-1.0,7.176493138470894e-19,1.6997692098403253e-06,1.862645149230957e-09,0,30,0,0.0,7.894142452317984e-18,2.5017470962554225e-05,2.7939677238464355e-08
FourRooms-7-unseen-goals,success_rate,count_gated_tau_20,reliability_gated,30,0.008888888888888889,0.0,-0.007777777777777776,0.025555555555555554,0.18877892043014527,0.24242424242424243,0.3096893549998566,0.3240815829241157,0.6636238098144531,12,9,9,0.5714285714285714,1.0,1.0,1.0
FourRooms-7-unseen-goals,success_rate,count_gated_tau_20,tabular,30,-0.3733333333333333,-0.4,-0.40888888888888886,-0.3377777777777779,-3.7064490216989587,-1.0,1.0947043399231664e-18,1.6816090007658744e-06,1.862645149230957e-09,0,30,0,0.0,1.0947043399231664e-17,2.5017470962554225e-05,2.7939677238464355e-08
FourRooms-7-unseen-goals,success_rate,dqn,fixed_hybrid,30,0.004444444444444444,0.0,-0.013333333333333334,0.022222222222222223,0.08614885420000896,0.10952380952380952,0.640560207024796,0.6660413836033103,0.8238029479980469,11,9,10,0.55,1.0,1.0,1.0
FourRooms-7-unseen-goals,success_rate,dqn,random,30,-0.35777777777777786,-0.33333333333333337,-0.39222222222222225,-0.32333333333333336,-3.671339549323434,-1.0,1.4173345857829613e-18,1.7062176754796548e-06,1.862645149230957e-09,0,30,0,0.0,1.2756011272046652e-17,2.5017470962554225e-05,2.7939677238464355e-08
FourRooms-7-unseen-goals,success_rate,dqn,reliability_gated,30,0.01222222222222222,0.0,-0.009999999999999998,0.03444444444444444,0.19650853597242357,0.1956521739130435,0.29065642705453143,0.40880791802810756,0.4048728942871094,14,9,7,0.6086956521739131,1.0,1.0,1.0
FourRooms-7-unseen-goals,success_rate,dqn,tabular,30,-0.3700000000000001,-0.3666666666666667,-0.4033333333333334,-0.3366666666666667,-3.85286624647846,-1.0,3.813237866126747e-19,1.6731192718520788e-06,1.862645149230957e-09,0,30,0,0.0,4.957209225964771e-18,2.5017470962554225e-05,2.7939677238464355e-08
FourRooms-7-unseen-goals,success_rate,fixed_hybrid,random,30,-0.3622222222222223,-0.3666666666666667,-0.4,-0.32555555555555554,-3.415984997915262,-1.0,9.919490823058616e-18,1.6773596492011899e-06,1.862645149230957e-09,0,30,0,0.0,7.935592658446893e-17,2.5017470962554225e-05,2.7939677238464355e-08
FourRooms-7-unseen-goals,success_rate,fixed_hybrid,reliability_gated,30,0.00777777777777778,0.0,-0.01111111111111111,0.02777777777777778,0.14104468131750825,0.16883116883116883,0.44604934268458,0.4953315208557172,1.0,11,10,9,0.5238095238095238,1.0,1.0,1.0
FourRooms-7-unseen-goals,success_rate,fixed_hybrid,tabular,30,-0.37444444444444447,-0.3666666666666667,-0.4088888888888889,-0.34,-3.8004314745910515,-1.0,5.540246793978692e-19,1.6678313975036149e-06,1.862645149230957e-09,0,30,0,0.0,6.6482961527744305e-18,2.5017470962554225e-05,2.7939677238464355e-08
FourRooms-7-unseen-goals,success_rate,random,reliability_gated,30,0.3700000000000001,0.33333333333333337,0.33777777777777784,0.40333333333333343,3.918535504304628,1.0,2.403452723728109e-19,1.6816090007658744e-06,1.862645149230957e-09,30,0,0,1.0,3.3648338132193523e-18,2.5017470962554225e-05,2.7939677238464355e-08
FourRooms-7-unseen-goals,success_rate,random,tabular,30,-0.012222222222222223,-0.04999999999999999,-0.04777777777777779,0.024444444444444442,-0.11738234732338758,-0.15384615384615385,0.5253210894668557,0.4910505732205662,0.32693958282470703,10,16,4,0.38461538461538464,1.0,1.0,1.0
FourRooms-7-unseen-goals,success_rate,reliability_gated,tabular,30,-0.3822222222222223,-0.3666666666666667,-0.4155555555555556,-0.3477777777777778,-3.95745907026309,-1.0,1.8340821982061888e-19,1.6912029309011076e-06,1.862645149230957e-09,0,30,0,0.0,2.7511232973092832e-18,2.5017470962554225e-05,2.7939677238464355e-08
FourRooms-7-unseen-goals,return_auc,count_gated_tau_20,dqn,30,-0.02901851851851843,-0.04541666666666655,-0.058739074074073985,0.0018281944444445192,-0.3324843622954174,-0.38064516129032255,0.07892538070750435,0.06989291124045849,0.042773945257067694,9,21,0,0.3,0.5524776649525305,0.4892503786832094,0.2994176167994739
FourRooms-7-unseen-goals,return_auc,count_gated_tau_20,fixed_hybrid,30,-0.019687037037037017,-0.029916666666666814,-0.05354879629629629,0.01466189814814815,-0.20232379827890803,-0.2645161290322581,0.2768936303920045,0.21293285302817822,0.5846647117286922,13,17,0,0.43333333333333335,1.0,1.0,1.0
FourRooms-7-unseen-goals,return_auc,count_gated_tau_20,random,30,-1.12927962962963,-1.118555555555556,-1.1661822685185188,-1.0932554629629636,-10.699639296118448,-1.0,1.1234754879341892e-31,1.862645149230957e-09,1.862645149230957e-09,0,30,0,0.0,1.6852132319012838e-30,2.7939677238464355e-08,2.7939677238464355e-08
FourRooms-7-unseen-goals,return_auc,count_gated_tau_20,reliability_gated,30,-0.003922222222222131,0.022333333333333316,-0.04344277777777773,0.0353062962962964,-0.034626427827385065,0.015053763440860216,0.8508993559595422,0.9515264742076397,0.36159460805356514,18,12,0,0.6,1.0,1.0,1.0
FourRooms-7-unseen-goals,return_auc,count_gated_tau_20,tabular,30,-1.1201203703703706,-1.0994722222222229,-1.1675864814814818,-1.0731419907407411,-8.257464597996607,-1.0,1.9018005537535646e-28,1.862645149230957e-09,1.862645149230957e-09,0,30,0,0.0,2.4723407198796338e-27,2.7939677238464355e-08,2.7939677238464355e-08
FourRooms-7-unseen-goals,return_auc,dqn,fixed_hybrid,30,0.009331481481481411,0.019416666666666416,-0.02995916666666673,0.0456578703703703,0.08609542556775532,0.1956989247311828,0.6407666207839544,0.3493328198156447,0.20048842206597334,19,11,0,0.6333333333333333,1.0,1.0,1.0
FourRooms-7-unseen-goals,return_auc,dqn,random,30,-1.1002611111111118,-1.0806111111111116,-1.1496604629629634,-1.051353842592593,-7.812781725814478,-1.0,9.255274108067076e-28,1.862645149230957e-09,1.862645149230957e-09,0,30,0,0.0,9.255274108067076e-27,2.7939677238464355e-08,2.7939677238464355e-08
FourRooms-7-unseen-goals,return_auc,dqn,reliability_gated,30,0.025096296296296297,0.035083333333333355,-0.01009106481481484,0.06069277777777779,0.2522064706417697,0.24301075268817204,0.17771012544473694,0.25343610532581806,0.36159460805356514,18,12,0,0.6,1.0,1.0,1.0
FourRooms-7-unseen-goals,return_auc,dqn,tabular,30,-1.0911018518518525,-1.0679166666666673,-1.1400027777777781,-1.04264587962963,-7.888792810946263,-1.0,7.018926948127971e-28,1.862645149230957e-09,1.862645149230957e-09,0,30,0,0.0,7.720819642940768e-27,2.7939677238464355e-08,2.7939677238464355e-08
FourRooms-7-unseen-goals,return_auc,fixed_hybrid,random,30,-1.1095925925925931,-1.1163611111111116,-1.1542799537037043,-1.0655756018518523,-8.768893210566963,-1.0,3.403895706784169e-29,1.862645149230957e-09,1.862645149230957e-09,0,30,0,0.0,4.7654539894978365e-28,2.7939677238464355e-08,2.7939677238464355e-08
FourRooms-7-unseen-goals,return_auc,fixed_hybrid,reliability_gated,30,0.015764814814814888,0.03547222222222224,-0.018207685185185153,0.04784199074074078,0.16747577174871492,0.23870967741935484,0.366550282723772,0.2621222734451294,0.5846647117286922,17,13,0,0.5666666666666667,1.0,1.0,1.0
FourRooms-7-unseen-goals,return_auc,fixed_hybrid,tabular,30,-1.1004333333333338,-1.1234722222222226,-1.149836944444445,-1.0484256481481486,-7.602291322162566,-1.0,2.018514603232226e-27,1.862645149230957e-09,1.862645149230957e-09,0,30,0,0.0,1.8166631429090033e-26,2.7939677238464355e-08,2.7939677238464355e-08
FourRooms-7-unseen-goals,return_auc,random,reliability_gated,30,1.1253574074074078,1.1477777777777785,1.076990092592593,1.1725768981481488,8.201947155614242,1.0,2.3065918166607044e-28,1.862645149230957e-09,1.862645149230957e-09,30,0,0,1.0,2.767910179992845e-27,2.7939677238464355e-08,2.7939677238464355e-08
FourRooms-7-unseen-goals,return_auc,random,tabular,30,0.00915925925925926,-5.55555555556142e-05,-0.03054675925925924,0.05026217592592593,0.08001547503041716,0.08387096774193549,0.6644432198423639,0.7000329215079546,1.0,15,15,0,0.5,1.0,1.0,1.0
FourRooms-7-unseen-goals,return_auc,reliability_gated,tabular,30,-1.1161981481481484,-1.104444444444445,-1.166084120370371,-1.0630116666666671,-7.553194096474637,-1.0,2.4284348523964222e-27,1.862645149230957e-09,1.862645149230957e-09,0,30,0,0.0,1.9427478819171378e-26,2.7939677238464355e-08,2.7939677238464355e-08
FourRooms-9-slip-unseen-goals,mean_return,count_gated_tau_20,dqn,30,0.061966666666666684,0.021166666666667,-0.08173694444444457,0.21209472222222217,0.1454055327963864,0.07526881720430108,0.4322604121538713,0.7303419969975948,1.0,15,15,0,0.5,1.0,1.0,1.0
FourRooms-9-slip-unseen-goals,mean_return,count_gated_tau_20,fixed_hybrid,30,0.016622222222222347,0.03233333333333377,-0.1355727777777776,0.16662361111111135,0.03800838002483439,0.08387096774193549,0.8365432583890636,0.7000329215079546,0.5846647117286922,17,13,0,0.5666666666666667,1.0,1.0,1.0
