estimator,memory_size,dimension,k,status,reason_if_unavailable,build_time_seconds,median_query_latency_seconds,p95_query_latency_seconds,memory_bytes,serialized_size_bytes,warmup_calls,measured_queries_per_repeat,timing_repeats,query_sample_count,build_repeats,cpu_threads,logical_cpu_count,cpu_model,platform,python_version,numpy_version,scipy_version,torch_version,device,gpu_used,synthetic_seed,data_dtype,query_hit_fraction,embedding_dimension,embedding_snapshot_hash,expected_asymptotic_time,observed_query_scaling_exponent,observed_memory_scaling_exponent,memory_definition,serialized_size_definition,timing_scope,query_checksum
regularized_gaussian_density,100,64,0,completed,,0.0009234,5.36e-05,6.324499999999995e-05,84480,84765,5,20,5,100,3,1,12,"Intel64 Family 6 Model 165 Stepping 3, GenuineIntel",Windows-11-10.0.26200-SP0,3.14.3,2.4.3,1.17.1,2.11.0+cpu,cpu,False,20260805,float32,0.5,0,,"build O(n*d^2 + d^3), query O(n*d + d^2)",1.1176908649056376,0.9323858937932986,Estimator-owned arrays/model tensors and exposed cKDTree arrays plus Python container sizes where measurable; allocator fragmentation and temporary query workspace excluded.,Length in bytes of pickle protocol 5 for the immutable estimator state used by this microbenchmark.,Single-thread warmed CPU wall-clock; per-query timings include query representation and search/density evaluation but exclude synthetic data generation and serialization.,-9646.772481772823
regularized_mahalanobis,100,64,5,completed,,0.0010758,4.81e-05,6.151499999999997e-05,84480,84732,5,20,5,100,3,1,12,"Intel64 Family 6 Model 165 Stepping 3, GenuineIntel",Windows-11-10.0.26200-SP0,3.14.3,2.4.3,1.17.1,2.11.0+cpu,cpu,False,20260805,float32,0.5,0,,"build O(n*d^2 + d^3), query O(n*d + d^2) after whitening",1.1421785296602087,0.9323858937932986,Estimator-owned arrays/model tensors and exposed cKDTree arrays plus Python container sizes where measurable; allocator fragmentation and temporary query workspace excluded.,Length in bytes of pickle protocol 5 for the immutable estimator state used by this microbenchmark.,Single-thread warmed CPU wall-clock; per-query timings include query representation and search/density evaluation but exclude synthetic data generation and serialization.,5569.515428932812
brute_force_euclidean_knn,1000,64,5,completed,,0.0001017,0.0001024,0.00016342999999999997,256000,256156,5,20,5,100,3,1,12,"Intel64 Family 6 Model 165 Stepping 3, GenuineIntel",Windows-11-10.0.26200-SP0,3.14.3,2.4.3,1.17.1,2.11.0+cpu,cpu,False,20260805,float32,0.5,0,,"build O(n*d), query O(n*d)",1.1263292880531728,0.9999999999999996,Estimator-owned arrays/model tensors and exposed cKDTree arrays plus Python container sizes where measurable; allocator fragmentation and temporary query workspace excluded.,Length in bytes of pickle protocol 5 for the immutable estimator state used by this microbenchmark.,Single-thread warmed CPU wall-clock; per-query timings include query representation and search/density evaluation but exclude synthetic data generation and serialization.,3979.4960174560547
ckdtree_indexed_knn,1000,64,5,completed,,0.0024972,0.000343,0.000695845,521112,530543,5,20,5,100,3,1,12,"Intel64 Family 6 Model 165 Stepping 3, GenuineIntel",Windows-11-10.0.26200-SP0,3.14.3,2.4.3,1.17.1,2.11.0+cpu,cpu,False,20260805,float32,0.5,0,,"build O(n*log(n)*d), average query O(log(n)*d + k); worst-case O(n*d)",1.1091821776823059,0.9971625057185957,Estimator-owned arrays/model tensors and exposed cKDTree arrays plus Python container sizes where measurable; allocator fragmentation and temporary query workspace excluded.,Length in bytes of pickle protocol 5 for the immutable estimator state used by this microbenchmark.,Single-thread warmed CPU wall-clock; per-query timings include query representation and search/density evaluation but exclude synthetic data generation and serialization.,3979.49601241956
exact_hash_lookup,1000,64,0,completed,,0.0009966,2e-06,2.9e-06,353952,264054,5,20,5,100,3,1,12,"Intel64 Family 6 Model 165 Stepping 3, GenuineIntel",Windows-11-10.0.26200-SP0,3.14.3,2.4.3,1.17.1,2.11.0+cpu,cpu,False,20260805,float32,0.5,0,,"build O(n*d), expected query O(d) for state-byte hashing; worst-case hash lookup O(n)",0.1413082898372881,1.0010478376587693,Estimator-owned arrays/model tensors and exposed cKDTree arrays plus Python container sizes where measurable; allocator fragmentation and temporary query workspace excluded.,Length in bytes of pickle protocol 5 for the immutable estimator state used by this microbenchmark.,Single-thread warmed CPU wall-clock; per-query timings include query representation and search/density evaluation but exclude synthetic data generation and serialization.,50.0
frozen_embedding_ckdtree_knn,1000,64,5,completed,,0.0159226,0.00132875,0.0018191750000000001,810912,821081,5,20,5,100,3,1,12,"Intel64 Family 6 Model 165 Stepping 3, GenuineIntel",Windows-11-10.0.26200-SP0,3.14.3,2.4.3,1.17.1,2.11.0+cpu,cpu,False,20260805,float32,0.5,64,4d523e21c3c9890f01a97ef6391a7e67ef8bcdcdd8aa48c060f3027436e2b4a0,"build O(n*network_cost + n*log(n)*e), query O(network_cost + log(n)*e + k), worst-case indexed search O(n*e)",0.8219556665477639,0.9499412150424845,Estimator-owned arrays/model tensors and exposed cKDTree arrays plus Python container sizes where measurable; allocator fragmentation and temporary query workspace excluded.,Length in bytes of pickle protocol 5 for the immutable estimator state used by this microbenchmark.,Single-thread warmed CPU wall-clock; per-query timings include query representation and search/density evaluation but exclude synthetic data generation and serialization.,347.1158203642697
regularized_gaussian_density,1000,64,0,completed,,0.0042879,0.0005255500000000001,0.0008361949999999999,545280,545566,5,20,5,100,3,1,12,"Intel64 Family 6 Model 165 Stepping 3, GenuineIntel",Windows-11-10.0.26200-SP0,3.14.3,2.4.3,1.17.1,2.11.0+cpu,cpu,False,20260805,float32,0.5,0,,"build O(n*d^2 + d^3), query O(n*d + d^2)",1.1176908649056376,0.9323858937932986,Estimator-owned arrays/model tensors and exposed cKDTree arrays plus Python container sizes where measurable; allocator fragmentation and temporary query workspace excluded.,Length in bytes of pickle protocol 5 for the immutable estimator state used by this microbenchmark.,Single-thread warmed CPU wall-clock; per-query timings include query representation and search/density evaluation but exclude synthetic data generation and serialization.,-8381.560941826863
regularized_mahalanobis,1000,64,5,completed,,0.0044938,0.00045645,0.0008075599999999997,545280,545533,5,20,5,100,3,1,12,"Intel64 Family 6 Model 165 Stepping 3, GenuineIntel",Windows-11-10.0.26200-SP0,3.14.3,2.4.3,1.17.1,2.11.0+cpu,cpu,False,20260805,float32,0.5,0,,"build O(n*d^2 + d^3), query O(n*d + d^2) after whitening",1.1421785296602087,0.9323858937932986,Estimator-owned arrays/model tensors and exposed cKDTree arrays plus Python container sizes where measurable; allocator fragmentation and temporary query workspace excluded.,Length in bytes of pickle protocol 5 for the immutable estimator state used by this microbenchmark.,Single-thread warmed CPU wall-clock; per-query timings include query representation and search/density evaluation but exclude synthetic data generation and serialization.,4037.411835449902
brute_force_euclidean_knn,10000,64,5,completed,,0.001785,0.005739299999999999,0.006410975,2560000,2560156,5,20,5,100,3,1,12,"Intel64 Family 6 Model 165 Stepping 3, GenuineIntel",Windows-11-10.0.26200-SP0,3.14.3,2.4.3,1.17.1,2.11.0+cpu,cpu,False,20260805,float32,0.5,0,,"build O(n*d), query O(n*d)",1.1263292880531728,0.9999999999999996,Estimator-owned arrays/model tensors and exposed cKDTree arrays plus Python container sizes where measurable; allocator fragmentation and temporary query workspace excluded.,Length in bytes of pickle protocol 5 for the immutable estimator state used by this microbenchmark.,Single-thread warmed CPU wall-clock; per-query timings include query representation and search/density evaluation but exclude synthetic data generation and serialization.,3747.151903152466
ckdtree_indexed_knn,10000,64,5,completed,,0.0479762,0.008484950000000002,0.009662984999999999,5201112,5348803,5,20,5,100,3,1,12,"Intel64 Family 6 Model 165 Stepping 3, GenuineIntel",Windows-11-10.0.26200-SP0,3.14.3,2.4.3,1.17.1,2.11.0+cpu,cpu,False,20260805,float32,0.5,0,,"build O(n*log(n)*d), average query O(log(n)*d + k); worst-case O(n*d)",1.1091821776823059,0.9971625057185957,Estimator-owned arrays/model tensors and exposed cKDTree arrays plus Python container sizes where measurable; allocator fragmentation and temporary query workspace excluded.,Length in bytes of pickle protocol 5 for the immutable estimator state used by this microbenchmark.,Single-thread warmed CPU wall-clock; per-query timings include query representation and search/density evaluation but exclude synthetic data generation and serialization.,3747.1519144710046
exact_hash_lookup,10000,64,0,completed,,0.0112592,2.4500000000000003e-06,3.8049999999999996e-06,3464992,2640396,5,20,5,100,3,1,12,"Intel64 Family 6 Model 165 Stepping 3, GenuineIntel",Windows-11-10.0.26200-SP0,3.14.3,2.4.3,1.17.1,2.11.0+cpu,cpu,False,20260805,float32,0.5,0,,"build O(n*d), expected query O(d) for state-byte hashing; worst-case hash lookup O(n)",0.1413082898372881,1.0010478376587693,Estimator-owned arrays/model tensors and exposed cKDTree arrays plus Python container sizes where measurable; allocator fragmentation and temporary query workspace excluded.,Length in bytes of pickle protocol 5 for the immutable estimator state used by this microbenchmark.,Single-thread warmed CPU wall-clock; per-query timings include query representation and search/density evaluation but exclude synthetic data generation and serialization.,50.0
frozen_embedding_ckdtree_knn,10000,64,5,completed,,0.0835708,0.0102423,0.01591458,7794912,7941469,5,20,5,100,3,1,12,"Intel64 Family 6 Model 165 Stepping 3, GenuineIntel",Windows-11-10.0.26200-SP0,3.14.3,2.4.3,1.17.1,2.11.0+cpu,cpu,False,20260805,float32,0.5,64,4d523e21c3c9890f01a97ef6391a7e67ef8bcdcdd8aa48c060f3027436e2b4a0,"build O(n*network_cost + n*log(n)*e), query O(network_cost + log(n)*e + k), worst-case indexed search O(n*e)",0.8219556665477639,0.9499412150424845,Estimator-owned arrays/model tensors and exposed cKDTree arrays plus Python container sizes where measurable; allocator fragmentation and temporary query workspace excluded.,Length in bytes of pickle protocol 5 for the immutable estimator state used by this microbenchmark.,Single-thread warmed CPU wall-clock; per-query timings include query representation and search/density evaluation but exclude synthetic data generation and serialization.,321.0472024715559
regularized_gaussian_density,10000,64,0,completed,,0.0431977,0.0115011,0.01367916,5153280,5153566,5,20,5,100,3,1,12,"Intel64 Family 6 Model 165 Stepping 3, GenuineIntel",Windows-11-10.0.26200-SP0,3.14.3,2.4.3,1.17.1,2.11.0+cpu,cpu,False,20260805,float32,0.5,0,,"build O(n*d^2 + d^3), query O(n*d + d^2)",1.1176908649056376,0.9323858937932986,Estimator-owned arrays/model tensors and exposed cKDTree arrays plus Python container sizes where measurable; allocator fragmentation and temporary query workspace excluded.,Length in bytes of pickle protocol 5 for the immutable estimator state used by this microbenchmark.,Single-thread warmed CPU wall-clock; per-query timings include query representation and search/density evaluation but exclude synthetic data generation and serialization.,-8431.509723935755
regularized_mahalanobis,10000,64,5,completed,,0.0436787,0.010591699999999999,0.011613865,5153280,5153533,5,20,5,100,3,1,12,"Intel64 Family 6 Model 165 Stepping 3, GenuineIntel",Windows-11-10.0.26200-SP0,3.14.3,2.4.3,1.17.1,2.11.0+cpu,cpu,False,20260805,float32,0.5,0,,"build O(n*d^2 + d^3), query O(n*d + d^2) after whitening",1.1421785296602087,0.9323858937932986,Estimator-owned arrays/model tensors and exposed cKDTree arrays plus Python container sizes where measurable; allocator fragmentation and temporary query workspace excluded.,Length in bytes of pickle protocol 5 for the immutable estimator state used by this microbenchmark.,Single-thread warmed CPU wall-clock; per-query timings include query representation and search/density evaluation but exclude synthetic data generation and serialization.,3747.0516117924585
brute_force_euclidean_knn,100000,64,5,completed,,0.0221456,0.05351595,0.058954655,25600000,25600158,5,20,5,100,3,1,12,"Intel64 Family 6 Model 165 Stepping 3, GenuineIntel",Windows-11-10.0.26200-SP0,3.14.3,2.4.3,1.17.1,2.11.0+cpu,cpu,False,20260805,float32,0.5,0,,"build O(n*d), query O(n*d)",1.1263292880531728,0.9999999999999996,Estimator-owned arrays/model tensors and exposed cKDTree arrays plus Python container sizes where measurable; allocator fragmentation and temporary query workspace excluded.,Length in bytes of pickle protocol 5 for the immutable estimator state used by this microbenchmark.,Single-thread warmed CPU wall-clock; per-query timings include query representation and search/density evaluation but exclude synthetic data generation and serialization.,3517.748058319092
ckdtree_indexed_knn,100000,64,5,completed,,0.7612987,0.10161880000000001,0.12857405,52001112,53181001,5,20,5,100,3,1,12,"Intel64 Family 6 Model 165 Stepping 3, GenuineIntel",Windows-11-10.0.26200-SP0,3.14.3,2.4.3,1.17.1,2.11.0+cpu,cpu,False,20260805,float32,0.5,0,,"build O(n*log(n)*d), average query O(log(n)*d + k); worst-case O(n*d)",1.1091821776823059,0.9971625057185957,Estimator-owned arrays/model tensors and exposed cKDTree arrays plus Python container sizes where measurable; allocator fragmentation and temporary query workspace excluded.,Length in bytes of pickle protocol 5 for the immutable estimator state used by this microbenchmark.,Single-thread warmed CPU wall-clock; per-query timings include query representation and search/density evaluation but exclude synthetic data generation and serialization.,3517.748005142277
exact_hash_lookup,100000,64,0,completed,,0.1854576,4.7e-06,7.715e-06,36942960,26403825,5,20,5,100,3,1,12,"Intel64 Family 6 Model 165 Stepping 3, GenuineIntel",Windows-11-10.0.26200-SP0,3.14.3,2.4.3,1.17.1,2.11.0+cpu,cpu,False,20260805,float32,0.5,0,,"build O(n*d), expected query O(d) for state-byte hashing; worst-case hash lookup O(n)",0.1413082898372881,1.0010478376587693,Estimator-owned arrays/model tensors and exposed cKDTree arrays plus Python container sizes where measurable; allocator fragmentation and temporary query workspace excluded.,Length in bytes of pickle protocol 5 for the immutable estimator state used by this microbenchmark.,Single-thread warmed CPU wall-clock; per-query timings include query representation and search/density evaluation but exclude synthetic data generation and serialization.,50.0
frozen_embedding_ckdtree_knn,100000,64,5,completed,,0.9222728,0.08839405,0.100868775,77634912,78824613,5,20,5,100,3,1,12,"Intel64 Family 6 Model 165 Stepping 3, GenuineIntel",Windows-11-10.0.26200-SP0,3.14.3,2.4.3,1.17.1,2.11.0+cpu,cpu,False,20260805,float32,0.5,64,4d523e21c3c9890f01a97ef6391a7e67ef8bcdcdd8aa48c060f3027436e2b4a0,"build O(n*network_cost + n*log(n)*e), query O(network_cost + log(n)*e + k), worst-case indexed search O(n*e)",0.8219556665477639,0.9499412150424845,Estimator-owned arrays/model tensors and exposed cKDTree arrays plus Python container sizes where measurable; allocator fragmentation and temporary query workspace excluded.,Length in bytes of pickle protocol 5 for the immutable estimator state used by this microbenchmark.,Single-thread warmed CPU wall-clock; per-query timings include query representation and search/density evaluation but exclude synthetic data generation and serialization.,285.44481908470976
regularized_gaussian_density,100000,64,0,completed,,0.4100436,0.10188085,0.11982403999999999,51233280,51233568,5,20,5,100,3,1,12,"Intel64 Family 6 Model 165 Stepping 3, GenuineIntel",Windows-11-10.0.26200-SP0,3.14.3,2.4.3,1.17.1,2.11.0+cpu,cpu,False,20260805,float32,0.5,0,,"build O(n*d^2 + d^3), query O(n*d + d^2)",1.1176908649056376,0.9323858937932986,Estimator-owned arrays/model tensors and exposed cKDTree arrays plus Python container sizes where measurable; allocator fragmentation and temporary query workspace excluded.,Length in bytes of pickle protocol 5 for the immutable estimator state used by this microbenchmark.,Single-thread warmed CPU wall-clock; per-query timings include query representation and search/density evaluation but exclude synthetic data generation and serialization.,-8456.230408685577
regularized_mahalanobis,100000,64,5,completed,,0.4196706,0.1081972,0.13066415499999998,51233280,51233535,5,20,5,100,3,1,12,"Intel64 Family 6 Model 165 Stepping 3, GenuineIntel",Windows-11-10.0.26200-SP0,3.14.3,2.4.3,1.17.1,2.11.0+cpu,cpu,False,20260805,float32,0.5,0,,"build O(n*d^2 + d^3), query O(n*d + d^2) after whitening",1.1421785296602087,0.9323858937932986,Estimator-owned arrays/model tensors and exposed cKDTree arrays plus Python container sizes where measurable; allocator fragmentation and temporary query workspace excluded.,Length in bytes of pickle protocol 5 for the immutable estimator state used by this microbenchmark.,Single-thread warmed CPU wall-clock; per-query timings include query representation and search/density evaluation but exclude synthetic data generation and serialization.,3516.746141180727
