inferential_status,family,challenger,reference,environment,condition,n_pairs,mean_paired_difference,median_paired_difference,paired_bootstrap_ci95_low,paired_bootstrap_ci95_high,paired_wins,paired_losses,paired_ties,paired_t_stat,paired_t_p,wilcoxon_stat,wilcoxon_p,holm_p,holm_significant_0_05
SUPPLEMENTAL_NONCONFIRMATORY_SENSITIVITY,S1,CrossQ,SAC,HalfCheetah-v5,OBS_DELAY_1,5,-71.15450465329695,-232.78468436810005,-754.2002767676969,731.8000491443293,2,3,0,-0.1737460207753239,0.870503571906854,6.0,0.8125,1.0,False
SUPPLEMENTAL_NONCONFIRMATORY_SENSITIVITY,S1,TQC,SAC,HalfCheetah-v5,OBS_DELAY_1,5,-90.59459320871213,-101.78864199552277,-370.30229197475165,220.6554252214769,2,3,0,-0.5290362610576268,0.624777001625419,5.0,0.625,1.0,False
SUPPLEMENTAL_NONCONFIRMATORY_SENSITIVITY,S1,CrossQ,SAC,Walker2d-v5,OBS_DELAY_1,5,2896.1509943406663,3843.8039756852445,1320.5247994885715,4326.613565975085,5,0,0,3.3837631970713966,0.02768899466271803,0.0,0.0625,0.22151195730174425,False
SUPPLEMENTAL_NONCONFIRMATORY_SENSITIVITY,S1,TQC,SAC,Walker2d-v5,OBS_DELAY_1,5,221.2058987038181,106.3993742519076,36.61245015282266,493.97600657172296,4,1,0,1.5993058818635373,0.1850003512050924,1.0,0.125,0.925001756025462,False
SUPPLEMENTAL_NONCONFIRMATORY_SENSITIVITY,S1,CrossQ,SAC,HalfCheetah-v5,ACT_GAIN_075,5,573.0759359059753,135.57254977616367,-172.52536056858872,1364.134704049315,3,2,0,1.2523539240696906,0.2786665102493667,4.0,0.4375,1.0,False
SUPPLEMENTAL_NONCONFIRMATORY_SENSITIVITY,S1,TQC,SAC,HalfCheetah-v5,ACT_GAIN_075,5,380.1829957250869,6.52555698311653,-38.20316076889085,1136.4564589530096,3,2,0,1.032283071635432,0.3602637605255054,4.0,0.4375,1.0,False
SUPPLEMENTAL_NONCONFIRMATORY_SENSITIVITY,S1,CrossQ,SAC,Walker2d-v5,ACT_GAIN_075,5,1938.9763538716572,2446.42131994013,504.9256912506752,3307.616696498632,4,1,0,2.3602482007355285,0.07764189404341651,1.0,0.125,0.46585136426049906,False
SUPPLEMENTAL_NONCONFIRMATORY_SENSITIVITY,S1,TQC,SAC,Walker2d-v5,ACT_GAIN_075,5,202.1581579593681,154.14684934766848,92.8103081608008,311.50600775793544,5,0,0,3.1445001021576178,0.03469709366200447,0.0,0.0625,0.2428796556340313,False
