algorithm,environment,training_seed,condition,mean_return,median_return,cvar10_return,decision_weighted_support_coverage,episode_mean_support_coverage,exact_recurrence_rate_episode_mean,unhealthy_termination_rate,truncation_rate,mean_critic_gap,mean_tqc_quantile_iqr,final_eval_episodes,final_eval_decisions
SAC,HalfCheetah-v5,22004,NOMINAL,4438.987548959703,4446.33006510873,4210.564642000344,0.9988333333333334,0.9988333333333334,0.0,,1.0,0.9859561767578126,,30,30000
SAC,HalfCheetah-v5,22004,OBS_DELAY_1,1080.2877588655895,1117.3676509121492,552.9890988251485,0.7976,0.7975999999999999,0.0,,1.0,2.9567063943743706,,30,30000
SAC,Walker2d-v5,22000,ACT_GAIN_075,372.9858893992776,368.17977529715677,171.43297842895845,0.9633997559983734,0.9602844024074054,0.0,1.0,0.0,2.124023844859633,,30,4918
SAC,Walker2d-v5,22000,COMBINED_DELAY_GAIN,379.56819177358113,382.1308778645998,351.8840758629249,0.9789729969012837,0.9791693451315352,0.0,1.0,0.0,2.398013950910931,,30,4518
SAC,Walker2d-v5,22000,NOMINAL,344.6855797729983,378.8257961309438,104.51608174606129,0.9322950465065974,0.9257606876606944,0.0,1.0,0.0,3.064547141712294,,30,4623
SAC,Walker2d-v5,22000,OBS_DELAY_1,278.08114128386455,190.72517538119183,139.237605871673,0.9030166337750212,0.8890993241356865,0.0,1.0,0.0,3.2143651228256878,,30,3547
SAC,Walker2d-v5,22001,ACT_GAIN_075,654.7244296570963,657.3916251917341,431.5405609421475,0.8957222419717976,0.9029962921334367,0.0,1.0,0.0,3.0896932082363344,,30,8439
SAC,Walker2d-v5,22001,COMBINED_DELAY_GAIN,505.45727343620985,500.0998966698563,357.30656172595377,0.9654014598540146,0.9668230135107987,0.0,1.0,0.0,1.7122010586901715,,30,6850
SAC,Walker2d-v5,22001,NOMINAL,610.9306354272074,561.4299880184972,371.5189266348246,0.9140909625102832,0.9307578948527211,0.0,1.0,0.0,2.64630509726179,,30,8509
SAC,Walker2d-v5,22001,OBS_DELAY_1,532.0291288193431,510.75767863940575,330.5183194707766,0.8594664931685101,0.8723723975934922,0.0,1.0,0.0,4.075246762277074,,30,7685
