environment,agent,seed,checkpoint,mean_return,success_rate,mean_length,elapsed_seconds,environment_steps,gradient_updates,training_elapsed_seconds,evaluation_elapsed_seconds,mean_gate,support_abstention_rate,global_tabular_error,global_neural_error,visited_states,eval_checkpoint,eval_return,train_steps,seconds_per_1000_steps,return_auc,success_rate_auc,experiment_name,config_file,environment_id,resolved_environment_id,observation_representation,git_commit_hash,package_version,python_version,torch_version,numpy_version,gymnasium_version,minigrid_version
MiniGrid-Empty-5x5,dqn_lr1e3_h128_t1000,0,20000,0.0,0.0,100.0,31.795155800005887,20000,1219,23.69465640000999,8.100499399995897,,,,,,20000,0.0,20000,1.1847328200004994,0.0,0.0,posthoc_dqn_sensitivity_minigrid,configs/dqn_sensitivity_minigrid.json,MiniGrid-Empty-5x5-v0,MiniGrid-Empty-5x5-v0,fully_observable_image,d0f2751beb1165d2082e649cf6e5966325ad6bf0,1.2.0,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0
MiniGrid-Empty-5x5,dqn_lr1e3_h128_t1000,1,20000,0.0,0.0,100.0,31.70526780001819,20000,1219,23.652056400023863,8.053211399994325,,,,,,20000,0.0,20000,1.182602820001193,0.0,0.0,posthoc_dqn_sensitivity_minigrid,configs/dqn_sensitivity_minigrid.json,MiniGrid-Empty-5x5-v0,MiniGrid-Empty-5x5-v0,fully_observable_image,d0f2751beb1165d2082e649cf6e5966325ad6bf0,1.2.0,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0
MiniGrid-Empty-5x5,dqn_lr1e3_h128_t1000,2,20000,0.0,0.0,100.0,31.759344100020822,20000,1219,23.6580184000195,8.101325700001325,,,,,,20000,0.0,20000,1.182900920000975,0.0,0.0,posthoc_dqn_sensitivity_minigrid,configs/dqn_sensitivity_minigrid.json,MiniGrid-Empty-5x5-v0,MiniGrid-Empty-5x5-v0,fully_observable_image,d0f2751beb1165d2082e649cf6e5966325ad6bf0,1.2.0,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0
MiniGrid-Empty-5x5,dqn_lr1e3_h128_t1000,3,20000,0.0,0.0,100.0,31.89201489998959,20000,1219,23.759400900104083,8.132613999885507,,,,,,20000,0.0,20000,1.1879700450052042,0.0,0.0,posthoc_dqn_sensitivity_minigrid,configs/dqn_sensitivity_minigrid.json,MiniGrid-Empty-5x5-v0,MiniGrid-Empty-5x5-v0,fully_observable_image,d0f2751beb1165d2082e649cf6e5966325ad6bf0,1.2.0,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0
MiniGrid-Empty-5x5,dqn_lr1e3_h128_t1000,4,20000,0.0,0.0,100.0,34.91830189997563,20000,1219,25.748401999881025,9.169899900094606,,,,,,20000,0.0,20000,1.2874200999940513,0.0,0.0,posthoc_dqn_sensitivity_minigrid,configs/dqn_sensitivity_minigrid.json,MiniGrid-Empty-5x5-v0,MiniGrid-Empty-5x5-v0,fully_observable_image,d0f2751beb1165d2082e649cf6e5966325ad6bf0,1.2.0,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0
MiniGrid-Empty-5x5,dqn_lr1e3_h64_w512,0,20000,0.0,0.0,100.0,29.55478830001084,20000,1219,22.14921700011473,7.40557129989611,,,,,,20000,0.0,20000,1.1074608500057366,0.0,0.0,posthoc_dqn_sensitivity_minigrid,configs/dqn_sensitivity_minigrid.json,MiniGrid-Empty-5x5-v0,MiniGrid-Empty-5x5-v0,fully_observable_image,d0f2751beb1165d2082e649cf6e5966325ad6bf0,1.2.0,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0
MiniGrid-Empty-5x5,dqn_lr1e3_h64_w512,1,20000,0.0,0.0,100.0,29.625758500013035,20000,1219,22.025936799997,7.599821700016037,,,,,,20000,0.0,20000,1.1012968399998502,0.0,0.0,posthoc_dqn_sensitivity_minigrid,configs/dqn_sensitivity_minigrid.json,MiniGrid-Empty-5x5-v0,MiniGrid-Empty-5x5-v0,fully_observable_image,d0f2751beb1165d2082e649cf6e5966325ad6bf0,1.2.0,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0
MiniGrid-Empty-5x5,dqn_lr1e3_h64_w512,2,20000,0.0,0.0,100.0,29.567086299997754,20000,1219,22.1395143000409,7.427571999956854,,,,,,20000,0.0,20000,1.106975715002045,0.0,0.0,posthoc_dqn_sensitivity_minigrid,configs/dqn_sensitivity_minigrid.json,MiniGrid-Empty-5x5-v0,MiniGrid-Empty-5x5-v0,fully_observable_image,d0f2751beb1165d2082e649cf6e5966325ad6bf0,1.2.0,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0
MiniGrid-Empty-5x5,dqn_lr1e3_h64_w512,3,20000,0.0,0.0,100.0,29.558949299971573,20000,1219,22.02331970003433,7.535629599937238,,,,,,20000,0.0,20000,1.1011659850017166,0.0,0.0,posthoc_dqn_sensitivity_minigrid,configs/dqn_sensitivity_minigrid.json,MiniGrid-Empty-5x5-v0,MiniGrid-Empty-5x5-v0,fully_observable_image,d0f2751beb1165d2082e649cf6e5966325ad6bf0,1.2.0,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0
MiniGrid-Empty-5x5,dqn_lr1e3_h64_w512,4,20000,0.0,0.0,100.0,29.54594789998373,20000,1219,22.084839599905536,7.461108300078195,,,,,,20000,0.0,20000,1.1042419799952767,0.0,0.0,posthoc_dqn_sensitivity_minigrid,configs/dqn_sensitivity_minigrid.json,MiniGrid-Empty-5x5-v0,MiniGrid-Empty-5x5-v0,fully_observable_image,d0f2751beb1165d2082e649cf6e5966325ad6bf0,1.2.0,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0
MiniGrid-Empty-5x5,dqn_lr3e4_h128_t1000,0,20000,0.0,0.0,100.0,31.57865520002088,20000,1219,23.63723920000484,7.941416000016034,,,,,,20000,0.0,20000,1.181861960000242,0.0,0.0,posthoc_dqn_sensitivity_minigrid,configs/dqn_sensitivity_minigrid.json,MiniGrid-Empty-5x5-v0,MiniGrid-Empty-5x5-v0,fully_observable_image,d0f2751beb1165d2082e649cf6e5966325ad6bf0,1.2.0,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0
MiniGrid-Empty-5x5,dqn_lr3e4_h128_t1000,1,20000,0.0,0.0,100.0,31.739311700046528,20000,1219,23.781973400036804,7.957338300009724,,,,,,20000,0.0,20000,1.1890986700018402,0.0,0.0,posthoc_dqn_sensitivity_minigrid,configs/dqn_sensitivity_minigrid.json,MiniGrid-Empty-5x5-v0,MiniGrid-Empty-5x5-v0,fully_observable_image,d0f2751beb1165d2082e649cf6e5966325ad6bf0,1.2.0,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0
MiniGrid-Empty-5x5,dqn_lr3e4_h128_t1000,2,20000,0.0,0.0,100.0,31.334870799968485,20000,1219,23.434165399929043,7.900705400039442,,,,,,20000,0.0,20000,1.171708269996452,0.0,0.0,posthoc_dqn_sensitivity_minigrid,configs/dqn_sensitivity_minigrid.json,MiniGrid-Empty-5x5-v0,MiniGrid-Empty-5x5-v0,fully_observable_image,d0f2751beb1165d2082e649cf6e5966325ad6bf0,1.2.0,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0
MiniGrid-Empty-5x5,dqn_lr3e4_h128_t1000,3,20000,0.0,0.0,100.0,31.74969330005115,20000,1219,23.671573400089983,8.078119899961166,,,,,,20000,0.0,20000,1.1835786700044992,0.0,0.0,posthoc_dqn_sensitivity_minigrid,configs/dqn_sensitivity_minigrid.json,MiniGrid-Empty-5x5-v0,MiniGrid-Empty-5x5-v0,fully_observable_image,d0f2751beb1165d2082e649cf6e5966325ad6bf0,1.2.0,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0
