environment,metric,left,right,n_pairs,mean_difference,median_difference,bootstrap_ci_low,bootstrap_ci_high,cohen_dz,rank_biserial,paired_t_p,wilcoxon_p,sign_test_p,wins,losses,ties,difference_skew,difference_excess_kurtosis,catastrophic_low_outliers,catastrophic_high_outliers,win_rate_non_ties,contrast,paired_t_holm_p,wilcoxon_holm_p,sign_test_holm_p
CliffWalking-confirmatory,return_auc,fuzzy_reliability_full,count_gate_tau_20,30,11.091666666666667,0.0,-40.433749999999996,69.03343749999999,0.07116995702749138,-0.0457516339869281,0.6995224455880344,0.867799297150097,1.0,8,9,13,1.7097042194836265,5.180934180507652,7,6,0.47058823529411764,fuzzy_reliability_vs_count,1.0,1.0,1.0
FourRooms-9-support-shift-confirmatory,return_auc,fuzzy_reliability_full,count_gate_tau_20,30,-0.020798888888888877,-0.038000000000000034,-0.07660694444444464,0.03297483333333348,-0.1332720637189535,-0.16559139784946236,0.47126973458356325,0.4399667661637068,0.8555355519056321,14,16,0,-0.022013019523585163,-0.2332549676675315,0,0,0.4666666666666667,fuzzy_reliability_vs_count,1.0,1.0,1.0
FrozenLake-4x4-slippery-confirmatory,return_auc,fuzzy_reliability_full,count_gate_tau_20,30,0.02666666666666667,0.03124999999999989,-0.013753472222222224,0.06555555555555553,0.23174688233972648,0.2967741935483871,0.2144160934592515,0.15582528598183484,0.20048842206597334,19,11,0,-0.38873490327186366,-0.16362182741246656,0,0,0.6333333333333333,fuzzy_reliability_vs_count,0.857664373837006,0.6233011439273394,0.8019536882638933
CliffWalking-confirmatory,return_auc,fuzzy_reliability_full,crisp_relative_gate,30,54.8375,60.875,32.6825,75.02916666666667,0.941327502149361,0.854679802955665,1.6447275168191947e-05,5.688571377960753e-05,3.032386302947998e-06,26,2,2,-0.8038779765251087,2.3872662806274096,7,6,0.9285714285714286,fuzzy_reliability_vs_crisp,8.223637584095973e-05,0.00028442856889803765,1.516193151473999e-05
FourRooms-9-support-shift-confirmatory,return_auc,fuzzy_reliability_full,crisp_relative_gate,30,0.0001688888888890035,0.011283333333333978,-0.05456722222222215,0.05351922222222236,0.0010786985764764767,0.015053763440860216,0.9953263627229916,0.9515264742076397,0.5846647117286922,17,13,0,0.019431145674059132,0.2517630072343917,0,0,0.5666666666666667,fuzzy_reliability_vs_crisp,1.0,1.0,1.0
FrozenLake-4x4-slippery-confirmatory,return_auc,fuzzy_reliability_full,crisp_relative_gate,30,0.20847222222222225,0.19166666666666665,0.16180555555555556,0.2545833333333334,1.5780906839900337,0.9698924731182795,1.6152304432840161e-09,3.5390257835388184e-08,5.774199962615967e-08,29,1,0,-0.16474792118927747,0.016441106967837182,0,0,0.9666666666666667,fuzzy_reliability_vs_crisp,9.691382659704097e-09,2.123415470123291e-07,3.46451997756958e-07
