result_family,environment,agent,seed_n_finite_returns,seed_minimum_return,seed_return_quantile_0_05,seed_worst_decile_mean_return,seed_cvar_0_10_return,seed_cvar_0_05_return,episode_n_finite_returns,episode_minimum_return,episode_return_quantile_0_05,episode_worst_decile_mean_return,episode_cvar_0_10_return,episode_cvar_0_05_return,worst_checkpoint,worst_checkpoint_return,maximum_learning_curve_drawdown,seed_failure_probability,seed_collision_rate,seed_risk_zone_rate,seed_motor_saturation_rate,seed_source_file,episode_source_file,checkpoint_source_file
confirmatory_extended_compact,FrozenLake-4x4-slippery,validated_dqn,30,0,0,0,0,0,900,0,0,0,0,0,2500,0.0888888888889,0,,,,,results/confirmatory_extended_compact/seed_metrics.csv,results/confirmatory_extended_compact/raw.csv.gz,results/confirmatory_extended_compact/raw.csv.gz
confirmatory_extended_compact,FrozenLake-8x8-slippery,count_gated_tau_20,30,0,0,0,0,0,900,0,0,0,0,0,2500,0,0.00333333333333,,,,,results/confirmatory_extended_compact/seed_metrics.csv,results/confirmatory_extended_compact/raw.csv.gz,results/confirmatory_extended_compact/raw.csv.gz
confirmatory_extended_compact,FrozenLake-8x8-slippery,fixed_hybrid,30,0,0,0,0,0,900,0,0,0,0,0,2500,0,0.0188888888889,,,,,results/confirmatory_extended_compact/seed_metrics.csv,results/confirmatory_extended_compact/raw.csv.gz,results/confirmatory_extended_compact/raw.csv.gz
confirmatory_extended_compact,FrozenLake-8x8-slippery,random,30,0,0,0,0,0,900,0,0,0,0,0,12500,0.00111111111111,0.00222222222222,,,,,results/confirmatory_extended_compact/seed_metrics.csv,results/confirmatory_extended_compact/raw.csv.gz,results/confirmatory_extended_compact/raw.csv.gz
confirmatory_extended_compact,FrozenLake-8x8-slippery,reliability_gated,30,0,0,0,0,0,900,0,0,0,0,0,2500,0,0.00333333333333,,,,,results/confirmatory_extended_compact/seed_metrics.csv,results/confirmatory_extended_compact/raw.csv.gz,results/confirmatory_extended_compact/raw.csv.gz
confirmatory_extended_compact,FrozenLake-8x8-slippery,support_abstain_tau_20,30,0,0,0,0,0,900,0,0,0,0,0,2500,0.00222222222222,0,,,,,results/confirmatory_extended_compact/seed_metrics.csv,results/confirmatory_extended_compact/raw.csv.gz,results/confirmatory_extended_compact/raw.csv.gz
confirmatory_extended_compact,FrozenLake-8x8-slippery,tabular,30,0,0,0,0,0,900,0,0,0,0,0,2500,0.00222222222222,0.00222222222222,,,,,results/confirmatory_extended_compact/seed_metrics.csv,results/confirmatory_extended_compact/raw.csv.gz,results/confirmatory_extended_compact/raw.csv.gz
confirmatory_extended_compact,FrozenLake-8x8-slippery,validated_dqn,30,0,0,0,0,0,900,0,0,0,0,0,2500,0,0.0122222222222,,,,,results/confirmatory_extended_compact/seed_metrics.csv,results/confirmatory_extended_compact/raw.csv.gz,results/confirmatory_extended_compact/raw.csv.gz
confirmatory_extended_compact,Taxi-v3-compatible,count_gated_tau_20,30,-200,-200,-200,-200,-200,900,-200,-200,-200,-200,-200,2500,-539.17,0,,,,,results/confirmatory_extended_compact/seed_metrics.csv,results/confirmatory_extended_compact/raw.csv.gz,results/confirmatory_extended_compact/raw.csv.gz
confirmatory_extended_compact,Taxi-v3-compatible,fixed_hybrid,30,-200,-200,-200,-200,-200,900,-200,-200,-200,-200,-200,2500,-578.88,0,,,,,results/confirmatory_extended_compact/seed_metrics.csv,results/confirmatory_extended_compact/raw.csv.gz,results/confirmatory_extended_compact/raw.csv.gz
confirmatory_extended_compact,Taxi-v3-compatible,random,30,-797.6,-796.428333333,-796.766666667,-796.766666667,-797.366666667,900,-965,-893,-898.1,-898.1,-916,12500,-775.458888889,8.22,,,,,results/confirmatory_extended_compact/seed_metrics.csv,results/confirmatory_extended_compact/raw.csv.gz,results/confirmatory_extended_compact/raw.csv.gz
confirmatory_extended_compact,Taxi-v3-compatible,reliability_gated,30,-675.8,-471.77,-537.8,-537.8,-587.15,900,-2000,-1937.45,-1114,-1114,-1989.4,2500,-636.71,91.4,,,,,results/confirmatory_extended_compact/seed_metrics.csv,results/confirmatory_extended_compact/raw.csv.gz,results/confirmatory_extended_compact/raw.csv.gz
confirmatory_extended_compact,Taxi-v3-compatible,support_abstain_tau_20,30,-200,-200,-200,-200,-200,900,-200,-200,-200,-200,-200,2500,-654.141111111,6.27,,,,,results/confirmatory_extended_compact/seed_metrics.csv,results/confirmatory_extended_compact/raw.csv.gz,results/confirmatory_extended_compact/raw.csv.gz
confirmatory_extended_compact,Taxi-v3-compatible,tabular,30,-379.4,-292.835,-319.7,-319.7,-349.55,900,-2000,-200,-386.4,-386.4,-572.8,2500,-788.393333333,7.65444444444,,,,,results/confirmatory_extended_compact/seed_metrics.csv,results/confirmatory_extended_compact/raw.csv.gz,results/confirmatory_extended_compact/raw.csv.gz
confirmatory_extended_compact,Taxi-v3-compatible,validated_dqn,30,-200,-200,-200,-200,-200,900,-200,-200,-200,-200,-200,2500,-372.77,0,,,,,results/confirmatory_extended_compact/seed_metrics.csv,results/confirmatory_extended_compact/raw.csv.gz,results/confirmatory_extended_compact/raw.csv.gz
cost_support_metrics,ApplicationNavigation-cost-support,count_gated_tau_20,10,-10.3216666667,-10.0294666667,-10.3216666667,-10.3216666667,,300,-29.77,-28.85,-28.8016666667,-28.8016666667,-29.1413333333,12000,-5.1052,2.64783333333,0.436666666667,0.245744375509,0.0129125183494,,results/cost_support_metrics/seed_metrics.csv,results/cost_support_metrics/raw.csv.gz,results/cost_support_metrics/raw.csv.gz
cost_support_metrics,ApplicationNavigation-cost-support,fuzzy_support_adaptive,10,-10.4483333333,-10.1045333333,-10.4483333333,-10.4483333333,,300,-29.54,-28.7075,-28.7353333333,-28.7353333333,-29.034,10000,-5.0709,2.60016666667,0.463333333333,0.200295524164,0.0105259462759,,results/cost_support_metrics/seed_metrics.csv,results/cost_support_metrics/raw.csv.gz,results/cost_support_metrics/raw.csv.gz
cost_support_metrics,ApplicationNavigation-cost-support,support_abstain_tau_20,10,-1.96933333333,-1.44103333333,-1.96933333333,-1.96933333333,,300,-8.32,-4.0005,-4.57633333333,-4.57633333333,-5.64,2000,-2.64076666667,0,0.54,0.0104854166409,0.0240393552271,,results/cost_support_metrics/seed_metrics.csv,results/cost_support_metrics/raw.csv.gz,results/cost_support_metrics/raw.csv.gz
cost_support_metrics,ApplicationNavigation-cost-support,tabular,10,-1.10933333333,-0.624233333333,-1.10933333333,-1.10933333333,,300,-10.97,-8.8535,-9.09866666667,-9.09866666667,-9.53466666667,2000,-5.5578,0,0.286666666667,0.077618399014,0.0340366352317,,results/cost_support_metrics/seed_metrics.csv,results/cost_support_metrics/raw.csv.gz,results/cost_support_metrics/raw.csv.gz
cost_support_metrics,ApplicationNavigation-cost-support,validated_dqn,10,-17.6143333333,-12.3310333333,-17.6143333333,-17.6143333333,,300,-29.54,-27.7875,-25.0796666667,-25.0796666667,-28.7426666667,4000,-5.2752,0.7109,0.93,0.0905921058747,0.0451764905533,,results/cost_support_metrics/seed_metrics.csv,results/cost_support_metrics/raw.csv.gz,results/cost_support_metrics/raw.csv.gz
cost_support_metrics,FourRooms-9-cost-support,count_gated_tau_20,10,-2.427,-2.3178,-2.427,-2.427,,300,-3.15,-3.1,-3.10433333333,-3.10433333333,-3.12066666667,2000,-2.44533333333,0.00153333333333,0.773333333333,0,0,,results/cost_support_metrics/seed_metrics.csv,results/cost_support_metrics/raw.csv.gz,results/cost_support_metrics/raw.csv.gz
cost_support_metrics,FourRooms-9-cost-support,fuzzy_support_adaptive,10,-2.42666666667,-2.41901666667,-2.42666666667,-2.42666666667,,300,-3.14,-3.1,-3.09933333333,-3.09933333333,-3.11333333333,2000,-2.44513333333,0.0483666666667,0.79,0,0,,results/cost_support_metrics/seed_metrics.csv,results/cost_support_metrics/raw.csv.gz,results/cost_support_metrics/raw.csv.gz
cost_support_metrics,FourRooms-9-cost-support,support_abstain_tau_20,10,-1.52466666667,-1.41051666667,-1.52466666667,-1.52466666667,,300,-2.2,-2.07,-2.077,-2.077,-2.104,10000,-1.2126,0.209433333333,0.603333333333,0,0,,results/cost_support_metrics/seed_metrics.csv,results/cost_support_metrics/raw.csv.gz,results/cost_support_metrics/raw.csv.gz
cost_support_metrics,FourRooms-9-cost-support,tabular,10,-1.37266666667,-1.33006666667,-1.37266666667,-1.37266666667,,300,-2.17,-2.06,-2.06833333333,-2.06833333333,-2.09666666667,4000,-1.12356666667,0.0893666666667,0.586666666667,0,0,,results/cost_support_metrics/seed_metrics.csv,results/cost_support_metrics/raw.csv.gz,results/cost_support_metrics/raw.csv.gz
cost_support_metrics,FourRooms-9-cost-support,validated_dqn,10,-2.72066666667,-2.61596666667,-2.72066666667,-2.72066666667,,300,-3.15,-3.1,-3.10166666667,-3.10166666667,-3.11933333333,4000,-2.43566666667,0.125866666667,0.806666666667,0,0,,results/cost_support_metrics/seed_metrics.csv,results/cost_support_metrics/raw.csv.gz,results/cost_support_metrics/raw.csv.gz
dqn_strong_validation,CliffWalking-v1,original_selected_dqn,30,-500,-500,-500,-500,-500,900,-500,-500,-500,-500,-500,2500,-500,0,,,,,results/dqn_strong_validation/seed_metrics.csv,results/dqn_strong_validation/raw.csv.gz,results/dqn_strong_validation/raw.csv.gz
dqn_strong_validation,CliffWalking-v1,validated_dqn,30,-500,-500,-500,-500,-500,900,-500,-500,-500,-500,-500,2500,-500,0,,,,,results/dqn_strong_validation/seed_metrics.csv,results/dqn_strong_validation/raw.csv.gz,results/dqn_strong_validation/raw.csv.gz
dqn_strong_validation,FourRooms-11-slip-unseen-goals,original_selected_dqn,30,-3.66566666667,-3.63538333333,-3.64533333333,-3.64533333333,-3.6515,900,-4.32,-4.24,-4.24422222222,-4.24422222222,-4.26488888889,2500,-3.44484444444,0.179333333333,,,,,results/dqn_strong_validation/seed_metrics.csv,results/dqn_strong_validation/raw.csv.gz,results/dqn_strong_validation/raw.csv.gz
dqn_strong_validation,FourRooms-11-slip-unseen-goals,validated_dqn,30,-3.80266666667,-3.64323333333,-3.68666666667,-3.68666666667,-3.7885,900,-4.31,-4.24,-4.24688888889,-4.24688888889,-4.27,5000,-3.48036666667,0.101022222222,,,,,results/dqn_strong_validation/seed_metrics.csv,results/dqn_strong_validation/raw.csv.gz,results/dqn_strong_validation/raw.csv.gz
dqn_strong_validation,FourRooms-7-unseen-goals,original_selected_dqn,30,-1.98333333333,-1.83866666667,-1.886,-1.886,-1.917,900,-2,-2,-2,-2,-2,2500,-1.72386666667,0,,,,,results/dqn_strong_validation/seed_metrics.csv,results/dqn_strong_validation/raw.csv.gz,results/dqn_strong_validation/raw.csv.gz
dqn_strong_validation,FourRooms-7-unseen-goals,validated_dqn,30,-1.956,-1.93373333333,-1.94,-1.94,-1.95266666667,900,-2,-2,-2,-2,-2,2500,-1.68767777778,0.0593777777778,,,,,results/dqn_strong_validation/seed_metrics.csv,results/dqn_strong_validation/raw.csv.gz,results/dqn_strong_validation/raw.csv.gz
dqn_strong_validation,FourRooms-9-slip-unseen-goals,original_selected_dqn,30,-2.89833333333,-2.64931666667,-2.72955555556,-2.72955555556,-2.7925,900,-3.15,-3.09,-3.09944444444,-3.09944444444,-3.114,2500,-2.41736666667,0.1118,,,,,results/dqn_strong_validation/seed_metrics.csv,results/dqn_strong_validation/raw.csv.gz,results/dqn_strong_validation/raw.csv.gz
dqn_strong_validation,FourRooms-9-slip-unseen-goals,validated_dqn,30,-2.77733333333,-2.5154,-2.60244444444,-2.60244444444,-2.64816666667,900,-3.15,-3.1,-3.10477777778,-3.10477777778,-3.118,2500,-2.39984444444,0.0356111111111,,,,,results/dqn_strong_validation/seed_metrics.csv,results/dqn_strong_validation/raw.csv.gz,results/dqn_strong_validation/raw.csv.gz
dqn_strong_validation,FrozenLake-4x4-slippery,original_selected_dqn,30,0,0,0,0,0,900,0,0,0,0,0,2500,0.0877777777778,0,,,,,results/dqn_strong_validation/seed_metrics.csv,results/dqn_strong_validation/raw.csv.gz,results/dqn_strong_validation/raw.csv.gz
dqn_strong_validation,FrozenLake-4x4-slippery,validated_dqn,30,0,0,0,0,0,900,0,0,0,0,0,2500,0.153333333333,0,,,,,results/dqn_strong_validation/seed_metrics.csv,results/dqn_strong_validation/raw.csv.gz,results/dqn_strong_validation/raw.csv.gz
dqn_strong_validation,FrozenLake-8x8-slippery,original_selected_dqn,30,0,0,0,0,0,900,0,0,0,0,0,7500,0.00222222222222,0.00888888888889,,,,,results/dqn_strong_validation/seed_metrics.csv,results/dqn_strong_validation/raw.csv.gz,results/dqn_strong_validation/raw.csv.gz
dqn_strong_validation,FrozenLake-8x8-slippery,validated_dqn,30,0,0,0,0,0,900,0,0,0,0,0,5000,0,0.0111111111111,,,,,results/dqn_strong_validation/seed_metrics.csv,results/dqn_strong_validation/raw.csv.gz,results/dqn_strong_validation/raw.csv.gz
dqn_strong_validation,MiniGrid-Empty-5x5-validation,original_selected_dqn,10,0,0,0,0,,300,0,0,0,0,0,2500,0,0,,,,,results/dqn_strong_validation/seed_metrics.csv,results/dqn_strong_validation/raw.csv.gz,results/dqn_strong_validation/raw.csv.gz
dqn_strong_validation,MiniGrid-Empty-5x5-validation,validated_dqn,10,0,0,0,0,,300,0,0,0,0,0,2500,0,0,,,,,results/dqn_strong_validation/seed_metrics.csv,results/dqn_strong_validation/raw.csv.gz,results/dqn_strong_validation/raw.csv.gz
dqn_strong_validation,Taxi-v3-compatible,original_selected_dqn,30,-200,-200,-200,-200,-200,900,-200,-200,-200,-200,-200,2500,-260,0,,,,,results/dqn_strong_validation/seed_metrics.csv,results/dqn_strong_validation/raw.csv.gz,results/dqn_strong_validation/raw.csv.gz
dqn_strong_validation,Taxi-v3-compatible,validated_dqn,30,-200,-200,-200,-200,-200,900,-200,-200,-200,-200,-200,2500,-487.82,0,,,,,results/dqn_strong_validation/seed_metrics.csv,results/dqn_strong_validation/raw.csv.gz,results/dqn_strong_validation/raw.csv.gz
dqn_tuning_development,CliffWalking-v1,double_dqn_lr3e4_h128,5,-500,-500,-500,-500,,100,-500,-500,-500,-500,-500,2500,-500,0,,,,,results/dqn_tuning_development/seed_metrics.csv,results/dqn_tuning_development/raw.csv.gz,results/dqn_tuning_development/raw.csv.gz
dqn_tuning_development,CliffWalking-v1,vanilla_dqn_buffer100k,5,-500,-500,-500,-500,,100,-500,-500,-500,-500,-500,2500,-500,0,,,,,results/dqn_tuning_development/seed_metrics.csv,results/dqn_tuning_development/raw.csv.gz,results/dqn_tuning_development/raw.csv.gz
dqn_tuning_development,CliffWalking-v1,vanilla_dqn_h128,5,-500,-500,-500,-500,,100,-500,-500,-500,-500,-500,2500,-500,0,,,,,results/dqn_tuning_development/seed_metrics.csv,results/dqn_tuning_development/raw.csv.gz,results/dqn_tuning_development/raw.csv.gz
dqn_tuning_development,CliffWalking-v1,vanilla_dqn_h64,5,-500,-500,-500,-500,,100,-500,-500,-500,-500,-500,2500,-500,0,,,,,results/dqn_tuning_development/seed_metrics.csv,results/dqn_tuning_development/raw.csv.gz,results/dqn_tuning_development/raw.csv.gz
dqn_tuning_development,CliffWalking-v1,vanilla_dqn_lr3e4_h128,5,-500,-500,-500,-500,,100,-500,-500,-500,-500,-500,2500,-500,0,,,,,results/dqn_tuning_development/seed_metrics.csv,results/dqn_tuning_development/raw.csv.gz,results/dqn_tuning_development/raw.csv.gz
dqn_tuning_development,CliffWalking-v1,vanilla_dqn_target1000,5,-500,-500,-500,-500,,100,-500,-500,-500,-500,-500,2500,-500,0,,,,,results/dqn_tuning_development/seed_metrics.csv,results/dqn_tuning_development/raw.csv.gz,results/dqn_tuning_development/raw.csv.gz
dqn_tuning_development,CliffWalking-v1,vanilla_dqn_target250,5,-500,-500,-500,-500,,100,-500,-500,-500,-500,-500,2500,-10400,0,,,,,results/dqn_tuning_development/seed_metrics.csv,results/dqn_tuning_development/raw.csv.gz,results/dqn_tuning_development/raw.csv.gz
dqn_tuning_development,FourRooms-11-slip-unseen-goals,double_dqn_lr3e4_h128,5,-3.617,-3.515,-3.617,-3.617,,100,-4.3,-4.2305,-4.239,-4.239,-4.268,10000,-3.6431,0.4061,,,,,results/dqn_tuning_development/seed_metrics.csv,results/dqn_tuning_development/raw.csv.gz,results/dqn_tuning_development/raw.csv.gz
dqn_tuning_development,FourRooms-11-slip-unseen-goals,vanilla_dqn_buffer100k,5,-3.918,-3.8622,-3.918,-3.918,,100,-4.29,-4.2705,-4.269,-4.269,-4.282,2500,-3.5968,0.6099,,,,,results/dqn_tuning_development/seed_metrics.csv,results/dqn_tuning_development/raw.csv.gz,results/dqn_tuning_development/raw.csv.gz
dqn_tuning_development,FourRooms-11-slip-unseen-goals,vanilla_dqn_h128,5,-3.85,-3.8256,-3.85,-3.85,,100,-4.29,-4.251,-4.26,-4.26,-4.282,12500,-3.6353,0.4546,,,,,results/dqn_tuning_development/seed_metrics.csv,results/dqn_tuning_development/raw.csv.gz,results/dqn_tuning_development/raw.csv.gz
dqn_tuning_development,FourRooms-11-slip-unseen-goals,vanilla_dqn_h64,5,-3.5425,-3.5281,-3.5425,-3.5425,,100,-4.29,-4.25,-4.256,-4.256,-4.274,2500,-3.7475,0.1621,,,,,results/dqn_tuning_development/seed_metrics.csv,results/dqn_tuning_development/raw.csv.gz,results/dqn_tuning_development/raw.csv.gz
dqn_tuning_development,FourRooms-11-slip-unseen-goals,vanilla_dqn_lr3e4_h128,5,-3.4915,-3.4343,-3.4915,-3.4915,,100,-4.29,-4.2105,-4.228,-4.228,-4.25,2500,-3.4973,0.2408,,,,,results/dqn_tuning_development/seed_metrics.csv,results/dqn_tuning_development/raw.csv.gz,results/dqn_tuning_development/raw.csv.gz
dqn_tuning_development,FourRooms-11-slip-unseen-goals,vanilla_dqn_target1000,5,-3.491,-3.3814,-3.491,-3.491,,100,-4.29,-4.2405,-4.246,-4.246,-4.272,2500,-3.58,0.2842,,,,,results/dqn_tuning_development/seed_metrics.csv,results/dqn_tuning_development/raw.csv.gz,results/dqn_tuning_development/raw.csv.gz
dqn_tuning_development,FourRooms-11-slip-unseen-goals,vanilla_dqn_target250,5,-3.7625,-3.5303,-3.7625,-3.7625,,100,-4.28,-4.2105,-4.228,-4.228,-4.258,7500,-3.5986,0.5694,,,,,results/dqn_tuning_development/seed_metrics.csv,results/dqn_tuning_development/raw.csv.gz,results/dqn_tuning_development/raw.csv.gz
dqn_tuning_development,FourRooms-7-unseen-goals,double_dqn_lr3e4_h128,5,-1.9345,-1.9054,-1.9345,-1.9345,,100,-2,-2,-2,-2,-2,7500,-1.808,0.1395,,,,,results/dqn_tuning_development/seed_metrics.csv,results/dqn_tuning_development/raw.csv.gz,results/dqn_tuning_development/raw.csv.gz
dqn_tuning_development,FourRooms-7-unseen-goals,vanilla_dqn_buffer100k,5,-1.836,-1.8053,-1.836,-1.836,,100,-2,-2,-2,-2,-2,7500,-1.709,0.2297,,,,,results/dqn_tuning_development/seed_metrics.csv,results/dqn_tuning_development/raw.csv.gz,results/dqn_tuning_development/raw.csv.gz
dqn_tuning_development,FourRooms-7-unseen-goals,vanilla_dqn_h128,5,-1.695,-1.6739,-1.695,-1.695,,100,-2,-2,-2,-2,-2,2500,-1.6543,0.0105,,,,,results/dqn_tuning_development/seed_metrics.csv,results/dqn_tuning_development/raw.csv.gz,results/dqn_tuning_development/raw.csv.gz
dqn_tuning_development,FourRooms-7-unseen-goals,vanilla_dqn_h64,5,-1.6425,-1.632,-1.6425,-1.6425,,100,-2,-2,-2,-2,-2,5000,-1.708,0.1866,,,,,results/dqn_tuning_development/seed_metrics.csv,results/dqn_tuning_development/raw.csv.gz,results/dqn_tuning_development/raw.csv.gz
dqn_tuning_development,FourRooms-7-unseen-goals,vanilla_dqn_lr3e4_h128,5,-1.742,-1.7124,-1.742,-1.742,,100,-2,-2,-2,-2,-2,5000,-1.6384,0.08,,,,,results/dqn_tuning_development/seed_metrics.csv,results/dqn_tuning_development/raw.csv.gz,results/dqn_tuning_development/raw.csv.gz
dqn_tuning_development,FourRooms-7-unseen-goals,vanilla_dqn_target1000,5,-1.9285,-1.8894,-1.9285,-1.9285,,100,-2,-2,-2,-2,-2,2500,-1.8341,0.0674,,,,,results/dqn_tuning_development/seed_metrics.csv,results/dqn_tuning_development/raw.csv.gz,results/dqn_tuning_development/raw.csv.gz
dqn_tuning_development,FourRooms-7-unseen-goals,vanilla_dqn_target250,5,-1.7435,-1.7323,-1.7435,-1.7435,,100,-2,-2,-2,-2,-2,7500,-1.7675,0.2092,,,,,results/dqn_tuning_development/seed_metrics.csv,results/dqn_tuning_development/raw.csv.gz,results/dqn_tuning_development/raw.csv.gz
dqn_tuning_development,FourRooms-9-slip-unseen-goals,double_dqn_lr3e4_h128,5,-2.177,-2.1765,-2.177,-2.177,,100,-3.17,-3.08,-3.088,-3.088,-3.104,2500,-2.4044,0.1559,,,,,results/dqn_tuning_development/seed_metrics.csv,results/dqn_tuning_development/raw.csv.gz,results/dqn_tuning_development/raw.csv.gz
dqn_tuning_development,FourRooms-9-slip-unseen-goals,vanilla_dqn_buffer100k,5,-2.1555,-2.0668,-2.1555,-2.1555,,100,-3.11,-3.08,-3.08,-3.08,-3.096,7500,-2.304,0.1671,,,,,results/dqn_tuning_development/seed_metrics.csv,results/dqn_tuning_development/raw.csv.gz,results/dqn_tuning_development/raw.csv.gz
dqn_tuning_development,FourRooms-9-slip-unseen-goals,vanilla_dqn_h128,5,-2.5655,-2.5188,-2.5655,-2.5655,,100,-3.17,-3.09,-3.096,-3.096,-3.12,7500,-2.4978,0.2704,,,,,results/dqn_tuning_development/seed_metrics.csv,results/dqn_tuning_development/raw.csv.gz,results/dqn_tuning_development/raw.csv.gz
dqn_tuning_development,FourRooms-9-slip-unseen-goals,vanilla_dqn_h64,5,-2.53,-2.4584,-2.53,-2.53,,100,-3.17,-3.09,-3.1,-3.1,-3.124,7500,-2.399,0.1713,,,,,results/dqn_tuning_development/seed_metrics.csv,results/dqn_tuning_development/raw.csv.gz,results/dqn_tuning_development/raw.csv.gz
dqn_tuning_development,FourRooms-9-slip-unseen-goals,vanilla_dqn_lr3e4_h128,5,-2.45,-2.3302,-2.45,-2.45,,100,-3.17,-3.08,-3.094,-3.094,-3.112,5000,-2.3393,0.049,,,,,results/dqn_tuning_development/seed_metrics.csv,results/dqn_tuning_development/raw.csv.gz,results/dqn_tuning_development/raw.csv.gz
dqn_tuning_development,FourRooms-9-slip-unseen-goals,vanilla_dqn_target1000,5,-1.9705,-1.9604,-1.9705,-1.9705,,100,-3.17,-3.081,-3.104,-3.104,-3.14,7500,-2.3541,0.1442,,,,,results/dqn_tuning_development/seed_metrics.csv,results/dqn_tuning_development/raw.csv.gz,results/dqn_tuning_development/raw.csv.gz
dqn_tuning_development,FourRooms-9-slip-unseen-goals,vanilla_dqn_target250,5,-2.7365,-2.6256,-2.7365,-2.7365,,100,-3.12,-3.09,-3.094,-3.094,-3.106,7500,-2.3497,0.2334,,,,,results/dqn_tuning_development/seed_metrics.csv,results/dqn_tuning_development/raw.csv.gz,results/dqn_tuning_development/raw.csv.gz
dqn_tuning_development,FrozenLake-4x4-slippery,double_dqn_lr3e4_h128,5,0,0.02,0,0,,100,0,0,0,0,0,5000,0.02,0.01,,,,,results/dqn_tuning_development/seed_metrics.csv,results/dqn_tuning_development/raw.csv.gz,results/dqn_tuning_development/raw.csv.gz
dqn_tuning_development,FrozenLake-4x4-slippery,vanilla_dqn_buffer100k,5,0,0.01,0,0,,100,0,0,0,0,0,2500,0.05,0,,,,,results/dqn_tuning_development/seed_metrics.csv,results/dqn_tuning_development/raw.csv.gz,results/dqn_tuning_development/raw.csv.gz
dqn_tuning_development,FrozenLake-4x4-slippery,vanilla_dqn_h128,5,0,0.05,0,0,,100,0,0,0,0,0,2500,0.09,0,,,,,results/dqn_tuning_development/seed_metrics.csv,results/dqn_tuning_development/raw.csv.gz,results/dqn_tuning_development/raw.csv.gz
dqn_tuning_development,FrozenLake-4x4-slippery,vanilla_dqn_h64,5,0,0.09,0,0,,100,0,0,0,0,0,2500,0.08,0.13,,,,,results/dqn_tuning_development/seed_metrics.csv,results/dqn_tuning_development/raw.csv.gz,results/dqn_tuning_development/raw.csv.gz
dqn_tuning_development,FrozenLake-4x4-slippery,vanilla_dqn_lr3e4_h128,5,0.15,0.18,0.15,0.15,,100,0,0,0,0,0,2500,0.15,0,,,,,results/dqn_tuning_development/seed_metrics.csv,results/dqn_tuning_development/raw.csv.gz,results/dqn_tuning_development/raw.csv.gz
dqn_tuning_development,FrozenLake-4x4-slippery,vanilla_dqn_target1000,5,0,0.02,0,0,,100,0,0,0,0,0,2500,0.1,0.03,,,,,results/dqn_tuning_development/seed_metrics.csv,results/dqn_tuning_development/raw.csv.gz,results/dqn_tuning_development/raw.csv.gz
dqn_tuning_development,FrozenLake-4x4-slippery,vanilla_dqn_target250,5,0,0,0,0,,100,0,0,0,0,0,5000,0.13,0.23,,,,,results/dqn_tuning_development/seed_metrics.csv,results/dqn_tuning_development/raw.csv.gz,results/dqn_tuning_development/raw.csv.gz
dqn_tuning_development,FrozenLake-8x8-slippery,double_dqn_lr3e4_h128,5,0,0,0,0,,100,0,0,0,0,0,2500,0,0.04,,,,,results/dqn_tuning_development/seed_metrics.csv,results/dqn_tuning_development/raw.csv.gz,results/dqn_tuning_development/raw.csv.gz
dqn_tuning_development,FrozenLake-8x8-slippery,vanilla_dqn_buffer100k,5,0,0,0,0,,100,0,0,0,0,0,2500,0,0.09,,,,,results/dqn_tuning_development/seed_metrics.csv,results/dqn_tuning_development/raw.csv.gz,results/dqn_tuning_development/raw.csv.gz
dqn_tuning_development,FrozenLake-8x8-slippery,vanilla_dqn_h128,5,0,0,0,0,,100,0,0,0,0,0,2500,0,0.12,,,,,results/dqn_tuning_development/seed_metrics.csv,results/dqn_tuning_development/raw.csv.gz,results/dqn_tuning_development/raw.csv.gz
dqn_tuning_development,FrozenLake-8x8-slippery,vanilla_dqn_h64,5,0,0,0,0,,100,0,0,0,0,0,7500,0,0.06,,,,,results/dqn_tuning_development/seed_metrics.csv,results/dqn_tuning_development/raw.csv.gz,results/dqn_tuning_development/raw.csv.gz
dqn_tuning_development,FrozenLake-8x8-slippery,vanilla_dqn_lr3e4_h128,5,0,0,0,0,,100,0,0,0,0,0,2500,0,0.16,,,,,results/dqn_tuning_development/seed_metrics.csv,results/dqn_tuning_development/raw.csv.gz,results/dqn_tuning_development/raw.csv.gz
dqn_tuning_development,FrozenLake-8x8-slippery,vanilla_dqn_target1000,5,0,0,0,0,,100,0,0,0,0,0,2500,0,0.08,,,,,results/dqn_tuning_development/seed_metrics.csv,results/dqn_tuning_development/raw.csv.gz,results/dqn_tuning_development/raw.csv.gz
dqn_tuning_development,FrozenLake-8x8-slippery,vanilla_dqn_target250,5,0,0,0,0,,100,0,0,0,0,0,5000,0,0.02,,,,,results/dqn_tuning_development/seed_metrics.csv,results/dqn_tuning_development/raw.csv.gz,results/dqn_tuning_development/raw.csv.gz
dqn_tuning_development,Taxi-v3-compatible,double_dqn_lr3e4_h128,5,-200,-200,-200,-200,,100,-200,-200,-200,-200,-200,2500,-649.19,0,,,,,results/dqn_tuning_development/seed_metrics.csv,results/dqn_tuning_development/raw.csv.gz,results/dqn_tuning_development/raw.csv.gz
dqn_tuning_development,Taxi-v3-compatible,vanilla_dqn_buffer100k,5,-200,-200,-200,-200,,100,-200,-200,-200,-200,-200,2500,-649.37,0,,,,,results/dqn_tuning_development/seed_metrics.csv,results/dqn_tuning_development/raw.csv.gz,results/dqn_tuning_development/raw.csv.gz
