environment,agent,metric,n_seeds,mean,std,median,q25,q75,t_ci_low,t_ci_high,bootstrap_ci_low,bootstrap_ci_high,method
ApplicationNavigation-deployment-goal-shift,crisp_threshold_gate,success_rate,30,0.6166666666666666,0.10854312136382617,0.6333333333333333,0.5083333333333333,0.7,0.5761359990465347,0.6571973342867985,0.5788888888888888,0.6544444444444445,Crisp threshold
ApplicationNavigation-deployment-goal-shift,crisp_threshold_gate,return_auc,30,-3.657228888888889,1.2709104164520142,-3.3933166666666668,-4.756224999999999,-3.0673499999999994,-4.131794637661864,-3.1826631401159142,-4.089434944444444,-3.216425833333334,Crisp threshold
ApplicationNavigation-deployment-goal-shift,crisp_threshold_gate,collision_rate,30,0.32101877546321994,0.10642298200774519,0.30972222222222223,0.2707638888888889,0.3920770202020202,0.281279780889431,0.3607577700370089,0.28372836654086653,0.3583981024890746,Crisp threshold
ApplicationNavigation-deployment-goal-shift,crisp_threshold_gate,adaptive_alpha_mean,30,0.577388888888889,0.09211092277525125,0.57,0.5066666666666666,0.6570833333333332,0.5429941050621587,0.6117836727156192,0.5446666666666665,0.6090555555555555,Crisp threshold
ApplicationNavigation-deployment-goal-shift,fuzzy_no_confidence,success_rate,30,0.6266666666666667,0.1022355480236375,0.6333333333333333,0.5416666666666666,0.7,0.588491285639813,0.6648420476935204,0.5911111111111111,0.6622222222222223,No confidence
ApplicationNavigation-deployment-goal-shift,fuzzy_no_confidence,return_auc,30,-3.527201111111111,1.477812892399187,-3.3971,-4.5406249999999995,-2.3681833333333335,-4.079025514113205,-2.9753767081090166,-4.04242036111111,-3.0069141666666677,No confidence
ApplicationNavigation-deployment-goal-shift,fuzzy_no_confidence,collision_rate,30,0.2768259759177971,0.12479584355638054,0.29477324263038546,0.18625,0.3572791233351578,0.23022644209194082,0.3234255097436534,0.23314587743942092,0.3197859101263278,No confidence
ApplicationNavigation-deployment-goal-shift,fuzzy_no_confidence,adaptive_alpha_mean,30,0.4983411330396234,0.08285599498102258,0.4981306712844906,0.4210035172207397,0.5565645544974112,0.46740219604651123,0.5292800700327356,0.46897975560913446,0.5272597463241531,No confidence
ApplicationNavigation-deployment-goal-shift,fuzzy_no_count,success_rate,30,0.29,0.15341576994374778,0.2666666666666666,0.2,0.3666666666666666,0.23271361002753568,0.3472863899724643,0.23999999999999996,0.3477777777777778,No count
ApplicationNavigation-deployment-goal-shift,fuzzy_no_count,return_auc,30,-3.151976666666667,1.1740782035200392,-3.0585000000000004,-3.835666666666667,-2.1329000000000007,-3.5903846728949755,-2.7135686604383586,-3.575357444444445,-2.752471583333333,No count
ApplicationNavigation-deployment-goal-shift,fuzzy_no_count,collision_rate,30,0.11681137977897642,0.11583338485475793,0.09546717171717164,0.014551282051282,0.18895833333333328,0.07355848303274704,0.1600642765252058,0.07757207158656364,0.1592995122168718,No count
ApplicationNavigation-deployment-goal-shift,fuzzy_no_count,adaptive_alpha_mean,30,0.24287353137963766,0.03977211470943768,0.24242374599152716,0.21192882344911473,0.26836157828105944,0.22802237967528652,0.25772468308398877,0.22891778304945373,0.25710585524130447,No count
ApplicationNavigation-deployment-goal-shift,fuzzy_no_td_residual,success_rate,30,0.5011111111111111,0.15324918563929144,0.48333333333333334,0.4,0.5916666666666667,0.44388692474021835,0.5583352974820038,0.44666666666666666,0.5544444444444444,No TD residual
ApplicationNavigation-deployment-goal-shift,fuzzy_no_td_residual,return_auc,30,-3.598031111111111,1.2254135602459841,-3.7077833333333334,-4.378358333333333,-2.7717416666666663,-4.055608054573553,-3.140454167648669,-4.0255026944444445,-3.165881472222223,No TD residual
ApplicationNavigation-deployment-goal-shift,fuzzy_no_td_residual,collision_rate,30,0.21095308124009973,0.14801170107627892,0.15134259259259253,0.09347222222222215,0.30583333333333335,0.1556846037462117,0.2662215587339878,0.15997848044516466,0.26490655310606226,No TD residual
ApplicationNavigation-deployment-goal-shift,fuzzy_no_td_residual,adaptive_alpha_mean,30,0.4137039063244771,0.06916218907681007,0.4080159704576868,0.3633535660487494,0.4622026988953445,0.3878783204915722,0.439529492157382,0.38944910885529177,0.4381417485752779,No TD residual
ApplicationNavigation-deployment-goal-shift,fuzzy_support_adaptive,success_rate,30,0.49777777777777776,0.14905406289460724,0.4666666666666667,0.4,0.5666666666666667,0.4421200759842036,0.5534354795713519,0.44666666666666666,0.55,Full fuzzy gate
ApplicationNavigation-deployment-goal-shift,fuzzy_support_adaptive,return_auc,30,-3.401136666666667,1.2633239743792477,-3.4648833333333338,-3.832316666666666,-2.5343500000000003,-3.8728695914135107,-2.929403741919823,-3.860837972222222,-2.978146472222223,Full fuzzy gate
ApplicationNavigation-deployment-goal-shift,fuzzy_support_adaptive,collision_rate,30,0.24437784973189827,0.14252966295046873,0.2570030572838446,0.13209935897435893,0.3632638888888889,0.19115639891612965,0.2975993005476669,0.1944195969542952,0.2927382905627362,Full fuzzy gate
ApplicationNavigation-deployment-goal-shift,fuzzy_support_adaptive,adaptive_alpha_mean,30,0.4582713520747188,0.07824357008172045,0.46060596466815806,0.39353161280227583,0.5234066700681892,0.42905472284434193,0.4874879813050957,0.4305224297293116,0.48597627620172706,Full fuzzy gate
