environment,agent,metric,n_seeds,mean,std,median,q25,q75,t_ci_low,t_ci_high,bootstrap_ci_low,bootstrap_ci_high,method
ReliabilityShift-boundary-020-confirmatory,count_gate,success_rate,30,0.7913333333333333,0.035010671607908085,0.795,0.77125,0.8175,0.7782601337029179,0.8044065329637488,0.7789999999999999,0.8033333333333333,Count gate
ReliabilityShift-boundary-020-confirmatory,count_gate,return_auc,30,0.41611111111111115,0.009185334526862378,0.414,0.41041666666666665,0.42116666666666663,0.4126812508306047,0.4195409713916176,0.4129666666666667,0.41942222222222214,Count gate
ReliabilityShift-boundary-020-confirmatory,fuzzy_shift_crisp,success_rate,30,0.9986666666666666,0.005713464637233663,1.0,1.0,1.0,0.9965332239089731,1.00080010942436,0.9963333333333332,1.0,Crisp relative-reliability gate
ReliabilityShift-boundary-020-confirmatory,fuzzy_shift_crisp,return_auc,30,0.5112777777777777,0.011284575080089914,0.5113333333333334,0.5026666666666667,0.5211666666666667,0.5070640481921647,0.5154915073633908,0.5073777777777778,0.5152113888888888,Crisp relative-reliability gate
ReliabilityShift-boundary-020-confirmatory,fuzzy_shift_crisp,adaptive_alpha_mean,30,0.22519999999999993,0.02877606764249621,0.22549999999999995,0.2075,0.2434999999999999,0.21445483975052565,0.2359451602494742,0.21529999999999994,0.23525374999999996,Crisp relative-reliability gate
ReliabilityShift-boundary-020-confirmatory,fuzzy_shift_full,success_rate,30,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Fuzzy relative-reliability gate
ReliabilityShift-boundary-020-confirmatory,fuzzy_shift_full,return_auc,30,0.5032888888888889,0.01151634964160469,0.5033333333333334,0.4947499999999999,0.5109166666666667,0.49898861325966176,0.5075891645181161,0.49929999999999997,0.5072777777777777,Fuzzy relative-reliability gate
ReliabilityShift-boundary-020-confirmatory,fuzzy_shift_full,adaptive_alpha_mean,30,0.32821680734557573,0.025807684821462354,0.33269761729539327,0.30868873959615256,0.3466413476230016,0.31858005945772283,0.33785355523342864,0.319069986223121,0.3372619736274492,Fuzzy relative-reliability gate
ReliabilityShift-boundary-020-confirmatory,fuzzy_shift_no_reliability,success_rate,30,0.999,0.004623776632237724,1.0,1.0,1.0,0.9972734534305238,1.0007265465694763,0.9971666666666666,1.0,No-reliability ablation
ReliabilityShift-boundary-020-confirmatory,fuzzy_shift_no_reliability,return_auc,30,0.49799999999999994,0.010631046848176463,0.4973333333333333,0.49,0.5035833333333334,0.49403030186672797,0.5019696981332719,0.49438888888888893,0.5018111111111111,No-reliability ablation
