environment,agent,metric,n_seeds,mean,std,median,q25,q75,t_ci_low,t_ci_high,bootstrap_ci_low,bootstrap_ci_high,method
ReliabilityShift-boundary-020-confirmatory,fuzzy_shift_no_reliability,adaptive_alpha_mean,30,0.5249888507596207,7.998370530748042e-07,0.524989072897271,0.5249882736801618,0.5249893609218155,0.5249885520955566,0.5249891494236847,0.5249885631004174,0.5249891269353969,No-reliability ablation
ReliabilityShift-boundary-020-confirmatory,original_fuzzy,success_rate,30,0.9651666666666667,0.023616305491280198,0.965,0.9475,0.985,0.9563481932686687,0.9739851400646647,0.9568333333333333,0.9733375,Original fuzzy gate
ReliabilityShift-boundary-020-confirmatory,original_fuzzy,return_auc,30,0.4477666666666666,0.012048163243743547,0.4471666666666666,0.437,0.45566666666666666,0.44326780857478937,0.4522655247585438,0.4436,0.4521111111111111,Original fuzzy gate
ReliabilityShift-boundary-020-confirmatory,original_fuzzy,adaptive_alpha_mean,30,0.7642827426627109,0.0018842933361099797,0.764099115015267,0.7626659569672866,0.7660042644880432,0.763579135967555,0.7649863493578668,0.7636178337098015,0.764954311565058,Original fuzzy gate
ReliabilityShift-boundary-030-confirmatory,count_gate,success_rate,30,0.8495,0.039025853499690566,0.8474999999999999,0.8212499999999999,0.875,0.834927506810993,0.864072493189007,0.836,0.8631666666666667,Count gate
ReliabilityShift-boundary-030-confirmatory,count_gate,return_auc,30,0.6063555555555554,0.011831490331898948,0.6035,0.599,0.61175,0.6019376044586302,0.6107735066524806,0.6022330555555554,0.6105555555555555,Count gate
ReliabilityShift-boundary-030-confirmatory,fuzzy_shift_crisp,success_rate,30,0.9981666666666666,0.007249653182350718,1.0,1.0,1.0,0.995459601679009,1.0008737316543244,0.9951666666666666,1.0,Crisp relative-reliability gate
ReliabilityShift-boundary-030-confirmatory,fuzzy_shift_crisp,return_auc,30,0.6709888888888887,0.012455740289352967,0.6715,0.6635,0.6781666666666667,0.6663378390269792,0.6756399387507983,0.6666555555555556,0.6754222222222221,Crisp relative-reliability gate
ReliabilityShift-boundary-030-confirmatory,fuzzy_shift_crisp,adaptive_alpha_mean,30,0.2819,0.04887870278768551,0.2794999999999999,0.257,0.31887499999999996,0.263648392422303,0.300151607577697,0.2642,0.29839999999999994,Crisp relative-reliability gate
ReliabilityShift-boundary-030-confirmatory,fuzzy_shift_full,success_rate,30,0.9973333333333334,0.00838032726434185,1.0,1.0,1.0,0.994204067704787,1.0004625989618798,0.994,1.0,Fuzzy relative-reliability gate
ReliabilityShift-boundary-030-confirmatory,fuzzy_shift_full,return_auc,30,0.6648555555555554,0.01167066707550296,0.6646666666666666,0.6600833333333334,0.6699166666666667,0.6604976568495019,0.6692134542616089,0.6608,0.6689888888888889,Fuzzy relative-reliability gate
ReliabilityShift-boundary-030-confirmatory,fuzzy_shift_full,adaptive_alpha_mean,30,0.3897613384037414,0.045518882522434356,0.39365501108530604,0.36770564577083353,0.41932734415184486,0.3727643083314934,0.4067583684759894,0.37333290060336094,0.405489493613347,Fuzzy relative-reliability gate
ReliabilityShift-boundary-030-confirmatory,fuzzy_shift_no_reliability,success_rate,30,0.9958333333333333,0.009920662287865926,1.0,1.0,1.0,0.9921288971543396,0.9995377695123271,0.9919999999999999,0.999,No-reliability ablation
ReliabilityShift-boundary-030-confirmatory,fuzzy_shift_no_reliability,return_auc,30,0.6619333333333334,0.011355421342677337,0.6611666666666667,0.6555833333333334,0.6683333333333333,0.6576931493185038,0.666173517348163,0.6580111111111112,0.6659558333333334,No-reliability ablation
ReliabilityShift-boundary-030-confirmatory,fuzzy_shift_no_reliability,adaptive_alpha_mean,30,0.5249888507596207,7.998370530748042e-07,0.524989072897271,0.5249882736801618,0.5249893609218155,0.5249885520955566,0.5249891494236847,0.5249885631004174,0.5249891269353969,No-reliability ablation
ReliabilityShift-boundary-030-confirmatory,original_fuzzy,success_rate,30,0.9686666666666667,0.022473483736714418,0.97,0.96,0.98375,0.9602749299250442,0.9770584034082892,0.9604999999999999,0.9761666666666667,Original fuzzy gate
ReliabilityShift-boundary-030-confirmatory,original_fuzzy,return_auc,30,0.6271444444444446,0.012819610018316142,0.6276666666666667,0.6206666666666667,0.6325833333333334,0.6223575233927597,0.6319313654961295,0.6226219444444445,0.6317222222222222,Original fuzzy gate
ReliabilityShift-boundary-030-confirmatory,original_fuzzy,adaptive_alpha_mean,30,0.762127344374095,0.0018377797062504814,0.7620901975701955,0.7606075995898242,0.7636625366190589,0.7614411061537716,0.7628135825944184,0.7614911406275828,0.7627847821301237,Original fuzzy gate
