experiment_name,experiment,config_file,environment,environment_id,resolved_environment_id,observation_representation,agent,seed,phase,train_steps,eval_checkpoint,eval_return,checkpoint,episode,return,length,success,environment_steps,gradient_updates,training_loss_mean,training_loss_max,nonfinite_loss_count,completed_checkpoint_count,expected_checkpoint_count,elapsed_seconds,training_elapsed_seconds,evaluation_elapsed_seconds,wall_clock_training_time,wall_clock_evaluation_time,git_commit_hash,package_version,source_snapshot_sha256,execution_inputs_clean,python_version,torch_version,numpy_version,gymnasium_version,minigrid_version,gym_pybullet_drones_version,pybullet_version,mean_gate,support_abstention_rate,global_tabular_error,global_neural_error,visited_states,failure_rate,collision_rate,risk_zone_rate,idle_rate,risk_adjusted_score,unsupported_state_ratio,memory_branch_usage_ratio,neural_branch_usage_ratio,abstention_ratio,adaptive_alpha_mean,adaptive_alpha_iqr,support_score_mean,uncertainty_score_mean,exact_support_coverage,approximate_support_coverage,fuzzy_gate_active_rate,neural_only_fallback_rate,out_of_fuzzy_support_count,out_of_fuzzy_support_ratio,support_status,inference_time_us_per_decision_mean,inference_time_us_per_decision_median,selected_branch,memory_cost_states,memory_cost_entries,memory_cost_bytes_estimated,localization_error_mean,sensor_dropout_rate,camera_visible_rate,motor_saturation_rate,tabular_greedy_action,neural_greedy_action,mixed_selected_action,optimal_action,tabular_action_correct,neural_action_correct,relative_reliability_score,predicted_better_branch,actually_better_branch,actually_better_branch_value,tabular_q_error,neural_q_error,post_shift,shift_region,steps_since_shift
reviewer1_transition_dynamics_shift_smoke,reviewer1_transition_dynamics_shift_smoke,configs/reviewer1_remaining/smoke/transition_dynamics_shift.yaml,Reviewer1-transition-dynamics-shift-smoke,Reviewer1TransitionDynamicsShift-v0,Reviewer1TransitionDynamicsShift-v0,native_gymnasium_observation,count_gated_tau_20,11000,train,160,,,160,1,-1.9400000000000015,160,0.0,160,0,nan,nan,0,0,3,0.249941599999147,0.249941599999147,0.0,0.249941599999147,0.0,b240632d76bfe6919b44416ecd12239cbcb93cea,1.8.0,cde18190c3c8d2f5e97799ac5572ab19fe5ea4929fd0422da19b385b1d617f1e,True,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0,not-installed,not-installed,0.0,0.0,1.0,1.0,16.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,nan,nan,0.0,nan,0.0,0.0,nan,0.0,nan,nan,unsupported,27.076249999999998,23.200000000000003,none,16.0,64.0,640.0,nan,0.0,0.0,nan,,,,,,,,,,,,,,,
reviewer1_transition_dynamics_shift_smoke,reviewer1_transition_dynamics_shift_smoke,configs/reviewer1_remaining/smoke/transition_dynamics_shift.yaml,Reviewer1-transition-dynamics-shift-smoke,Reviewer1TransitionDynamicsShift-v0,Reviewer1TransitionDynamicsShift-v0,native_gymnasium_observation,count_gated_tau_20,11000,train,320,,,320,2,-1.9600000000000015,160,0.0,320,0,nan,nan,0,0,3,0.5088978999992833,0.5088978999992833,0.0,0.5088978999992833,0.0,b240632d76bfe6919b44416ecd12239cbcb93cea,1.8.0,cde18190c3c8d2f5e97799ac5572ab19fe5ea4929fd0422da19b385b1d617f1e,True,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0,not-installed,not-installed,0.18055555555555555,0.0,1.0,1.0,56.0,1.0,0.0,0.0,0.0,0.0,0.9375,0.018229166666666664,0.5005208333333334,0.0,nan,nan,0.02145129481952446,nan,0.0625,0.0625,nan,0.45625,nan,nan,unsupported,43.953125,21.8,neural,56.0,224.0,2240.0,nan,0.0,0.0,nan,,,,,,,,,,,,,,,
reviewer1_transition_dynamics_shift_smoke,reviewer1_transition_dynamics_shift_smoke,configs/reviewer1_remaining/smoke/transition_dynamics_shift.yaml,Reviewer1-transition-dynamics-shift-smoke,Reviewer1TransitionDynamicsShift-v0,Reviewer1TransitionDynamicsShift-v0,native_gymnasium_observation,count_gated_tau_20,11000,train,480,,,480,3,-2.0100000000000016,160,0.0,480,0,nan,nan,0,0,3,0.7923479000019142,0.7923479000019142,0.0,0.7923479000019142,0.0,b240632d76bfe6919b44416ecd12239cbcb93cea,1.8.0,cde18190c3c8d2f5e97799ac5572ab19fe5ea4929fd0422da19b385b1d617f1e,True,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0,not-installed,not-installed,0.11810359025032939,0.0,1.0,1.0,82.0,1.0,0.0,0.0,0.0,0.0,0.01875,0.10351202239789199,0.8964879776021082,0.0,nan,nan,0.10936175477201768,nan,0.98125,0.98125,nan,0.01875,nan,nan,exact,40.76625,22.8,neural,82.0,328.0,3280.0,nan,0.0,0.0,nan,,,,,,,,,,,,,,,
reviewer1_transition_dynamics_shift_smoke,reviewer1_transition_dynamics_shift_smoke,configs/reviewer1_remaining/smoke/transition_dynamics_shift.yaml,Reviewer1-transition-dynamics-shift-smoke,Reviewer1TransitionDynamicsShift-v0,Reviewer1TransitionDynamicsShift-v0,native_gymnasium_observation,count_gated_tau_20,11000,train,640,,,640,4,-2.0900000000000003,160,0.0,640,9,0.0019199834593261282,0.004236951470375061,0,0,3,1.024828299996443,1.024828299996443,0.0,1.024828299996443,0.0,b240632d76bfe6919b44416ecd12239cbcb93cea,1.8.0,cde18190c3c8d2f5e97799ac5572ab19fe5ea4929fd0422da19b385b1d617f1e,True,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0,not-installed,not-installed,0.13658088954190903,0.0,1.0,1.0,98.0,1.0,0.0,0.0,0.0,0.0,0.04375,0.09230404465599366,0.9076959553440064,0.0,nan,nan,0.10055977186209202,nan,0.95625,0.95625,nan,0.04375,nan,nan,exact,46.6575,22.55,neural,98.0,392.0,3920.0,nan,0.0,0.0,nan,,,,,,,,,,,,,,,
reviewer1_transition_dynamics_shift_smoke,reviewer1_transition_dynamics_shift_smoke,configs/reviewer1_remaining/smoke/transition_dynamics_shift.yaml,Reviewer1-transition-dynamics-shift-smoke,Reviewer1TransitionDynamicsShift-v0,Reviewer1TransitionDynamicsShift-v0,native_gymnasium_observation,count_gated_tau_20,11000,train,800,,,800,5,-1.9400000000000015,160,0.0,800,19,0.0012072503098017094,0.004236951470375061,0,0,3,1.2928468999962206,1.2928468999962206,0.0,1.2928468999962206,0.0,b240632d76bfe6919b44416ecd12239cbcb93cea,1.8.0,cde18190c3c8d2f5e97799ac5572ab19fe5ea4929fd0422da19b385b1d617f1e,True,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0,not-installed,not-installed,0.15243520913489225,0.0,1.0,1.0,120.0,1.0,0.0,0.0,0.0,0.0,0.14375,0.17415034562211984,0.8258496543778803,0.0,nan,nan,0.19804455902791512,nan,0.85625,0.85625,nan,0.14375,nan,nan,exact,63.45062499999999,23.3,neural,120.0,480.0,4800.0,nan,0.0,0.0,nan,,,,,,,,,,,,,,,
reviewer1_transition_dynamics_shift_smoke,reviewer1_transition_dynamics_shift_smoke,configs/reviewer1_remaining/smoke/transition_dynamics_shift.yaml,Reviewer1-transition-dynamics-shift-smoke,Reviewer1TransitionDynamicsShift-v0,Reviewer1TransitionDynamicsShift-v0,native_gymnasium_observation,count_gated_tau_20,11000,train,960,,,960,6,-1.9800000000000013,160,0.0,960,29,0.0009178177394366277,0.004236951470375061,0,0,3,1.6128186999994796,1.6128186999994796,0.0,1.6128186999994796,0.0,b240632d76bfe6919b44416ecd12239cbcb93cea,1.8.0,cde18190c3c8d2f5e97799ac5572ab19fe5ea4929fd0422da19b385b1d617f1e,True,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0,not-installed,not-installed,0.13022185461755217,0.0,1.0,1.0,164.0,1.0,0.0,0.0,0.0,0.0,0.13125,0.07751071246425385,0.9224892875357462,0.0,nan,nan,0.08370884868665389,nan,0.86875,0.86875,nan,0.13125,nan,nan,exact,50.995000000000005,23.200000000000003,neural,164.0,656.0,6560.0,nan,0.0,0.0,nan,,,,,,,,,,,,,,,
reviewer1_transition_dynamics_shift_smoke,reviewer1_transition_dynamics_shift_smoke,configs/reviewer1_remaining/smoke/transition_dynamics_shift.yaml,Reviewer1-transition-dynamics-shift-smoke,Reviewer1TransitionDynamicsShift-v0,Reviewer1TransitionDynamicsShift-v0,native_gymnasium_observation,count_gated_tau_20,11000,train,1120,,,1120,7,-2.1599999999999997,160,0.0,1120,39,0.0007140498684095339,0.004236951470375061,0,0,3,1.8611330999992788,1.8611330999992788,0.0,1.8611330999992788,0.0,b240632d76bfe6919b44416ecd12239cbcb93cea,1.8.0,cde18190c3c8d2f5e97799ac5572ab19fe5ea4929fd0422da19b385b1d617f1e,True,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0,not-installed,not-installed,0.13164906129692347,0.0,1.0,1.0,188.0,1.0,0.0,0.0,0.0,0.0,0.54375,0.07144230769230771,0.9285576923076924,0.0,nan,nan,0.07837626950114107,nan,0.45625,0.45625,nan,0.54375,nan,nan,unsupported,48.341875,21.85,neural,188.0,752.0,7520.0,nan,0.0,0.0,nan,,,,,,,,,,,,,,,
reviewer1_transition_dynamics_shift_smoke,reviewer1_transition_dynamics_shift_smoke,configs/reviewer1_remaining/smoke/transition_dynamics_shift.yaml,Reviewer1-transition-dynamics-shift-smoke,Reviewer1TransitionDynamicsShift-v0,Reviewer1TransitionDynamicsShift-v0,native_gymnasium_observation,count_gated_tau_20,11000,train,1280,,,1280,8,-2.010000000000001,160,0.0,1280,49,0.0005852175637876511,0.004236951470375061,0,0,3,2.2816989999992074,2.2816989999992074,0.0,2.2816989999992074,0.0,b240632d76bfe6919b44416ecd12239cbcb93cea,1.8.0,cde18190c3c8d2f5e97799ac5572ab19fe5ea4929fd0422da19b385b1d617f1e,True,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0,not-installed,not-installed,0.15904057611973374,0.0,1.0,1.0,207.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2300557401038043,0.7699442598961955,0.0,nan,nan,0.2626000349078095,nan,1.0,1.0,nan,0.0,nan,nan,exact,81.3375,24.15,neural,207.0,828.0,8280.0,nan,0.0,0.0,nan,,,,,,,,,,,,,,,
reviewer1_transition_dynamics_shift_smoke,reviewer1_transition_dynamics_shift_smoke,configs/reviewer1_remaining/smoke/transition_dynamics_shift.yaml,Reviewer1-transition-dynamics-shift-smoke,Reviewer1TransitionDynamicsShift-v0,Reviewer1TransitionDynamicsShift-v0,native_gymnasium_observation,count_gated_tau_20,11000,train,1440,,,1440,9,-2.0000000000000013,160,0.0,1440,59,0.0004960346120504378,0.004236951470375061,0,0,3,2.5149520999984816,2.5149520999984816,0.0,2.5149520999984816,0.0,b240632d76bfe6919b44416ecd12239cbcb93cea,1.8.0,cde18190c3c8d2f5e97799ac5572ab19fe5ea4929fd0422da19b385b1d617f1e,True,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0,not-installed,not-installed,0.16109817946479213,0.0,1.0,1.0,229.0,1.0,0.0,0.0,0.0,0.0,0.15,0.1747083266402513,0.8252916733597487,0.0,nan,nan,0.19900483056949306,nan,0.85,0.85,nan,0.15,nan,nan,exact,60.41187500000001,22.0,neural,229.0,916.0,9160.0,nan,0.0,0.0,nan,,,,,,,,,,,,,,,
reviewer1_transition_dynamics_shift_smoke,reviewer1_transition_dynamics_shift_smoke,configs/reviewer1_remaining/smoke/transition_dynamics_shift.yaml,Reviewer1-transition-dynamics-shift-smoke,Reviewer1TransitionDynamicsShift-v0,Reviewer1TransitionDynamicsShift-v0,native_gymnasium_observation,count_gated_tau_20,11000,train,1526,,,1526,10,0.01999999999999935,86,1.0,1526,64,0.00046048678677834687,0.004236951470375061,0,0,3,2.6162538999997196,2.6162538999997196,0.0,2.6162538999997196,0.0,b240632d76bfe6919b44416ecd12239cbcb93cea,1.8.0,cde18190c3c8d2f5e97799ac5572ab19fe5ea4929fd0422da19b385b1d617f1e,True,3.14.3,2.11.0+cpu,2.4.3,1.3.0,3.1.0,not-installed,not-installed,0.15966949868186886,0.0,1.0,1.0,245.0,0.0,0.0,0.0,0.0,1.0,0.4186046511627907,0.10544660092182839,0.8945533990781712,0.0,nan,nan,0.11941418018869451,nan,0.5813953488372093,0.5813953488372093,nan,0.4186046511627907,nan,nan,exact,62.49651162790698,20.700000000000003,neural,245.0,980.0,9800.0,nan,0.0,0.0,nan,,,,,,,,,,,,,,,
