environment,metric,left,right,n_pairs,mean_difference,median_difference,bootstrap_ci_low,bootstrap_ci_high,cohen_dz,rank_biserial,paired_t_p,wilcoxon_p,sign_test_p,wins,losses,ties,difference_skew,difference_excess_kurtosis,catastrophic_low_outliers,catastrophic_high_outliers,win_rate_non_ties,contrast,paired_t_holm_p,wilcoxon_holm_p,sign_test_holm_p,analysis_status
CliffWalking-confirmatory,return_auc,fuzzy_reliability_full,count_gate_tau_20,30,11.091666666666667,0.0,-40.433749999999996,69.03343749999999,0.07116995702749138,-0.0457516339869281,0.6995224455880344,0.867799297150097,1.0,8,9,13,1.7097042194836265,5.180934180507652,7,6,0.47058823529411764,fuzzy_reliability_vs_count,0.9425394691671227,0.8799335323274136,1.0,independent_confirmatory_fuzzy_reliability_gate
FourRooms-9-support-shift-confirmatory,return_auc,fuzzy_reliability_full,count_gate_tau_20,30,-0.020798888888888954,-0.038000000000000256,-0.07660694444444464,0.03297483333333334,-0.13327206371895406,-0.16559139784946236,0.47126973458356136,0.4399667661637068,0.8555355519056321,14,16,0,-0.022013019523583574,-0.23325496766753417,0,0,0.4666666666666667,fuzzy_reliability_vs_count,0.9425394691671227,0.8799335323274136,1.0,independent_confirmatory_fuzzy_reliability_gate
FrozenLake-4x4-slippery-confirmatory,return_auc,fuzzy_reliability_full,count_gate_tau_20,30,0.02666666666666666,0.03124999999999989,-0.013753472222222231,0.06555555555555553,0.23174688233972637,0.2967741935483871,0.21441609345925167,0.15582528598183484,0.20048842206597334,19,11,0,-0.38873490327186333,-0.16362182741246833,0,0,0.6333333333333333,fuzzy_reliability_vs_count,0.643248280377755,0.4674758579455045,0.6014652661979201,independent_confirmatory_fuzzy_reliability_gate
