environment,agent,metric,n_seeds,minimum,maximum,median,mad,skew,excess_kurtosis,catastrophic_low_outliers,catastrophic_high_outliers,heavy_tail_flag
ApplicationNavigation-deployment-goal-shift,knn_support_gate,return_auc,30,-6.448833333333334,-1.466866666666666,-2.939366666666666,0.7834833333333331,-0.9209658713092587,0.5746368479059201,0,0,False
ApplicationNavigation-deployment-goal-shift,knn_support_gate,mean_return,30,-9.411333333333335,0.8533333333333325,-3.3198333333333334,2.0695,-0.48233238533782224,-0.5173832924324651,0,0,False
