environment,agent,seed,phase,correctness_target,inferential_status,support_bin_low,support_bin_high,eligible_decision_count,mean_support,correctness_rate,status,reason_if_unavailable
combined_executed_condition,feed_forward_dqn,16018,eval,unavailable,not_available,,,0,,,not_available,support/correctness pair unavailable
combined_executed_condition,feed_forward_dqn,16019,eval,unavailable,not_available,,,0,,,not_available,support/correctness pair unavailable
combined_executed_condition,feed_forward_dqn,16020,eval,unavailable,not_available,,,0,,,not_available,support/correctness pair unavailable
combined_executed_condition,feed_forward_dqn,16021,eval,unavailable,not_available,,,0,,,not_available,support/correctness pair unavailable
combined_executed_condition,feed_forward_dqn,16022,eval,unavailable,not_available,,,0,,,not_available,support/correctness pair unavailable
combined_executed_condition,feed_forward_dqn,16023,eval,unavailable,not_available,,,0,,,not_available,support/correctness pair unavailable
combined_executed_condition,feed_forward_dqn,16024,eval,unavailable,not_available,,,0,,,not_available,support/correctness pair unavailable
combined_executed_condition,feed_forward_dqn,16025,eval,unavailable,not_available,,,0,,,not_available,support/correctness pair unavailable
combined_executed_condition,feed_forward_dqn,16026,eval,unavailable,not_available,,,0,,,not_available,support/correctness pair unavailable
combined_executed_condition,feed_forward_dqn,16027,eval,unavailable,not_available,,,0,,,not_available,support/correctness pair unavailable
combined_executed_condition,feed_forward_dqn,16028,eval,unavailable,not_available,,,0,,,not_available,support/correctness pair unavailable
combined_executed_condition,feed_forward_dqn,16029,eval,unavailable,not_available,,,0,,,not_available,support/correctness pair unavailable
combined_executed_condition,fuzzy_relative_reliability,16000,eval,unavailable,not_available,,,0,,,not_available,support/correctness pair unavailable
combined_executed_condition,fuzzy_relative_reliability,16001,eval,unavailable,not_available,,,0,,,not_available,support/correctness pair unavailable
combined_executed_condition,fuzzy_relative_reliability,16002,eval,unavailable,not_available,,,0,,,not_available,support/correctness pair unavailable
combined_executed_condition,fuzzy_relative_reliability,16003,eval,unavailable,not_available,,,0,,,not_available,support/correctness pair unavailable
combined_executed_condition,fuzzy_relative_reliability,16004,eval,unavailable,not_available,,,0,,,not_available,support/correctness pair unavailable
combined_executed_condition,fuzzy_relative_reliability,16005,eval,unavailable,not_available,,,0,,,not_available,support/correctness pair unavailable
combined_executed_condition,fuzzy_relative_reliability,16006,eval,unavailable,not_available,,,0,,,not_available,support/correctness pair unavailable
combined_executed_condition,fuzzy_relative_reliability,16007,eval,unavailable,not_available,,,0,,,not_available,support/correctness pair unavailable
combined_executed_condition,fuzzy_relative_reliability,16008,eval,unavailable,not_available,,,0,,,not_available,support/correctness pair unavailable
combined_executed_condition,fuzzy_relative_reliability,16009,eval,unavailable,not_available,,,0,,,not_available,support/correctness pair unavailable
combined_executed_condition,fuzzy_relative_reliability,16010,eval,unavailable,not_available,,,0,,,not_available,support/correctness pair unavailable
combined_executed_condition,fuzzy_relative_reliability,16011,eval,unavailable,not_available,,,0,,,not_available,support/correctness pair unavailable
combined_executed_condition,fuzzy_relative_reliability,16012,eval,unavailable,not_available,,,0,,,not_available,support/correctness pair unavailable
combined_executed_condition,fuzzy_relative_reliability,16013,eval,unavailable,not_available,,,0,,,not_available,support/correctness pair unavailable
combined_executed_condition,fuzzy_relative_reliability,16014,eval,unavailable,not_available,,,0,,,not_available,support/correctness pair unavailable
combined_executed_condition,fuzzy_relative_reliability,16015,eval,unavailable,not_available,,,0,,,not_available,support/correctness pair unavailable
combined_executed_condition,fuzzy_relative_reliability,16016,eval,unavailable,not_available,,,0,,,not_available,support/correctness pair unavailable
combined_executed_condition,fuzzy_relative_reliability,16017,eval,unavailable,not_available,,,0,,,not_available,support/correctness pair unavailable
combined_executed_condition,fuzzy_relative_reliability,16018,eval,unavailable,not_available,,,0,,,not_available,support/correctness pair unavailable
combined_executed_condition,fuzzy_relative_reliability,16019,eval,unavailable,not_available,,,0,,,not_available,support/correctness pair unavailable
combined_executed_condition,fuzzy_relative_reliability,16020,eval,unavailable,not_available,,,0,,,not_available,support/correctness pair unavailable
combined_executed_condition,fuzzy_relative_reliability,16021,eval,unavailable,not_available,,,0,,,not_available,support/correctness pair unavailable
combined_executed_condition,fuzzy_relative_reliability,16022,eval,unavailable,not_available,,,0,,,not_available,support/correctness pair unavailable
combined_executed_condition,fuzzy_relative_reliability,16023,eval,unavailable,not_available,,,0,,,not_available,support/correctness pair unavailable
combined_executed_condition,fuzzy_relative_reliability,16024,eval,unavailable,not_available,,,0,,,not_available,support/correctness pair unavailable
combined_executed_condition,fuzzy_relative_reliability,16025,eval,unavailable,not_available,,,0,,,not_available,support/correctness pair unavailable
combined_executed_condition,fuzzy_relative_reliability,16026,eval,unavailable,not_available,,,0,,,not_available,support/correctness pair unavailable
combined_executed_condition,fuzzy_relative_reliability,16027,eval,unavailable,not_available,,,0,,,not_available,support/correctness pair unavailable
combined_executed_condition,fuzzy_relative_reliability,16028,eval,unavailable,not_available,,,0,,,not_available,support/correctness pair unavailable
combined_executed_condition,fuzzy_relative_reliability,16029,eval,unavailable,not_available,,,0,,,not_available,support/correctness pair unavailable
combined_executed_condition,selected_approximate_support,16000,eval,nominal_free_space_reference_action,reference_agreement_proxy_not_optimality,0.0,0.2,16,0.05165757681377211,0.0625,available,
combined_executed_condition,selected_approximate_support,16000,eval,nominal_free_space_reference_action,reference_agreement_proxy_not_optimality,0.2,0.4,26,0.32502360373240885,0.15384615384615385,available,
combined_executed_condition,selected_approximate_support,16000,eval,nominal_free_space_reference_action,reference_agreement_proxy_not_optimality,0.4,0.6000000000000001,52,0.512556536463064,0.15384615384615385,available,
combined_executed_condition,selected_approximate_support,16000,eval,nominal_free_space_reference_action,reference_agreement_proxy_not_optimality,0.6000000000000001,0.8,146,0.6753608923847542,0.0,available,
combined_executed_condition,selected_approximate_support,16001,eval,nominal_free_space_reference_action,reference_agreement_proxy_not_optimality,0.0,0.2,74,0.07427871103527942,0.0,available,
combined_executed_condition,selected_approximate_support,16001,eval,nominal_free_space_reference_action,reference_agreement_proxy_not_optimality,0.2,0.4,21,0.3232363128699953,0.0,available,
combined_executed_condition,selected_approximate_support,16001,eval,nominal_free_space_reference_action,reference_agreement_proxy_not_optimality,0.4,0.6000000000000001,29,0.5124013258937624,0.0,available,
combined_executed_condition,selected_approximate_support,16001,eval,nominal_free_space_reference_action,reference_agreement_proxy_not_optimality,0.6000000000000001,0.8,116,0.6837363457238314,0.0,available,
combined_executed_condition,selected_approximate_support,16002,eval,nominal_free_space_reference_action,reference_agreement_proxy_not_optimality,0.0,0.2,47,0.07339528551821144,0.0,available,
combined_executed_condition,selected_approximate_support,16002,eval,nominal_free_space_reference_action,reference_agreement_proxy_not_optimality,0.2,0.4,12,0.32579842111643825,0.0,available,
combined_executed_condition,selected_approximate_support,16002,eval,nominal_free_space_reference_action,reference_agreement_proxy_not_optimality,0.4,0.6000000000000001,28,0.5138638798170837,0.0,available,
combined_executed_condition,selected_approximate_support,16002,eval,nominal_free_space_reference_action,reference_agreement_proxy_not_optimality,0.6000000000000001,0.8,153,0.6879741400501909,0.0,available,
combined_executed_condition,selected_approximate_support,16003,eval,nominal_free_space_reference_action,reference_agreement_proxy_not_optimality,0.0,0.2,97,0.009014706478261046,0.0,available,
combined_executed_condition,selected_approximate_support,16003,eval,nominal_free_space_reference_action,reference_agreement_proxy_not_optimality,0.2,0.4,4,0.37155567062036693,0.0,available,
combined_executed_condition,selected_approximate_support,16003,eval,nominal_free_space_reference_action,reference_agreement_proxy_not_optimality,0.4,0.6000000000000001,8,0.5491994324570771,0.0,available,
combined_executed_condition,selected_approximate_support,16003,eval,nominal_free_space_reference_action,reference_agreement_proxy_not_optimality,0.6000000000000001,0.8,131,0.6977312596854313,0.007633587786259542,available,
combined_executed_condition,selected_approximate_support,16004,eval,nominal_free_space_reference_action,reference_agreement_proxy_not_optimality,0.0,0.2,38,0.03771814211075151,0.0,available,
combined_executed_condition,selected_approximate_support,16004,eval,nominal_free_space_reference_action,reference_agreement_proxy_not_optimality,0.2,0.4,9,0.3428111263116832,0.0,available,
combined_executed_condition,selected_approximate_support,16004,eval,nominal_free_space_reference_action,reference_agreement_proxy_not_optimality,0.4,0.6000000000000001,38,0.5235496961921692,0.0,available,
combined_executed_condition,selected_approximate_support,16004,eval,nominal_free_space_reference_action,reference_agreement_proxy_not_optimality,0.6000000000000001,0.8,155,0.6833390447712444,0.0,available,
combined_executed_condition,selected_approximate_support,16005,eval,nominal_free_space_reference_action,reference_agreement_proxy_not_optimality,0.0,0.2,8,0.0396983832089146,0.0,available,
combined_executed_condition,selected_approximate_support,16005,eval,nominal_free_space_reference_action,reference_agreement_proxy_not_optimality,0.2,0.4,13,0.3222603954426195,0.0,available,
combined_executed_condition,selected_approximate_support,16005,eval,nominal_free_space_reference_action,reference_agreement_proxy_not_optimality,0.4,0.6000000000000001,39,0.5232235743714553,0.0,available,
combined_executed_condition,selected_approximate_support,16005,eval,nominal_free_space_reference_action,reference_agreement_proxy_not_optimality,0.6000000000000001,0.8,180,0.6840093666499669,0.0,available,
combined_executed_condition,selected_approximate_support,16006,eval,nominal_free_space_reference_action,reference_agreement_proxy_not_optimality,0.0,0.2,46,0.08580095175511078,0.10869565217391304,available,
combined_executed_condition,selected_approximate_support,16006,eval,nominal_free_space_reference_action,reference_agreement_proxy_not_optimality,0.2,0.4,24,0.28195040363631263,0.08333333333333333,available,
combined_executed_condition,selected_approximate_support,16006,eval,nominal_free_space_reference_action,reference_agreement_proxy_not_optimality,0.4,0.6000000000000001,38,0.5246739456433079,0.0,available,
combined_executed_condition,selected_approximate_support,16006,eval,nominal_free_space_reference_action,reference_agreement_proxy_not_optimality,0.6000000000000001,0.8,132,0.6762988353472147,0.0,available,
combined_executed_condition,selected_approximate_support,16007,eval,nominal_free_space_reference_action,reference_agreement_proxy_not_optimality,0.0,0.2,67,0.06681710927431997,0.014925373134328358,available,
combined_executed_condition,selected_approximate_support,16007,eval,nominal_free_space_reference_action,reference_agreement_proxy_not_optimality,0.2,0.4,31,0.30500002753122607,0.03225806451612903,available,
combined_executed_condition,selected_approximate_support,16007,eval,nominal_free_space_reference_action,reference_agreement_proxy_not_optimality,0.4,0.6000000000000001,52,0.5277955679831928,0.19230769230769232,available,
combined_executed_condition,selected_approximate_support,16007,eval,nominal_free_space_reference_action,reference_agreement_proxy_not_optimality,0.6000000000000001,0.8,90,0.6779180247804262,0.0,available,
combined_executed_condition,selected_approximate_support,16008,eval,nominal_free_space_reference_action,reference_agreement_proxy_not_optimality,0.0,0.2,122,0.08962214230688698,0.0,available,
combined_executed_condition,selected_approximate_support,16008,eval,nominal_free_space_reference_action,reference_agreement_proxy_not_optimality,0.2,0.4,6,0.3570082228918241,0.0,available,
combined_executed_condition,selected_approximate_support,16008,eval,nominal_free_space_reference_action,reference_agreement_proxy_not_optimality,0.4,0.6000000000000001,9,0.5459898987272308,0.0,available,
combined_executed_condition,selected_approximate_support,16008,eval,nominal_free_space_reference_action,reference_agreement_proxy_not_optimality,0.6000000000000001,0.8,103,0.6893109096067008,0.009708737864077669,available,
combined_executed_condition,selected_approximate_support,16009,eval,nominal_free_space_reference_action,reference_agreement_proxy_not_optimality,0.0,0.2,41,0.08537705367980147,0.0,available,
combined_executed_condition,selected_approximate_support,16009,eval,nominal_free_space_reference_action,reference_agreement_proxy_not_optimality,0.2,0.4,16,0.31582915392898037,0.0,available,
combined_executed_condition,selected_approximate_support,16009,eval,nominal_free_space_reference_action,reference_agreement_proxy_not_optimality,0.4,0.6000000000000001,44,0.5147366736963185,0.0,available,
combined_executed_condition,selected_approximate_support,16009,eval,nominal_free_space_reference_action,reference_agreement_proxy_not_optimality,0.6000000000000001,0.8,139,0.68198376600193,0.0,available,
combined_executed_condition,selected_approximate_support,16010,eval,nominal_free_space_reference_action,reference_agreement_proxy_not_optimality,0.0,0.2,52,0.08650393086770972,0.0,available,
combined_executed_condition,selected_approximate_support,16010,eval,nominal_free_space_reference_action,reference_agreement_proxy_not_optimality,0.2,0.4,17,0.3239568939460281,0.0,available,
combined_executed_condition,selected_approximate_support,16010,eval,nominal_free_space_reference_action,reference_agreement_proxy_not_optimality,0.4,0.6000000000000001,37,0.5196065612154642,0.0,available,
combined_executed_condition,selected_approximate_support,16010,eval,nominal_free_space_reference_action,reference_agreement_proxy_not_optimality,0.6000000000000001,0.8,134,0.6634924808990184,0.0,available,
combined_executed_condition,selected_approximate_support,16011,eval,nominal_free_space_reference_action,reference_agreement_proxy_not_optimality,0.0,0.2,40,0.09957080044978707,0.0,available,
combined_executed_condition,selected_approximate_support,16011,eval,nominal_free_space_reference_action,reference_agreement_proxy_not_optimality,0.2,0.4,15,0.32207583338197004,0.0,available,
combined_executed_condition,selected_approximate_support,16011,eval,nominal_free_space_reference_action,reference_agreement_proxy_not_optimality,0.4,0.6000000000000001,36,0.5198589631585995,0.0,available,
combined_executed_condition,selected_approximate_support,16011,eval,nominal_free_space_reference_action,reference_agreement_proxy_not_optimality,0.6000000000000001,0.8,149,0.6805300844897783,0.0,available,
combined_executed_condition,selected_approximate_support,16012,eval,nominal_free_space_reference_action,reference_agreement_proxy_not_optimality,0.0,0.2,123,0.09662998506188507,0.0,available,
combined_executed_condition,selected_approximate_support,16012,eval,nominal_free_space_reference_action,reference_agreement_proxy_not_optimality,0.2,0.4,4,0.2630854962870245,0.0,available,
combined_executed_condition,selected_approximate_support,16012,eval,nominal_free_space_reference_action,reference_agreement_proxy_not_optimality,0.4,0.6000000000000001,16,0.5286767900227286,0.0,available,
combined_executed_condition,selected_approximate_support,16012,eval,nominal_free_space_reference_action,reference_agreement_proxy_not_optimality,0.6000000000000001,0.8,97,0.6802938674128731,0.0,available,
combined_executed_condition,selected_approximate_support,16013,eval,nominal_free_space_reference_action,reference_agreement_proxy_not_optimality,0.0,0.2,46,0.03848718512241874,0.021739130434782608,available,
combined_executed_condition,selected_approximate_support,16013,eval,nominal_free_space_reference_action,reference_agreement_proxy_not_optimality,0.2,0.4,23,0.3134774798931846,0.08695652173913043,available,
combined_executed_condition,selected_approximate_support,16013,eval,nominal_free_space_reference_action,reference_agreement_proxy_not_optimality,0.4,0.6000000000000001,32,0.5189318737498771,0.125,available,
combined_executed_condition,selected_approximate_support,16013,eval,nominal_free_space_reference_action,reference_agreement_proxy_not_optimality,0.6000000000000001,0.8,139,0.6754372831640192,0.007194244604316547,available,
combined_executed_condition,selected_approximate_support,16014,eval,nominal_free_space_reference_action,reference_agreement_proxy_not_optimality,0.0,0.2,152,0.04692421168641957,0.0,available,
combined_executed_condition,selected_approximate_support,16014,eval,nominal_free_space_reference_action,reference_agreement_proxy_not_optimality,0.2,0.4,3,0.3142041588270967,0.0,available,
combined_executed_condition,selected_approximate_support,16014,eval,nominal_free_space_reference_action,reference_agreement_proxy_not_optimality,0.4,0.6000000000000001,12,0.4996495325722408,0.0,available,
combined_executed_condition,selected_approximate_support,16014,eval,nominal_free_space_reference_action,reference_agreement_proxy_not_optimality,0.6000000000000001,0.8,73,0.6903614392424552,0.0,available,
combined_executed_condition,selected_approximate_support,16015,eval,nominal_free_space_reference_action,reference_agreement_proxy_not_optimality,0.0,0.2,92,0.07004972662158304,0.0,available,
combined_executed_condition,selected_approximate_support,16015,eval,nominal_free_space_reference_action,reference_agreement_proxy_not_optimality,0.2,0.4,2,0.38241487166065924,0.0,available,
combined_executed_condition,selected_approximate_support,16015,eval,nominal_free_space_reference_action,reference_agreement_proxy_not_optimality,0.4,0.6000000000000001,14,0.5596870867758044,0.0,available,
combined_executed_condition,selected_approximate_support,16015,eval,nominal_free_space_reference_action,reference_agreement_proxy_not_optimality,0.6000000000000001,0.8,132,0.6944357612180729,0.007575757575757576,available,
combined_executed_condition,selected_approximate_support,16016,eval,nominal_free_space_reference_action,reference_agreement_proxy_not_optimality,0.0,0.2,41,0.008837339950427561,0.0,available,
combined_executed_condition,selected_approximate_support,16016,eval,nominal_free_space_reference_action,reference_agreement_proxy_not_optimality,0.2,0.4,9,0.3404287649389815,0.0,available,
combined_executed_condition,selected_approximate_support,16016,eval,nominal_free_space_reference_action,reference_agreement_proxy_not_optimality,0.4,0.6000000000000001,38,0.5081999584483858,0.0,available,
combined_executed_condition,selected_approximate_support,16016,eval,nominal_free_space_reference_action,reference_agreement_proxy_not_optimality,0.6000000000000001,0.8,152,0.6755564912870199,0.006578947368421052,available,
combined_executed_condition,selected_approximate_support,16017,eval,nominal_free_space_reference_action,reference_agreement_proxy_not_optimality,0.0,0.2,88,0.10752339879224274,0.0,available,
combined_executed_condition,selected_approximate_support,16017,eval,nominal_free_space_reference_action,reference_agreement_proxy_not_optimality,0.2,0.4,16,0.26245147672560165,0.0,available,
combined_executed_condition,selected_approximate_support,16017,eval,nominal_free_space_reference_action,reference_agreement_proxy_not_optimality,0.4,0.6000000000000001,23,0.5296355831560919,0.0,available,
combined_executed_condition,selected_approximate_support,16017,eval,nominal_free_space_reference_action,reference_agreement_proxy_not_optimality,0.6000000000000001,0.8,113,0.6771686772860414,0.0,available,
combined_executed_condition,selected_approximate_support,16018,eval,nominal_free_space_reference_action,reference_agreement_proxy_not_optimality,0.0,0.2,43,0.07795226055579528,0.023255813953488372,available,
combined_executed_condition,selected_approximate_support,16018,eval,nominal_free_space_reference_action,reference_agreement_proxy_not_optimality,0.2,0.4,6,0.32020340228061417,0.0,available,
combined_executed_condition,selected_approximate_support,16018,eval,nominal_free_space_reference_action,reference_agreement_proxy_not_optimality,0.4,0.6000000000000001,7,0.5036872394975797,0.0,available,
combined_executed_condition,selected_approximate_support,16018,eval,nominal_free_space_reference_action,reference_agreement_proxy_not_optimality,0.6000000000000001,0.8,184,0.6879616846756047,0.0,available,
combined_executed_condition,selected_approximate_support,16019,eval,nominal_free_space_reference_action,reference_agreement_proxy_not_optimality,0.0,0.2,21,0.06666880953273799,0.0,available,
combined_executed_condition,selected_approximate_support,16019,eval,nominal_free_space_reference_action,reference_agreement_proxy_not_optimality,0.2,0.4,19,0.3370886526000852,0.0,available,
combined_executed_condition,selected_approximate_support,16019,eval,nominal_free_space_reference_action,reference_agreement_proxy_not_optimality,0.4,0.6000000000000001,32,0.49809645161001415,0.0,available,
combined_executed_condition,selected_approximate_support,16019,eval,nominal_free_space_reference_action,reference_agreement_proxy_not_optimality,0.6000000000000001,0.8,168,0.68177271632086,0.005952380952380952,available,
combined_executed_condition,selected_approximate_support,16020,eval,nominal_free_space_reference_action,reference_agreement_proxy_not_optimality,0.0,0.2,73,0.01202447816224051,0.0,available,
combined_executed_condition,selected_approximate_support,16020,eval,nominal_free_space_reference_action,reference_agreement_proxy_not_optimality,0.2,0.4,12,0.329968808132675,0.0,available,
combined_executed_condition,selected_approximate_support,16020,eval,nominal_free_space_reference_action,reference_agreement_proxy_not_optimality,0.4,0.6000000000000001,23,0.5301854093842148,0.0,available,
combined_executed_condition,selected_approximate_support,16020,eval,nominal_free_space_reference_action,reference_agreement_proxy_not_optimality,0.6000000000000001,0.8,132,0.678154603308213,0.0,available,
combined_executed_condition,selected_approximate_support,16021,eval,nominal_free_space_reference_action,reference_agreement_proxy_not_optimality,0.0,0.2,51,0.0696877051305078,0.0,available,
combined_executed_condition,selected_approximate_support,16021,eval,nominal_free_space_reference_action,reference_agreement_proxy_not_optimality,0.2,0.4,23,0.30265787271623973,0.13043478260869565,available,
combined_executed_condition,selected_approximate_support,16021,eval,nominal_free_space_reference_action,reference_agreement_proxy_not_optimality,0.4,0.6000000000000001,26,0.5205842677663013,0.0,available,
combined_executed_condition,selected_approximate_support,16021,eval,nominal_free_space_reference_action,reference_agreement_proxy_not_optimality,0.6000000000000001,0.8,140,0.6924876925439808,0.0,available,
combined_executed_condition,selected_approximate_support,16022,eval,nominal_free_space_reference_action,reference_agreement_proxy_not_optimality,0.0,0.2,15,0.06713802311339576,0.0,available,
combined_executed_condition,selected_approximate_support,16022,eval,nominal_free_space_reference_action,reference_agreement_proxy_not_optimality,0.2,0.4,19,0.3180574862586079,0.0,available,
combined_executed_condition,selected_approximate_support,16022,eval,nominal_free_space_reference_action,reference_agreement_proxy_not_optimality,0.4,0.6000000000000001,44,0.51661530409944,0.0,available,
combined_executed_condition,selected_approximate_support,16022,eval,nominal_free_space_reference_action,reference_agreement_proxy_not_optimality,0.6000000000000001,0.8,162,0.6771562530129038,0.0,available,
combined_executed_condition,selected_approximate_support,16023,eval,nominal_free_space_reference_action,reference_agreement_proxy_not_optimality,0.0,0.2,48,0.06465832754807,0.020833333333333332,available,
combined_executed_condition,selected_approximate_support,16023,eval,nominal_free_space_reference_action,reference_agreement_proxy_not_optimality,0.2,0.4,20,0.29552967722708356,0.1,available,
combined_executed_condition,selected_approximate_support,16023,eval,nominal_free_space_reference_action,reference_agreement_proxy_not_optimality,0.4,0.6000000000000001,46,0.49892186136356304,0.08695652173913043,available,
combined_executed_condition,selected_approximate_support,16023,eval,nominal_free_space_reference_action,reference_agreement_proxy_not_optimality,0.6000000000000001,0.8,126,0.6808629629903918,0.0,available,
combined_executed_condition,selected_approximate_support,16024,eval,nominal_free_space_reference_action,reference_agreement_proxy_not_optimality,0.0,0.2,15,0.09426056245875385,0.0,available,
combined_executed_condition,selected_approximate_support,16024,eval,nominal_free_space_reference_action,reference_agreement_proxy_not_optimality,0.2,0.4,19,0.33087339479956196,0.0,available,
combined_executed_condition,selected_approximate_support,16024,eval,nominal_free_space_reference_action,reference_agreement_proxy_not_optimality,0.4,0.6000000000000001,54,0.5233593752970537,0.037037037037037035,available,
combined_executed_condition,selected_approximate_support,16024,eval,nominal_free_space_reference_action,reference_agreement_proxy_not_optimality,0.6000000000000001,0.8,152,0.6704055137733862,0.0,available,
combined_executed_condition,selected_approximate_support,16025,eval,nominal_free_space_reference_action,reference_agreement_proxy_not_optimality,0.0,0.2,12,0.046639605324525296,0.16666666666666666,available,
combined_executed_condition,selected_approximate_support,16025,eval,nominal_free_space_reference_action,reference_agreement_proxy_not_optimality,0.2,0.4,11,0.31734249647150875,0.36363636363636365,available,
combined_executed_condition,selected_approximate_support,16025,eval,nominal_free_space_reference_action,reference_agreement_proxy_not_optimality,0.4,0.6000000000000001,40,0.5227979348417456,0.425,available,
combined_executed_condition,selected_approximate_support,16025,eval,nominal_free_space_reference_action,reference_agreement_proxy_not_optimality,0.6000000000000001,0.8,177,0.6892701874281877,0.07909604519774012,available,
combined_executed_condition,selected_approximate_support,16026,eval,nominal_free_space_reference_action,reference_agreement_proxy_not_optimality,0.0,0.2,74,0.11197323693899594,0.06756756756756757,available,
combined_executed_condition,selected_approximate_support,16026,eval,nominal_free_space_reference_action,reference_agreement_proxy_not_optimality,0.2,0.4,28,0.3126176786715729,0.14285714285714285,available,
combined_executed_condition,selected_approximate_support,16026,eval,nominal_free_space_reference_action,reference_agreement_proxy_not_optimality,0.4,0.6000000000000001,52,0.5150595068571223,0.09615384615384616,available,
combined_executed_condition,selected_approximate_support,16026,eval,nominal_free_space_reference_action,reference_agreement_proxy_not_optimality,0.6000000000000001,0.8,86,0.6826928257975281,0.023255813953488372,available,
combined_executed_condition,selected_approximate_support,16027,eval,nominal_free_space_reference_action,reference_agreement_proxy_not_optimality,0.0,0.2,37,0.01708635917058144,0.0,available,
combined_executed_condition,selected_approximate_support,16027,eval,nominal_free_space_reference_action,reference_agreement_proxy_not_optimality,0.2,0.4,16,0.3071622486359148,0.1875,available,
combined_executed_condition,selected_approximate_support,16027,eval,nominal_free_space_reference_action,reference_agreement_proxy_not_optimality,0.4,0.6000000000000001,35,0.5069591517835421,0.0,available,
combined_executed_condition,selected_approximate_support,16027,eval,nominal_free_space_reference_action,reference_agreement_proxy_not_optimality,0.6000000000000001,0.8,152,0.679006674789781,0.0,available,
combined_executed_condition,selected_approximate_support,16028,eval,nominal_free_space_reference_action,reference_agreement_proxy_not_optimality,0.0,0.2,16,0.03838497404027316,0.0,available,
combined_executed_condition,selected_approximate_support,16028,eval,nominal_free_space_reference_action,reference_agreement_proxy_not_optimality,0.2,0.4,16,0.2980702322268819,0.0,available,
combined_executed_condition,selected_approximate_support,16028,eval,nominal_free_space_reference_action,reference_agreement_proxy_not_optimality,0.4,0.6000000000000001,55,0.5117620156484946,0.0,available,
combined_executed_condition,selected_approximate_support,16028,eval,nominal_free_space_reference_action,reference_agreement_proxy_not_optimality,0.6000000000000001,0.8,153,0.6800687856512173,0.0,available,
combined_executed_condition,selected_approximate_support,16029,eval,nominal_free_space_reference_action,reference_agreement_proxy_not_optimality,0.0,0.2,67,0.08256223461509099,0.0,available,
combined_executed_condition,selected_approximate_support,16029,eval,nominal_free_space_reference_action,reference_agreement_proxy_not_optimality,0.2,0.4,22,0.3132447965706699,0.0,available,
combined_executed_condition,selected_approximate_support,16029,eval,nominal_free_space_reference_action,reference_agreement_proxy_not_optimality,0.4,0.6000000000000001,26,0.4935688561863488,0.0,available,
combined_executed_condition,selected_approximate_support,16029,eval,nominal_free_space_reference_action,reference_agreement_proxy_not_optimality,0.6000000000000001,0.8,125,0.6865626280413709,0.0,available,
combined_executed_condition,selected_temporal_drqn,16000,eval,unavailable,not_available,,,0,,,not_available,support/correctness pair unavailable
combined_executed_condition,selected_temporal_drqn,16001,eval,unavailable,not_available,,,0,,,not_available,support/correctness pair unavailable
combined_executed_condition,selected_temporal_drqn,16002,eval,unavailable,not_available,,,0,,,not_available,support/correctness pair unavailable
combined_executed_condition,selected_temporal_drqn,16003,eval,unavailable,not_available,,,0,,,not_available,support/correctness pair unavailable
combined_executed_condition,selected_temporal_drqn,16004,eval,unavailable,not_available,,,0,,,not_available,support/correctness pair unavailable
combined_executed_condition,selected_temporal_drqn,16005,eval,unavailable,not_available,,,0,,,not_available,support/correctness pair unavailable
