environment,agent,seed,phase,checkpoint,episode,trace_steps,initial_trajectory_error,trajectory_error_mean,trajectory_error_min,trajectory_error_max,trajectory_error_final,recovery_event_count,recovery_event_occurred,constraint_steps,constraint_duration_seconds,saturation_steps,saturation_duration_seconds,target_visibility_fraction,target_visible_any,target_visible_all,episode_success,failure_stage,source_file
combined_executed_condition,selected_approximate_support,16018,eval,240,4,30,0.845231961912116,0.8505406002203624,0.8452613353729248,0.8677561283111572,0.8677561283111572,0,0,17,0.2833333333333333,0,0.0,0.0,0,0,0,timeout_no_progress,results/reviewer1_remaining/sensorized_final/trace_shards/*.csv.gz
combined_executed_condition,selected_approximate_support,16019,eval,120,1,30,0.835982017451987,0.827957155307134,0.8108755350112915,0.8361846804618835,0.8108755350112915,0,0,30,0.5,0,0.0,0.0,0,0,0,timeout_no_progress,results/reviewer1_remaining/sensorized_final/trace_shards/*.csv.gz
combined_executed_condition,selected_approximate_support,16019,eval,120,2,30,0.8566967288016631,0.853681747118632,0.8453996777534485,0.856835126876831,0.8453996777534485,1,1,15,0.25,0,0.0,0.0,0,0,0,timeout_no_progress,results/reviewer1_remaining/sensorized_final/trace_shards/*.csv.gz
combined_executed_condition,selected_approximate_support,16019,eval,120,3,30,0.832372925995558,0.7941307405630748,0.7061192393302917,0.8323482871055603,0.7061192393302917,0,0,30,0.5,0,0.0,0.0,0,0,0,timeout_partial_progress,results/reviewer1_remaining/sensorized_final/trace_shards/*.csv.gz
combined_executed_condition,selected_approximate_support,16019,eval,120,4,30,0.8251000454992893,0.7831201752026876,0.6877951622009277,0.8250890970230103,0.6877951622009277,0,0,30,0.5,0,0.0,0.0,0,0,0,timeout_partial_progress,results/reviewer1_remaining/sensorized_final/trace_shards/*.csv.gz
combined_executed_condition,selected_approximate_support,16019,eval,240,1,30,0.863073762196021,0.868948100010554,0.8630820512771606,0.8815048336982727,0.8815048336982727,0,0,30,0.5,0,0.0,1.0,1,1,0,timeout_no_progress,results/reviewer1_remaining/sensorized_final/trace_shards/*.csv.gz
combined_executed_condition,selected_approximate_support,16019,eval,240,2,30,0.8358509238968376,0.8457644800345103,0.8357405066490173,0.8721928000450134,0.8721928000450134,0,0,30,0.5,0,0.0,0.9,1,0,0,timeout_no_progress,results/reviewer1_remaining/sensorized_final/trace_shards/*.csv.gz
combined_executed_condition,selected_approximate_support,16019,eval,240,3,30,0.8636022201122505,0.8682804485162099,0.8635850548744202,0.8835294246673584,0.8835294246673584,0,0,30,0.5,0,0.0,0.0,0,0,0,timeout_no_progress,results/reviewer1_remaining/sensorized_final/trace_shards/*.csv.gz
combined_executed_condition,selected_approximate_support,16019,eval,240,4,30,0.8346920952340996,0.8185864686965942,0.7863268852233887,0.8346860408782959,0.7863268852233887,0,0,30,0.5,0,0.0,0.6,1,0,0,timeout_no_progress,results/reviewer1_remaining/sensorized_final/trace_shards/*.csv.gz
combined_executed_condition,selected_approximate_support,16020,eval,120,1,30,0.8408933573458022,0.8217642525831859,0.7664616107940674,0.8411551713943481,0.7664616107940674,0,0,30,0.5,0,0.0,0.3333333333333333,1,0,0,timeout_partial_progress,results/reviewer1_remaining/sensorized_final/trace_shards/*.csv.gz
combined_executed_condition,selected_approximate_support,16020,eval,120,2,30,0.8709861972919123,0.8793329934279124,0.8705474138259888,0.905391812324524,0.905391812324524,0,0,30,0.5,0,0.0,0.0,0,0,0,timeout_no_progress,results/reviewer1_remaining/sensorized_final/trace_shards/*.csv.gz
combined_executed_condition,selected_approximate_support,16020,eval,120,3,30,0.8297825506108737,0.8405328055222829,0.8296769261360168,0.8674712181091309,0.8674712181091309,0,0,30,0.5,0,0.0,0.0,0,0,0,timeout_no_progress,results/reviewer1_remaining/sensorized_final/trace_shards/*.csv.gz
combined_executed_condition,selected_approximate_support,16020,eval,120,4,30,0.8841448728942867,0.8901284257570903,0.8841779828071594,0.90445876121521,0.90445876121521,0,0,30,0.5,0,0.0,0.9666666666666667,1,0,0,timeout_no_progress,results/reviewer1_remaining/sensorized_final/trace_shards/*.csv.gz
combined_executed_condition,selected_approximate_support,16020,eval,240,1,30,0.8341189243806018,0.8312413056691488,0.8192521333694458,0.8352524042129517,0.8192521333694458,0,0,30,0.5,0,0.0,0.26666666666666666,1,0,0,timeout_no_progress,results/reviewer1_remaining/sensorized_final/trace_shards/*.csv.gz
combined_executed_condition,selected_approximate_support,16020,eval,240,2,30,0.8348767598755374,0.8257700542608897,0.811390221118927,0.8348329067230225,0.811390221118927,0,0,0,0.0,0,0.0,0.9666666666666667,1,0,0,timeout_no_progress,results/reviewer1_remaining/sensorized_final/trace_shards/*.csv.gz
combined_executed_condition,selected_approximate_support,16020,eval,240,3,30,0.8847915952753258,0.8964189370473226,0.8845685124397278,0.9235327243804932,0.9235327243804932,0,0,30,0.5,0,0.0,0.9666666666666667,1,0,0,timeout_no_progress,results/reviewer1_remaining/sensorized_final/trace_shards/*.csv.gz
combined_executed_condition,selected_approximate_support,16020,eval,240,4,30,0.8475390654812051,0.8453285257021587,0.8400647044181824,0.8478071689605713,0.8400647044181824,0,0,30,0.5,0,0.0,0.3333333333333333,1,0,0,timeout_no_progress,results/reviewer1_remaining/sensorized_final/trace_shards/*.csv.gz
combined_executed_condition,selected_approximate_support,16021,eval,120,1,30,0.8498864938779611,0.8509607831637065,0.848611056804657,0.8631084561347961,0.8631084561347961,0,0,9,0.15,0,0.0,0.0,0,0,0,timeout_no_progress,results/reviewer1_remaining/sensorized_final/trace_shards/*.csv.gz
combined_executed_condition,selected_approximate_support,16021,eval,120,2,30,0.8479740671223635,0.8460667550563812,0.8434652090072632,0.8488038182258606,0.8488038182258606,1,1,9,0.15,0,0.0,0.0,0,0,0,timeout_no_progress,results/reviewer1_remaining/sensorized_final/trace_shards/*.csv.gz
combined_executed_condition,selected_approximate_support,16021,eval,120,3,30,0.8476151974008369,0.8649828175703684,0.847679078578949,0.9003456830978394,0.9003456830978394,0,0,30,0.5,0,0.0,0.4666666666666667,1,0,0,timeout_no_progress,results/reviewer1_remaining/sensorized_final/trace_shards/*.csv.gz
combined_executed_condition,selected_approximate_support,16021,eval,120,4,30,0.8446470809962356,0.8491568028926849,0.8444448113441467,0.8640843629837036,0.8640843629837036,0,0,18,0.3,0,0.0,0.0,0,0,0,timeout_no_progress,results/reviewer1_remaining/sensorized_final/trace_shards/*.csv.gz
combined_executed_condition,selected_approximate_support,16021,eval,240,1,30,0.8555631263864532,0.8541132847468058,0.850925624370575,0.8563781976699829,0.8520393967628479,0,0,28,0.4666666666666667,0,0.0,0.0,0,0,0,timeout_no_progress,results/reviewer1_remaining/sensorized_final/trace_shards/*.csv.gz
combined_executed_condition,selected_approximate_support,16021,eval,240,2,30,0.8066380689843029,0.8128439585367838,0.8063233494758606,0.8355690836906433,0.8355690836906433,0,0,0,0.0,0,0.0,0.0,0,0,0,timeout_no_progress,results/reviewer1_remaining/sensorized_final/trace_shards/*.csv.gz
combined_executed_condition,selected_approximate_support,16021,eval,240,3,30,0.8296836535238468,0.8370568593343098,0.8296287655830383,0.8463265895843506,0.8463265895843506,0,0,0,0.0,0,0.0,0.8666666666666667,1,0,0,timeout_no_progress,results/reviewer1_remaining/sensorized_final/trace_shards/*.csv.gz
combined_executed_condition,selected_approximate_support,16021,eval,240,4,30,0.8140225008430526,0.8181532760461171,0.8129591941833496,0.8391966223716736,0.8391966223716736,1,1,6,0.1,0,0.0,0.0,0,0,0,timeout_no_progress,results/reviewer1_remaining/sensorized_final/trace_shards/*.csv.gz
combined_executed_condition,selected_approximate_support,16022,eval,120,1,30,0.858743270498475,0.8627813955148061,0.8587630391120911,0.8652667999267578,0.8651706576347351,0,0,30,0.5,0,0.0,0.0,0,0,0,timeout_no_progress,results/reviewer1_remaining/sensorized_final/trace_shards/*.csv.gz
combined_executed_condition,selected_approximate_support,16022,eval,120,2,30,0.8471618901988152,0.8436764101187388,0.8317871689796448,0.8478308916091919,0.8317871689796448,0,0,30,0.5,0,0.0,0.0,0,0,0,timeout_no_progress,results/reviewer1_remaining/sensorized_final/trace_shards/*.csv.gz
combined_executed_condition,selected_approximate_support,16022,eval,120,3,30,0.8152568543753446,0.8110669950644175,0.797825276851654,0.8156474828720093,0.797825276851654,0,0,30,0.5,0,0.0,0.43333333333333335,1,0,0,timeout_no_progress,results/reviewer1_remaining/sensorized_final/trace_shards/*.csv.gz
combined_executed_condition,selected_approximate_support,16022,eval,120,4,30,0.850746780570322,0.8495833873748779,0.8396492600440979,0.8519943356513977,0.8396492600440979,0,0,30,0.5,0,0.0,0.0,0,0,0,timeout_no_progress,results/reviewer1_remaining/sensorized_final/trace_shards/*.csv.gz
combined_executed_condition,selected_approximate_support,16022,eval,240,1,30,0.801498139167576,0.8204705099264781,0.8015238046646118,0.8673639297485352,0.8673639297485352,0,0,23,0.3833333333333333,0,0.0,0.0,0,0,0,timeout_no_progress,results/reviewer1_remaining/sensorized_final/trace_shards/*.csv.gz
combined_executed_condition,selected_approximate_support,16022,eval,240,2,30,0.8762723495467684,0.8860852599143982,0.8758510947227478,0.9202063083648682,0.9202063083648682,0,0,30,0.5,0,0.0,0.9666666666666667,1,0,0,timeout_no_progress,results/reviewer1_remaining/sensorized_final/trace_shards/*.csv.gz
combined_executed_condition,selected_approximate_support,16022,eval,240,3,30,0.7959474711940053,0.8202393968900045,0.7959829568862915,0.8740445971488953,0.8740445971488953,0,0,23,0.3833333333333333,0,0.0,0.0,0,0,0,timeout_no_progress,results/reviewer1_remaining/sensorized_final/trace_shards/*.csv.gz
combined_executed_condition,selected_approximate_support,16022,eval,240,4,30,0.8418785578160771,0.8391842703024547,0.8243798017501831,0.843205451965332,0.8243798017501831,0,0,14,0.23333333333333334,0,0.0,0.0,0,0,0,timeout_no_progress,results/reviewer1_remaining/sensorized_final/trace_shards/*.csv.gz
combined_executed_condition,selected_approximate_support,16023,eval,120,1,30,0.8710711066523021,0.8385248720645905,0.7606320381164551,0.8710296154022217,0.7606320381164551,0,0,30,0.5,0,0.0,0.5333333333333333,1,0,0,timeout_partial_progress,results/reviewer1_remaining/sensorized_final/trace_shards/*.csv.gz
combined_executed_condition,selected_approximate_support,16023,eval,120,2,30,0.8503828262023578,0.8336739540100098,0.7969343662261963,0.850344181060791,0.7969343662261963,0,0,11,0.18333333333333332,0,0.0,1.0,1,1,0,timeout_partial_progress,results/reviewer1_remaining/sensorized_final/trace_shards/*.csv.gz
combined_executed_condition,selected_approximate_support,16023,eval,120,3,30,0.8183317329209727,0.8051379104455312,0.7850724458694458,0.8183212280273438,0.7850724458694458,0,0,30,0.5,0,0.0,0.0,0,0,0,timeout_no_progress,results/reviewer1_remaining/sensorized_final/trace_shards/*.csv.gz
combined_executed_condition,selected_approximate_support,16023,eval,120,4,30,0.8580612950849917,0.8414642910162607,0.807392418384552,0.8580452799797058,0.807392418384552,0,0,17,0.2833333333333333,0,0.0,0.9,1,0,0,timeout_partial_progress,results/reviewer1_remaining/sensorized_final/trace_shards/*.csv.gz
combined_executed_condition,selected_approximate_support,16023,eval,240,1,30,0.8481326186668369,0.8492574453353882,0.8476074934005737,0.8533687591552734,0.8533687591552734,0,0,30,0.5,0,0.0,0.0,0,0,0,timeout_no_progress,results/reviewer1_remaining/sensorized_final/trace_shards/*.csv.gz
combined_executed_condition,selected_approximate_support,16023,eval,240,2,30,0.8087719050916157,0.8118192414442699,0.8082305192947388,0.8190790414810181,0.8190790414810181,0,0,30,0.5,0,0.0,0.43333333333333335,1,0,0,timeout_no_progress,results/reviewer1_remaining/sensorized_final/trace_shards/*.csv.gz
combined_executed_condition,selected_approximate_support,16023,eval,240,3,30,0.8753597479617489,0.8768205503622691,0.8742108941078186,0.8871452808380127,0.8871452808380127,0,0,30,0.5,0,0.0,0.0,0,0,0,timeout_no_progress,results/reviewer1_remaining/sensorized_final/trace_shards/*.csv.gz
combined_executed_condition,selected_approximate_support,16023,eval,240,4,30,0.8488894245697257,0.8575063486893971,0.8482823967933655,0.8824065923690796,0.8824065923690796,0,0,0,0.0,0,0.0,0.0,0,0,0,timeout_no_progress,results/reviewer1_remaining/sensorized_final/trace_shards/*.csv.gz
combined_executed_condition,selected_approximate_support,16024,eval,120,1,30,0.8455220971848048,0.8376161615053813,0.8299737572669983,0.8455003499984741,0.8299737572669983,0,0,30,0.5,0,0.0,0.6,1,0,0,timeout_no_progress,results/reviewer1_remaining/sensorized_final/trace_shards/*.csv.gz
combined_executed_condition,selected_approximate_support,16024,eval,120,2,30,0.8322443162497497,0.8208874583244323,0.7939832210540771,0.8322473764419556,0.7939832210540771,0,0,5,0.08333333333333333,0,0.0,0.0,0,0,0,timeout_no_progress,results/reviewer1_remaining/sensorized_final/trace_shards/*.csv.gz
combined_executed_condition,selected_approximate_support,16024,eval,120,3,30,0.8501102407397604,0.8321168998877208,0.7881155610084534,0.8503515124320984,0.7881155610084534,0,0,30,0.5,0,0.0,0.0,0,0,0,timeout_partial_progress,results/reviewer1_remaining/sensorized_final/trace_shards/*.csv.gz
combined_executed_condition,selected_approximate_support,16024,eval,120,4,30,0.8057586392590422,0.8116694768269856,0.8056288361549377,0.8290638327598572,0.8290638327598572,0,0,11,0.18333333333333332,0,0.0,1.0,1,1,0,timeout_no_progress,results/reviewer1_remaining/sensorized_final/trace_shards/*.csv.gz
combined_executed_condition,selected_approximate_support,16024,eval,240,1,30,0.8088761338896296,0.8135525027910868,0.8088785409927368,0.8259240984916687,0.8259240984916687,0,0,30,0.5,0,0.0,0.0,0,0,0,timeout_no_progress,results/reviewer1_remaining/sensorized_final/trace_shards/*.csv.gz
combined_executed_condition,selected_approximate_support,16024,eval,240,2,30,0.8365568322911611,0.8341726362705231,0.8226639628410339,0.836723804473877,0.8226639628410339,0,0,30,0.5,0,0.0,0.0,0,0,0,timeout_no_progress,results/reviewer1_remaining/sensorized_final/trace_shards/*.csv.gz
combined_executed_condition,selected_approximate_support,16024,eval,240,3,30,0.8331027367515005,0.8199486513932546,0.7921531796455383,0.8330830335617065,0.7921531796455383,0,0,30,0.5,0,0.0,0.23333333333333334,1,0,0,timeout_no_progress,results/reviewer1_remaining/sensorized_final/trace_shards/*.csv.gz
combined_executed_condition,selected_approximate_support,16024,eval,240,4,30,0.8397273370568166,0.8321153263250987,0.8154754638671875,0.8397378921508789,0.8154754638671875,0,0,30,0.5,0,0.0,0.0,0,0,0,timeout_no_progress,results/reviewer1_remaining/sensorized_final/trace_shards/*.csv.gz
combined_executed_condition,selected_approximate_support,16025,eval,120,1,30,0.8558555536013129,0.868972917397817,0.8557551503181458,0.9022955298423768,0.9022955298423768,0,0,0,0.0,0,0.0,0.0,0,0,0,timeout_no_progress,results/reviewer1_remaining/sensorized_final/trace_shards/*.csv.gz
combined_executed_condition,selected_approximate_support,16025,eval,120,2,30,0.8248558736719402,0.8309984922409057,0.8245072364807129,0.8513612151145935,0.8513612151145935,0,0,30,0.5,0,0.0,0.0,0,0,0,timeout_no_progress,results/reviewer1_remaining/sensorized_final/trace_shards/*.csv.gz
combined_executed_condition,selected_approximate_support,16025,eval,120,3,30,0.8236700915005096,0.8264671623706817,0.82212895154953,0.8426001071929932,0.8426001071929932,0,0,30,0.5,0,0.0,0.0,0,0,0,timeout_no_progress,results/reviewer1_remaining/sensorized_final/trace_shards/*.csv.gz
combined_executed_condition,selected_approximate_support,16025,eval,120,4,30,0.8464866763143793,0.8348364154497783,0.8115879893302917,0.8464030027389526,0.8115879893302917,0,0,27,0.45,0,0.0,0.2,1,0,0,timeout_no_progress,results/reviewer1_remaining/sensorized_final/trace_shards/*.csv.gz
combined_executed_condition,selected_approximate_support,16025,eval,240,1,30,0.8493156991400576,0.8664905389149984,0.8493220210075378,0.906235694885254,0.906235694885254,0,0,0,0.0,0,0.0,0.0,0,0,0,timeout_no_progress,results/reviewer1_remaining/sensorized_final/trace_shards/*.csv.gz
combined_executed_condition,selected_approximate_support,16025,eval,240,2,30,0.8375569878100899,0.8662390967210134,0.8375934958457947,0.9287696480751038,0.9287696480751038,0,0,13,0.21666666666666667,0,0.0,0.5333333333333333,1,0,0,timeout_no_progress,results/reviewer1_remaining/sensorized_final/trace_shards/*.csv.gz
combined_executed_condition,selected_approximate_support,16025,eval,240,3,30,0.8687783443840726,0.8494789183139801,0.8015868663787842,0.8687397241592407,0.8015868663787842,1,1,11,0.18333333333333332,0,0.0,0.9333333333333333,1,0,0,timeout_partial_progress,results/reviewer1_remaining/sensorized_final/trace_shards/*.csv.gz
combined_executed_condition,selected_approximate_support,16025,eval,240,4,30,0.8087170271541768,0.7865987757841746,0.7427494525909424,0.8086256384849548,0.7427494525909424,0,0,18,0.3,0,0.0,1.0,1,1,0,timeout_partial_progress,results/reviewer1_remaining/sensorized_final/trace_shards/*.csv.gz
combined_executed_condition,selected_approximate_support,16026,eval,120,1,30,0.8242809027197474,0.8055006086826324,0.7645703554153442,0.8242756724357605,0.7645703554153442,0,0,30,0.5,0,0.0,0.0,0,0,0,timeout_partial_progress,results/reviewer1_remaining/sensorized_final/trace_shards/*.csv.gz
combined_executed_condition,selected_approximate_support,16026,eval,120,2,30,0.8514260368907973,0.8504412611325581,0.8485080599784851,0.8550169467926025,0.8550169467926025,1,1,18,0.3,0,0.0,0.9666666666666667,1,0,0,timeout_no_progress,results/reviewer1_remaining/sensorized_final/trace_shards/*.csv.gz
combined_executed_condition,selected_approximate_support,16026,eval,120,3,30,0.8195094968270169,0.81699671347936,0.8151050209999084,0.8196760416030884,0.8196760416030884,0,0,30,0.5,0,0.0,0.16666666666666666,1,0,0,timeout_no_progress,results/reviewer1_remaining/sensorized_final/trace_shards/*.csv.gz
combined_executed_condition,selected_approximate_support,16026,eval,120,4,30,0.8228317142621222,0.8111027220884959,0.7739018797874451,0.8237273693084717,0.7739018797874451,0,0,30,0.5,0,0.0,0.0,0,0,0,timeout_no_progress,results/reviewer1_remaining/sensorized_final/trace_shards/*.csv.gz
combined_executed_condition,selected_approximate_support,16026,eval,240,1,30,0.875638431795365,0.8500376840432485,0.788833498954773,0.8756135702133179,0.788833498954773,1,1,23,0.3833333333333333,0,0.0,1.0,1,1,0,timeout_partial_progress,results/reviewer1_remaining/sensorized_final/trace_shards/*.csv.gz
combined_executed_condition,selected_approximate_support,16026,eval,240,2,30,0.8260994920676463,0.816029304265976,0.7893857955932617,0.8262081742286682,0.7893857955932617,0,0,30,0.5,0,0.0,0.0,0,0,0,timeout_no_progress,results/reviewer1_remaining/sensorized_final/trace_shards/*.csv.gz
combined_executed_condition,selected_approximate_support,16026,eval,240,3,30,0.876579848438441,0.8766478339831034,0.8729799389839172,0.888131856918335,0.888131856918335,0,0,12,0.2,0,0.0,0.0,0,0,0,timeout_no_progress,results/reviewer1_remaining/sensorized_final/trace_shards/*.csv.gz
combined_executed_condition,selected_approximate_support,16026,eval,240,4,30,0.8243741457830537,0.8171899060408274,0.8090152740478516,0.8243712186813354,0.8090152740478516,0,0,30,0.5,0,0.0,0.03333333333333333,1,0,0,timeout_no_progress,results/reviewer1_remaining/sensorized_final/trace_shards/*.csv.gz
combined_executed_condition,selected_approximate_support,16027,eval,120,1,30,0.8306134229158083,0.8422170062859853,0.8300976753234863,0.8728411197662354,0.8728411197662354,0,0,18,0.3,0,0.0,0.0,0,0,0,timeout_no_progress,results/reviewer1_remaining/sensorized_final/trace_shards/*.csv.gz
combined_executed_condition,selected_approximate_support,16027,eval,120,2,30,0.8624891834768479,0.88619993130366,0.8625367879867554,0.9353207945823668,0.9353207945823668,0,0,30,0.5,0,0.0,0.0,0,0,0,timeout_no_progress,results/reviewer1_remaining/sensorized_final/trace_shards/*.csv.gz
combined_executed_condition,selected_approximate_support,16027,eval,120,3,30,0.8855407449136338,0.8964582721392313,0.8855907320976257,0.9240175485610962,0.9240175485610962,0,0,0,0.0,0,0.0,0.26666666666666666,1,0,0,timeout_no_progress,results/reviewer1_remaining/sensorized_final/trace_shards/*.csv.gz
combined_executed_condition,selected_approximate_support,16027,eval,120,4,30,0.85207937894684,0.859336668252945,0.8521161079406738,0.8775381445884705,0.8775381445884705,0,0,30,0.5,0,0.0,0.0,0,0,0,timeout_no_progress,results/reviewer1_remaining/sensorized_final/trace_shards/*.csv.gz
combined_executed_condition,selected_approximate_support,16027,eval,240,1,30,0.8395091799668782,0.8317534406979878,0.814111590385437,0.8394585847854614,0.814111590385437,0,0,30,0.5,0,0.0,0.3,1,0,0,timeout_no_progress,results/reviewer1_remaining/sensorized_final/trace_shards/*.csv.gz
combined_executed_condition,selected_approximate_support,16027,eval,240,2,30,0.8748284085785157,0.8611737966537476,0.8288463354110718,0.8749397397041321,0.8288463354110718,1,1,23,0.3833333333333333,0,0.0,0.9666666666666667,1,0,0,timeout_no_progress,results/reviewer1_remaining/sensorized_final/trace_shards/*.csv.gz
combined_executed_condition,selected_approximate_support,16027,eval,240,3,30,0.8760668554181206,0.8897875189781189,0.8760266304016113,0.9275881052017212,0.9275881052017212,0,0,30,0.5,0,0.0,0.0,0,0,0,timeout_no_progress,results/reviewer1_remaining/sensorized_final/trace_shards/*.csv.gz
combined_executed_condition,selected_approximate_support,16027,eval,240,4,30,0.8125698361311849,0.8224236885706584,0.8126091957092285,0.8480358123779297,0.8480358123779297,0,0,0,0.0,0,0.0,0.0,0,0,0,timeout_no_progress,results/reviewer1_remaining/sensorized_final/trace_shards/*.csv.gz
combined_executed_condition,selected_approximate_support,16028,eval,120,1,30,0.8518117363898617,0.852600489060084,0.8514111042022705,0.8548625707626343,0.8548625707626343,0,0,0,0.0,0,0.0,0.5,1,0,0,timeout_no_progress,results/reviewer1_remaining/sensorized_final/trace_shards/*.csv.gz
combined_executed_condition,selected_approximate_support,16028,eval,120,2,30,0.8318955174596326,0.8585601230462392,0.8319045305252075,0.9258867502212524,0.9258867502212524,0,0,29,0.48333333333333334,0,0.0,0.0,0,0,0,timeout_no_progress,results/reviewer1_remaining/sensorized_final/trace_shards/*.csv.gz
combined_executed_condition,selected_approximate_support,16028,eval,120,3,30,0.822091787668465,0.8184019923210144,0.8084958791732788,0.82203608751297,0.8084958791732788,0,0,30,0.5,0,0.0,0.16666666666666666,1,0,0,timeout_no_progress,results/reviewer1_remaining/sensorized_final/trace_shards/*.csv.gz
combined_executed_condition,selected_approximate_support,16028,eval,120,4,30,0.8190681688773076,0.850887147585551,0.8190540075302124,0.922971785068512,0.922971785068512,0,0,17,0.2833333333333333,0,0.0,0.0,0,0,0,timeout_no_progress,results/reviewer1_remaining/sensorized_final/trace_shards/*.csv.gz
combined_executed_condition,selected_approximate_support,16028,eval,240,1,30,0.8303383904959455,0.8553774158159891,0.8303380608558655,0.9088373184204102,0.9088373184204102,0,0,30,0.5,0,0.0,0.0,0,0,0,timeout_no_progress,results/reviewer1_remaining/sensorized_final/trace_shards/*.csv.gz
combined_executed_condition,selected_approximate_support,16028,eval,240,2,30,0.8365039061211337,0.8298201203346253,0.8093695044517517,0.8376185894012451,0.8093695044517517,0,0,30,0.5,0,0.0,1.0,1,1,0,timeout_no_progress,results/reviewer1_remaining/sensorized_final/trace_shards/*.csv.gz
combined_executed_condition,selected_approximate_support,16028,eval,240,3,30,0.8255294380883337,0.8237758795420329,0.8226277828216553,0.825467050075531,0.8240295052528381,0,0,30,0.5,0,0.0,0.06666666666666667,1,0,0,timeout_no_progress,results/reviewer1_remaining/sensorized_final/trace_shards/*.csv.gz
combined_executed_condition,selected_approximate_support,16028,eval,240,4,30,0.8478165733217683,0.8676350394884745,0.8478032350540161,0.9117608070373536,0.9117608070373536,0,0,7,0.11666666666666667,0,0.0,0.0,0,0,0,timeout_no_progress,results/reviewer1_remaining/sensorized_final/trace_shards/*.csv.gz
combined_executed_condition,selected_approximate_support,16029,eval,120,1,30,0.8155221634904545,0.8194471259911855,0.8155460953712463,0.8330668807029724,0.8330668807029724,0,0,30,0.5,0,0.0,0.5,1,0,0,timeout_no_progress,results/reviewer1_remaining/sensorized_final/trace_shards/*.csv.gz
combined_executed_condition,selected_approximate_support,16029,eval,120,2,30,0.8450102391857391,0.8246957977612813,0.7808060050010681,0.8449916243553162,0.7808060050010681,0,0,29,0.48333333333333334,0,0.0,0.0,0,0,0,timeout_partial_progress,results/reviewer1_remaining/sensorized_final/trace_shards/*.csv.gz
combined_executed_condition,selected_approximate_support,16029,eval,120,3,30,0.8680625289040298,0.8692994137605031,0.8681278228759766,0.8701775074005127,0.8693171143531799,0,0,30,0.5,0,0.0,0.0,0,0,0,timeout_no_progress,results/reviewer1_remaining/sensorized_final/trace_shards/*.csv.gz
combined_executed_condition,selected_approximate_support,16029,eval,120,4,30,0.8146151654199101,0.8235573410987854,0.8146394491195679,0.8425743579864502,0.8425743579864502,0,0,30,0.5,0,0.0,0.9666666666666667,1,0,0,timeout_no_progress,results/reviewer1_remaining/sensorized_final/trace_shards/*.csv.gz
combined_executed_condition,selected_approximate_support,16029,eval,240,1,30,0.833336295180258,0.8461682120958964,0.8330016732215881,0.8784151077270508,0.8784151077270508,0,0,28,0.4666666666666667,0,0.0,0.5,1,0,0,timeout_no_progress,results/reviewer1_remaining/sensorized_final/trace_shards/*.csv.gz
combined_executed_condition,selected_approximate_support,16029,eval,240,2,30,0.8558932004620883,0.8689378480116526,0.8559112548828125,0.8965434432029724,0.8965434432029724,0,0,26,0.43333333333333335,0,0.0,0.0,0,0,0,timeout_no_progress,results/reviewer1_remaining/sensorized_final/trace_shards/*.csv.gz
combined_executed_condition,selected_approximate_support,16029,eval,240,3,30,0.8641162566937586,0.8666336854298909,0.8632787466049194,0.873222827911377,0.873222827911377,0,0,24,0.4,0,0.0,0.0,0,0,0,timeout_no_progress,results/reviewer1_remaining/sensorized_final/trace_shards/*.csv.gz
combined_executed_condition,selected_approximate_support,16029,eval,240,4,30,0.8288836480090477,0.8319931427637736,0.8289327621459961,0.8390610218048096,0.8390610218048096,0,0,14,0.23333333333333334,0,0.0,0.9333333333333333,1,0,0,timeout_no_progress,results/reviewer1_remaining/sensorized_final/trace_shards/*.csv.gz
combined_executed_condition,selected_temporal_drqn,16000,eval,120,1,30,0.8589377239308676,0.8723326841990153,0.8589601516723633,0.9063271284103394,0.9063271284103394,0,0,15,0.25,0,0.0,0.0,0,0,0,timeout_no_progress,results/reviewer1_remaining/sensorized_final/trace_shards/*.csv.gz
combined_executed_condition,selected_temporal_drqn,16000,eval,120,2,30,0.8513835352285637,0.8714836200078329,0.8514125943183899,0.9063090682029724,0.9063090682029724,0,0,0,0.0,0,0.0,0.0,0,0,0,timeout_no_progress,results/reviewer1_remaining/sensorized_final/trace_shards/*.csv.gz
combined_executed_condition,selected_temporal_drqn,16000,eval,120,3,30,0.8264007555054899,0.8441574513912201,0.8264057040214539,0.8963754177093506,0.8963754177093506,0,0,22,0.36666666666666664,0,0.0,0.4,1,0,0,timeout_no_progress,results/reviewer1_remaining/sensorized_final/trace_shards/*.csv.gz
combined_executed_condition,selected_temporal_drqn,16000,eval,120,4,30,0.852405607147915,0.8748328149318695,0.8524098992347717,0.9309582114219666,0.9309582114219666,0,0,29,0.48333333333333334,0,0.0,0.0,0,0,0,timeout_no_progress,results/reviewer1_remaining/sensorized_final/trace_shards/*.csv.gz
combined_executed_condition,selected_temporal_drqn,16000,eval,240,1,30,0.8701375410111829,0.8491088132063548,0.795494019985199,0.8701363205909729,0.795494019985199,0,0,30,0.5,0,0.0,0.0,0,0,0,timeout_partial_progress,results/reviewer1_remaining/sensorized_final/trace_shards/*.csv.gz
combined_executed_condition,selected_temporal_drqn,16000,eval,240,2,30,0.8475026018341384,0.8267914811770122,0.7937332391738892,0.8474625945091248,0.7937332391738892,0,0,30,0.5,0,0.0,0.5333333333333333,1,0,0,timeout_partial_progress,results/reviewer1_remaining/sensorized_final/trace_shards/*.csv.gz
